,Significance,Num. samples @ signif,F1 (withdrawn) @ signif,AP withdrawn @ signif,AP approved @ signif,AUROC withdrawn @ signif,Balanced accuracy @ signif,Precision withdrawn @ signif,Recall withdrawn @ signif,Precision approved @ signif,Recall approved @ signif,True positives @ signif,True negatives @ signif,False positives @ signif,False negatives @ signif
0,1.0,395,0.2857142857142857,0.31461269927846686,0.8116379416798469,0.7658812181342152,0.5951150613201047,0.3448275862068966,0.24390243902439024,0.9153005464480874,0.9463276836158192,10,335,19,31
1,0.95,380,0.2857142857142857,0.31461269927846686,0.8079795854948506,0.7555219799985611,0.5939276206921361,0.3448275862068966,0.24390243902439024,0.9116809116809117,0.943952802359882,10,320,19,31
2,0.9,343,0.2857142857142857,0.31487040703993613,0.7981070412891248,0.7275884348247457,0.590494265869811,0.3448275862068966,0.24390243902439024,0.9012738853503185,0.9370860927152318,10,283,19,31
3,0.85,303,0.29411764705882354,0.3244621861717018,0.7869980429732936,0.7259129759129759,0.5922202797202797,0.3448275862068966,0.2564102564102564,0.8941605839416058,0.928030303030303,10,245,19,29
4,0.8,262,0.30303030303030304,0.33329431165545254,0.7744484630611752,0.7123123123123123,0.5929129129129129,0.3448275862068966,0.2702702702702703,0.8841201716738197,0.9155555555555556,10,206,19,27
5,0.75,228,0.3076923076923077,0.33895612845416967,0.7607569657479114,0.6870659722222222,0.5894097222222222,0.3448275862068966,0.2777777777777778,0.8693467336683417,0.9010416666666666,10,173,19,26
6,0.7,191,0.31746031746031744,0.3483534164113521,0.745276008835204,0.6551142750093668,0.5865492693892844,0.3448275862068966,0.29411764705882354,0.8518518518518519,0.8789808917197452,10,138,19,24
7,0.6499999999999999,166,0.3278688524590164,0.35808682482022247,0.7335990891088346,0.6354944029850746,0.5853544776119404,0.3448275862068966,0.3125,0.8394160583941606,0.8582089552238806,10,115,19,22
8,0.6,140,0.33333333333333337,0.366467681818715,0.7160606616472353,0.5924829831311039,0.5741343592778929,0.3448275862068966,0.3225806451612903,0.8108108108108109,0.8256880733944955,10,90,19,21
9,0.55,114,0.3508771929824561,0.3869647192696404,0.6959244301155976,0.5772425249169435,0.5681063122923589,0.3448275862068966,0.35714285714285715,0.788235294117647,0.7790697674418605,10,67,19,18
10,0.5,96,0.37735849056603776,0.41162577783947907,0.6828269786473666,0.6035879629629629,0.576388888888889,0.3448275862068966,0.4166666666666667,0.7910447761194029,0.7361111111111112,10,53,19,14
11,0.44999999999999996,79,0.39215686274509803,0.42562829025749166,0.6672350802084686,0.5582137161084529,0.5606060606060606,0.3448275862068966,0.45454545454545453,0.76,0.6666666666666666,10,38,19,12
12,0.3999999999999999,60,0.4545454545454545,0.48784433544314376,0.6575522270340458,0.6562962962962963,0.6222222222222222,0.3448275862068966,0.6666666666666666,0.8387096774193549,0.5777777777777777,10,26,19,5
13,0.35,43,0.4878048780487806,0.5467660842660843,0.6162897617230443,0.7016129032258065,0.6102150537634409,0.3448275862068966,0.8333333333333334,0.8571428571428571,0.3870967741935484,10,12,19,2
14,0.29999999999999993,30,0.5405405405405405,0.574058769513315,0.5638003994249652,0.6220095693779903,0.5334928229665071,0.38461538461538464,0.9090909090909091,0.75,0.15789473684210525,10,3,16,1
15,0.25,21,0.6,0.6344131234740111,0.5126337782587782,0.6296296296296297,0.5,0.42857142857142855,1.0,0.0,0.0,9,0,12,0
16,0.19999999999999996,11,0.7058823529411764,0.712073112073112,0.4666666666666667,0.5333333333333333,0.5,0.5454545454545454,1.0,0.0,0.0,6,0,5,0
