,Threshold at opt. F1-score (withdrawn),Opt. F1-score (withdrawn only),AP withdrawn,AP approved,AUROC withdrawn,Balanced accuracy,Precision withdrawn,Recall withdrawn,Precision approved,Recall approved,True positives,True negatives,False positives,False negatives
0,0.5429999999999996,0.2222222222222222,0.23132328805713898,0.8445918467233073,0.6408984428827339,0.5632837260575996,0.46153846153846156,0.14634146341463414,0.9083769633507853,0.980225988700565,6,347,7,35
