,Significance,Num. samples @ signif,F1 (withdrawn) @ signif,AP withdrawn @ signif,AP approved @ signif,AUROC withdrawn @ signif,Balanced accuracy @ signif,Precision withdrawn @ signif,Recall withdrawn @ signif,Precision approved @ signif,Recall approved @ signif,True positives @ signif,True negatives @ signif,False positives @ signif,False negatives @ signif
0,1.0,394,0.26666666666666666,0.2895459602941286,0.8215907323853716,0.7292372881355932,0.5830508474576271,0.4,0.2,0.9144385026737968,0.9661016949152542,8,342,12,32
1,0.95,392,0.26666666666666666,0.2895459602941286,0.8211546115839334,0.7276988636363636,0.5829545454545455,0.4,0.2,0.9139784946236559,0.9659090909090909,8,340,12,32
2,0.9,378,0.26666666666666666,0.2895459602941286,0.8180450918231589,0.7164201183431952,0.5822485207100592,0.4,0.2,0.9106145251396648,0.9644970414201184,8,326,12,32
3,0.85,354,0.27118644067796605,0.2941900912585906,0.8126562636142636,0.7137973137973137,0.5835164835164836,0.4,0.20512820512820512,0.907185628742515,0.9619047619047619,8,303,12,31
4,0.8,312,0.2857142857142857,0.30842526452893176,0.8027830505594976,0.7289653784219001,0.5893719806763285,0.4,0.2222222222222222,0.9041095890410958,0.9565217391304348,8,264,12,28
5,0.75,264,0.2857142857142857,0.3096942903834471,0.78632312155353,0.6823830409356726,0.5847953216374269,0.4,0.2222222222222222,0.8852459016393442,0.9473684210526315,8,216,12,28
6,0.7,218,0.30188679245283023,0.32580907931194447,0.7688354531877601,0.6823914823914824,0.5887796887796888,0.4,0.24242424242424243,0.8737373737373737,0.9351351351351351,8,173,12,25
7,0.6499999999999999,177,0.32,0.34402692874751295,0.7488686607223676,0.6807256235827664,0.5925170068027211,0.4,0.26666666666666666,0.8598726114649682,0.9183673469387755,8,135,12,22
8,0.6,140,0.3404255319148936,0.3594332506847192,0.7299011382154638,0.647984267453294,0.5950508030154047,0.4,0.2962962962962963,0.8416666666666667,0.8938053097345132,8,101,12,19
9,0.55,110,0.35555555555555557,0.37481908531569524,0.7058151059893214,0.6056470588235294,0.5894117647058823,0.4,0.32,0.8111111111111111,0.8588235294117647,8,73,12,17
10,0.5,86,0.380952380952381,0.40165069429950256,0.6788992938913043,0.6051136363636364,0.5880681818181819,0.4,0.36363636363636365,0.7878787878787878,0.8125,8,52,12,14
11,0.44999999999999996,65,0.41025641025641024,0.43546052721196954,0.6458446365232937,0.6075514874141876,0.580091533180778,0.4,0.42105263157894735,0.7555555555555555,0.7391304347826086,8,34,12,11
12,0.3999999999999999,45,0.4444444444444445,0.4588695676469292,0.6205061929643034,0.521551724137931,0.5431034482758621,0.4,0.5,0.68,0.5862068965517241,8,17,12,8
13,0.35,32,0.5161290322580645,0.4966761391076807,0.615129511514197,0.5541125541125541,0.577922077922078,0.4,0.7272727272727273,0.75,0.42857142857142855,8,9,12,3
14,0.29999999999999993,25,0.5384615384615385,0.5438194444444444,0.6095169739593818,0.6323529411764706,0.6139705882352942,0.3888888888888889,0.875,0.8571428571428571,0.35294117647058826,7,6,11,1
15,0.25,17,0.5833333333333334,0.5826330532212884,0.5639013764013765,0.5571428571428572,0.5,0.4117647058823529,1.0,0.0,0.0,7,0,10,0
16,0.19999999999999996,11,0.625,0.6533333333333333,0.5287397787397787,0.6,0.5,0.45454545454545453,1.0,0.0,0.0,5,0,6,0
