,Significance,Num. samples @ signif,F1 (withdrawn) @ signif,AP withdrawn @ signif,AP approved @ signif,AUROC withdrawn @ signif,Balanced accuracy @ signif,Precision withdrawn @ signif,Recall withdrawn @ signif,Precision approved @ signif,Recall approved @ signif,True positives @ signif,True negatives @ signif,False positives @ signif,False negatives @ signif
0,1.0,395,0.25000000000000006,0.33641099776497907,0.8095598616309234,0.7625051674245557,0.57637453493179,0.34782608695652173,0.1951219512195122,0.9112903225806451,0.9576271186440678,8,339,15,33
1,0.95,368,0.25000000000000006,0.33643460308404427,0.8026784197690033,0.7431192660550459,0.5746251957932423,0.34782608695652173,0.1951219512195122,0.9043478260869565,0.9541284403669725,8,312,15,33
2,0.9,333,0.253968253968254,0.34195814421748344,0.793143323505995,0.7329351535836177,0.5744027303754267,0.34782608695652173,0.2,0.896774193548387,0.9488054607508533,8,278,15,32
3,0.85,299,0.253968253968254,0.34210701417456607,0.7824660284674869,0.6988416988416989,0.5710424710424711,0.34782608695652173,0.2,0.8840579710144928,0.9420849420849421,8,244,15,32
4,0.8,265,0.26229508196721313,0.35282600120427676,0.7712370052714752,0.6946440992348712,0.5722235103176443,0.34782608695652173,0.21052631578947367,0.8760330578512396,0.933920704845815,8,212,15,30
5,0.75,235,0.2711864406779661,0.36187253217210485,0.7618296510740513,0.6779731993299832,0.5734226689000559,0.34782608695652173,0.2222222222222222,0.8679245283018868,0.9246231155778895,8,184,15,28
6,0.7,201,0.28070175438596484,0.3742249388721397,0.7463210181760472,0.6622050017611835,0.5727368791828108,0.34782608695652173,0.23529411764705882,0.8539325842696629,0.9101796407185628,8,152,15,26
7,0.6499999999999999,176,0.2962962962962963,0.3919841460488154,0.7353688654680034,0.6680756395995551,0.5773081201334817,0.34782608695652173,0.25806451612903225,0.8496732026143791,0.896551724137931,8,130,15,23
8,0.6,142,0.31999999999999995,0.4185068835608542,0.7174091174362442,0.6673107890499195,0.5829307568438002,0.34782608695652173,0.2962962962962963,0.8403361344537815,0.8695652173913043,8,100,15,19
9,0.55,117,0.3555555555555555,0.46259612335869743,0.7026805640153828,0.7301435406698564,0.6028708133971292,0.34782608695652173,0.36363636363636365,0.851063829787234,0.8421052631578947,8,80,15,14
10,0.5,94,0.380952380952381,0.4999940551416475,0.6785425674092156,0.7628070175438597,0.6105263157894737,0.34782608695652173,0.42105263157894735,0.8450704225352113,0.8,8,60,15,11
11,0.44999999999999996,68,0.3902439024390244,0.5101789100569243,0.6365671212900221,0.67,0.5722222222222222,0.34782608695652173,0.4444444444444444,0.7777777777777778,0.7,8,35,15,10
12,0.3999999999999999,54,0.4210526315789474,0.5498382895988547,0.616251661442463,0.6837606837606838,0.5743589743589743,0.34782608695652173,0.5333333333333333,0.7741935483870968,0.6153846153846154,8,24,15,7
13,0.35,41,0.4444444444444444,0.5875931401698513,0.5806923214631754,0.6730769230769231,0.5398351648351649,0.34782608695652173,0.6153846153846154,0.7222222222222222,0.4642857142857143,8,13,15,5
14,0.29999999999999993,29,0.5161290322580644,0.6943440617353662,0.5461547945311157,0.8222222222222222,0.5944444444444444,0.36363636363636365,0.8888888888888888,0.8571428571428571,0.3,8,6,14,1
15,0.25,20,0.5714285714285714,0.7008658008658009,0.4649041103375469,0.7070707070707071,0.4444444444444444,0.42105263157894735,0.8888888888888888,0.0,0.0,8,0,11,1
16,0.19999999999999996,9,0.8750000000000001,0.7968253968253969,0.39285714285714285,0.4285714285714286,0.5,0.7777777777777778,1.0,0.0,0.0,7,0,2,0
