,Significance,Num. samples @ signif,F1 (withdrawn) @ signif,AP withdrawn @ signif,AP approved @ signif,AUROC withdrawn @ signif,Balanced accuracy @ signif,Precision withdrawn @ signif,Recall withdrawn @ signif,Precision approved @ signif,Recall approved @ signif,True positives @ signif,True negatives @ signif,False positives @ signif,False negatives @ signif
0,1.0,395,0.3235294117647059,0.29764004973946845,0.8197185754394052,0.710762022874466,0.6115474714069175,0.4074074074074074,0.2682926829268293,0.9184782608695652,0.9548022598870056,11,338,16,30
1,0.95,387,0.32835820895522394,0.30248611427409433,0.8181455532416304,0.7230547550432276,0.6144452449567723,0.4074074074074074,0.275,0.9194444444444444,0.9538904899135446,11,331,16,29
2,0.9,370,0.32835820895522394,0.3026426023793733,0.8140750045295525,0.7100757575757575,0.6132575757575758,0.4074074074074074,0.275,0.9154518950437318,0.9515151515151515,11,314,16,29
3,0.85,335,0.32835820895522394,0.3033839839975735,0.8047602363099958,0.6819491525423729,0.6103813559322033,0.4074074074074074,0.275,0.9058441558441559,0.9457627118644067,11,279,16,29
4,0.8,281,0.34375,0.31838815865797393,0.7894148848830514,0.6792202038103679,0.615861763402747,0.4074074074074074,0.2972972972972973,0.8976377952755905,0.9344262295081968,11,228,16,26
5,0.75,243,0.3548387096774193,0.32920230783272914,0.7761352268880193,0.6692307692307692,0.6186813186813187,0.4074074074074074,0.3142857142857143,0.8888888888888888,0.9230769230769231,11,192,16,24
6,0.7,194,0.38596491228070173,0.36016116577458235,0.7550047577107479,0.7046747967479675,0.6345528455284553,0.4074074074074074,0.36666666666666664,0.8862275449101796,0.9024390243902439,11,148,16,19
7,0.6499999999999999,159,0.39285714285714285,0.36767781577167197,0.7337524237792694,0.6586206896551724,0.6281167108753316,0.4074074074074074,0.3793103448275862,0.8636363636363636,0.8769230769230769,11,114,16,18
8,0.6,129,0.4230769230769231,0.39781122483180636,0.7123982460169402,0.6934615384615385,0.6430769230769231,0.4074074074074074,0.44,0.8627450980392157,0.8461538461538461,11,88,16,14
9,0.55,111,0.4313725490196078,0.40634389270358773,0.6955181980385695,0.6657088122605365,0.6372126436781609,0.4074074074074074,0.4583333333333333,0.8452380952380952,0.8160919540229885,11,71,16,13
10,0.5,88,0.44897959183673464,0.42569304797290797,0.6682800139383454,0.6432506887052342,0.6287878787878788,0.4074074074074074,0.5,0.819672131147541,0.7575757575757576,11,50,16,11
11,0.44999999999999996,64,0.5,0.47421563429306784,0.637528268844693,0.7008760951188986,0.653316645807259,0.4074074074074074,0.6470588235294118,0.8378378378378378,0.6595744680851063,11,31,16,6
12,0.3999999999999999,42,0.5238095238095238,0.500567996545008,0.5884991269559832,0.6074074074074074,0.5703703703703703,0.4074074074074074,0.7333333333333333,0.7333333333333333,0.4074074074074074,11,11,16,4
13,0.35,35,0.5499999999999999,0.5204666107342031,0.5764769123295479,0.6153846153846154,0.5594405594405594,0.4074074074074074,0.8461538461538461,0.75,0.2727272727272727,11,6,16,2
14,0.29999999999999993,24,0.6249999999999999,0.5556743980657024,0.5435446991948539,0.5454545454545454,0.5314685314685315,0.47619047619047616,0.9090909090909091,0.6666666666666666,0.15384615384615385,10,2,11,1
15,0.25,16,0.6666666666666667,0.5923026048026049,0.5366522366522366,0.41269841269841273,0.4444444444444444,0.5333333333333333,0.8888888888888888,0.0,0.0,8,0,7,1
16,0.19999999999999996,7,0.7272727272727273,0.7333333333333333,0.47619047619047616,0.5833333333333334,0.5,0.5714285714285714,1.0,0.0,0.0,4,0,3,0
