,index,chembl_id,pubchem_cid,smiles,parent_smiles,chembl_tox,withdrawn,standardized_smiles,scaffolds
1043,5479,CHEMBL1321,4915,CNNCc1ccc(C(=O)NC(C)C)cc1,CNNCc1ccc(C(=O)NC(C)C)cc1,Safe,0,CNNCc1ccc(C(=O)NC(C)C)cc1,CCCCC1CCC(C(C)CC(C)C)CC1
1853,9262,CHEMBL334966,9854012,CSCCNc1nc(SCCC(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)C(Cl)(Cl)P(=O)(O)O)[C@@H](O)[C@H]1O,CSCCNc1nc(SCCC(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)C(Cl)(Cl)P(=O)(O)O)[C@@H](O)[C@H]1O,Safe,0,CSCCNc1nc(SCCC(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)C(Cl)(Cl)P(=O)(O)O)[C@@H](O)[C@H]1O,CCCCCC1CC(CCCC(C)(C)C)CC2C1CCC2C1CC(CCC(C)(C)CC(C)(C)C(C)(C)C(C)(C)C)C(C)C1C
1613,8078,CHEMBL3039514,71661251,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc3c(c2)O[C@@H](c2ccccc2)n2c-3cc3cc(-c4c[nH]c([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)n4)ccc32)c[nH]1)C(C)C,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc3c(c2)O[C@@H](c2ccccc2)n2c-3cc3cc(-c4c[nH]c([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)n4)ccc32)c[nH]1)C(C)C,Safe,0,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc3c(c2)O[C@@H](c2ccccc2)n2c-3cc3cc(-c4c[nH]c([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)n4)ccc32)c[nH]1)C(C)C,CCC(C)CC(C(C)C)C(C)C1CCCC1C1CCC(C2CCC3C(C2)CC(C2CCCCC2)C2C4CCC(C5CCC(C6CCCC6C(C)C(CC(C)CC)C(C)C)C5)CC4CC32)C1
1277,6647,CHEMBL1079604,15459,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,Safe,0,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,CC1CCC(CCC2CC(C)CC(C)C2)C1
1728,8574,CHEMBL14370,3022645,CCOc1ccccc1OC(c1ccccc1)C1CNCCO1,CCOc1ccccc1OC(c1ccccc1)C1CNCCO1,Safe,0,CCOc1ccccc1OC(c1ccccc1)C1CNCCO1,CCCC1CCCCC1CC(C1CCCCC1)C1CCCCC1
378,2186,CHEMBL1201294,13505,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,Safe,0,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,CCCC(C)C1(C2CCCCC2)CCC(CCC(CC)(C2CCCCC2)C2CCCCC2)CC1
1558,7849,CHEMBL1909324,40704,COc1cc(Br)c(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)cc1OC,COc1cc(Br)c(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)cc1OC,Safe,0,COc1cc(Br)c(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)cc1OC,CCC1CC(C)C(CC2(CCCCCC3CCC4CC3C4(C)C)CCCCC2)CC1CC
1055,5536,CHEMBL1439973,5977,CC(C)(O)C(Cl)(Cl)Cl,CC(C)(O)C(Cl)(Cl)Cl,Safe,0,CC(C)(O)C(Cl)(Cl)Cl,CC(C)(C)C(C)(C)C
2065,10216,CHEMBL1987462,2292,CCCCNCC(O)c1ccc(O)cc1,CCCCNCC(O)c1ccc(O)cc1,Safe,0,CCCCNCC(O)c1ccc(O)cc1,CCCCCCC(C)C1CCC(C)CC1
1513,7700,CHEMBL46286,285033,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@H]13)OCO4,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@H]13)OCO4,Safe,0,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@H]13)OCO4,CCC(C)CC(C)(CCCC(C)(C)C)C(C)CC1C(CC)CC23CCCC2CCC2CC4CCCC4CC2C13
1607,8058,CHEMBL1614,28620,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@]4(C)[C@H]5C[C@@H](O)[C@]6(C)[C@@H](C7=CC(=O)OC7)CC[C@]6(O)[C@@H]5CC[C@@H]4C3)O[C@@H]2C)C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](C)O1,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@]4(C)[C@H]5C[C@@H](O)[C@]6(C)[C@@H](C7=CC(=O)OC7)CC[C@]6(O)[C@@H]5CC[C@@H]4C3)O[C@@H]2C)C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](C)O1,Safe,0,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@]4(C)[C@H]5C[C@@H](O)[C@]6(C)[C@@H](C7=CC(=O)OC7)CC[C@]6(O)[C@@H]5CC[C@@H]4C3)O[C@@H]2C)C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](C)O1,CCC1CC(CC2C(C)CC(CC3C(C)CC(CC4C(C)CC(CC5CCC6(C)C(CCC7C6CC(C)C6(C)C(C8CCC(C)C8)CCC76C)C5)CC4C)CC3C)CC2C)C(C)C(C)C1C
294,1854,CHEMBL2368925,missing,O=C(O[C@@H]1C[C@@H]2C[C@H]3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,O=C(O[C@@H]1C[C@@H]2C[C@H]3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,Safe,0,O=C(O[C@@H]1C[C@@H]2C[C@H]3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,CC1CC2C3CC(CC(C)C4CCC5CCCCC54)CC2CC1C3
731,3925,CHEMBL1180003,14251,CCCCCCCCCCCCCC[N+](C)(C)C,CCCCCCCCCCCCCC[N+](C)(C)C,Safe,0,CCCCCCCCCCCCCC[N+](C)(C)C,CCCCCCCCCCCCCCC(C)(C)C
556,3099,CHEMBL192,5212,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,Safe,0,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,CCCC1CCC(C(C)(C)C2CCC(C)CC2)CC1C1CC(C)C2C(C)CC(CCC)C2C1
1456,7486,CHEMBL1200515,8550,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,Safe,0,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,CCC(C)C1C(CC)C(CC(C)C2CC(CC)C(CC)C(CC)C2)CC2CC3CCC4C5CCCCC5CC4C3CC21
1382,7166,CHEMBL260538,130904,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,Safe,0,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,CC(C)CC1(C(C)C)CCC2C3CCC4CC(C)CCC4C3C(C3CCC(C(C)C)CC3)CC21C
919,4800,CHEMBL1741134,5243,O=S(=O)(O)Oc1ccc(C(c2ccc(OS(=O)(=O)O)cc2)c2ccccn2)cc1,O=S(=O)(O)Oc1ccc(C(c2ccc(OS(=O)(=O)O)cc2)c2ccccn2)cc1,Safe,0,O=S(=O)(O)Oc1ccc(C(c2ccc(OS(=O)(=O)O)cc2)c2ccccn2)cc1,CC(C)(C)CC1CCC(C(C2CCCCC2)C2CCC(CC(C)(C)C)CC2)CC1
344,2059,CHEMBL22242,54477,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,Safe,1,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,CCC1CCCC1CCC(C)C1C(CC)CCC(C)C1CC
1308,6799,CHEMBL2364632,missing,CON(C)Cc1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,CON(C)Cc1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,Safe,0,CON(C)Cc1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(=O)C(C(N)=O)C(=O)[C@@]3(O)C(=O)C1C2=O,CCC(C)CC1CCC(C)C2C(C)C3C(CC12)CC1C(C(C)C)C(C)C(C(C)C)C(C)C1(C)C3C
734,3939,CHEMBL10878,82148,COc1ccc2cccc(CCNC(C)=O)c2c1,COc1ccc2cccc(CCNC(C)=O)c2c1,Safe,0,COc1ccc2cccc(CCNC(C)=O)c2c1,CCC1CCC2CCCC(CCCC(C)C)C2C1
1446,7447,CHEMBL14376,71360,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,toxic_psyche,0,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,CCC1CC(C(C)C)CCC1CCCCC1CCC(C2CCC3CC(C)CCC32)CC1
1117,5864,CHEMBL416898,3036,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,Safe,0,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,CC1CCC(C(C2CCC(C)CC2)C(C)(C)C)CC1
640,3496,CHEMBL435966,23009,O=[N+]([O-])c1cncn1CCN1CCOCC1,O=[N+]([O-])c1cncn1CCN1CCOCC1,Safe,0,O=[N+]([O-])c1cncn1CCN1CCOCC1,CC(C)C1CCCC1CCC1CCCCC1
623,3418,CHEMBL58,4212,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,toxic_cardio+toxic_hema,0,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,CCCCCCCC1CCC(CCCCCCC)C2C(C)C3C(C)CCC(C)C3C(C)C12
1078,5646,CHEMBL189171,1981,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Safe,0,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CCC1CCC2C(C1)C(CC(C)CCC(C)C)C(C)C2C(C)C1CCC(C)CC1
381,2198,CHEMBL1231723,656641,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,Safe,0,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC
1751,8720,CHEMBL1159717,5606,CC(C)(C)NCC(O)c1ccccc1Cl,CC(C)(C)NCC(O)c1ccccc1Cl,Safe,0,CC(C)(C)NCC(O)c1ccccc1Cl,CC1CCCCC1C(C)CCC(C)(C)C
442,2522,CHEMBL591,5281077,C#CC(O)(/C=C/Cl)CC,C#CC(O)(/C=C/Cl)CC,Safe,0,C#CC(O)(/C=C/Cl)CC,CCC(C)(CC)CCC
1468,7523,CHEMBL1201237,39468,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O,Safe,0,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O,CC(CCC1CCCC2C(C)CCCC12)CCC(C)(C)C
524,2917,CHEMBL1200449,6216,CC(=O)OCC(=O)[C@@]1(O)[C@H](OC(C)=O)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CC(=O)OCC(=O)[C@@]1(O)[C@H](OC(C)=O)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,Safe,0,CC(=O)OCC(=O)[C@@]1(O)[C@H](OC(C)=O)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CC(C)CCC(C)C1(C)C(CC(C)C)CC2C3CCC4CC(C)CCC4(C)C3(C)C(C)CC21C
1746,8674,CHEMBL1200761,11289,COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,Safe,0,COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,CCC1CCC(C(C)C(C2CCC(CC)CC2)C2CCC(CC)CC2)CC1
336,2027,CHEMBL2104445,72145,CCOc1c(N)c2c(c(OCC)c1OCC)C(C1c3c(cc4c(c3OC)OCO4)CCN1C)OC2=O,CCOc1c(N)c2c(c(OCC)c1OCC)C(C1c3c(cc4c(c3OC)OCO4)CCN1C)OC2=O,Safe,0,CCOc1c(N)c2c(c(OCC)c1OCC)C(C1c3c(cc4c(c3OC)OCO4)CCN1C)OC2=O,CCCC1C(C)C2C(C)CC(C3C(C)CCC4CC5CCCC5C(CC)C43)C2C(CCC)C1CCC
2000,9885,CHEMBL76370,135409453,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,Safe,1,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,CCCCCCC(C)CCCC1CCC2CCC(CC)CC21
628,3443,CHEMBL847,4612,CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,Safe,0,CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,CCC1CC2CCC(CCC(C)C)CC2CC1C(C)C
1018,5355,CHEMBL1614637,272833,CC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,CC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,Safe,0,CC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,CC(C)C1C2C(C)C(CC(C)C(C)CC3CCCCC3)C2CC1(C)C
1770,8832,CHEMBL857,171548,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12,Safe,0,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12,CC(C)CCCCC1CCC2CC(C)CC12
1407,7263,CHEMBL4297364,6917866,CC[N+]1(C)[C@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,CC[N+]1(C)[C@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,Safe,0,CC[N+]1(C)[C@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,CCC(C(C)CC1CC2C3CC3C(C1)C2(C)CC)C1CCCCC1
1170,6109,CHEMBL1725,3736,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,Safe,0,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,CCCC(C)CC1C(C)C(C(C)CCC(C)CC)C(C)C(C(C)C(C)CC(C)CC)C1C
1435,7379,CHEMBL1201232,3775,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C,Safe,0,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C,CC(C)C(C)(CCC(C(C)C)(C1CCCCC1)C1CCCCC1)C(C)C
1634,8159,CHEMBL1096882,30751,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,toxic_hema+toxic_neuro,0,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,CC1CC(C)C2CCC(C3CC(CCC(C)(C)C)C(C)C3C)C2C1
2095,10382,CHEMBL1601,43594,O=C(O)C1=C(CSc2nnnn2CS(=O)(=O)O)CS[C@@H]2[C@H](NC(=O)[C@H](O)c3ccccc3)C(=O)N12,O=C(O)C1=C(CSc2nnnn2CS(=O)(=O)O)CS[C@@H]2[C@H](NC(=O)[C@H](O)c3ccccc3)C(=O)N12,Safe,0,O=C(O)C1=C(CSc2nnnn2CS(=O)(=O)O)CS[C@@H]2[C@H](NC(=O)[C@H](O)c3ccccc3)C(=O)N12,CC(C)C1C(CCC2CCCC2CC(C)(C)C)CCC2C(CC(C)C(C)C3CCCCC3)C(C)C21
1860,9288,CHEMBL167731,134019,NCCNc1ccc(NCCN)c2c1C(=O)c1ccncc1C2=O,NCCNc1ccc(NCCN)c2c1C(=O)c1ccncc1C2=O,Safe,0,NCCNc1ccc(NCCN)c2c1C(=O)c1ccncc1C2=O,CCCCC1CCC(CCCC)C2C(C)C3CCCCC3C(C)C12
1439,7406,CHEMBL1752,3182,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,Safe,0,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,CCC(C)CC1CCC2C(C)C(C)C(C)C(C)C12
543,3042,CHEMBL1243,5319,Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1,Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1,Safe,0,Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1,CC1CCC(C(C)(C)CC(C)C2CCCCC2)CC1
663,3605,CHEMBL25105,65130,N=C(N)c1ccc(OCCCCCCOc2ccc(C(=N)N)cc2)cc1,N=C(N)c1ccc(OCCCCCCOc2ccc(C(=N)N)cc2)cc1,Safe,0,N=C(N)c1ccc(OCCCCCCOc2ccc(C(=N)N)cc2)cc1,CC(C)C1CCC(CCCCCCCCC2CCC(C(C)C)CC2)CC1
352,2092,CHEMBL1443,8982,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,Safe,0,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,CCCC1CCC2CCCCC2C1C(C)CC1C(C)C2C1CC(C)(C)C2C(C)C
680,3700,CHEMBL956,5359,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,Safe,1,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,CC(C)C(C)C1CCC(C(C)C2CCCC2)CC1
1891,9415,CHEMBL28333,4041,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,Safe,0,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,CC1CCC2C(C)CCCC(C3CCCCC3)C2C1
190,1349,CHEMBL621,5533,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,toxic_psyche,0,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,CC1CCCC(C2CCC(CCCC3CC4CCCCC4C3C)CC2)C1
881,4576,CHEMBL887,3052776,C#CCN[C@@H]1CCc2ccccc21,C#CCN[C@@H]1CCc2ccccc21,Safe,0,C#CCN[C@@H]1CCc2ccccc21,CCCCC1CCC2CCCCC12
1910,9489,CHEMBL838,5362124,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,toxic_teratogen,0,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,CCCC(C)C(CCC1CCCCC1)CC1CCC2CCCCC2C(CC(C)C)C1C
391,2262,CHEMBL833,5472,Clc1ccccc1CN1CCc2sccc2C1,Clc1ccccc1CN1CCc2sccc2C1,toxic_hema,0,Clc1ccccc1CN1CCc2sccc2C1,CC1CCCCC1CC1CCC2CCCC2C1
1864,9303,CHEMBL916,60947,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,Safe,0,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,CCCCC(C)(C)CC(CC1CCC(CCCCCC2CCCCC2)CC1)C(C)C
754,4017,CHEMBL1200438,5482,Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,Safe,0,Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,CC1CCC(C(CCC2CCCC2C)CC2CCCC2)C(C)C1
742,3979,CHEMBL715,135398745,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,Safe,0,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,CC1CCC(C2CC3CCCCC3CC3CC(C)CC32)CC1
2036,10063,CHEMBL2104356,33746,CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1,CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1,Safe,0,CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1,CC1CCC2C(C)C(C)CC3C(C)CC(C)CC3(C3CCCCC3)C2C1
1089,5700,CHEMBL496,3598,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,Safe,0,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,CC1CC(C)C(C)C(CC2C(C)C(C)CC(C)C2C)C1C
1336,6966,CHEMBL850,60464,C[C@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1,C[C@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1,Safe,1,C[C@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1,CC1CC(C)CC(C2C(C)C(C)C3C(C)C(C(C)C)CC(C4CC4)C3C2C)C1
927,4899,CHEMBL44657,36462,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,toxic_hema,0,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,CCC1CC(C2C3CC4CCCC4CC3C(CC3CC4CCC(C)CC4C(C)C3C)C3CCC(C)C32)CC(CC)C1C
855,4478,CHEMBL1436,5479529,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,Safe,0,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,CCCC(C(C)CC1C(C)C2C1CCC(CCC(C)C)C2C(C)C)C1CCCC1
705,3830,CHEMBL345714,5310993,Cc1cnc(C(=O)O)c[n+]1[O-],Cc1cnc(C(=O)O)c[n+]1[O-],Safe,0,Cc1cnc(C(=O)O)c[n+]1[O-],CC(C)C1CCC(C)C(C)C1
