,index,chembl_id,pubchem_cid,smiles,parent_smiles,chembl_tox,withdrawn,standardized_smiles,scaffolds
638,3483,CHEMBL189,4197,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,Safe,0,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,CCC1CC(C2CCCCC2)C(C)CC1C
1641,8180,CHEMBL64195,10391,O=C(CCCl)NCc1ccccc1,O=C(CCCl)NCc1ccccc1,Safe,0,O=C(CCCl)NCc1ccccc1,CCCC(C)CCC1CCCCC1
1742,8658,CHEMBL580,3958,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,Safe,0,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,CC1CCC2CC(C)C(C)CC(C3CCCCC3C)C2C1
245,1574,CHEMBL227875,456199,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(OC(F)(F)F)cc1)C2,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(OC(F)(F)F)cc1)C2,Safe,0,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(OC(F)(F)F)cc1)C2,CC(C)C1CC2CCC(CCC3CCC(CC(C)(C)C)CC3)CC2C1
1512,7692,CHEMBL1096885,454216,CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O,CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O,Safe,0,CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O,CCCCC(C)CCC(C)C1(C)CC(CC2CC(C)C(C)C(CC(C)C(C)(C)C)C2)C2C(C)C3C(C)C4C(CC)CCCC4C(C)C3C(C)C2C1
659,3579,CHEMBL285802,5736,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,Safe,0,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,CC(C)CCCC1CC2CCCCC2CC2CCC(C)CC12
1412,7294,CHEMBL2111157,13331,CCC(=O)C(CC(C)N1CCCCC1)(c1ccccc1)c1ccccc1,missing,Safe,0,CCC(=O)C(CC(C)N1CCCCC1)(c1ccccc1)c1ccccc1,CCC(C)C(CC(C)C1CCCCC1)(C1CCCCC1)C1CCCCC1
709,3838,CHEMBL514,3950,O=NN(CCCl)C(=O)NC1CCCCC1,O=NN(CCCl)C(=O)NC1CCCCC1,toxic_hema,0,O=NN(CCCl)C(=O)NC1CCCCC1,CCCC(CC)C(C)CC1CCCCC1
838,4389,CHEMBL2103772,107751,CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,Safe,0,CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,CC(C)CCC(CC1CCCCC1)C(C)CCC(C)CCC1CCCCC1
410,2353,CHEMBL1301,5284571,N=C(N)c1ccc(/C=C/c2ccc(C(=N)N)cc2O)cc1,N=C(N)c1ccc(/C=C/c2ccc(C(=N)N)cc2O)cc1,Safe,0,N=C(N)c1ccc(/C=C/c2ccc(C(=N)N)cc2O)cc1,CC(C)C1CCC(CCC2CCC(C(C)C)CC2C)CC1
1317,6826,CHEMBL1237122,5281075,CCCCC[C@](C)(O)/C=C/[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O,CCCCC[C@](C)(O)/C=C/[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O,Safe,0,CCCCC[C@](C)(O)/C=C/[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O,CCCCCC(C)(C)CCC1C(C)CC(C)C1CCCCCCC(C)C
2044,10108,CHEMBL44354,5481173,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,Safe,0,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,CC1CCC(C(CCC(C)(C)C(C)C)C(C)CC2C(C)C3C2CCC(CC2CCCCC2)C3C(C)C)C1
1962,9711,CHEMBL945,16231,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,toxic_metabolism,0,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,CC(C)CC(C)C1CC(C)C(C)CC1C
2020,9985,CHEMBL1289,3561,Clc1cc(Cl)c(OCC#CI)cc1Cl,Clc1cc(Cl)c(OCC#CI)cc1Cl,Safe,0,Clc1cc(Cl)c(OCC#CI)cc1Cl,CCCCCC1CC(C)C(C)CC1C
182,1323,CHEMBL1617,6436173,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,Safe,0,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,CCC1CCCC2(C)CC3C(C)C(C)C4C(C)C(CC(C)C(C)CCCC(C)C(C)C(C)C(C)C(C)C(CC(C)C)C1C)C1C5CCC(C)CC5CC1C4C3C2C
276,1728,CHEMBL3545985,5311017,C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1,C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1,Safe,0,C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1,CC(CC1CCCCC1)C(C)CC1CCCCC1
1842,9200,CHEMBL1473,444036,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,Safe,0,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CCCC(C)C1(CC(C)CC)C(C)CC2C3CC(C)C4CC(C)CCC4(C)C3(C)C(C)CC21C
520,2886,CHEMBL43,2179,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,Safe,0,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,CCC1CC(CC(C)(C)C)CCC1CC1C2CCCCC2CC2CCCCC21
921,4808,CHEMBL2110588,23652731,CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)c1ccc2c(c1)OCCO2,CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)c1ccc2c(c1)OCCO2,Safe,0,CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)c1ccc2c(c1)OCCO2,CCCCCCCC(C)CC(CC1CCCC1)C(C)C1CCC2CCCCC2C1
493,2767,CHEMBL566534,68911,CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3,CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3,Safe,0,CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3,CCC1CC2CC3(C)CCC4C(C)CCC(C1C)C24CC3
1184,6200,CHEMBL1762,38945,Cc1cccc(C)c1NC(=O)C(C)N,Cc1cccc(C)c1NC(=O)C(C)N,Safe,0,Cc1cccc(C)c1NC(=O)C(C)N,CC(C)C(C)CC1C(C)CCCC1C
1914,9493,CHEMBL2063090,44603531,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]1C[C@H]1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]1C[C@H]1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1,Safe,0,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]1C[C@H]1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1,CCC1CCC2CC3CCCCCC4CC4CC(C)CC(C(C)(C)C)C(C)C4CC(CC3CC2C1)CC4C(C)CC1(C(C)CC(C)(C)C2CC2)CC1CC
1039,5459,CHEMBL1201220,2140,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,Safe,0,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,CC(C)CC1C(C)C(CC(C)C)C(C)C(C(C)C)C1C
1282,6672,CHEMBL33986,5361092,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,toxic_respiratory,0,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,CC1CCC2CC3C(CC4CCC4)CCC4(CCCCC34C)C2C1
196,1359,CHEMBL1201754,129228,NC(=O)c1cn(Cc2c(F)cccc2F)nn1,NC(=O)c1cn(Cc2c(F)cccc2F)nn1,Safe,0,NC(=O)c1cn(Cc2c(F)cccc2F)nn1,CC(C)C1CCC(CC2C(C)CCCC2C)C1
2127,10525,CHEMBL934,4174,CC(C)(C(=O)c1cccnc1)c1cccnc1,CC(C)(C(=O)c1cccnc1)c1cccnc1,Safe,0,CC(C)(C(=O)c1cccnc1)c1cccnc1,CC(C1CCCCC1)C(C)(C)C1CCCCC1
503,2801,CHEMBL3833382,98070685,CCC[N+]12[C@H]3C[C@@]45c6ccccc6N(C)[C@H]4[C@@H]1C[C@@H]([C@H](CC)[C@H]2O)[C@H]3[C@H]5O,CCC[N+]12[C@H]3C[C@@]45c6ccccc6N(C)[C@H]4[C@@H]1C[C@@H]([C@H](CC)[C@H]2O)[C@H]3[C@H]5O,Safe,0,CCC[N+]12[C@H]3C[C@@]45c6ccccc6N(C)[C@H]4[C@@H]1C[C@@H]([C@H](CC)[C@H]2O)[C@H]3[C@H]5O,CCCC12C(C)C(CC)C3CC1C1C(C)C4CCCCC4C14CC2C3C4C
897,4658,CHEMBL3833319,11753673,CN(CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)C(=O)c1ccc(CN2CCC(C(N)=O)CC2)cc1,CN(CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)C(=O)c1ccc(CN2CCC(C(N)=O)CC2)cc1,Safe,0,CN(CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)C(=O)c1ccc(CN2CCC(C(N)=O)CC2)cc1,CC(CC1CCC(CCC(C)C(C)C2CCC(CC3CCC(C(C)C)CC3)CC2)CC1)CC1CCCCC1C1CCCCC1
801,4242,CHEMBL818,60860,N=C(N)NCc1cccc(I)c1,N=C(N)NCc1cccc(I)c1,Safe,0,N=C(N)NCc1cccc(I)c1,CC(C)CCC1CCCC(C)C1
868,4537,CHEMBL290106,2406,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,Safe,1,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,CC1CC(C)C(C)C(CC2CC(C)CC(C)C2C)C1
1745,8672,CHEMBL8,2764,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,toxic_muscoskelet+toxic_neuro,0,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,CC(C)C1CC(C2CC2)C2CC(C3CCCCC3)C(C)CC2C1C
1318,6849,CHEMBL129,35370,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,toxic_hema+toxic_hepa+toxic_metabolism+toxic_muscoskelet,0,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,CCCC1CC(C2CC(C)C(C)CC2C)CC1CC
643,3529,CHEMBL2105612,92879,CCC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,CCC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,Safe,0,CCC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,CCC(CC1CCCCC1)C(C)CC1C(C)C2C1CC(C)(C)C2C(C)C
136,1101,CHEMBL839,2583,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,Safe,0,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,CC(CCC1CCCC2CC(C)CCC12)CCC(C)(C)C
579,3239,CHEMBL877,missing,NC[C@H]1CC[C@H](C(=O)O)CC1,NC[C@H]1CC[C@H](C(=O)O)CC1,Safe,0,NC[C@H]1CC[C@H](C(=O)O)CC1,CCC1CCC(C(C)C)CC1
1664,8308,CHEMBL865,119607,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,Safe,0,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,CC1CCC(C2CCCCC2)C1C1CCC(C(C)(C)C)CC1
1451,7477,CHEMBL328560,5356,NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1,NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1,Safe,0,NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1,CC(C)(C)C1CCC(C2CCCCC2(C)C)CC1
1577,7954,CHEMBL2110805,34055,CC[N+](C)(C)C(C)CC(c1ccccc1)c1ccccc1,CC[N+](C)(C)C(C)CC(c1ccccc1)c1ccccc1,Safe,0,CC[N+](C)(C)C(C)CC(c1ccccc1)c1ccccc1,CCC(C)(C)C(C)CC(C1CCCCC1)C1CCCCC1
873,4550,CHEMBL878,4170,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,Safe,0,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,CC1CCCCC1C1C(C)CC2CC(C)C(C(C)(C)C)CC2C1C
590,3310,CHEMBL1257051,11234049,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,Safe,0,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,CCC1CC(C)C(C2CCC(C3CCC(C4CCC(C)C4)CC3)C(C)C2)C1
607,3364,CHEMBL1237044,5523,COc1cccc(C2(O)CCCCC2CN(C)C)c1,COc1cccc(C2(O)CCCCC2CN(C)C)c1,toxic_hepa+toxic_respiratory,0,COc1cccc(C2(O)CCCCC2CN(C)C)c1,CCC1CCCC(C2(C)CCCCC2CC(C)C)C1
696,3781,CHEMBL1382,443879,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,Safe,0,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,CC1CCC(C)C(C(CCC(C(C)C)C(C)C)C2CCCCC2)C1
930,4905,CHEMBL360328,11658860,C[C@H]1CNCCc2ccc(Cl)cc21,C[C@H]1CNCCc2ccc(Cl)cc21,Safe,0,C[C@H]1CNCCc2ccc(Cl)cc21,CC1CCC2CCCCC(C)C2C1
1836,9186,CHEMBL2103873,16004692,CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,toxic_teratogen,0,CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,CCCCC(C)(C)CC1CCCC(CCCCC2CCC(C)CC2)C1C1CCC(C)CC1
1059,5566,CHEMBL1756,259329,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)(O)O,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)(O)O,Safe,0,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)(O)O,CCCC(CCC)C(C)CC1CCC2C(CCC3C2CCC2(C)C(CC(C)(C)C)CCC32)C1
11,321,CHEMBL288441,5328940,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,Safe,0,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,CCC1CC(CC2C(CC)CCC3CC(CCCCC4CCC(C)CC4)C(CC)CC32)C(C)CC1C
861,4515,CHEMBL1201774,44257,C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)nc(O)c2N1,C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)nc(O)c2N1,Safe,0,C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1,CC1CC(C)C2CC(C(C)C(C)C)CCC2C1
1841,9196,CHEMBL49080,2783,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,Safe,0,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,CC(CCC(C)(C)C)C1CC(C)C(C)C(C)C1
1440,7413,CHEMBL1201352,5311399,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](OC(C)=O)[C@@H](N6CCCCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(=O)CC)CCCCC1,missing,Safe,1,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](OC(C)=O)[C@@H](N6CCCCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(=O)CC)CCCCC1,CCCC1(C2CC3C4CCC5CC(CC(C)C)C(C6CCCCC6)CC5(C)C4CCC3(C)C2CC(C)CC)CCCCC1
1851,9255,CHEMBL3545123,58031952,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc2cc([C@H]3CC[C@H](c4cc5nc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)[C@@H](C)OC)[nH]c5cc4F)N3c3cc(F)c(N4CCC(c5ccc(F)cc5)CC4)c(F)c3)c(F)cc2[nH]1)[C@@H](C)OC,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc2cc([C@H]3CC[C@H](c4cc5nc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)[C@@H](C)OC)[nH]c5cc4F)N3c3cc(F)c(N4CCC(c5ccc(F)cc5)CC4)c(F)c3)c(F)cc2[nH]1)[C@@H](C)OC,Safe,0,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc2cc([C@H]3CC[C@H](c4cc5nc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)[C@@H](C)OC)[nH]c5cc4F)N3c3cc(F)c(N4CCC(c5ccc(F)cc5)CC4)c(F)c3)c(F)cc2[nH]1)[C@@H](C)OC,CCC(C)CC(C(C)CC)C(C)C1CCCC1C1CC2CC(C)C(C3CCC(C4CC5CC(C6CCCC6C(C)C(CC(C)CC)C(C)CC)CC5CC4C)C3C3CC(C)C(C4CCC(C5CCC(C)CC5)CC4)C(C)C3)CC2C1
1940,9614,CHEMBL707,3157,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,Safe,0,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,CCC1CC2CC(C3CCC(C(C)C4CCC5CCCCC5C4)CC3)CC(C)C2CC1CC
1496,7635,CHEMBL1215,6041,CNC[C@H](O)c1cccc(O)c1,CNC[C@H](O)c1cccc(O)c1,Safe,0,CNC[C@H](O)c1cccc(O)c1,CCCC(C)C1CCCC(C)C1
117,1000,CHEMBL1466,54676038,O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,Safe,0,O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,CC1CC2CCCCC2C(C)C1CC1C(C)CC2CCCCC2C1C
1684,8392,CHEMBL3989944,73330464,COC(=O)/C=C/C(=O)OCCN1C(=O)CCC1=O,COC(=O)/C=C/C(=O)OCCN1C(=O)CCC1=O,Safe,0,COC(=O)/C=C/C(=O)OCCN1C(=O)CCC1=O,CCC(C)CCC(C)CCCC1C(C)CCC1C
843,4418,CHEMBL1399,2187,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,Safe,0,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,CCC(C)(C)C1CC(CC2CCCC2)CC(C(C)(C)CC)C1
2049,10148,CHEMBL530,missing,CC1(C)S[C@@H]2[C@H](/N=C/N3CCCCCC3)C(=O)N2[C@H]1C(=O)O,CC1(C)S[C@@H]2[C@H](/N=C/N3CCCCCC3)C(=O)N2[C@H]1C(=O)O,Safe,0,CC1(C)S[C@@H]2[C@H](/N=C/N3CCCCCC3)C(=O)N2[C@H]1C(=O)O,CC(C)C1C2C(C)C(CCC3CCCCCC3)C2CC1(C)C
2066,10220,CHEMBL499915,636403,CC1(C)[C@@H](OC(=O)CCC(=O)O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,CC1(C)[C@@H](OC(=O)CCC(=O)O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,Safe,0,CC1(C)[C@@H](OC(=O)CCC(=O)O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,CC(C)CCC(C)CC1CCC2(C)C(CCC3(C)C2C(C)CC2C4CC(C)(C(C)C)CCC4(C)CCC23C)C1(C)C
577,3237,CHEMBL19490,5733,Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,Safe,1,Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,CC(C)CC1CC(C)C(C(C)C2CCC(C)CC2)C1C
1945,9641,CHEMBL277100,60021,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,Safe,1,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,CC1CCC(C2CC(C(C)C)C(C)C3CC(C)C(C4CCCC(C)C4)CC32)C(C)C1
1074,5630,CHEMBL1199307,3116,CN(CCCCCCN(C)C(=O)Oc1ccc[n+](C)c1)C(=O)Oc1ccc[n+](C)c1,CN(CCCCCCN(C)C(=O)Oc1ccc[n+](C)c1)C(=O)Oc1ccc[n+](C)c1,Safe,0,CN(CCCCCCN(C)C(=O)Oc1ccc[n+](C)c1)C(=O)Oc1ccc[n+](C)c1,CC1CCCC(CC(C)C(C)CCCCCCC(C)C(C)CC2CCCC(C)C2)C1
850,4460,CHEMBL63857,4764,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,Safe,0,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,CC1CCC(C2(C3CCC(C)CC3)CC(C)C3CCCCC32)CC1
877,4566,CHEMBL462605,9948102,Clc1ccc(CCCOCCCN2CCCCC2)cc1,Clc1ccc(CCCOCCCN2CCCCC2)cc1,Safe,0,Clc1ccc(CCCOCCCN2CCCCC2)cc1,CC1CCC(CCCCCCCC2CCCCC2)CC1
415,2369,CHEMBL1535,3652,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,Safe,0,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,CCCC(CC)CCCC(C)CC1CCCC2CC(C)CCC12
