chembl_id,drugbank_id,canonical_smiles_ap,canonical_smiles_ap_nonstereo,orginal_smiles,mw_ap,rule_of_5,rule_of_5_label,in_drugbank,in_chembl,wd_drugbank,wd_chembl,wd_withdrawn,drugbank_three_class,sum,wd_consensus_1,wd_consensus_2,wd_consensus_3,standardized_smiles,scaffolds
CHEMBL1628227,DB01142,N(CCC=C1c2c(OCc3c1cccc3)cccc2)(C)C,N(CCC=C1c2c(OCc3c1cccc3)cccc2)(C)C,CN(C)CCC=C1c2ccccc2COc2ccccc21,279.38437,0,,yes,yes,0,0,,AD,0,0,0,0,CN(C)CCC=C1c2ccccc2COc2ccccc21,CC(C)CCCC1C2CCCCC2CCC2CCCCC21
CHEMBL57053,DB13154,Clc1ccc(O)cc1,Clc1ccc(O)cc1,OC1=CC=C(Cl)C=C1,128.55885,0,,yes,yes,0,,,AD,0,0,0,0,Oc1ccc(Cl)cc1,CC1CCC(C)CC1
CHEMBL6995,DB01297,C(=O)(Nc1ccc(OCC(O)CNC(C)C)cc1)C,C(=O)(Nc1ccc(OCC(O)CNC(C)C)cc1)C,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,266.34234,0,,yes,yes,0,0,1,AD,1,1,0,0,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,CC(C)CCC(C)CCC1CCC(CC(C)C)CC1
CHEMBL1152,DB15566,C(=O)(OCC(=O)[C@@]1([C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)C=C4)CC3)C)[C@@H](O)C2)CC1)C)O)C,C(=O)(OCC(=O)C1(C2(C(C3C(C4(C(=CC(=O)C=C4)CC3)C)C(O)C2)CC1)C)O)C,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,402.4908,0,,yes,yes,0,0,,AD,0,0,0,0,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,CC(C)CCC(C)C1(C)CCC2C3CCC4CC(C)CCC4(C)C3C(C)CC21C
CHEMBL1584,,C(=O)(c1cc2c(Sc3c(N2CCCN4CCC(CCO)CC4)cccc3)cc1)C,C(=O)(c1cc2c(Sc3c(N2CCCN4CCC(CCO)CC4)cccc3)cc1)C,CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,410.5817,0,,no,yes,,0,,,0,0,0,0,CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,CCCC1CCC(CCCC2C3CCCCC3CC3CCC(C(C)C)CC32)CC1
CHEMBL700,DB00891,O=S(=O)(c1ccc(cc1)N)Nc2ncccc2,O=S(=O)(c1ccc(cc1)N)Nc2ncccc2,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,249.29267,0,,yes,yes,0,0,,AD,0,0,0,0,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,CC1CCC(C(C)(C)CC2CCCCC2)CC1
CHEMBL1200500,DB00394,C(=O)(O[C@@]1(C(=O)COC(=O)CC)[C@@]2([C@H]([C@H]3[C@@](Cl)([C@@]4(C(=CC(=O)C=C4)CC3)C)[C@@H](O)C2)C[C@@H]1C)C)CC,C(=O)(OC1(C(=O)COC(=O)CC)C2(C(C3C(Cl)(C4(C(=CC(=O)C=C4)CC3)C)C(O)C2)CC1C)C)CC,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,521.05449,1,Mw,yes,yes,0,0,,AD,0,0,0,0,CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC21C,CCC(C)CCC(C)C1(CC(C)CC)C(C)CC2C3CCC4CC(C)CCC4(C)C3(C)C(C)CC21C
CHEMBL1774461,DB09149,O(c1ncc(/C=C/c2ccc(NC)cc2)cc1)CCOCCOCC[18F],O(c1ncc(C=Cc2ccc(NC)cc2)cc1)CCOCCOCC[18F],[H]N(C1=C([H])C([H])=C(\C([H])=C(/[H])C2=C([H])N=C(OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])[18F])C([H])=C2[H])C([H])=C1[H])C([H])([H])[H],359.43285,0,,yes,yes,0,0,,AD,0,0,0,0,CNc1ccc(C=Cc2ccc(OCCOCCOCC[18F])nc2)cc1,CCC1CCC(CCC2CCC(CCCCCCCCC[18CH3])CC2)CC1
CHEMBL376180,DB08878,C(=O)(c1ccc(NCc2nc3c(nc(nc3N)N)nc2)cc1)N[C@H](C(=O)O)CCC(=O)O,C(=O)(c1ccc(NCc2nc3c(nc(nc3N)N)nc2)cc1)NC(C(=O)O)CCC(=O)O,NC1=NC2=C(N=C(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)C=N2)C(N)=N1,440.4209,2,Hb; NO,yes,yes,1,,,DISCONT,0,0,0,0,Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2n1,CC(C)CCC(CC(C)C1CCC(CCC2CCC3CC(C)CC(C)C3C2)CC1)C(C)C
CHEMBL1044,DB09269,C(=O)(O)Cc1ccccc1,C(=O)(O)Cc1ccccc1,OC(=O)CC1=CC=CC=C1,136.15136,0,,yes,yes,0,,,AD,0,0,0,0,C(=O)(O)Cc1ccccc1,CC1CCC(C(C)(C)C2CCC(C)CC2)CC1
CHEMBL90593,DB01708,O=C1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC3)C[C@@H](O)CC4)C)CC2)CC1)C,O=C1C2(C(C3C(C4(C(=CC3)CC(O)CC4)C)CC2)CC1)C,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2=O,288.43286,0,,yes,yes,0,0,,AD,0,0,0,0,CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,CC1CCC2(C)C(CCC3C4CCC(C)C4(C)CCC32)C1
CHEMBL788,DB00249,O=C1C(I)=CN(C(=O)N1)[C@@H]2O[C@@H]([C@@H](O)C2)CO,O=C1C(I)=CN(C(=O)N1)C2OC(C(O)C2)CO,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,354.10197,0,,yes,yes,0,0,,AD,0,0,0,0,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1I,CCC1CC(C2CC(C)C(C)CC2C)CC1C
CHEMBL537,DB09526,c1(O)ccc(O)cc1,c1(O)ccc(O)cc1,Oc1ccc(O)cc1,110.11322,0,,yes,yes,0,0,,AD,0,0,0,0,Oc1ccc(O)cc1,CC1CCC(C)CC1
CHEMBL503565,DB13377,C(/C1(C(=O)NC(=O)NC1=O)CC)(=C\CC)\C,C(C1(C(=O)NC(=O)NC1=O)CC)(=CCC)C,CC\C=C(/C)C1(CC)C(=O)NC(=O)NC1=O,224.26122,0,,yes,yes,experimental,,1,,1,1,0,0,CCC=C(C)C1(CC)C(=O)NC(=O)NC1=O,CCCC(C)C1(CC)C(C)CC(C)CC1C
CHEMBL108766,DB03017,C(=O)(O)CCCCCCCCCCC,C(=O)(O)CCCCCCCCCCC,CCCCCCCCCCCC(O)=O,200.32328,0,,yes,yes,0,,,AD,0,0,0,0,C(=O)(O)CCCCCCCCCCC,CC1CCCCC1C(C)CC1C(C)CCCC1C
CHEMBL457299,,OCCO,OCCO,OCCO,62.06882,0,,no,yes,,0,,,0,0,0,0,OCCO,CCCC
CHEMBL1382627,DB05245,O=S(=O)(c1ccc(cc1)N)[N-]c2ncccn2,O=S(=O)(c1ccc(cc1)N)[N-]c2ncccn2,[Ag+].NC1=CC=C(C=C1)S(=O)(=O)[N-]C1=NC=CC=N1,249.27233,0,,yes,yes,0,0,,AD,0,0,0,0,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,CC1CCC(C(C)(C)CC2CCCCC2)CC1
CHEMBL1140,DB02701,C(=O)(c1cnccc1)N,C(=O)(c1cnccc1)N,NC(=O)c1cccnc1,122.12722,0,,yes,yes,0,0,,AD,0,0,0,0,NC(=O)c1cccnc1,CC(C)C1CCCCC1
CHEMBL893,DB00485,C(=O)(c1c(-c2c(Cl)cccc2Cl)noc1C)N[C@@H]3C(=O)N4[C@@H](C(=O)O)C(S[C@@H]43)(C)C,C(=O)(c1c(-c2c(Cl)cccc2Cl)noc1C)NC3C(=O)N4C(C(=O)O)C(SC43)(C)C,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,470.33349,0,,yes,yes,0,0,,AD,0,0,0,0,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,CC(C)C1C2C(C)C(CC(C)C3C(C)CCC3C3C(C)CCCC3C)C2CC1(C)C
CHEMBL1200682,DB09072,C(=O)([O-])CCCO,C(=O)([O-])CCCO,[Na+].OCCCC([O-])=O,103.09839,0,,yes,yes,0,0,,AD,0,0,0,0,O=C(O)CCCO,CCCCC(C)C
CHEMBL112,DB00316,C(=O)(Nc1ccc(O)cc1)C,C(=O)(Nc1ccc(O)cc1)C,CC(=O)Nc1ccc(O)cc1,151.16603,0,,yes,yes,0,0,,AD,0,0,0,0,CC(=O)Nc1ccc(O)cc1,CC(C)CC1CCC(C)CC1
CHEMBL190,DB00277,O=C1c2c(nc[nH]2)N(C(=O)N1C)C,O=C1c2c(nc[nH]2)N(C(=O)N1C)C,Cn1c(=O)c2nc[nH]c2n(C)c1=O,180.16706,0,,yes,yes,0,0,,AD,0,0,0,0,Cn1c(=O)c2[nH]cnc2n(C)c1=O,CC1C(C)C(C)C2CCCC2C1C
CHEMBL443052,DB09041,Fc1cc2c(B(OC2)O)cc1,Fc1cc2c(B(OC2)O)cc1,OB1OCc2cc(F)ccc21,151.93372,0,,yes,yes,0,0,,AD,0,0,0,0,Fc1cc2c(B(OC2)O)cc1,CC1CCC(C(C)(C)CC2CCC(C)C2)CC1
CHEMBL293492,DB14184,O=C/C=C/c1ccccc1,O=CC=Cc1ccccc1,O=C\C=C\C1=CC=CC=C1,132.16306,0,,yes,yes,0,,,AD,0,0,0,0,O=CC=Cc1ccccc1,CCCCC1CCCCC1
CHEMBL454,DB00241,O=C1C(C(=O)NC(=O)N1)(CC=C)CC(C)C,O=C1C(C(=O)NC(=O)N1)(CC=C)CC(C)C,C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O,224.26122,0,,yes,yes,0,0,,AD,0,0,0,0,C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O,CCCC1(CC(C)C)C(C)CC(C)CC1C
CHEMBL573,DB00627,C(=O)(c1cnccc1)O,C(=O)(c1cnccc1)O,O=C(O)c1cccnc1,123.11195,0,,yes,yes,0,0,,AD,0,0,0,0,C(=O)(c1cnccc1)O,CC1CC(C)C(CCC2CCC(C(C)C)C2)C1
CHEMBL2028850,DB06196,C(=O)(N1[C@H](C(=O)N2[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N3[C@@H](C(=O)N4[C@H](C(=O)N[C@H](C(=O)O)CCCNC(=N)N)C[C@H]5[C@@H]4CCCC5)Cc6c(cccc6)C3)CO)Cc7sccc7)C[C@@H](O)C2)CCC1)[C@@H](NC(=O)[C@@H](CCCNC(=N)N)N)CCCNC(=N)N,C(=O)(N1C(C(=O)N2C(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N3C(C(=O)N4C(C(=O)NC(C(=O)O)CCCNC(=N)N)CC5C4CCCC5)Cc6c(cccc6)C3)CO)Cc7sccc7)CC(O)C2)CCC1)C(NC(=O)C(CCCNC(=N)N)N)CCCNC(=N)N,[H][C@]12C[C@]([H])(N(C(=O)[C@@]3([H])CC4=C(CN3C(=O)[C@H](CO)NC(=O)[C@H](CC3=CC=CS3)NC(=O)CNC(=O)[C@]3([H])C[C@@H](O)CN3C(=O)[C@@H]3CCCN3C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](N)CCCNC(N)=N)C=CC=C4)[C@@]1([H])CCCC2)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O,1304.54773,3,Hb; Mw; NO,yes,yes,0,0,,AD,0,0,0,0,N=C(N)NCCCC(N)C(=O)NC(CCCNC(=N)N)C(=O)N1CCCC1C(=O)N1CC(O)CC1C(=O)NCC(=O)NC(Cc1cccs1)C(=O)NC(CO)C(=O)N1Cc2ccccc2CC1C(=O)N1C(C(=O)NC(CCCNC(=N)N)C(=O)O)CC2CCCCC21,CCC(CC(C)C(CC(C)CCC(C)C1CC(C)CC1C(C)C1CCCC1C(C)C(CCCCC(C)C)CC(C)C(C)CCCCC(C)C)CC1CCCC1)C(C)C1CC2CCCCC2CC1C(C)C1C(C(C)CC(CCCCC(C)C)C(C)C)CC2CCCCC21
CHEMBL982,DB06230,c12c3c(O)ccc1C[C@@H]4[C@]5([C@@]2([C@H](C(=C)CC5)O3)CCN4CC6CC6)O,c12c3c(O)ccc1CC4C5(C2(C(C(=C)CC5)O3)CCN4CC6CC6)O,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,339.43725,0,,yes,yes,1,0,,DISCONT,0,0,0,0,C=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,CC1CCC2CC3C(CC4CC4)CCC45C(CC1C24)C(C)CCC35C
CHEMBL1328913,DB08996,N(CCCN1c2c(C(c3c1cccc3)(C)C)cccc2)(C)C,N(CCCN1c2c(C(c3c1cccc3)(C)C)cccc2)(C)C,CN(C)CCCN1C2=CC=CC=C2C(C)(C)C2=CC=CC=C12,294.44262,0,,yes,yes,1,,,DISCONT,0,0,0,0,CN(C)CCCN1c2ccccc2C(C)(C)c2ccccc21,CC(C)CCCC1C2CCCCC2C(C)(C)C2CCCCC12
CHEMBL667,DB03128,C(=O)(OCC[N+](C)(C)C)C,C(=O)(OCC[N+](C)(C)C)C,CC(=O)OCC[N+](C)(C)C,146.21072,0,,yes,yes,0,0,,AD,0,0,0,0,CC(=O)OCC[N+](C)(C)C,CC(C)CCCC(C)(C)C
CHEMBL502135,,O1C(O)[C@H](O)[C@@H](O)[C@H](O)C1,O1C(O)C(O)C(O)C(O)C1,OC1OC[C@@H](O)[C@H](O)[C@H]1O,150.1322,0,,no,yes,,0,,,0,0,0,0,OC1COC(O)C(O)C1O,CC1CCC(C)C(C)C1C
CHEMBL441,DB00599,O=C1C(C(=O)NC(=S)N1)(C(CCC)C)CC,O=C1C(C(=O)NC(=S)N1)(C(CCC)C)CC,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,242.34176,0,,yes,yes,0,0,,AD,0,0,0,0,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,CCCC(C)C1(CC)C(C)CC(C)CC1C
CHEMBL1200845,DB06786,C(=O)([C@]12[C@@]3([C@H]([C@H]4[C@@](F)([C@@]5(C(=CC(=O)CC5)CC4)C)[C@@H](O)C3)C[C@H]1OC(O2)(C)C)C)CCl,C(=O)(C12C3(C(C4C(F)(C5(C(=CC(=O)CC5)CC4)C)C(O)C3)CC1OC(O2)(C)C)C)CCl,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1,454.96984,0,,yes,yes,1,0,,DISCONT,0,0,0,0,CC1(C)OC2CC3C4CCC5=CC(=O)CCC5(C)C4(F)C(O)CC3(C)C2(C(=O)CCl)O1,CCC(C)C12CC(C)(C)CC1CC1C3CCC4CC(C)CCC4(C)C3(C)C(C)CC12C
CHEMBL1200896,DB01160,C(=O)(O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)CCCCC)[C@H](O)C[C@@H]1O,C(=O)(O)CCCC=CCC1C(C=CC(O)CCCCC)C(O)CC1O,NC(CO)(CO)CO.CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O,354.48998,0,,yes,yes,0,0,,AD,0,0,0,0,CCCCCC(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O,CCCCCC(C)CCC1C(C)CC(C)C1CCCCCCC(C)C
CHEMBL1161633,DB14150,O=Cl(=O)O,O=Cl(=O)O,[H]O[Cl](=O)=O,84.45917,0,,yes,yes,0,,,AD,0,0,0,0,O[Cl+2](O)O,CC(C)C
CHEMBL601,DB00855,C(=O)(O)CCC(=O)CN,C(=O)(O)CCC(=O)CN,NCC(=O)CCC(=O)O,131.13213,0,,yes,yes,0,0,,AD,0,0,0,0,NCC(=O)CCC(=O)O,CCC(C)CCC(C)C
CHEMBL1532734,DB15679,C(=O)(O[Al](OC(=O)C)O)C,C(=O)(O[Al](OC(=O)C)O)C,CC(=O)O[Al](O)OC(C)=O,162.07869,0,,yes,yes,0,,,AD,0,0,0,0,C(=O)(O[Al](OC(=O)C)O)C,CCC1CC(C)C2CC(C(C)(C)C)C(C)CC2C1
CHEMBL629,DB00321,N(CCC=C1c2c(cccc2)CCc3c1cccc3)(C)C,N(CCC=C1c2c(cccc2)CCc3c1cccc3)(C)C,CN(C)CCC=C1c2ccccc2CCc2ccccc21,277.41201,1,LP,yes,yes,0,0,,AD,0,0,0,0,CN(C)CCC=C1c2ccccc2CCc2ccccc21,CC(C)CCCC1C2CCCCC2CCC2CCCCC21
CHEMBL654,DB00370,c12c(cccn1)Cc3c(cccc3)C4N2CCN(C4)C,c12c(cccn1)Cc3c(cccc3)C4N2CCN(C4)C,CN1CCN2c3ncccc3Cc3ccccc3C2C1,265.36023,0,,yes,yes,0,0,,AD,0,0,0,0,CN1CCN2c3ncccc3Cc3ccccc3C2C1,CC1CCC2C3CCCCC3CC3CCCCC3C2C1
CHEMBL1565476,,N(C1=Nc2c(N3C(=O)C(C(=O)N13)CCC)cc(cc2)C)(C)C,N(C1=Nc2c(N3C(=O)C(C(=O)N13)CCC)cc(cc2)C)(C)C,CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,300.3626,0,,no,yes,,0,,,0,0,0,0,CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,CCCC1C(C)C2C(C(C)C)CC3CCC(C)CC3C2C1C
CHEMBL1276010,DB11117,C(=O)(O)CCCCCCCCC=C,C(=O)(O)CCCCCCCCC=C,OC(=O)CCCCCCCCC=C,184.2803,0,,yes,yes,0,,,AD,0,0,0,0,C(=O)(O)CCCCCCCCC=C,CCCC(CC(C)C(C)C(C)(C)CC1CCCCC1)CC(C)C(C)C(C)(C)CC1CCCCC1
CHEMBL268164,,O=C1C(C(=O)NC(=O)N1)(C2=CCCCC2)CC,O=C1C(C(=O)NC(=O)N1)(C2=CCCCC2)CC,CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,236.27232,0,,no,yes,,1,1,WD,2,1,1,0,CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,CCC1(C2CCCCC2)C(C)CC(C)CC1C
CHEMBL1467,DB00437,c12c(ncnc1[nH]nc2)O,c12c(ncnc1[nH]nc2)O,O=c1ncnc2[nH][nH]cc1-2,136.11358,0,,yes,yes,0,0,,AD,0,0,0,0,O=c1[nH]cnc2[nH]ncc12,CC1CCCC2CCCC12
CHEMBL1908841,DB11596,C(=O)(c1ccc(NC[C@@H]2N(C3C(=O)N=C(NC=3NC2)N)C=O)cc1)N[C@H](C(=O)O)CCC(=O)O,C(=O)(c1ccc(NCC2N(C3C(=O)N=C(NC=3NC2)N)C=O)cc1)NC(C(=O)O)CCC(=O)O,Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O,473.44801,2,Hb; NO,yes,yes,0,0,,AD,0,0,0,0,Nc1nc2c(c(=O)[nH]1)N(C=O)C(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)CN2,CCC1C(CCC2CCC(C(C)CC(CCC(C)C)C(C)C)CC2)CCC2CC(C)CC(C)C21
CHEMBL1389,DB09389,C([C@]1([C@@]2([C@H]([C@H]3[C@@H]([C@@H]4C(=CC(=O)CC4)CC3)CC2)CC1)CC)O)#C,C(C1(C2(C(C3C(C4C(=CC(=O)CC4)CC3)CC2)CC1)CC)O)#C,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,312.45506,0,,yes,yes,0,0,,AD,0,0,0,0,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC,CCC1(C)CCC2C3CCC4CC(C)CCC4C3CCC21CC
CHEMBL464345,DB13180,C(=O)([C@@H]([C@H]([C@@H]([C@H](O)CO)O)O)O)O,C(=O)(C(C(C(C(O)CO)O)O)O)O,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O,196.15804,1,Hb,yes,yes,0,,,AD,0,0,0,0,C(=O)(C(C(C(C(O)CO)O)O)O)O,CC(C)CCC(C)C1CCC(C)CC1
CHEMBL504,DB01093,O=S(C)C,O=S(C)C,C[S+](C)[O-],78.13342,0,,yes,yes,0,0,,AD,0,0,0,0,C[S+](C)[O-],CC(C)C
CHEMBL71,DB00477,N(CCCN1c2c(Sc3c1cccc3)ccc(Cl)c2)(C)C,N(CCCN1c2c(Sc3c1cccc3)ccc(Cl)c2)(C)C,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,318.87053,0,,yes,yes,0,0,,AD,0,0,0,0,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,CC(C)CCCC1C2CCCCC2CC2CCC(C)CC21
CHEMBL464982,DB13854,C(=O)(O)CCCC/C=C\C/C=C\C/C=C\CCCCC,C(=O)(O)CCCCC=CCC=CCC=CCCCCC,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O,278.4377,0,,yes,yes,0,0,,AD,0,0,0,0,CCCCCC=CCC=CCC=CCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(C)C
CHEMBL1595,DB01551,O(c1c2c3c(cc1)C[C@H]4N(CC[C@@]35[C@@H](O2)[C@@H](O)CC[C@H]54)C)C,O(c1c2c3c(cc1)CC4N(CCC35C(O2)C(O)CCC54)C)C,COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,301.38801,0,,yes,yes,0,0,,AD,0,0,0,0,COc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341,CCC1CCC2CC3C(C)CCC45C(CC1C24)C(C)CCC35
CHEMBL1200953,DB14543,C(=O)(O[C@@]1(C(=O)COC(=O)CC)[C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)CC4)CC3)C)[C@@H](O)C2)CC1)C)CCC,C(=O)(OC1(C(=O)COC(=O)CC)C2(C(C3C(C4(C(=CC(=O)CC4)CC3)C)C(O)C2)CC1)C)CCC,CCCC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,488.6254,0,,yes,yes,0,0,,AD,0,0,0,0,CCCC(=O)OC1(C(=O)COC(=O)CC)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,CCCC(C)CC1(C(C)CCC(C)CC)CCC2C3CCC4CC(C)CCC4(C)C3C(C)CC21C
CHEMBL1396,DB01273,c12c(nccn1)cc3c(c2)C4CC3CNC4,c12c(nccn1)cc3c(c2)C4CC3CNC4,c1cnc2cc3c(cc2n1)C1CNCC3C1,211.26801,0,,yes,yes,0,0,,AD,0,0,0,0,c1cnc2cc3c(cc2n1)C1CNCC3C1,C1CCC2CC3C4CCCC(C4)C3CC2C1
CHEMBL1201360,DB00596,C(=O)([C@@]1([C@@]2([C@H]([C@H]3[C@@](F)([C@@]4(C(=CC(=O)C=C4)[C@@H](F)C3)C)[C@@H](O)C2)C[C@@H]1C)C)O)CCl,C(=O)(C1(C2(C(C3C(F)(C4(C(=CC(=O)C=C4)C(F)C3)C)C(O)C2)CC1C)C)O)CCl,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,428.90679,0,,yes,yes,0,,,AD,0,0,0,0,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CCl,CCC(C)C1(C)C(C)CC2C3CC(C)C4CC(C)CCC4(C)C3(C)C(C)CC21C
CHEMBL268869,,O=S(=O)(c1ccc(cc1)N)Nc2nnc(OC)cc2,O=S(=O)(c1ccc(cc1)N)Nc2nnc(OC)cc2,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,280.30674,0,,no,yes,,1,1,WD,2,1,1,0,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,CCC1CCC(CC(C)(C)C2CCC(C)CC2)CC1
CHEMBL1043,DB00250,O=S(=O)(c1ccc(cc1)N)c2ccc(cc2)N,O=S(=O)(c1ccc(cc1)N)c2ccc(cc2)N,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,248.30504,0,,yes,yes,0,0,,AD,0,0,0,0,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,CC1CCC(C(C)(C)C2CCC(C)CC2)CC1
CHEMBL1200853,DB00378,C(=O)([C@@H]1[C@@]2([C@H]([C@@H]3C=CC4[C@]([C@@H]3CC2)(CCC(=O)C=4)C)CC1)C)C,C(=O)(C1C2(C(C3C=CC4C(C3CC2)(CCC(=O)C=4)C)CC1)C)C,CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C,312.45506,0,,yes,yes,1,0,,DISCONT,0,0,0,0,CC(=O)C1CCC2C3C=CC4=CC(=O)CCC4(C)C3CCC12C,CC1CCC2(C)C(CCC3C2CCC2(C)C(C(C)C)CCC32)C1
CHEMBL53292,DB08942,C(=O)(C1=C(c2c(S(=O)(=O)N1C)cccc2)O)Nc3noc(c3)C,C(=O)(C1=C(c2c(S(=O)(=O)N1C)cccc2)O)Nc3noc(c3)C,Cc1cc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)no1,335.34011,0,,yes,yes,1,1,1,WD,3,1,1,1,Cc1cc(NC(=O)C2C(=O)c3ccccc3S(=O)(=O)N2C)no1,CC1CCC(CC(C)C2C(C)C3CCCCC3C(C)(C)C2C)C1
CHEMBL1002,DB01001,C(NC[C@@H](c1cc(c(O)cc1)CO)O)(C)(C)C,C(NCC(c1cc(c(O)cc1)CO)O)(C)(C)C,CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1,239.31657,0,,yes,yes,0,0,,AD,0,0,0,0,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,CCC1CC(C(C)CCC(C)(C)C)CCC1C
CHEMBL511,DB06691,N(c1ncccc1)(Cc2ccc(OC)cc2)CCN(C)C,N(c1ncccc1)(Cc2ccc(OC)cc2)CCN(C)C,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,285.39151,0,,yes,yes,0,0,,AD,0,0,0,0,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,CCC1CCC(CC(CCC(C)C)C2CCCCC2)CC1
