chembl_id,drugbank_id,canonical_smiles_ap,canonical_smiles_ap_nonstereo,orginal_smiles,mw_ap,rule_of_5,rule_of_5_label,in_drugbank,in_chembl,wd_drugbank,wd_chembl,wd_withdrawn,drugbank_three_class,sum,wd_consensus_1,wd_consensus_2,wd_consensus_3,standardized_smiles,scaffolds
CHEMBL1091250,DB11577,O=S(=O)(c1cc2C(=O)/C(=C3/C(=O)c4c(ccc(S(=O)(=O)O)c4)N/3)/Nc2cc1)O,O=S(=O)(c1cc2C(=O)C(=C3C(=O)c4c(ccc(S(=O)(=O)O)c4)N3)Nc2cc1)O,OS(=O)(=O)C1=CC2=C(N\C(C2=O)=C2\NC3=C(C=C(C=C3)S(O)(=O)=O)C2=O)C=C1,422.3939,0,,yes,yes,0,,,AD,0,0,0,0,O=C1C(=C2Nc3ccc(S(=O)(=O)O)cc3C2=O)Nc2ccc(S(=O)(=O)O)cc21,CC1C2CC(C(C)(C)C)CCC2CC1C1CC2CCC(C(C)(C)C)CC2C1C
CHEMBL1601,DB01328,C(=O)(C1=C(CSc2nnnn2CS(=O)(=O)O)CS[C@H]3N1C(=O)[C@H]3NC(=O)[C@@H](c4ccccc4)O)O,C(=O)(C1=C(CSc2nnnn2CS(=O)(=O)O)CSC3N1C(=O)C3NC(=O)C(c4ccccc4)O)O,O=C(O)C1=C(CSc2nnnn2CS(=O)(=O)O)CS[C@@H]2[C@H](NC(=O)[C@H](O)c3ccccc3)C(=O)N12,542.57066,2,Mw; NO,yes,yes,0,0,,AD,0,0,0,0,O=C(O)C1=C(CSc2nnnn2CS(=O)(=O)O)CSC2C(NC(=O)C(O)c3ccccc3)C(=O)N12,CC(C)C1C(CCC2CCCC2CC(C)(C)C)CCC2C(CC(C)C(C)C3CCCCC3)C(C)C21
CHEMBL2110774,DB09007,C(OCCN(C)C)(c1ccc(Cl)cc1)(c2ccccc2)C,C(OCCN(C)C)(c1ccc(Cl)cc1)(c2ccccc2)C,CN(C)CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,303.83424,0,,yes,yes,1,0,,DISCONT,0,0,0,0,CN(C)CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,CC(C)CCCC(C)(C1CCCCC1)C1CCC(C)CC1
CHEMBL385517,DB06335,C(#N)[C@H]1N(C(=O)[C@H](C23CC4(O)CC(C2)CC(C3)C4)N)[C@@H]5[C@H](C1)C5,C(#N)C1N(C(=O)C(C23CC4(O)CC(C2)CC(C3)C4)N)C5C(C1)C5,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,315.41795,0,,yes,yes,0,0,,AD,0,0,0,0,N#CC1CC2CC2N1C(=O)C(N)C12CC3CC(CC(O)(C3)C1)C2,CCC1CC2CC2C1C(C)C(C)C12CC3CC(CC(C)(C3)C1)C2
CHEMBL1201779,DB00895,C(=O)(C(NC(=O)Cc1ccccc1)[C@H]2SC([C@H](C(=O)O)N2)(C)C)NCCCC[C@H](C(=O)O)N,C(=O)(C(NC(=O)Cc1ccccc1)C2SC(C(C(=O)O)N2)(C)C)NCCCCC(C(=O)O)N,[H]N[C@H](CCCCN)C(O)=O.[H]N[C@H](CCCCNC(=O)C(NC(=O)CC1=CC=CC=C1)[C@]1([H])N[C@@H](C(O)=O)C(C)(C)S1)C(O)=O,480.58644,1,Hb,yes,yes,0,0,,AD,0,0,0,0,CC1(C)SC(C(NC(=O)Cc2ccccc2)C(=O)NCCCCC(N)C(=O)O)NC1C(=O)O,CC(CC1CCCCC1)CC(C(C)CCCCCC(C)C(C)C)C1CC(C(C)C)C(C)(C)C1
CHEMBL460026,DB00159,C(=O)(O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,C(=O)(O)CCCC=CCC=CCC=CCC=CCC=CCC,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O,302.4599,1,LP,yes,yes,0,,,AD,0,0,0,0,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O,CCCCCCCCCCCCCCCCCCCC(C)C
CHEMBL1201117,DB00423,C(=O)(OCC(O)COc1c(OC)cccc1)N,C(=O)(OCC(O)COc1c(OC)cccc1)N,COc1ccccc1OCC(O)COC(N)=O,241.24535,0,,yes,yes,0,0,,AD,0,0,0,0,COc1ccccc1OCC(O)COC(N)=O,CCC1CCCCC1CCC(C)CCC(C)C
CHEMBL1909324,DB09090,O(c1c(OC)cc(c(Br)c1)C[N+]2(CCOCCC3C4C(C(C4)CC3)(C)C)CCOCC2)C,O(c1c(OC)cc(c(Br)c1)C[N+]2(CCOCCC3C4C(C(C4)CC3)(C)C)CCOCC2)C,COc1cc(Br)c(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)cc1OC,511.52867,1,Mw,yes,yes,0,0,,AD,0,0,0,0,COc1cc(Br)c(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)cc1OC,CCC1CC(C)C(CC2(CCCCCC3CCC4CC3C4(C)C)CCCCC2)CC1CC
CHEMBL1096882,,O=P(OC[C@H]1O[C@@H](n2c3c(c(nc(F)n3)N)nc2)[C@@H](O)[C@@H]1O)(O)O,O=P(OCC1OC(n2c3c(c(nc(F)n3)N)nc2)C(O)C1O)(O)O,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,365.21611,2,Hb; NO,no,yes,,0,,,0,0,0,0,Nc1nc(F)nc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,CC1CC(C)C2CCC(C3CC(CCC(C)(C)C)C(C)C3C)C2C1
CHEMBL1200656,DB00826,C(=O)(O)[C@H]1[C@H]2O[C@@](O)(C[C@@H]1O)C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O[C@@H](C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]4O[C@@H]([C@@H](O)[C@@H]([C@@H]4O)N)C)C2)C,C(=O)(O)C1C2OC(O)(CC1O)CC(O)CC3OC3C=CC(=O)OC(CC=CC=CC=CC=CC(OC4OC(C(O)C(C4O)N)C)C2)C,C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)O,665.73979,3,Hb; Mw; NO,yes,yes,0,0,,AD,0,0,0,0,CC1CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3C=CC(=O)O1)CC(O)C2C(=O)O,CC1CCCCCCCCCC(CC2CC(C)C(C)C(C)C2C)CC2CC(C)(CC(C)CC3CC3CCC(C)C1)CC(C)C2C(C)C
CHEMBL4094358,DB12434,C(=O)([C@]1([C@@H]2[C@]([C@H]3[C@@]4(CC([C@@](O[C@@H]5O[C@@H]([C@@H](O)[C@H](O)[C@H]5O[C@@H]6O[C@@H]([C@@H](O)[C@H](O)[C@H]6O)CO)CO)(C4)CC3)=C)CC2)(CCC1)C)C)O,C(=O)(C1(C2C(C3C4(CC(C(OC5OC(C(O)C(O)C5OC6OC(C(O)C(O)C6O)CO)CO)(C4)CC3)=C)CC2)(CCC1)C)C)O,C[C@@]12CCC[C@](C)([C@H]1CC[C@@]13CC(=C)[C@@](C1)(CC[C@@H]23)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(O)=O,642.7459,3,Hb; Mw; NO,yes,yes,0,,,AD,0,0,0,0,C=C1CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C3,CCC1CC(CC2C(CC34CCC5C(CCC6C(C)(C(C)C)CCCC56C)(CC3C)C4)CC(CC)C(C)C2C)C(C)C(C)C1C
CHEMBL184412,DB04855,C(=O)(c1c2c(oc1CCCC)ccc(NS(=O)(=O)C)c2)c3ccc(OCCCN(CCCC)CCCC)cc3,C(=O)(c1c2c(oc1CCCC)ccc(NS(=O)(=O)C)c2)c3ccc(OCCCN(CCCC)CCCC)cc3,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,556.76918,1,Mw,yes,yes,0,0,,AD,0,0,0,0,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,CCCCC(CCCC)CCCCC1CCC(C(C)C2C(CCCC)CC3CCC(CC(C)(C)C)CC32)CC1
CHEMBL65543,DB11102,C(=O)([C@@H](NC(=O)C)Cc1ccc(O)cc1)O,C(=O)(C(NC(=O)C)Cc1ccc(O)cc1)O,CC(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O,223.23001,0,,yes,yes,0,,,AD,0,0,0,0,CC(=O)NC(Cc1ccc(O)cc1)C(=O)O,CC(C)CC(CC1CCC(C)CC1)C(C)C
CHEMBL94394,DB13346,C(=O)(NO)Cc1ccc(OCCCC)cc1,C(=O)(NO)Cc1ccc(OCCCC)cc1,CCCCOc1ccc(CC(=O)NO)cc1,223.27359,0,,yes,yes,1,0,1,WD,2,1,1,0,CCCCOc1ccc(CC(=O)NO)cc1,CCCCCC1CCC(CC(C)CC)CC1
CHEMBL608533,DB06595,C(N([C@H]1[C@@H](OC)[C@]2(n3c4c(c5c3cccc5)c6c(c7c4n(c8c7cccc8)[C@H](O2)C1)C(=O)NC6)C)C)(=O)c9ccccc9,C(N(C1C(OC)C2(n3c4c(c5c3cccc5)c6c(c7c4n(c8c7cccc8)C(O2)C1)C(=O)NC6)C)C)(=O)c9ccccc9,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,570.652,1,Mw,yes,yes,0,0,,AD,0,0,0,0,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CCC1C(C(C)C(C)C2CCCCC2)CC2CC1(C)C1C3CCCCC3C3C4CCC(C)C4C4C5CCCCC5C2C4C31
CHEMBL142703,DB04876,C(#N)[C@H]1N(C(=O)CNC23CC4(O)CC(C2)CC(C3)C4)CCC1,C(#N)C1N(C(=O)CNC23CC4(O)CC(C2)CC(C3)C4)CCC1,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,303.40685,0,,yes,yes,0,0,,AD,0,0,0,0,N#CC1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,CCC1CCCC1C(C)CCC12CC3CC(CC(C)(C3)C1)C2
CHEMBL1009,DB01235,C(=O)([C@H](Cc1cc(c(O)cc1)O)N)O,C(=O)(C(Cc1cc(c(O)cc1)O)N)O,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,197.19187,0,,yes,yes,0,0,,AD,0,0,0,0,NC(Cc1ccc(O)c(O)c1)C(=O)O,CC(C)C(C)CC1CCC(C)C(C)C1
CHEMBL237500,DB08882,C(#CC)Cn1c2C(=O)N(C(=O)N(c2nc1N3C[C@H](N)CCC3)C)Cc4nc5c(c(n4)C)cccc5,C(#CC)Cn1c2C(=O)N(C(=O)N(c2nc1N3CC(N)CCC3)C)Cc4nc5c(c(n4)C)cccc5,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,472.55306,0,,yes,yes,0,0,,AD,0,0,0,0,CC#CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,CCCCC1C(C2CCCC(C)C2)CC2C(C)C(C)C(CC3CC(C)C4CCCCC4C3)C(C)C21
CHEMBL132530,DB08905,O=C1C(=C2[C@@]([C@@H]3[C@H]([C@H]4[C@@](C(=O)CC4)(CC3)C)CC2)(CC1)C)O,O=C1C(=C2C(C3C(C4C(C(=O)CC4)(CC3)C)CC2)(CC1)C)O,C[C@]12CC[C@H]3[C@@H](CCC4=C(O)C(=O)CC[C@@]43C)[C@@H]1CCC2=O,302.41632,0,,yes,yes,1,0,,DISCONT,0,0,0,0,CC12CCC3C(CCC4C(=O)C(=O)CCC43C)C1CCC2=O,CC1CCC2(C)C(CCC3C4CCC(C)C4(C)CCC32)C1C
CHEMBL1651990,,O(C(c1c(Cl)cc(Cl)cc1)Cn2cncc2)Cc3ccc(Sc4ccccc4)cc3,O(C(c1c(Cl)cc(Cl)cc1)Cn2cncc2)Cc3ccc(Sc4ccccc4)cc3,Clc1ccc(C(Cn2ccnc2)OCc2ccc(Sc3ccccc3)cc2)c(Cl)c1,455.4086,1,LP,no,yes,,0,,,0,0,0,0,Clc1ccc(C(Cn2ccnc2)OCc2ccc(Sc3ccccc3)cc2)c(Cl)c1,CC1CCC(C(CCC2CCC(CC3CCCCC3)CC2)CC2CCCC2)C(C)C1
CHEMBL1162144,DB00119,C(C(=O)C)(=O)O,C(C(=O)C)(=O)O,CC(=O)C(O)=O,88.06338,0,,yes,yes,0,,,AD,0,0,0,0,CC(=O)C(=O)O,CC(C)C(C)C
CHEMBL487253,DB06769,C(=O)(O)CCCc1nc2c(n1C)ccc(N(CCCl)CCCl)c2,C(=O)(O)CCCc1nc2c(n1C)ccc(N(CCCl)CCCl)c2,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,358.26987,0,,yes,yes,0,0,,AD,0,0,0,0,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,CCCC(CCC)C1CCC2C(C1)CC(CCCC(C)C)C2C
CHEMBL1200799,DB00287,C(=O)(OC(C)C)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)COc2cc(C(F)(F)F)ccc2)[C@H](O)C[C@@H]1O,C(=O)(OC(C)C)CCCC=CCC1C(C=CC(O)COc2cc(C(F)(F)F)ccc2)C(O)CC1O,CC(C)OC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)COc1cccc(C(F)(F)F)c1,500.55915,1,Mw,yes,yes,0,0,,AD,0,0,0,0,CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(O)COc1cccc(C(F)(F)F)c1,CC(C)CC(C)CCCCCCC1C(C)CC(C)C1CCC(C)CCC1CCCC(C(C)(C)C)C1
CHEMBL2104528,DB09249,C(NN)(CCCCCC)C,C(NN)(CCCCCC)C,CCCCCCC(C)NN,144.2616,0,,yes,yes,1,,,DISCONT,0,0,0,0,CCCCCCC(C)NN,CCCCCCC(C)CC
CHEMBL4297512,DB12767,O=C[C@@H]([C@H]([C@H](O[C@@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)CO)CO)O)O,O=CC(C(C(OC1OC(C(O)C(O)C1O)CO)CO)O)O,OC[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)C=O,312.2755,1,Hb,yes,yes,0,,,AD,0,0,0,0,O=CC(O)C(O)C(CO)OC1OC(CO)C(O)C(O)C1O,CCC(C)C(C)C(CC)CC1CC(CC)C(C)C(C)C1C
CHEMBL651,DB00333,C(C(c1ccccc1)(c2ccccc2)CC(N(C)C)C)(=O)CC,C(C(c1ccccc1)(c2ccccc2)CC(N(C)C)C)(=O)CC,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,309.45439,0,,yes,yes,0,0,,AD,0,0,0,0,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,CCC(C)C(CC(C)C(C)C)(C1CCCCC1)C1CCCCC1
CHEMBL1443491,DB13588,C(=O)(OCCN(CC)CC)C(Cc1c2c(ccc1)cccc2)CC3OCCC3,C(=O)(OCCN(CC)CC)C(Cc1c2c(ccc1)cccc2)CC3OCCC3,CCN(CC)CCOC(=O)C(CC1CCCO1)CC1=CC=CC2=C1C=CC=C2,383.53431,0,,yes,yes,experimental,,1,,1,1,0,0,CCN(CC)CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1,CCC(CC)CCCC(C)C(CC1CCCC1)CC1CCCC2CCCCC21
CHEMBL24828,DB05294,O(c1c(OC)cc2c(ncnc2c1)Nc3c(F)cc(Br)cc3)CC4CCN(CC4)C,O(c1c(OC)cc2c(ncnc2c1)Nc3c(F)cc(Br)cc3)CC4CCN(CC4)C,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,475.36848,0,,yes,yes,0,0,,AD,0,0,0,0,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,CCC1CC2C(CC3CCC(C)CC3C)CCCC2CC1CCC1CCC(C)CC1
CHEMBL761,DB06711,c12c(cccc1CC3=NCCN3)cccc2,c12c(cccc1CC3=NCCN3)cccc2,c1ccc2c(CC3=NCCN3)cccc2c1,210.28038,0,,yes,yes,0,0,,AD,0,0,0,0,c1ccc2c(CC3=NCCN3)cccc2c1,C1CCC(CC2CCCC3CCCCC32)C1
CHEMBL56367,DB04743,O=S(=O)(Nc1c(Oc2ccccc2)cc([N+](=O)[O-])cc1)C,O=S(=O)(Nc1c(Oc2ccccc2)cc([N+](=O)[O-])cc1)C,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,308.31434,0,,yes,yes,1,0,,DISCONT,0,0,0,0,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,CC(C)C1CCC(CC(C)(C)C)C(CC2CCCCC2)C1
CHEMBL1349,DB00577,C(=O)(OCCOCn1c2c(C(=O)N=C(N2)N)nc1)[C@H](C(C)C)N,C(=O)(OCCOCn1c2c(C(=O)N=C(N2)N)nc1)C(C(C)C)N,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21,324.3415,0,,yes,yes,0,0,,AD,0,0,0,0,CC(C)C(N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21,CC1CC(C)C2CCC(CCCCCC(C)C(C)C(C)C)C2C1
CHEMBL277474,DB01435,O=C1N(c2ccccc2)N(C(=C1)C)C,O=C1N(c2ccccc2)N(C(=C1)C)C,Cc1cc(=O)n(-c2ccccc2)n1C,188.23054,0,,yes,yes,0,0,,AD,0,0,0,0,Cc1cc(=O)n(-c2ccccc2)n1C,CC1CC(C)C(C2CCCCC2)C1C
CHEMBL593429,DB11100,C(=O)(NC1C(=O)NC(=O)N1)N,C(=O)(NC1C(=O)NC(=O)N1)N,NC(=O)NC1NC(=O)NC1=O,158.11722,0,,yes,yes,0,,,AD,0,0,0,0,NC(=O)NC1NC(=O)NC1=O,CC(C)CC1CC(C)CC1C
CHEMBL190461,DB09061,C([C@H]1[C@H](c2c(O)cc(cc2O)CCCCC)C=C(CC1)C)(=C)C,C(C1C(c2c(O)cc(cc2O)CCCCC)C=C(CC1)C)(=C)C,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O,314.471,1,LP,yes,yes,0,0,,AD,0,0,0,0,C=C(C)C1CCC(C)=CC1c1c(O)cc(CCCCC)cc1O,CCCCCC1CC(C)C(C2CC(C)CCC2C(C)C)C(C)C1
CHEMBL22242,DB00409,C(=O)(c1c(OC)c(Br)ccc1OC)NC[C@H]2N(CC)CCC2,C(=O)(c1c(OC)c(Br)ccc1OC)NCC2N(CC)CCC2,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,371.28151,0,,yes,yes,1,1,1,WD,3,1,1,1,CCN1CCCC1CNC(=O)c1c(OC)ccc(Br)c1OC,CCC1CCCC1CCC(C)C1C(CC)CCC(C)C1CC
CHEMBL184,DB00787,O=C1c2c(n(cn2)COCCO)NC(=N1)N,O=C1c2c(n(cn2)COCCO)NC(=N1)N,Nc1nc(O)c2ncn(COCCO)c2n1,225.20817,0,,yes,yes,0,0,,AD,0,0,0,0,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,CCCCCC1CCC2C(C)CC(C)CC12
CHEMBL697,DB05246,O=C1C(c2ccccc2)(CC(=O)N1C)C,O=C1C(c2ccccc2)(CC(=O)N1C)C,CN1C(=O)CC(C)(c2ccccc2)C1=O,203.24231,0,,yes,yes,0,0,,AD,0,0,0,0,CN1C(=O)CC(C)(c2ccccc2)C1=O,CC1CC(C)(C2CCCCC2)C(C)C1C
CHEMBL900,DB01173,N(CCOC(c1c(cccc1)C)c2ccccc2)(C)C,N(CCOC(c1c(cccc1)C)c2ccccc2)(C)C,Cc1ccccc1C(OCCN(C)C)c1ccccc1,269.38921,0,,yes,yes,0,0,,AD,0,0,0,0,Cc1ccccc1C(OCCN(C)C)c1ccccc1,CC(C)CCCC(C1CCCCC1)C1CCCCC1C
CHEMBL1321,DB01168,C(=O)(c1ccc(cc1)CNNC)NC(C)C,C(=O)(c1ccc(cc1)CNNC)NC(C)C,CNNCc1ccc(C(=O)NC(C)C)cc1,221.30413,0,,yes,yes,0,0,,AD,0,0,0,0,CNNCc1ccc(C(=O)NC(C)C)cc1,CCCCC1CCC(C(C)CC(C)C)CC1
CHEMBL1286,DB01202,C(=O)([C@@H](N1C(=O)CCC1)CC)N,C(=O)(C(N1C(=O)CCC1)CC)N,CC[C@@H](C(N)=O)N1CCCC1=O,170.21258,0,,yes,yes,0,0,,AD,0,0,0,0,CCC(C(N)=O)N1CCCC1=O,CCC(C(C)C)C1CCCC1C
CHEMBL1200821,DB09366,C(=O)(OCCC)CN1C=C(I)C(=O)C(I)=C1,C(=O)(OCCC)CN1C=C(I)C(=O)C(I)=C1,CCCOC(=O)Cn1cc(I)c(=O)c(I)c1,447.01157,0,,yes,yes,0,0,,AD,0,0,0,0,CCCOC(=O)Cn1cc(I)c(=O)c(I)c1,CCCCC(C)CC1CC(C)C(C)C(C)C1
CHEMBL1623992,,C(=O)(OC1CN(CC)CCC1)C(c2ccccc2)c3ccccc3,C(=O)(OC1CN(CC)CCC1)C(c2ccccc2)c3ccccc3,CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1,323.43785,0,,no,yes,,0,,,0,0,0,0,CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1,CCC1CCCC(CC(C)C(C2CCCCC2)C2CCCCC2)C1
CHEMBL1136,DB00976,N([C@@H]1[C@@H](O)[C@H](O[C@H]2[C@](OC)(C[C@H](C(=O)[C@@H]([C@@H]3[C@](OC(=O)N3CCCCn4cc(-c5cnccc5)nc4)([C@H](OC(=O)[C@@H](C(=O)[C@@H]2C)C)CC)C)C)C)C)O[C@@H](C1)C)(C)C,N(C1C(O)C(OC2C(OC)(CC(C(=O)C(C3C(OC(=O)N3CCCCn4cc(-c5cnccc5)nc4)(C(OC(=O)C(C(=O)C2C)C)CC)C)C)C)C)OC(C1)C)(C)C,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C,812.02285,2,Mw; NO,yes,yes,0,0,,AD,0,0,0,0,CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)OC12C,CCC1CC(C)C(C)C(C)C(C)C(CC2CC(C)CC(C(C)C)C2C)C(C)(CC)CC(C)C(C)C(C)C2C(CCCCC3CCC(C4CCCCC4)C3)C(C)CC12C
CHEMBL192,DB00203,O=S(=O)(c1cc(c(OCC)cc1)C2=Nc3c(C(=O)N2)n(nc3CCC)C)N4CCN(CC4)C,O=S(=O)(c1cc(c(OCC)cc1)C2=Nc3c(C(=O)N2)n(nc3CCC)C)N4CCN(CC4)C,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,474.5851,0,,yes,yes,0,0,,AD,0,0,0,0,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,CCCC1CCC(C(C)(C)C2CCC(C)CC2)CC1C1CC(C)C2C(C)CC(CCC)C2C1
CHEMBL1219,DB01129,O=S(c1nc2c(cccc2)[nH]1)Cc3c(c(OCCCOC)ccn3)C,O=S(c1nc2c(cccc2)[nH]1)Cc3c(c(OCCCOC)ccn3)C,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C,359.44947,0,,yes,yes,0,0,,AD,0,0,0,0,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C,CCCCCCC1CCCC(CC(C)C2CC3CCCCC3C2)C1C
CHEMBL1594,DB01783,C(=O)([C@@H](C(CO)(C)C)O)NCCC(=O)O,C(=O)(C(C(CO)(C)C)O)NCCC(=O)O,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)O,219.23909,0,,yes,yes,0,0,,AD,0,0,0,0,CC(C)(CO)C(O)C(=O)NCCC(=O)O,CCC(C)(C)C(C)C(C)CCCC(C)C
CHEMBL1093,DB09009,C(=O)(OC)c1c(c(cs1)C)NC(=O)C(NCCC)C,C(=O)(OC)c1c(c(cs1)C)NC(=O)C(NCCC)C,CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC,284.3793,0,,yes,yes,0,0,,AD,0,0,0,0,CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC,CCCCC(C)C(C)CC1C(C)CCC1C(C)CC
CHEMBL24072,DB04825,c1(C(c2ccccc2)CCNC(Cc3ccccc3)C)ccccc1,c1(C(c2ccccc2)CCNC(Cc3ccccc3)C)ccccc1,CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1,329.48829,1,LP,yes,yes,1,1,1,WD,3,1,1,1,CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1,CC(CCCC(C1CCCCC1)C1CCCCC1)CC1CCCCC1
