,index,chembl_id,Phase,Smiles,market,standardized_smiles,scaffolds
7109,7109,CHEMBL325041,4,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,1,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,CC(C)CC1CC2CC(C)CCC2(C)C2CCC3(C)C(C4CC4C34CCC(C)C4)C12
148,148,CHEMBL1887483,0,CCCCCCCCCCCCOCCCN,0,CCCCCCCCCCCCOCCCN,CCCCCCCCCCCCCCCCC
3721,3721,CHEMBL222280,2,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1Br,0,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1Br,CCC1CC(C2CC(C)C(C)CC2C)CC1C
2515,2515,CHEMBL1207745,3,CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2c3cccc(CCCC(=O)O)c3O[C@H]2C[C@H]1O,0,CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2c3cccc(CCCC(=O)O)c3O[C@H]2C[C@H]1O,CCCCC(C)C(C)CCC1C(C)CC2CC3C(CCCC(C)C)CCCC3C21
6533,6533,CHEMBL2111157,4,CCC(=O)C(CC(C)N1CCCCC1)(c1ccccc1)c1ccccc1,1,CCC(=O)C(CC(C)N1CCCCC1)(c1ccccc1)c1ccccc1,CCC(C)C(CC(C)C1CCCCC1)(C1CCCCC1)C1CCCCC1
9146,9146,CHEMBL2021424,4,O=S(=O)([O-])[O-].[K+].[K+],1,O=S(=O)([O-])[O-].[K+].[K+],CCC(C)C1(C)CCC2C3CC(C)C4CC(C)CCC4(C)C3C(C)CC21C
3377,3377,CHEMBL2105014,0,CN[C@@H](C)CC1CCCCC1,0,CN[C@@H](C)CC1CCCCC1,CCC(C)CC1CCCCC1
3989,3989,CHEMBL1794791,2,O=C(O)CC(=O)C(=O)O,0,O=C(O)CC(=O)C(=O)O,CC(C)CC(C)C(C)C
7227,7227,CHEMBL323533,0,C[C@]12CC[C@H]3C(=CCc4cc(O)ccc43)[C@@H]1CCC2=O,0,C[C@]12CC[C@H]3C(=CCc4cc(O)ccc43)[C@@H]1CCC2=O,CC1CCC2C(CCC3C2CCC2(C)C(C)CCC32)C1
1676,1676,CHEMBL2105954,0,N.N.O=P(O)(O)O,0,N.N.O=P(O)(O)O,CC1CCC(C(C)(C2CCC3C(C)C(C)CC(C4CCCC(C)C4)C3C2)C2CCCC2C)CC1
7700,7700,CHEMBL66115,2,Nc1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,0,Nc1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,CCC1CC(C2CCC(C)CC2C)CC1C
2174,2174,CHEMBL2104187,0,CCCC(=O)O[C@]1(C(=O)CS)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,0,CCCC(=O)O[C@]1(C(=O)CS)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,CCCC(C)CC1(C(C)CC)CCC2C3CCC4CC(C)CCC4(C)C3C(C)CC21C
685,685,CHEMBL548,4,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O,1,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O,CCCCCC(C)CCC1C(C)CC(C)C1CCCCCCC(C)C
6267,6267,CHEMBL1334692,0,O=C(O)Cc1cn(-c2ccccc2)nc1-c1ccc(Cl)cc1,0,O=C(O)Cc1cn(-c2ccccc2)nc1-c1ccc(Cl)cc1,CC(C)CC1CC(C2CCCCC2)CC1C1CCC(C)CC1
1629,1629,CHEMBL963,4,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,1,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,CC1CCC2CC3C(C)CCC45C(CC1C24)C(C)CCC35C
1057,1057,CHEMBL13960,3,O=C(O)C(Cl)Cl,0,O=C(O)C(Cl)Cl,CCCC(C)CCCCCCCCC(C)CCC
4339,4339,CHEMBL2111117,0,N[C@H](CF)C(=O)O,0,N[C@H](CF)C(=O)O,CCC(C)C(C)C
8275,8275,CHEMBL443,4,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,1,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,CC1CCC(C(C)(C)CC2CCC(C)C2)CC1
4394,4394,CHEMBL135400,4,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,1,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,CC1CCC(C(C)CC2C3CCCCC3C(C)C2C2CCC(C)CC2)CC1
1027,1027,CHEMBL1551365,4,CCON=O,1,CCON=O,CCCCC
3773,3773,CHEMBL1403899,0,NC(=O)CCCCC1CCSS1,0,NC(=O)CCCCC1CCSS1,CC(C)CCCCC1CCCC1
4562,4562,CHEMBL63756,0,CN1CCN(C2=Nc3cc(F)ccc3Cc3ccccc32)CC1,0,CN1CCN(C2=Nc3cc(F)ccc3Cc3ccccc32)CC1,CC1CCC(C2CC3CC(C)CCC3CC3CCCCC32)CC1
348,348,CHEMBL2107417,0,C[C@@H](Oc1c(Cl)cccc1Cl)C1=NCCN1,0,C[C@@H](Oc1c(Cl)cccc1Cl)C1=NCCN1,CC(CC1C(C)CCCC1C)C1CCCC1
1324,1324,CHEMBL4559134,4,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1,1,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1,CCC1CCC(CC2C3CC(C4CCC(C5CC(CCC(C)(C)C)CC6CCC(CC)C65)CC4)CC2C3)CC1
8921,8921,CHEMBL2104457,0,CC(=O)NC1CCSC1=O,0,CC(=O)NC1CCSC1=O,CC(C)CC1CCCC1C
2102,2102,CHEMBL2106658,0,CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](/N=C/N3CCCCCC3)[C@H]2SC1(C)C,0,CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](/N=C/N3CCCCCC3)[C@H]2SC1(C)C,CCCC(C)CC(C)CC(C)C1C2C(C)C(CCC3CCCCCC3)C2CC1(C)C
4513,4513,CHEMBL2051955,3,C[C@@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,0,C[C@@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,CCC(CC)CCC1CCC(C2CCC(C)CC2C)CC1
5257,5257,CHEMBL2107195,0,C=C1C[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,0,C=C1C[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,CCC(C)C1(C)C(C)CC2C3CCC4CC(C)CCC4(C)C3C(C)CC21C
5907,5907,CHEMBL1201287,4,CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1,1,CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1,CC(C)CCC(C1CCCCC1)C1CCC(C)CC1
2220,2220,CHEMBL127516,4,CCCCOC(=O)c1ccc(N)cc1,1,CCCCOC(=O)c1ccc(N)cc1,CCCCCC(C)C1CCC(C)CC1
2358,2358,CHEMBL177367,4,O=[N+]([O-])[O-].[Ag+],1,O=[N+]([O-])[O-],CC(C)C
388,388,CHEMBL2104231,0,CC(=O)[C@@]1(C)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3CC[C@@]21C,0,CC(=O)[C@@]1(C)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3CC[C@@]21C,CC1CCC2C(CCC3C2CCC2(C)C3CCC2(C)C(C)C)C1
7300,7300,CHEMBL395447,0,CCCCCCCCCCCCCCNCCO,0,CCCCCCCCCCCCCCNCCO,CCCCCCCCCCCCCCCCCC
3152,3152,CHEMBL1796997,4,[He],1,[He],CC(C)CC1CC(CC(C)CCCC2CCCCC2)CC2CC(C)C3CCC(C)CC3C12
9281,9281,CHEMBL488280,3,CCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],0,CCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],CCC(CCC(C)C)(CCC(C)C)CCC(C)C
4318,4318,CHEMBL1200574,4,[Cl-].[Na+],1,[Cl-].[Na+],CC(CCC1CC(C)C(C)C2CCCCC12)CCC(C)(C)C
3167,3167,CHEMBL225304,1,NN=C(N)N,0,NN=C(N)N,CCC(C)C
4205,4205,CHEMBL700,4,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,1,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,CC1CCC(C(C)(C)CC2CCCCC2)CC1
7488,7488,CHEMBL112570,4,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,1,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,CC(C)CCCC(C)C1CCC2C3CCC4CC(C)CCC4(C)C3CCC12C
6552,6552,CHEMBL2104804,0,CC(SC1(C)OC(=O)c2ccccc2O1)C(=O)NCC(=O)O,0,CC(SC1(C)OC(=O)c2ccccc2O1)C(=O)NCC(=O)O,CC(C)CCC(C)C(C)CC1(C)CC(C)C2CCCCC2C1
6640,6640,CHEMBL2104626,0,[O-][n+]1cc[n+]([O-])c2ccccc21,0,[O-][n+]1cc[n+]([O-])c2ccccc21,CC1CCC(C)C2CCCCC12
7223,7223,CHEMBL4297110,0,CN(C)CCC=C1c2ccccc2CN(C)c2ccccc21,0,CN(C)CCC=C1c2ccccc2CN(C)c2ccccc21,CC(C)CCCC1C2CCCCC2CC(C)C2CCCCC21
81,81,CHEMBL152408,0,CN1CCC(=C2c3ccccc3Sc3ccccc32)CC1,0,CN1CCC(=C2c3ccccc3Sc3ccccc32)CC1,CC1CCC(C2C3CCCCC3CC3CCCCC32)CC1
1256,1256,CHEMBL417,4,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,CCC1CCCC2C(C)C3C(C)C4CC(C)(C(C)CC)CC(CC5CC(C)C(C)C(C)C5)C4C(C)C3C(C)C12
4558,4558,CHEMBL207538,4,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,1,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CC1CCC2(C)C(CCC3C2CCC2(C)C(C(C)C)CCC32)C1
9298,9298,CHEMBL63558,0,OC[C@H](O)[C@@H](O)[C@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,0,OC[C@H](O)[C@@H](O)[C@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,CCC(C)C(C)C(CC1CC(CC)C(C)C(C)C1C)C(C)CC
2718,2718,CHEMBL1328968,0,C=C1C[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]2(C)[C@@]1(OC(C)=O)C(C)=O,0,C=C1C[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]2(C)[C@@]1(OC(C)=O)C(C)=O,CC(C)CC1(C(C)C)C(C)CC2C3CC(C)C4CC(C)CCC4(C)C3CCC21C
7959,7959,CHEMBL1159717,4,CC(C)(C)NCC(O)c1ccccc1Cl,1,CC(C)(C)NCC(O)c1ccccc1Cl,CC1CCCCC1C(C)CCC(C)(C)C
4113,4113,CHEMBL2107796,0,C=C(CN(C)C)[C@](Cc1ccccc1)(OC(=O)CC)c1ccccc1,0,C=C(CN(C)C)[C@](Cc1ccccc1)(OC(=O)CC)c1ccccc1,CCC(C)CC(CC1CCCCC1)(C(C)CC(C)C)C1CCCCC1
2928,2928,CHEMBL1551,4,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,1,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,CC(C)CCC(C)C1CCC2C3C(C)CC4CC(C)CCC4(C)C3CCC12C
2086,2086,CHEMBL42442,2,COC(=O)Nc1nc2cc([S+]([O-])c3ccccc3)ccc2[nH]1,0,COC(=O)Nc1nc2cc([S+]([O-])c3ccccc3)ccc2[nH]1,CCC(C)CC1CC2CCC(C(C)C3CCCCC3)CC2C1
4091,4091,CHEMBL9324,0,CC[N+](CC)(CC)CC,0,CC[N+](CC)(CC)CC,CCC(CC)(CC)CC
4316,4316,CHEMBL3707339,0,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.NC(=O)CC[C@H](N)C(=O)O,0,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.NC(=O)CC[C@H](N)C(=O)O,CCC1CCC(C)C1C1CCC2C(C)CC(C)CC2C1
1616,1616,CHEMBL1453416,0,CC(C)Cn1cnc2c1c(=O)n(C)c(=O)n2C,0,CC(C)Cn1cnc2c1c(=O)n(C)c(=O)n2C,CC(C)CC1CCC2C(C)C(C)C(C)C(C)C12
3235,3235,CHEMBL1046,4,NCCCCCC(=O)O,1,NCCCCCC(=O)O,CCCCCCC(C)C
1042,1042,CHEMBL2104441,0,CC(C)S(=O)(=O)n1c(N)nc2ccc(C(=NO)c3ccccc3)cc21,0,CC(C)S(=O)(=O)n1c(N)nc2ccc(C(=NO)c3ccccc3)cc21,CCC(C1CCCCC1)C1CCC2CC(C)C(C(C)(C)C(C)C)C2C1
4007,4007,CHEMBL567,4,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,1,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,CCCC1CCC(CCCC2C3CCCCC3CC3CCC(C)CC32)CC1
900,900,CHEMBL1201321,4,N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,1,N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,CCC(CCC1CCC(C(C)C)(C2CCCCC2)CC1)(C1CCCCC1)C1CCCCC1
8363,8363,CHEMBL1233877,4,[Kr],1,[Kr],CCCCCC(CC(C)C1CCCCC1)CCC1CCCC1
5349,5349,CHEMBL2106277,0,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C,0,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C,CC1CCC2(C)C(C1)C(C)CC1C3CC(C)C(C(C)CCC(C)C(C)(C)C)C3(C)CC(C)C12C
1346,1346,CHEMBL1201173,4,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,1,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,CC1CCC2(C)C(C1)C(C)CC1C3CCC(C(C)C)C3(C)CC(C)C12
3151,3151,CHEMBL2110953,0,CC(=O)Oc1cc(OC(C)CCCc2ccccc2)cc2c1[C@@H]1C[C@H](O)CC[C@H]1[C@H](C)N2,0,CC(=O)Oc1cc(OC(C)CCCc2ccccc2)cc2c1[C@@H]1C[C@H](O)CC[C@H]1[C@H](C)N2,CC(C)CC1CC(CC(C)CCCC2CCCCC2)CC2CC(C)C3CCC(C)CC3C12
4282,4282,CHEMBL3707298,0,[Mg+2].[O-][O-],0,[Mg+2].[O-][O-],CCC(C)C1(C2CCCCC2)CCC(CCCC(C)C2CCC(C)CC2)CC1
6277,6277,CHEMBL1945334,0,O=S([O-])[O-].[Na+].[Na+],0,[O-][S+](O)O,CC(C)C
4540,4540,CHEMBL113051,1,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2/C=N/OC(C)(C)C,0,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2/C=N/OC(C)(C)C,CCC1(C)C(C)CCC2C(C)C3CC4C(CC5CCCCC5C4CCCC(C)(C)C)C3CC21
1293,1293,CHEMBL1200696,4,[K+].[O-][Cl+3]([O-])([O-])[O-],1,[K+].[O-][Cl+3]([O-])([O-])[O-],CCC1CCC2CC(C)C(C(CC)CC)C2C1
7897,7897,CHEMBL580,4,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,1,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,CC1CCC2CC(C)C(C)CC(C3CCCCC3C)C2C1
4331,4331,CHEMBL2110985,0,CCC(=O)N(c1ccccn1)C(C)CN1CCCCC1,0,CCC(=O)N(c1ccccn1)C(C)CN1CCCCC1,CCC(C)C(C(C)CC1CCCCC1)C1CCCCC1
5953,5953,CHEMBL521686,4,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,1,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,CC1CCC(CC2CCC(C)C3CCCCC23)CC1C(C)C1CCC(C(C)C2CC2)CC1
2694,2694,CHEMBL1229846,4,OCCOc1ccccc1,1,OCCOc1ccccc1,CCCCC1CCCCC1
6757,6757,CHEMBL1265,4,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,1,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,CCC1CCC(C2CCC3CC(C(C)C)CCC3C2)CC1C12CC3CC(CC(C3)C1)C2
5253,5253,CHEMBL2106398,0,CC(C)C,0,CC(C)C,CC(C)C
254,254,CHEMBL1624,4,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,1,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,CC(C)C(C)CC1CC(C)C(CC2CC(C)C(C)C(C)C2)C(C)C1
4195,4195,CHEMBL4297658,3,O=C(O)[C@@H]1CCCN1.OC[C@H]1O[C@@H](c2ccc(F)c(Cc3cc4ccccc4s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,0,O=C(O)[C@@H]1CCCN1.OC[C@H]1O[C@@H](c2ccc(F)c(Cc3cc4ccccc4s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,CC1CCC(C(C)CCCC2CCC(C3C(C)CC4CCCCC43)CC2)CC1
6258,6258,CHEMBL443052,4,OB1OCc2cc(F)ccc21,1,OB1OCc2cc(F)ccc21,CC(CCCCCCCCCC1CC2CC(C)CCC2C2CCC3(C)C(C)CCC3C12)CCCC(C)(C)C(C)(C)C
3198,3198,CHEMBL3989843,4,N[C@@H]1C[C@H]1c1ccccc1.N[C@H]1C[C@@H]1c1ccccc1,1,N[C@@H]1C[C@H]1c1ccccc1.N[C@H]1C[C@@H]1c1ccccc1,CC1CCCCC1C1CCC(C2CCCCC2)C1
3873,3873,CHEMBL1201774,4,C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)nc(O)c2N1,1,C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1,CC1CC(C)C2CC(C(C)C(C)C)CCC2C1
4435,4435,CHEMBL1201225,4,II,1,II,CC
1657,1657,CHEMBL644,4,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,1,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,CC(C)CC(C)CC1C2CCCCC2CCC2CCCCC21
9524,9524,CHEMBL31634,2,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1/C=C/Br,0,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1/C=C/Br,CCC1CC(C2CC(CCC)C(C)CC2C)CC1C
985,985,CHEMBL43068,1,CC(C)[C@H](N)C(=O)O,0,CC(C)[C@H](N)C(=O)O,CC(C)C(C)C(C)C
658,658,CHEMBL505348,1,O[C@H]1CO[C@@H](O)[C@H](O)[C@H]1O,0,O[C@H]1CO[C@@H](O)[C@H](O)[C@H]1O,CC1CCC(C)C(C)C1C
7571,7571,CHEMBL1395071,0,CC(Cc1ccccc1)NC=O,0,CC(Cc1ccccc1)NC=O,CCCC(C)CC1CCCCC1
7001,7001,CHEMBL2111113,0,O=P(O)(O)OC[C@H]1OC(O)(COP(=O)(O)O)[C@@H](O)[C@@H]1O,0,O=P(O)(O)OC[C@H]1OC(O)(COP(=O)(O)O)[C@@H](O)[C@@H]1O,CC1C(CCC(C)(C)C)CC(C)(CCC(C)(C)C)C1C
3376,3376,CHEMBL181,4,CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,1,CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,CC1CCC2CC(C)CC(C)(C)C2C1
3352,3352,CHEMBL2107291,0,CC(C)CCCCCCCCCCCCCCCO,0,CC(C)CCCCCCCCCCCCCCCO,CCCCCCCCCCCCCCCCC(C)C
7382,7382,CHEMBL1508,4,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,1,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,CCC1CCC2C(CCC2(CCCC(C)C)C2CCC(C)CC2)C1
3405,3405,CHEMBL301523,3,N[C@@H](Cc1ccccc1)C(=O)O,0,N[C@@H](Cc1ccccc1)C(=O)O,CC(C)C(C)CC1CCCCC1
3005,3005,CHEMBL1522,4,CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,1,CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,CC1CCC(C(C)CC2C3CCCCC3C(C)C2C2CCC(C)CC2)CC1
4667,4667,CHEMBL4594414,1,COc1c(O)c(C)c(CCCCCCCCCC[P+](c2ccccc2)(c2ccccc2)c2ccccc2)c(O)c1OC,0,COc1c(O)c(C)c(CCCCCCCCCC[P+](c2ccccc2)(c2ccccc2)c2ccccc2)c(O)c1OC,CCC1C(C)C(C)C(CCCCCCCCCCC(C2CCCCC2)(C2CCCCC2)C2CCCCC2)C(C)C1CC
3756,3756,CHEMBL2105245,0,CC(C(=O)c1ccccc1)N(C)C,0,CC(C(=O)c1ccccc1)N(C)C,CC(C)C(C)C(C)C1CCCCC1
7843,7843,CHEMBL93515,0,NCC(O)CC(=O)O,0,NCC(O)CC(=O)O,CCC(C)CC(C)C
2244,2244,CHEMBL1697840,0,O=c1[nH]c(=S)[nH]cc1I,0,O=c1[nH]c(=S)[nH]cc1I,CC1CCC(C)C(C)C1
2969,2969,CHEMBL2103824,2,CC(=O)NCCOC(=O)[C@H](Oc1cccc(C(F)(F)F)c1)c1ccc(Cl)cc1,0,CC(=O)NCCOC(=O)[C@H](Oc1cccc(C(F)(F)F)c1)c1ccc(Cl)cc1,CC(C)CCCCC(C)C(CC1CCCC(C(C)(C)C)C1)C1CCC(C)CC1
1344,1344,CHEMBL1201342,4,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1,1,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1,CC1CCCC(CC2C3CCCCC3CC3CCCCC32)C1
3968,3968,CHEMBL1201863,4,Cc1c(OCC(F)(F)F)ccnc1C[S@@+]([O-])c1nc2ccccc2[nH]1,1,Cc1c(OCC(F)(F)F)ccnc1C[S@@+]([O-])c1nc2ccccc2[nH]1,CC(CC1CCCC(CCC(C)(C)C)C1C)C1CC2CCCCC2C1
3532,3532,CHEMBL593429,0,NC(=O)NC1NC(=O)NC1=O,0,NC(=O)NC1NC(=O)NC1=O,CC(C)CC1CC(C)CC1C
8444,8444,CHEMBL718,1,CC(N)(Cc1ccc(O)c(O)c1)C(=O)O,0,CC(N)(Cc1ccc(O)c(O)c1)C(=O)O,CC1CCC(CC(C)(C)C(C)C)CC1C
7480,7480,CHEMBL259548,0,C[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@]3(C)O)[C@@H]21,0,C[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@]3(C)O)[C@@H]21,CC1CCC2(C)C(C1)CC(C)C1C2CCC2(C)C1CCC2(C)C
5832,5832,CHEMBL1286,4,CC[C@@H](C(N)=O)N1CCCC1=O,1,CC[C@@H](C(N)=O)N1CCCC1=O,CCC(C(C)C)C1CCCC1C
2365,2365,CHEMBL4068611,3,Cn1cc(S(=O)(=O)N2CCC3=Cc4c(cnn4-c4ccc(F)cc4)C[C@]3(C(=O)c3cc(C(F)(F)F)ccn3)C2)cn1,0,Cn1cc(S(=O)(=O)N2CCC3=Cc4c(cnn4-c4ccc(F)cc4)C[C@]3(C(=O)c3cc(C(F)(F)F)ccn3)C2)cn1,CC1CCC(C2CCC3CC4(C(C)C5CCCC(C(C)(C)C)C5)CC(C(C)(C)C5CCC(C)C5)CCC4CC32)CC1
3148,3148,CHEMBL2104367,0,O=c1c(I)c[nH]cc1I,0,O=c1c(I)c[nH]cc1I,CC1CCCC(C)C1C
5402,5402,CHEMBL2105262,0,COc1ccc(/C=C/C(O)CN2CCOCC2)cc1,0,COc1ccc(/C=C/C(O)CN2CCOCC2)cc1,CCC1CCC(CCC(C)CC2CCCCC2)CC1
4075,4075,CHEMBL1230762,0,CC(=O)CC(=O)O,0,CC(=O)CC(=O)O,CC(C)CC(C)C
5553,5553,CHEMBL8659,2,CCCCCCCC/C=C\CCCCCCCC(=O)O,0,CCCCCCCC/C=C\CCCCCCCC(=O)O,CCC1CCCC2CC(C3CC(C4CCC(C(C)C)CC4)C4CCCC(C)C34)CC12
3476,3476,CHEMBL1231840,3,[C-]#[O+],0,[C-]#[O+],CC
8749,8749,CHEMBL2104063,0,CCCCCc1ccc(CC(C)NC)cc1,0,CCCCCc1ccc(CC(C)NC)cc1,CCCCCC1CCC(CC(C)CC)CC1
5905,5905,CHEMBL2107472,0,CCN(CC)CCSC(=O)N(c1ccccc1)c1ccccc1,0,CCN(CC)CCSC(=O)N(c1ccccc1)c1ccccc1,CCC(CC)CCCC(C)C(C1CCCCC1)C1CCCCC1
