,drugbank_id,inchi_key,drug_groups,smiles,synonyms,molecule_type,structure_type,therapeutic_flag,molecule_chembl_id,max_phase,atc_classifications,chirality,prodrug,oral,parenteral,topical,black_box_warning,availability_type,withdrawn_year,withdrawn_reason,withdrawn_country,withdrawn_class,alogp,aromatic_rings,cx_logd,cx_logp,cx_most_apka,cx_most_bpka,full_mwt,hba,hba_lipinski,hbd,hbd_lipinski,heavy_atoms,molecular_species,mw_freebase,mw_monoisotopic,num_lipinski_ro5_violations,num_ro5_violations,psa,qed_weighted,ro3_pass,rtb,parent_chembl_id,parent_smiles,parent_inchi_key,action_type,direct_interaction,disease_efficacy,molecular_mechanism,target_chembl_id,chembl_tox,withdrawn
1635,DB08913,RWRDJVNMSZYMDV-SIUYXFDKSA-L,approved; investigational,[Cl-].[Cl-].[223Ra++],Radium Ra 223 dichloride,Small molecule,MOL,True,CHEMBL2107816,4,V10XX03,-1,0,False,True,False,0,1,,,,,,,,,,,293.92,,,,,,,296.91,292.9562,,,,,,,CHEMBL2111187,missing,missing,,True,True,True,,Safe,0
1645,DB08938,SPPNVMTVMQOKSC-UHFFFAOYSA-A,approved; withdrawn,O.[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Al+3].[Al+3].[Al+3].[Al+3].[Al+3].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O,Magaldrate,Small molecule,MOL,False,CHEMBL3833350,4,A02AD02,-1,0,False,False,False,0,-1,,,,,,,,,,,1115.32,,,,,,,1097.30,1093.7465,,,,,,,CHEMBL3833408,missing,missing,missing,missing,missing,missing,missing,Safe,1
1646,DB08941,BMUKKTUHUDJSNZ-HBUWYVDXSA-N,approved; withdrawn,C[C@H](COC1=CC=CC=C1)N[C@H](C)[C@@H](O)C1=CC=C(O)C=C1,Isoxsuprine,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,1
1649,DB08944,WFLSCFISQHLEED-GOEBONIOSA-N,approved; withdrawn,CC(C)[C@@](C[C@H](C)N(C)C)(C#N)C1=CC=CC=C1,Isoaminile,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,1
1656,DB08965,MIZMDSVSLSIMSC-OGLSAIDSSA-N,approved; withdrawn,[H]C1(OC(=O)[C@]([H])(C(C)C)N(C)C(=O)C([H])(OC(=O)[C@]([H])(C(C)C)N(C)C(=O)C([H])(OC(=O)[C@]([H])(C(C)C)N(C)C1=O)C(C)C)C(C)C)C(C)C,Fusafungine,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,1
1690,DB09059,VWXRQYYUEIYXCZ-OBIMUBPZSA-N,approved; investigational,[H][C@]1(NC(=O)[C@@]([H])(NC(=O)[C@@H](CC2=CC=C(OCC)C=C2)NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN)C(=O)NCC(N)=O)[C@@H](C)CC)[C@@H](C)O,Atosiban,Protein,MOL,True,CHEMBL382301,4,G02CX01,1,0,False,False,False,0,-1,,,,,-3.04,1,-6.75,-4.61,11.28,9.60,994.21,15,23,11,14,68,BASE,994.21,993.4412,3,3,365.67,0.07,N,18,CHEMBL382301,missing,missing,ANTAGONIST,True,True,True,CHEMBL2049,Safe,0
1701,DB09072,XYGBKMMCQDZQOZ-UHFFFAOYSA-M,approved,[Na+].OCCCC([O-])=O,Sodium oxybate,Small molecule,MOL,True,CHEMBL1200682,4,N07XX04+N01AX11,2,0,True,False,False,1,1,,,,,-0.16,0,-3.37,-0.51,4.44,,126.09,2,3,2,2,7,ACID,104.11,104.0473,0,0,57.53,0.52,Y,3,CHEMBL1342,missing,missing,AGONIST,True,True,True,CHEMBL2111463,Safe,0
1709,DB09081,VMHWZDULLBLUMS-UHFFFAOYSA-N,approved; investigational,COC1=C(OC)C(=O)C(CCCCCCCCCCCCO)=C(C)C1=O,Idebenone,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1715,DB09087,GRLPQNLYRHEGIJ-UHFFFAOYSA-J,approved,[Al+3].[K+].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O,Potassium alum,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1719,DB09091,YWDBSCORAARPPF-VWUMJDOOSA-N,approved; withdrawn,[H][C@@]12CC[C@](O)(C(=O)CS)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,Tixocortol,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,1
1722,DB09094,KOUZYZCESNTXJO-UHFFFAOYSA-N,approved,COC1=CC(=CC(OC)=C1OC)C1C2C(COC2=O)C(O)C2=CC3=C(OCO3)C=C12.COC1=CC(=CC(OC)=C1OC)C1C2C(COC2=O)C(O)C2=CC3=C(OCO3)C=C12.COC1=CC(=CC(OC)=C1OC)C1C(C(CO)C(O)C2=CC3=C(OCO3)C=C12)C(O)=O.COC1=CC(=CC(OC)=C1OC)C1C(C(CO)C(O)C2=CC3=C(OCO3)C=C12)C(O)=O,Podophyllin,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1729,DB09104,VTHJTEIRLNZDEV-UHFFFAOYSA-L,approved; investigational,[OH-].[OH-].[Mg++],Magnesium hydroxide,Small molecule,MOL,False,CHEMBL1200718,4,G04BX01+A02AA04,-1,0,True,False,False,0,2,,,,,,,,,,,58.32,,,,,,,58.32,57.9905,,,,,,,CHEMBL1200718,missing,missing,missing,missing,missing,missing,missing,Safe,0
1741,DB09121,XHVAWZZCDCWGBK-WYRLRVFGSA-M,approved; withdrawn,OC[C@H]1O[C@H](S[Au])[C@H](O)[C@@H](O)[C@@H]1O,Aurothioglucose,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,1
1746,DB09129,QSWDMMVNRMROPK-UHFFFAOYSA-K,approved,[Cl-].[Cl-].[Cl-].[Cr+3],Chromic chloride,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1747,DB09130,RYGMFSIKBFXOCR-UHFFFAOYSA-N,approved; investigational,[Cu],Copper,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1748,DB09131,ORTQZVOHEJQUHG-UHFFFAOYSA-L,approved; investigational,Cl[Cu]Cl,Cupric Chloride,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1749,DB09132,GFSTXYOTEVLASN-UHFFFAOYSA-K,approved,[Gd+3].OC(=O)CN1CCN(CC([O-])=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC1,Gadoteric acid,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1753,DB09136,YFKDCGWIINMRQY-UHFFFAOYSA-O,approved,CCN(CC)C1=CC=C(C=C1)C(=C1C=CC(C=C1)=[N+](CC)CC)C1=CC(=CC=C1S(O)(=O)=O)S(O)(=O)=O,Isosulfan blue,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1754,DB09137,JLJSYHOPCNWUNE-UHFFFAOYSA-N,approved,[Tc].CC1=CC(C)=C(Br)C(C)=C1NC(=O)CN(CC(O)=O)CC(O)=O,Technetium Tc-99m mebrofenin,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1755,DB09138,IUPNVOAUFBLQME-SGNQUONSSA-J,approved,O.O.[98Tc+4].[O-]P([O-])(=O)CP([O-])([O-])=O,Technetium Tc-99m medronate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1756,DB09139,SIJNDWFHVBDXDY-NLQOEHMXSA-N,approved,[99Tc].OC(P(O)(O)=O)P(O)(O)=O,Technetium Tc-99m oxidronate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1758,DB09142,IZTQOLKUZKXIRV-YRVFCXMDSA-N,approved,CSCC[C@H](NC(=O)[C@H](CC1=CC=C(OS(O)(=O)=O)C=C1)NC(=O)[C@@H](N)CC(O)=O)C(=O)NCC(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O,Sincalide,Protein,BOTH,False,CHEMBL1121,4,V04CC03,1,0,False,True,False,0,1,,,,,,,,,,,1143.29,,,,,,,1143.29,1142.3507,,,,,,,CHEMBL1121,missing,missing,missing,missing,missing,missing,missing,Safe,0
1762,DB09146,FWZTTZUKDVJDCM-CEJAUHOTSA-M,approved,O.O.O.[OH-].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[Na+].[Na+].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,Iron sucrose,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1763,DB09148,NCWZOASIUQVOFA-FWZJPQCDSA-N,approved,CNC1=CC=C(\C=C\C2=CC=C(OCCOCCOCC[18F])C=C2)C=C1,Florbetaben (18F),Small molecule,MOL,False,CHEMBL566752,4,V09AX06,2,0,False,True,False,0,1,,,,,4.28,2,3.73,3.74,,4.62,358.44,4,4,1,1,26,NEUTRAL,359.44,359.1897,0,0,39.72,0.45,N,12,CHEMBL1908906,missing,missing,missing,missing,missing,missing,missing,Safe,0
1764,DB09149,YNDIAUKFXKEXSV-CRYLGTRXSA-N,approved; investigational,[H]N(C1=C([H])C([H])=C(\C([H])=C(/[H])C2=C([H])N=C(OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])[18F])C([H])=C2[H])C([H])=C1[H])C([H])([H])[H],Florbetapir (18F),Small molecule,MOL,False,CHEMBL1774461,4,V09AX05,2,0,False,True,False,0,1,,,,,3.68,2,3.11,3.11,,4.62,359.43,5,5,1,1,26,NEUTRAL,360.43,360.1849,0,0,52.61,0.59,N,12,CHEMBL1908919,missing,missing,missing,missing,missing,missing,missing,Safe,0
1765,DB09151,VVECGOCJFKTUAX-HUYCHCPVSA-N,approved; investigational,CNC1=C([18F])C=C(C=C1)C1=NC2=CC=C(O)C=C2S1,Flutemetamol (18F),Small molecule,MOL,False,CHEMBL2042122,4,V09AX04,2,0,False,True,False,0,1,,,,,3.85,3,3.44,3.45,9.23,2.89,273.32,4,3,2,2,19,NEUTRAL,274.32,274.0576,0,0,45.15,0.75,N,2,CHEMBL579205,missing,missing,missing,missing,missing,missing,missing,Safe,0
1767,DB09153,FAPWRFPIFSIZLT-UHFFFAOYSA-M,approved; vet_approved,[Na+].[Cl-],Sodium chloride,Small molecule,MOL,False,CHEMBL1200574,4,B05CB01+S01XA03+B05XA03+A12CA01,-1,0,True,True,True,0,2,,,,,,,,,,,58.44,,,,,,,58.44,57.9586,,,,,,,CHEMBL1200574,missing,missing,missing,missing,missing,missing,missing,Safe,0
1769,DB09155,SWQJXJOGLNCZEY-UHFFFAOYSA-N,approved; investigational; vet_approved,[He],Helium,Small molecule,MOL,False,CHEMBL1796997,4,V03AN03,2,0,False,False,True,0,1,,,,,,,,,,,4.00,,,,,,,4.00,4.0026,,,,,,,CHEMBL1796997,missing,missing,missing,missing,missing,missing,missing,Safe,0
1773,DB09160,HBJYDUADMKVTGP-RCUQKECRSA-N,approved,O.O.[98Tc].CCOCCP(CCOCC)CCP(CCOCC)CCOCC.CCOCCP(CCOCC)CCP(CCOCC)CCOCC,Technetium Tc-99m tetrofosmin,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1774,DB09161,ZBTQTVSNLRPJHI-UHFFFAOYSA-N,approved; investigational,[Tc+].COC(C)(C)C[N+]#[C-].COC(C)(C)C[N+]#[C-].COC(C)(C)C[N+]#[C-].COC(C)(C)C[N+]#[C-].COC(C)(C)C[N+]#[C-].COC(C)(C)C[N+]#[C-],Technetium Tc-99m sestamibi,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1776,DB09164,JNJYQGLIZTUSCW-NLQOEHMXSA-N,approved,[99Tc].CC(C)C1=CC=CC(C(C)C)=C1NC(=O)CN(CC(O)=O)CC(O)=O,Technetium Tc-99m disofenin,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1777,DB09165,OOGKGVXDDGJCPO-NLQOEHMXSA-J,approved,[99Tc+4].[O-]P([O-])(=O)OP([O-])([O-])=O,Technetium Tc-99m pyrophosphate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1781,DB09195,BNRMWKUVWLKDQJ-YJBOKZPZSA-N,approved,[H][C@@]12CCC[C@]1([H])C1=NN=C(CCN3CCN(CC3)C3=CC=CC(=C3)C(F)(F)F)N1C2,Lorpiprazole,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1789,DB09219,BPKUDUSVDVLOPY-UHFFFAOYSA-N,approved,OC1=CC=C(C=C1)C1(OC2=CC=CC=C2NC1=O)C1=CC=C(O)C=C1,Bisoxatin,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1805,DB09265,XVVOERDUTLJJHN-IAEQDCLQSA-N,approved,CC[C@H](C)[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)CNC(=O)[C@@H](N)CC1=CNC=N1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(N)=O,Lixisenatide,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1807,DB09267,XXUZFRDUEGQHOV-UHFFFAOYSA-J,approved; withdrawn,[Sr++].[Sr++].[O-]C(=O)CN(CC([O-])=O)C1=C(C#N)C(CC([O-])=O)=C(S1)C([O-])=O,Strontium ranelate,Small molecule,MOL,True,CHEMBL3707306,4,M05BX03,2,0,False,False,False,0,-1,,,,,-0.08,1,-13.11,0.27,1.63,,513.49,7,10,4,4,23,ACID,342.29,342.0158,0,0,176.23,0.50,N,8,CHEMBL2107175,missing,missing,missing,missing,missing,missing,missing,Safe,1
1813,DB09275,YDDTTXDPCSCLKY-UHFFFAOYSA-H,approved; investigational,[K+].[K+].[K+].[K+].[K+].[Bi+3].[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O.[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O,Bismuth subcitrate potassium,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1814,DB09276,VXIHRIQNJCRFQX-UHFFFAOYSA-K,approved; investigational,[Na+].[Na+].[O-]C(=O)CC(S[Au])C([O-])=O,Sodium aurothiomalate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1815,DB09277,SGMZJAMFUVOLNK-ULWFUOSBSA-M,approved; investigational,[Cl-].C[N+](C)([11CH3])CCO,Choline C 11,Small molecule,MOL,False,CHEMBL2095207,4,,-1,0,False,True,False,0,1,,,,,,,,,,,138.63,,,,,,,139.63,139.0764,,,,,,,CHEMBL282468,missing,missing,missing,missing,missing,missing,missing,Safe,0
1818,DB09281,GXGAKHNRMVGRPK-UHFFFAOYSA-N,approved,[Mg++].[Mg++].[O-][Si](=O)O[Si]([O-])([O-])O[Si]([O-])=O,Magnesium trisilicate,Small molecule,MOL,False,CHEMBL2096633,4,,-1,0,True,False,False,0,2,,,,,,,,,,,260.86,,,,,,,216.28,215.9214,,,,,,,CHEMBL2109882,missing,missing,missing,missing,missing,missing,missing,Safe,0
1823,DB09293,XMBWDFGMSWQBCA-RNFDNDRNSA-M,approved; investigational,[131I-],Iodide I-131,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1830,DB09314,ZTFPRNKAHXDALS-RCUQKECRSA-N,approved; investigational,O.O.O.O.[98Tc-],Technetium Tc-99m pertechnetate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1831,DB09315,FHNFHKCVQCLJFQ-NJFSPNSNSA-N,approved,[133Xe],Xenon-133,Small molecule,MOL,False,CHEMBL1200685,4,V09EX03,2,0,False,True,True,0,1,,,,,,,,,,,132.91,,,,,,,131.29,131.9042,,,,,,,CHEMBL1236802,missing,missing,missing,missing,missing,missing,missing,Safe,0
1832,DB09316,GBECUEIQVRDUKB-UHFFFAOYSA-M,approved,[Cl-].[Tl+],Thallous Chloride,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1837,DB09321,XLOMVQKBTHCTTD-UHFFFAOYSA-N,approved,O=[Zn],Zinc oxide,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1838,DB09322,NWONKYPBYAMBJT-UHFFFAOYSA-L,approved; investigational,[Zn++].[O-]S([O-])(=O)=O,Zinc sulfate,Small molecule,MOL,False,CHEMBL1200929,4,A12CB01,-1,0,False,True,False,0,0,,,,,,,,,,,161.45,,,,,,,161.45,159.8809,,,,,,,CHEMBL1200929,missing,missing,missing,missing,missing,missing,missing,Safe,0
1840,DB09325,PUZPDOWCWNUUKD-UHFFFAOYSA-M,approved,[F-].[Na+],Sodium fluoride,Small molecule,MOL,False,CHEMBL1528,4,A12CD01+A01AA01+A01AA51,-1,0,False,True,True,0,2,,,,,,,,,,,41.99,,,,,,,41.99,41.9882,,,,,,,CHEMBL1528,missing,missing,missing,missing,missing,missing,missing,Safe,0
1841,DB09326,QGZKDVFQNNGYKY-BJUDXGSMSA-N,approved,[13NH3],Ammonia N-13,Small molecule,MOL,False,CHEMBL1201189,4,,2,0,False,True,False,0,1,,,,,0.16,0,-2.44,-0.98,,8.86,16.03,1,1,1,3,1,BASE,17.03,17.0265,0,0,35.00,0.40,Y,0,CHEMBL1160819,missing,missing,missing,missing,missing,missing,missing,Safe,0
1842,DB09327,DHMYGZIEILLVNR-UHFFFAOYSA-N,approved; investigational,O=C1NC=CC(=O)N1.FC1=CN(C2CCCO2)C(=O)NC1=O,Tegafur-uracil,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1844,DB09332,GZBACHSOZNEZOG-UHFFFAOYSA-J,approved,[Na+].[Na+].[Na+].[Na+].CC1=C(OP([O-])([O-])=O)C2=CC=CC=C2C(OP([O-])([O-])=O)=C1,Kappadione,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1859,DB09353,JLQNHALFVCURHW-UHFFFAOYSA-N,approved,S1SSSSSSS1,Octasulfur,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
