,smiles,ChEMBL_ID,SUM,withdrawn_0.5,withdrawn_1.0,withdrawn_1.5,withdrawn_2.0,withdrawn_2.5,withdrawn_3.0
564,C(c1c(OC)c(-c2cc3c(cc(NS(=O)(=O)C)cc3)cc2)cc(N4C(=O)NC(=O)C=C4)c1)(C)(C)C,CHEMBL3137312,0.0,0,0,0,0,0,0
565,C(=O)(c1sc(nc1)Nc2nc(nc(N3CCN(CCO)CC3)c2)C)Nc4c(Cl)cccc4C,CHEMBL1421,0.0,0,0,0,0,0,0
566,C(=O)([C@]1(O)Cc2c(c3C(=O)c4c(C(=O)c3c(c2[C@@H](O[C@@H]5O[C@H]([C@@H](O)[C@@H](N)C5)C)C1)O)c(OC)ccc4)O)C,CHEMBL178,0.0,0,0,0,0,0,0
567,C(N1Cc2c(cccc2)CC1)(=N)N,CHEMBL169901,0.0,0,0,0,0,0,0
568,[N+](CCCCCCCCCC[N+](C)(C)C)(C)(C)C,CHEMBL1190,0.5,1,0,0,0,0,0
569,O=C1N=C(N=CN1[C@@H]2O[C@@H]([C@@H](O)C2)CO)N,CHEMBL1201129,0.0,0,0,0,0,0,0
570,C(=O)(c1ccc(-n2c(-c3c(O)cccc3)nc(-c4c(O)cccc4)n2)cc1)O,CHEMBL550348,0.0,0,0,0,0,0,0
571,O=C1C(=C(N(C=C1)C)C)O,CHEMBL70927,0.0,0,0,0,0,0,0
572,C(N(O)CCCCCNC(=O)CCC(N(O)CCCCCN)=O)(=O)CCC(=O)NCCCCCN(C(=O)C)O,CHEMBL556,0.0,0,0,0,0,0,0
573,C(=O)(OCC(=O)[C@]12[C@@]3([C@H]([C@H]4[C@@H]([C@@]5(C(=CC(=O)C=C5)CC4)C)[C@@H](O)C3)C[C@H]1OC(=N2)C)C)C,CHEMBL1201891,0.0,0,0,0,0,0,0
574,C(=O)(N1[C@H](C(=O)N[C@@H](C(=O)N)C)CCC1)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)C)Cc2cc3c(cc2)cccc3)Cc4ccc(Cl)cc4)Cc5cnccc5)CO)Cc6ccc(NC(=O)[C@H]7NC(=O)NC(=O)C7)cc6)Cc8ccc(NC(=O)N)cc8)CC(C)C)CCCCNC(C)C,CHEMBL415606,0.0,0,0,0,0,0,0
575,C(=O)(O)CC[C@H]([C@@H]1[C@]2(C(=O)C[C@@H]3[C@@]4([C@H](CC(=O)[C@H]3[C@@H]2CC1)CC(=O)CC4)C)C)C,CHEMBL514446,0.0,0,0,0,0,0,0
576,C(=O)(C1C(=O)c2c(c(Cl)c(c(F)c2)N3CC(O)C3)N(c4c(F)cc(F)c(n4)N)C=1)O,CHEMBL2105637,0.0,0,0,0,0,0,0
577,C(Oc1ccc(OC2CCN(c3ccc(OC[C@@]4(Oc5nc([N+](=O)[O-])cn5C4)C)cc3)CC2)cc1)(F)(F)F,CHEMBL218650,0.0,0,0,0,0,0,0
578,C(=O)(c1cc2c(ccc(NS(=O)(=O)C)c2)[nH]1)N3CCN(c4c(NC(C)C)cccn4)CC3,CHEMBL593,0.0,0,0,0,0,0,0
579,C(N(CCCCCCCCCCN(C(=O)Oc1cc([N+](C)(C)C)ccc1)C)C)(=O)Oc2cc([N+](C)(C)C)ccc2,CHEMBL1201229,0.5,1,0,0,0,0,0
580,C(=O)(C1C(=O)[C@]2(C(=C3C(=O)c4c(c(Cl)ccc4O)[C@@H](O)[C@H]3C[C@H]2[C@H](N(C)C)C=1O)O)O)N,CHEMBL1591,0.0,0,0,0,0,0,0
581,C(=O)(O)CC[C@H]([C@@H]1[C@]2([C@@H](O)C[C@@H]3[C@@]4([C@@H](C[C@H](O)CC4)CC[C@H]3[C@@H]2CC1)C)C)C,CHEMBL406393,0.0,0,0,0,0,0,0
582,C(=O)([C@@H](NC(=O)[C@H](CNC(=O)CSCC[C@H]1C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)C(C)C)CCCCN)Cc2c3c(cccc3)[nH]c2)Cc4ccc(O)cc4)Cc5ccccc5)C)N)CCCCN)N[C@H](C(=O)N[C@H](C(=O)N)CCCCN)CS,CHEMBL1908335,1.0,1,1,0,0,0,0
583,c12c([n+](c(cc1N)C)CCCCCCCCCC[n+]3c4c(c(cc3C)N)cccc4)cccc2,CHEMBL333826,0.0,0,0,0,0,0,0
584,C(=O)(O[C@H]1[C@H](OC)[C@@H](C(=O)OC)[C@@H]2[C@@H](CN3[C@@H](c4c(c5c(cccc5)[nH]4)CC3)C2)C1)c6cc(OC)c(OC)c(OC)c6,CHEMBL1200515,0.5,1,0,0,0,0,0
585,C(F)(F)(F)C(OC(F)F)F,CHEMBL1200733,0.0,0,0,0,0,0,0
586,c12c(cccc1)CCc3c(N2CCCNC)cccc3,CHEMBL72,0.0,0,0,0,0,0,0
587,O=C1OCC(=C1)[C@@H]2[C@@]3([C@@](O)([C@H]4[C@@H]([C@@]5([C@@H](C[C@@H](O[C@@H]6O[C@@H]([C@@H](O[C@@H]7O[C@@H]([C@@H](O[C@@H]8O[C@@H]([C@@H](O[C@@H]9O[C@@H]([C@@H](O)[C@H](O)[C@H]9O)CO)[C@@H](O)C8)C)[C@@H](O)C7)C)[C@@H](O)C6)C)CC5)CC4)C)C[C@H]3O)CC2)C,CHEMBL1614,0.5,1,0,0,0,0,0
588,Clc1cc2c(C(c3c(cccn3)CC2)=C4CCNCC4)cc1,CHEMBL1172,0.0,0,0,0,0,0,0
589,C(=O)(N1[C@H](C(=O)N[C@@H](C(=O)NCC(=O)N)CCCNC(=N)N)CCC1)[C@H]2NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CCSSC2)Cc3ccc(O)cc3)Cc4ccccc4)CCC(=O)N)CC(=O)N,CHEMBL1429,0.0,0,0,0,0,0,0
590,C([C@]1([C@@]2([C@H]([C@H]3[C@H](C(=C)C2)[C@@H]4C(=CCCC4)CC3)CC1)CC)O)#C,CHEMBL1533,0.0,0,0,0,0,0,0
591,C(=O)([C@]12[C@@]3([C@H]([C@H]4[C@@H]([C@@]5(C(=CC(=O)C=C5)CC4)C)[C@@H](O)C3)C[C@H]1OC(O2)(C)C)C)CO,CHEMBL1201109,0.0,0,0,0,0,0,0
592,C(=O)([C@@H]1[C@@]2([C@H]([C@H]3[C@@](F)([C@@]4(C(=CC(=O)C=C4)CC3)C)[C@@H](O)C2)C[C@H]1C)C)CO,CHEMBL1766,0.0,0,0,0,0,0,0
593,C(=O)(OCC(=O)[C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)CC4)CC3)C)CC2)CC1)C)C,CHEMBL1200542,0.5,1,0,0,0,0,0
594,N(CC(c1ccc(O)cc1)C2(O)CCCCC2)(C)C,CHEMBL1118,0.0,0,0,0,0,0,0
595,O=C1[C@@H](CC(C)C)CN2[C@H](c3c(cc(OC)c(OC)c3)CC2)C1,CHEMBL3137326,0.0,0,0,0,0,0,0
596,C(=O)(OCC(=O)[C@@]1([C@@]2([C@H]([C@H]3[C@@](F)([C@@]4(C(=CC(=O)C=C4)CC3)C)[C@@H](O)C2)C[C@H]1C)C)O)C,CHEMBL1530428,0.0,0,0,0,0,0,0
597,C(=O)(OCC(=O)[C@@]1([C@@]2([C@H]([C@H]3[C@@](F)([C@@]4(C(=CC(=O)C=C4)CC3)C)[C@@H](O)C2)C[C@H]1C)C)O)c5cc(S(=O)(=O)O)ccc5,CHEMBL3305965,0.0,0,0,0,0,0,0
598,N(CC[C@H](c1ncccc1)c2ccc(Br)cc2)(C)C,CHEMBL1201287,0.0,0,0,0,0,0,0
599,N(CC[C@H](c1ncccc1)c2ccc(Cl)cc2)(C)C,CHEMBL1200927,0.0,0,0,0,0,0,0
600,O=C1[C@](c2ccccc2)(C3CCN(Cc4ccccc4)CC3)CCC(=O)N1,CHEMBL1908364,1.0,1,1,0,0,0,0
601,C(F)(F)(F)c1cc(ccc1)C[C@@H](NCC)C,CHEMBL248702,3.0,1,1,1,1,1,1
602,c1(c([C@@H](c2nc[nH]c2)C)cccc1C)C,CHEMBL778,0.0,0,0,0,0,0,0
603,C(=O)([C@@H](C(CO)(C)C)O)NCCCO,CHEMBL1200979,0.0,0,0,0,0,0,0
604,O=C1NC(=O)CN([C@H](CN2CC(=O)NC(=O)C2)C)C1,CHEMBL1738,1.0,1,1,0,0,0,0
605,O(c1cc2c(cc1)C[C@@H]3N(CC[C@@]24[C@@H]3CCCC4)C)C,CHEMBL52440,0.0,0,0,0,0,0,0
606,C(=O)(O[C@](c1ccccc1)([C@@H](CN(C)C)C)Cc2ccccc2)CC,CHEMBL1213351,3.0,1,1,1,1,1,1
607,c12c(ccc(O)c1)C[C@H]3[C@@H]([C@@]2(CCCCC3)C)N,CHEMBL1685,0.5,1,0,0,0,0,0
608,C(=O)(c1cc(OC(=O)C)c2C(=O)c3c(OC(=O)C)cccc3C(=O)c2c1)O,CHEMBL41286,0.0,0,0,0,0,0,0
609,C(=O)(O[C@@H]1[C@H]2[C@@](OC(=O)C)(C(=O)/C(=C/[C@H]3C([C@H]3CCC([C@@H]2OC(=O)C)=C)(C)C)/C)C[C@@H]1C)c4ccccc4,CHEMBL552128,0.0,0,0,0,0,0,0
610,C(=O)(O)CN(CC(=O)O)CC(O)CN(CC(=O)O)CC(=O)O,CHEMBL858,0.0,0,0,0,0,0,0
611,C(=O)(Oc1c2c3c(cc1)C[C@H]4N(CC[C@@]35[C@@H](O2)[C@@H](OC(=O)C)C=C[C@H]54)C)C,CHEMBL459324,0.0,0,0,0,0,0,0
612,C(=O)(c1c(I)c(c(I)c(c1I)NC(=O)C)NC(=O)C)O,CHEMBL1201220,0.0,0,0,0,0,0,0
613,O=C1N(c2c(C(c3ccccc3)=NC1)cc(Cl)cc2)C,CHEMBL12,0.0,0,0,0,0,0,0
614,C(N(C1C(=O)N(C(=O)N1CO)CO)CO)(=O)NCO,CHEMBL3187032,0.0,0,0,0,0,0,0
615,O=S1(=O)c2c(ccc(Cl)c2)NC(=N1)C,CHEMBL181,0.0,0,0,0,0,0,0
616,O([C@H]1O[C@@H]([C@@H](O)[C@@H]([C@H]1O)N)CO)[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N,CHEMBL560976,0.0,0,0,0,0,0,0
617,N(CCN1C(=O)c2c(N(c3c1cccc3)C)cccc2)(C)C,CHEMBL1442422,1.0,1,1,0,0,0,0
618,C(=O)(C(Cl)Cl)O,CHEMBL13960,0.0,0,0,0,0,0,0
619,Clc1c(ccc(Cl)c1)CO,CHEMBL3184437,0.0,0,0,0,0,0,0
620,C(=O)(O)Cc1c(Nc2c(Cl)cccc2Cl)cccc1,CHEMBL139,0.0,0,0,0,0,0,0
621,O=S(=O)(c1c(Cl)c(Cl)cc(S(=O)(=O)N)c1)N,CHEMBL17,0.0,0,0,0,0,0,0
622,C(=O)(c1c(-c2c(Cl)cccc2Cl)noc1C)N[C@@H]3C(=O)N4[C@@H](C(=O)O)C(S[C@@H]43)(C)C,CHEMBL893,0.0,0,0,0,0,0,0
623,O=C1C(=C(c2c(O1)cccc2)O)CC3C(=O)Oc4c(C=3O)cccc4,CHEMBL1466,0.5,1,0,0,0,0,0
624,C(=O)(OCCN(CC)CC)C1(C2CCCCC2)CCCCC1,CHEMBL1123,1.0,1,1,0,0,0,0
625,O=C1c2c(n(cn2)[C@@H]3O[C@H](CO)CC3)NC=N1,CHEMBL1460,0.0,0,0,0,0,0,0
626,[N+](CCCCCCCCCC)(CCCCCCCCCC)(C)C,CHEMBL1182247,0.0,0,0,0,0,0,0
627,C(/C(/c1ccc(O)cc1)=C/C)(\c2ccc(O)cc2)=C\C,CHEMBL1018,0.5,1,0,0,0,0,0
628,C(#N)C[C@]1([C@@]2([C@H]([C@H]3C(=C4C(=CC(=O)CC4)CC3)CC2)CC1)C)O,CHEMBL1201864,0.0,0,0,0,0,0,0
629,C(N(CC)CC)(=O)N1CCN(CC1)C,CHEMBL684,0.5,1,0,0,0,0,0
630,C(=O)(c1ccccc1)C(N(CC)CC)C,CHEMBL1194666,1.0,1,1,0,0,0,0
631,C(=C(/c1ccc(O)cc1)\CC)(\c2ccc(O)cc2)/CC,CHEMBL411,2.0,1,1,1,1,0,0
632,C(N(CC)CC)(=O)c1cc(ccc1)C,CHEMBL1453317,0.0,0,0,0,0,0,0
633,C(C(c1ccccc1)(c2ccccc2)CCN3CCC(C(=O)O)(c4ccccc4)CC3)#N,CHEMBL1201321,0.0,0,0,0,0,0,0
634,C(=O)([C@@]1([C@@]2([C@H]([C@H]3[C@@](F)([C@@]4(C(=CC(=O)C=C4)[C@@H](F)C3)C)[C@@H](O)C2)C[C@@H]1C)C)O)CO,CHEMBL1201380,0.0,0,0,0,0,0,0
635,C(=O)(c1c(O)ccc(-c2c(F)cc(F)cc2)c1)O,CHEMBL898,0.0,0,0,0,0,0,0
636,C(=O)([C@@H]1[C@@]2([C@H]([C@H]3[C@@](F)([C@@]4(C(=CC(=O)C=C4)[C@@H](F)C3)C)[C@@H](O)C2)C[C@H]1C)C)CO,CHEMBL509924,1.0,1,1,0,0,0,0
637,C(=O)(O[C@@]1(C(=O)COC(=O)C)[C@@]2([C@H]([C@H]3[C@@](F)([C@@]4(C(=CC(=O)C=C4)[C@@H](F)C3)C)[C@@H](O)C2)CC1)C)CCC,CHEMBL1201749,0.0,0,0,0,0,0,0
638,O=C1OCC(=C1)[C@@H]2[C@@]3([C@@](O)([C@H]4[C@@H]([C@@]5([C@@H](C[C@@H](O[C@@H]6O[C@@H]([C@@H](O[C@@H]7O[C@@H]([C@@H](O[C@@H]8O[C@@H]([C@@H](O)[C@@H](O)C8)C)[C@@H](O)C7)C)[C@@H](O)C6)C)CC5)CC4)C)CC3)CC2)C,CHEMBL254219,0.5,1,0,0,0,0,0
639,O=C1OCC(=C1)[C@@H]2[C@@]3([C@@](O)([C@H]4[C@@H]([C@@]5([C@@H](C[C@@H](O[C@@H]6O[C@@H]([C@@H](O[C@@H]7O[C@@H]([C@@H](O[C@@H]8O[C@@H]([C@@H](O)[C@@H](O)C8)C)[C@@H](O)C7)C)[C@@H](O)C6)C)CC5)CC4)C)C[C@H]3O)CC2)C,CHEMBL1751,0.0,0,0,0,0,0,0
640,c12c(c(nnc1NN)NN)cccc2,CHEMBL35505,0.0,0,0,0,0,0,0
641,C(=O)(N[C@]1(C(=O)N2[C@](O1)(O)[C@H]3N(C(=O)[C@@H]2CC(C)C)CCC3)C(C)C)[C@H]4CN([C@H]5[C@@H](c6c7c(ccc6)[nH]cc7C5)C4)C,CHEMBL1743263,0.0,0,0,0,0,0,0
642,O(c1c2c3c(cc1)C[C@H]4N(CC[C@@]35[C@@H](O2)[C@@H](O)CC[C@H]54)C)C,CHEMBL1595,0.0,0,0,0,0,0,0
643,C(=O)(N[C@]1(C(=O)N2[C@](O1)(O)[C@H]3N(C(=O)[C@@H]2C(C)C)CCC3)C(C)C)[C@H]4CN([C@H]5[C@@H](c6c7c(ccc6)[nH]cc7C5)C4)C,CHEMBL2365712,0.0,0,0,0,0,0,0
644,C(=O)(N[C@]1(C(=O)N2[C@](O1)(O)[C@H]3N(C(=O)[C@@H]2Cc4ccccc4)CCC3)C(C)C)[C@H]5CN([C@H]6[C@@H](c7c8c(ccc7)[nH]cc8C6)C5)C,CHEMBL601773,0.0,0,0,0,0,0,0
645,C(=O)(N[C@]1(C(=O)N2[C@](O1)(O)[C@H]3N(C(=O)[C@@H]2Cc4ccccc4)CCC3)C)[C@H]5CN([C@H]6[C@@H](c7c8c(ccc7)[nH]cc8C6)C5)C,CHEMBL1732,0.0,0,0,0,0,0,0
646,C(=N)(N[C@@H]1[C@@H](O[C@@H]2O[C@H]([C@@](O)([C@H]2O[C@@H]3O[C@H]([C@H](O)[C@@H](O)[C@@H]3NC)CO)CO)C)[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@H]1O)N,CHEMBL1950576,2.0,1,1,1,1,0,0
647,C1(=C/C=C2/[C@H](CC[C@H](O)C/2)C)\[C@H]3[C@@]([C@@H]([C@@H](/C=C/[C@@H](C(C)C)C)C)CC3)(CCC\1)C,CHEMBL2356023,0.0,0,0,0,0,0,0
648,Ic1c(c2c(c(I)c1)cccn2)O,CHEMBL86754,0.0,0,0,0,0,0,0
649,C(N(c1ccc(OC(=O)c2occc2)cc1)C)(=O)C(Cl)Cl,CHEMBL1334860,0.0,0,0,0,0,0,0
650,C(=O)(O[C@H]1C(=O)N(c2c(S[C@H]1c3ccc(OC)cc3)cccc2)CCN(C)C)C,CHEMBL23,0.0,0,0,0,0,0,0
651,N(c1nc2c(s1)cc(OCCN(CC)CC)cc2)(C)C,CHEMBL1184360,3.0,1,1,1,1,1,1
652,C(S)(CO)CS,CHEMBL1597,0.0,0,0,0,0,0,0
653,N(CCCN1c2c(C(c3c1cccc3)(C)C)cccc2)(C)C,CHEMBL1328913,1.0,1,1,0,0,0,0
654,C(=O)(OC)/C=C/C(=O)OC,CHEMBL2107333,0.0,0,0,0,0,0,0
655,O=S(C)C,CHEMBL504,0.0,0,0,0,0,0,0
656,N(CCC1=C(c2c(cccc2)C1)C(c3ncccc3)C)(C)C,CHEMBL22108,0.0,0,0,0,0,0,0
657,N(S(=O)(=O)c1cc2c(Sc3c(N2CC(N(C)C)C)cccc3)cc1)(C)C,CHEMBL346977,0.0,0,0,0,0,0,0
658,C(=O)(O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)CCCCC)[C@H](O)C[C@@H]1O,CHEMBL1200896,0.5,1,0,0,0,0,0
659,C(=O)(O)CCC/C=C\C[C@H]1C(=O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)CCCCC,CHEMBL548,1.0,1,1,0,0,0,0
660,[N+](CCCCCCCC)(CCCCCCCC)(C)C,CHEMBL2366023,0.0,0,0,0,0,0,0
661,O=C1c2c(OC(c3cc(c(OC)cc3)O)=C1)cc(O[C@@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O)CO[C@@H]5O[C@H]([C@H](O)[C@@H](O)[C@H]5O)C)cc2O,CHEMBL231884,0.0,0,0,0,0,0,0
662,C(=O)(c1c(O)cc(OC)cc1)c2c(O)cccc2,CHEMBL1326877,0.0,0,0,0,0,0,0
663,C(=S)(SSC(=S)N1CCCCC1)N2CCCCC2,CHEMBL121516,0.0,0,0,0,0,0,0
664,C(c1ccccc1)(c2ccccc2)=C3CC[N+](CC3)(C)C,CHEMBL1201340,1.5,1,1,1,0,0,0
665,N(CCOC(c1ccccc1)c2ccccc2)(C)C,CHEMBL657,0.0,0,0,0,0,0,0
666,C(c1ccccc1)(c2ccccc2)(O)CCCN3CCCCC3,CHEMBL936,1.5,1,1,1,0,0,0
667,C(C(c1ccccc1)(c2ccccc2)CCN3CCC(C(=O)OCC)(c4ccccc4)CC3)#N,CHEMBL1201294,0.0,0,0,0,0,0,0
668,C(=N)(Nc1ccccc1)Nc2ccccc2,CHEMBL77675,0.0,0,0,0,0,0,0
669,O(C(c1ccccc1)c2ccccc2)C3CCN(CC3)C,CHEMBL1492,0.5,1,0,0,0,0,0
670,C(C(C)(C)C)(=O)Oc1c(OC(C(C)(C)C)=O)ccc(C(O)CNC)c1,CHEMBL1201262,0.0,0,0,0,0,0,0
671,N(c1nc2c(c(n1)N3CCCCC3)nc(N(CCO)CCO)nc2N4CCCCC4)(CCO)CCO,CHEMBL932,0.0,0,0,0,0,0,0
672,S(Sc1[n+]([O-])cccc1)c2[n+]([O-])cccc2,CHEMBL549473,0.0,0,0,0,0,0,0
673,C(=O)(OCCN1C(=O)CCC1=O)/C=C/C(=O)OC,CHEMBL3989944,0.0,0,0,0,0,0,0
674,C(C(c1ncccc1)(c2ccccc2)CCN(C(C)C)C(C)C)(=O)N,CHEMBL517,0.0,0,0,0,0,0,0
675,C(N(CC)CC)(=S)SSC(N(CC)CC)=S,CHEMBL964,0.0,0,0,0,0,0,0
676,N(c1nc(c(-c2ccccc2)o1)-c3ccccc3)(CCO)CCO,CHEMBL2104306,1.0,1,1,0,0,0,0
677,C(N(CC)CC)(=S)[S-],CHEMBL3182813,0.0,0,0,0,0,0,0
678,c12c(c(c(c(c1CCC(O2)(CCCC(CCCC(CCCC(C)C)C)C)C)C)O)C)C,CHEMBL49563,1.0,1,1,0,0,0,0
679,C(=O)(OC(COC(=O)CCCCCCCCCCCCC)COP(=O)(OCC[N+](C)(C)C)[O-])CCCCCCCCCCCCC,CHEMBL316257,0.0,0,0,0,0,0,0
680,N([C@H]([C@@H](c1ccccc1)O)C)(C)C,CHEMBL445001,0.0,0,0,0,0,0,0
681,C(=O)([C@@H](CCSC)N)O,CHEMBL1234268,0.0,0,0,0,0,0,0
682,c1(c(O)ccc(c1)CCNC(CCc2ccc(O)cc2)C)O,CHEMBL926,0.0,0,0,0,0,0,0
683,C(=O)(O[C@@H]1[C@]2(C(C(=C([C@@H](OC(=O)[C@@H]([C@H](c3ccccc3)NC(=O)OC(C)(C)C)O)C2)C)[C@H](C(=O)[C@]4([C@H]1[C@@]5(OC(=O)C)[C@H](OC5)C[C@@H]4O)C)O)(C)C)O)c6ccccc6,CHEMBL92,0.0,0,0,0,0,0,0
684,C(=O)(O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,CHEMBL367149,0.0,0,0,0,0,0,0
685,OCCCCCCCCCCCCCCCCCCCCCC,CHEMBL1200453,0.0,0,0,0,0,0,0
686,C(=O)(OCC(CCCC)CC)C(S(=O)(=O)O)CC(=O)OCC(CCCC)CC,CHEMBL1477036,0.0,0,0,0,0,0,0
687,N(CCOc1ccc(NS(=O)(=O)C)cc1)(CCc2ccc(NS(=O)(=O)C)cc2)C,CHEMBL473,1.0,1,1,0,0,0,0
688,C(=O)(O[C@@H]1C[C@H]2N3[C@@H](C1)C[C@@H](C(=O)C3)C2)c4c5c(cccc5)[nH]c4,CHEMBL2368925,1.0,1,1,0,0,0,0
689,C(=O)(C1C(=O)C(=C2C(=O)N3[C@@H](OCC[C@H]3C)CN2C=1)O)NCc4c(F)cc(F)cc4,CHEMBL1229211,0.0,0,0,0,0,0,0
690,O(c1ccccc1)CC[N+](CCCCCCCCCCCC)(C)C,CHEMBL1187011,0.0,0,0,0,0,0,0
691,O=C1N(c2c(cc(Cl)cc2)N1)C3CCN(CCCN4C(=O)Nc5c4cccc5)CC3,CHEMBL219916,1.0,1,1,0,0,0,0
692,O=C1c2c(cc(OC)c(OC)c2)CC1CC3CCN(Cc4ccccc4)CC3,CHEMBL502,0.0,0,0,0,0,0,0
693,c1(c(O)ccc(c1)CCN)O,CHEMBL59,0.0,0,0,0,0,0,0
694,c1(c(O)ccc(c1)CCNCCCCCCNCCc2ccccc2)O,CHEMBL77622,0.0,0,0,0,0,0,0
695,C(#N)c1cc(OC2=C(C(F)(F)F)C=CN(C2=O)CC3=NNC(=O)N3C)cc(Cl)c1,CHEMBL2364608,0.0,0,0,0,0,0,0
696,C(=O)(C1=C(S[C@H]2C[C@H](NC2)CNS(=O)(=O)N)[C@@H]([C@H]3N1C(=O)[C@@H]3[C@H](O)C)C)O,CHEMBL491571,0.0,0,0,0,0,0,0
697,O=S(=O)(c1sc2c(c1)[C@@H](NCC)C[C@@H](S2(=O)=O)C)N,CHEMBL218490,0.0,0,0,0,0,0,0
698,N(CC/C=C1/c2c(SCc3c/1cccc3)cccc2)(C)C,CHEMBL1492500,0.0,0,0,0,0,0,0
699,C(=O)([C@H](NC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1)Cc2ccccc2)N[C@@H]3C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)[C@H](O)C)CSSC3)[C@H](O)C)CCCCN)Cc4c5c(cccc5)[nH]c4)Cc6ccc(O)cc6,CHEMBL441920,0.0,0,0,0,0,0,0
700,C(=O)(OCCC[N+]1(C(c2c(OC)c(OC)c(OC)cc2CC1)Cc3cc(OC)c(OC)c(OC)c3)C)CCC(=O)OCCC[N+]4(C(c5c(OC)c(OC)c(OC)cc5CC4)Cc6cc(OC)c(OC)c(OC)c6)C,CHEMBL1237123,0.5,1,0,0,0,0,0
701,O=C1C(c2ccccc2)(c3ccccc3)C(CCN4CCOCC4)CN1CC,CHEMBL1754,0.0,0,0,0,0,0,0
702,C(=O)(N1CCN(c2nc3c(c(n2)N)cc(OC)c(OC)c3)CC1)C4Oc5c(OC4)cccc5,CHEMBL707,0.0,0,0,0,0,0,0
703,N(CCC=C1c2c(OCc3c1cccc3)cccc2)(C)C,CHEMBL1628227,0.0,0,0,0,0,0,0
704,C1(/C(=C\C=C2\[C@H]3[C@@]([C@@H]([C@@H](/C=C/[C@@H](C(C)C)C)C)CC3)(CCC\2)C)/C[C@@H](O)C[C@@H]1O)=C,CHEMBL1200810,0.0,0,0,0,0,0,0
705,C(=O)(C1C(=O)[C@]2(C(=C3C(=O)c4c(O)cccc4[C@@H]([C@H]3[C@H](O)[C@H]2[C@H](N(C)C)C=1O)C)O)O)N,CHEMBL1433,0.0,0,0,0,0,0,0
706,C(OCCN(C)C)(c1ncccc1)(c2ccccc2)C,CHEMBL1004,1.0,1,1,0,0,0,0
707,c12c(OC([C@H]3[C@H]1C=C(CC3)C)(C)C)cc(cc2O)CCCCC,CHEMBL465,0.0,0,0,0,0,0,0
708,C(=O)(c1c2c(oc1CCCC)ccc(NS(=O)(=O)C)c2)c3ccc(OCCCN(CCCC)CCCC)cc3,CHEMBL184412,0.0,0,0,0,0,0,0
709,C(=O)(c1ccc(F)cc1)CCCN2CC=C(N3C(=O)Nc4c3cccc4)CC2,CHEMBL1108,1.0,1,1,0,0,0,0
710,O=C1O[C@@]2([C@@]3([C@H]([C@H]4[C@@H]([C@@]5(C(=CC(=O)CC5)[C@H]6[C@@H]4C6)C)CC3)[C@H]7[C@@H]2C7)C)CC1,CHEMBL1509,0.0,0,0,0,0,0,0
711,C(=O)(O[C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4([C@H](CC(=O)[C@@H](C4)C)CC3)C)CC2)CC1)C)CC,CHEMBL1201048,0.5,1,0,0,0,0,0
712,O(c1c(OCC)cc2c(/C(=C/c3cc(OCC)c(OCC)cc3)/NCC2)c1)CC,CHEMBL551978,0.0,0,0,0,0,0,0
713,O=C1C2=C(c3c(S(=O)(=O)N2C)cccc3)OC(=O)N1c4ncccc4,CHEMBL1213420,2.0,1,1,1,1,0,0
714,C(=O)([C@H]([C@@H](c1cc(c(O)cc1)O)O)N)O,CHEMBL2103827,0.0,0,0,0,0,0,0
715,C(=O)([C@@H](CO)N)O,CHEMBL285123,0.0,0,0,0,0,0,0
716,O(c1c2c(ccc1)cccc2)[C@H](c3sccc3)CCNC,CHEMBL1175,0.0,0,0,0,0,0,0
717,C(=O)(Nc1c(C(F)(F)F)ccc(C(F)(F)F)c1)[C@@H]2[C@@]3([C@H]([C@H]4[C@@H]([C@]5(C=CC(=O)N[C@@H]5CC4)C)CC3)CC2)C,CHEMBL1200969,0.0,0,0,0,0,0,0
718,O=C1c2c(Cl)cccc2C=C(N1c3ccccc3)[C@@H](Nc4c5c(ncn4)[nH]cn5)C,CHEMBL3039502,0.0,0,0,0,0,0,0
719,C(=O)(c1ccc(OCCCC)cc1)CCN2CCCCC2,CHEMBL1201217,0.5,1,0,0,0,0,0
