,smiles,ChEMBL_ID,SUM,withdrawn_0.5,withdrawn_1.0,withdrawn_1.5,withdrawn_2.0,withdrawn_2.5,withdrawn_3.0
1118,O=C1C2(N=C(N1Cc3ccc(-c4c(-c5nn[nH]n5)cccc4)cc3)CCCC)CCCC2,CHEMBL1513,0.0,0,0,0,0,0,0
1119,C(=O)(Oc1cc2c(c3c(C4N(C(=O)C5=C([C@@](C(=O)OC5)(O)CC)C=4)C3)nc2cc1)CC)N6CCC(N7CCCCC7)CC6,CHEMBL481,0.0,0,0,0,0,0,0
1120,C(#N)c1ccc(-c2nc(sc2)[C@@H]([C@](c3c(F)ccc(F)c3)(O)Cn4ncnc4)C)cc1,CHEMBL409153,0.0,0,0,0,0,0,0
1121,C([C@@](c1ccccc1)(C(C)C)C[C@@H](N(C)C)C)#N,CHEMBL2105002,1.0,1,1,0,0,0,0
1122,C(=O)(c1noc(c1)C)NNCc2ccccc2,CHEMBL1201168,1.0,1,1,0,0,0,0
1123,O(C(c1c(Cl)cc(Cl)cc1)Cn2cncc2)Cc3c(Cl)cccc3Cl,CHEMBL1571863,0.0,0,0,0,0,0,0
1124,c1(c(O)ccc(C(C(NC(C)C)CC)O)c1)O,CHEMBL1201213,0.5,1,0,0,0,0,0
1125,O(c1c(O)ccc(C=CC)c1)C,CHEMBL2135887,0.0,0,0,0,0,0,0
1126,C(F)(F)(F)C(OC(F)F)Cl,CHEMBL1256,0.0,0,0,0,0,0,0
1127,O=P(OC(C)C)(OC(C)C)F,CHEMBL1025,1.5,1,1,1,0,0,0
1128,C(=CCCC(NC)C)(C)C,CHEMBL1697841,0.0,0,0,0,0,0,0
1129,C(=O)(c1ccncc1)NN,CHEMBL64,0.0,0,0,0,0,0,0
1130,c1(c(O)ccc(C(O)CNC(C)C)c1)O,CHEMBL434,0.0,0,0,0,0,0,0
1131,C(C(c1ccccc1)(c2ccccc2)CC[N+](C(C)C)(C(C)C)C)(=O)N,CHEMBL1201232,0.5,1,0,0,0,0,0
1132,C(O)(C)C,CHEMBL582,0.0,0,0,0,0,0,0
1133,C(=O)(OC(C)C)CCCCCCCCCCCCC,CHEMBL207602,0.0,0,0,0,0,0,0
1134,O1[C@H]2[C@H](OC[C@@H]2O)[C@H](O)C1,CHEMBL1200660,0.5,1,0,0,0,0,0
1135,O=[N+](O[C@@H]1[C@H]2OC[C@@H](O[N+](=O)[O-])[C@H]2OC1)[O-],CHEMBL6622,0.0,0,0,0,0,0,0
1136,O=[N+](O[C@H]1[C@H]2OC[C@H](O)[C@H]2OC1)[O-],CHEMBL1311,0.0,0,0,0,0,0,0
1137,C(c1c(S(=O)(=O)O)ccc(S(=O)(=O)O)c1)(c2ccc(N(CC)CC)cc2)=C3C=CC(=[N+](CC)CC)C=C3,CHEMBL1615783,0.0,0,0,0,0,0,0
1138,C(=O)(/C=C(\C=C\C=C(\C=C\C1=C(CCCC1(C)C)C)/C)/C)O,CHEMBL547,1.0,1,1,0,0,0,0
1139,C(=O)(c1c(onc1)C2CC2)c3c(S(=O)(=O)C)cc(C(F)(F)F)cc3,CHEMBL1887147,0.0,0,0,0,0,0,0
1140,C(=O)(C1=C(c2c(S(=O)(=O)N1C)cccc2)O)Nc3noc(c3)C,CHEMBL53292,3.0,1,1,1,1,1,1
1141,O(c1ccccc1)C[C@H](N[C@@H]([C@H](c2ccc(O)cc2)O)C)C,CHEMBL1197051,1.0,1,1,0,0,0,0
1142,C(=O)(OC(C)C)C1=C(NC(=C(C(=O)OC)C1c2c3c(non3)ccc2)C)C,CHEMBL1648,0.0,0,0,0,0,0,0
1143,O=C1c2c(nc(n2C)/C=C/c3cc(OC)c(OC)cc3)N(C(=O)N1CC)CC,CHEMBL431770,0.0,0,0,0,0,0,0
1144,O=C1N(c2ccc(N3CCN(c4ccc(OC[C@@H]5O[C@@](c6c(Cl)cc(Cl)cc6)(OC5)Cn7ncnc7)cc4)CC3)cc2)C=NN1C(CC)C,CHEMBL22587,0.0,0,0,0,0,0,0
1145,N(C[C@@H]1c2c(cc(OC)c(OC)c2)C1)(CCCN3C(=O)Cc4c(cc(OC)c(OC)c4)CC3)C,CHEMBL471737,0.0,0,0,0,0,0,0
1146,C(=O)(C1C(=O)c2c(cccc2)NC=1)Nc3c(C(C)(C)C)cc(C(C)(C)C)c(O)c3,CHEMBL2010601,0.0,0,0,0,0,0,0
1147,O=C1O[C@@H]2C[C@@]3(O[C@H](C(C)C)[C@H](CC3)C)O[C@H](C/C=C(/[C@@H](O[C@@H]4O[C@H]([C@H](O[C@@H]5O[C@H]([C@H](O)[C@@H](OC)C5)C)[C@@H](OC)C4)C)[C@H](/C=C/C=C6/[C@@]7(O)[C@H]1C=C([C@@H](O)[C@H]7OC/6)C)C)\C)C2,CHEMBL1200633,0.0,0,0,0,0,0,0
1148,C(#N)c1cc(ncc1)N2C(=O)CC[C@H]2C(N(c3cc(F)cnc3)[C@H](C(=O)NC4CC(F)(F)C4)c5c(Cl)cccc5)=O,CHEMBL3989958,0.0,0,0,0,0,0,0
1149,C(=C/c1nc(sc1)C)(\[C@H]2NC(=O)C[C@@H](C(C(=O)[C@@H]([C@@H](O)[C@H](CCC[C@]3(O[C@H]3C2)C)C)C)(C)C)O)/C,CHEMBL1201752,0.0,0,0,0,0,0,0
1150,B([C@@H](NC(=O)CNC(=O)c1c(Cl)ccc(Cl)c1)CC(C)C)(O)O,CHEMBL2141296,0.0,0,0,0,0,0,0
1151,O([C@H]1O[C@@H]([C@@H](O)[C@@H]([C@H]1O)N)CO)[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CN)[C@@H](N)C[C@H]2N,CHEMBL1384,0.0,0,0,0,0,0,0
1152,O=P(Oc1c2c(c(OP(=O)([O-])[O-])cc1C)cccc2)([O-])[O-],CHEMBL1201348,0.0,0,0,0,0,0,0
1153,O=C1C(c2c(Cl)cccc2)(NC)CCCC1,CHEMBL742,0.0,0,0,0,0,0,0
1154,O=C1N2C(c3c(N(C(=O)C2)C)ccc(Cl)c3)(c4ccccc4)OC(=C1)C,CHEMBL2104356,0.0,0,0,0,0,0,0
1155,C(=O)(N1CCN(c2ccc(OCC3OC(c4c(Cl)cc(Cl)cc4)(OC3)Cn5cncc5)cc2)CC1)C,CHEMBL157101,1.0,1,1,0,0,0,0
1156,C(=O)(c1cc(C(C(=O)O)C)ccc1)c2ccccc2,CHEMBL571,0.0,0,0,0,0,0,0
1157,C(=O)(c1n2c(cc1)C(C(=O)O)CC2)c3ccccc3,CHEMBL469,1.0,1,1,0,0,0,0
1158,O=C1c2c(C(c3c(cccc3)C1)=C4CCN(CC4)C)ccs2,CHEMBL534,0.0,0,0,0,0,0,0
1159,c12c(c(ncn1)NCc3occc3)[nH]cn2,CHEMBL228792,0.0,0,0,0,0,0,0
1160,C(=O)(c1c(O)ccc(C(O)CNC(CCc2ccccc2)C)c1)N,CHEMBL429,2.0,1,1,1,1,0,0
1161,C(=O)(OCC)C1=C(NC(=C(C(=O)OCC)C1c2c(/C=C/C(=O)OC(C)(C)C)cccc2)C)C,CHEMBL460291,0.0,0,0,0,0,0,0
1162,C(=O)([C@H](NC(=O)C)COC)NCc1ccccc1,CHEMBL58323,0.0,0,0,0,0,0,0
1163,C(=O)(C(O)C)O,CHEMBL1200559,0.0,0,0,0,0,0,0
1164,O([C@@H]([C@@H]([C@@H](O)CO)O)[C@H](O)CO)[C@@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)CO,CHEMBL1661,0.0,0,0,0,0,0,0
1165,O([C@@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)CO)[C@H]2[C@@H]([C@@](O[C@@H]2CO)(O)CO)O,CHEMBL296306,0.0,0,0,0,0,0,0
1166,O=C1N=C(C=CN1[C@H]2O[C@H](SC2)CO)N,CHEMBL141,0.0,0,0,0,0,0,0
1167,Clc1c(Cl)cccc1-c2c(nc(nn2)N)N,CHEMBL741,0.0,0,0,0,0,0,0
1168,C(=O)(C(Cc1cc2c(cc1)cccc2)N)NC3C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N)C(O)C)CSSC3)C(C)C)CCCCN)Cc4c5c(cccc5)[nH]c4)Cc6ccc(O)cc6,CHEMBL1201185,0.0,0,0,0,0,0,0
1169,C(F)(F)(F)COc1c(c(ncc1)CS(=O)c2nc3c(cccc3)[nH]2)C,CHEMBL480,0.0,0,0,0,0,0,0
1170,O=S(=O)(CCNCc1oc(-c2cc3c(ncnc3cc2)Nc4cc(Cl)c(OCc5cc(F)ccc5)cc4)cc1)C,CHEMBL554,0.0,0,0,0,0,0,0
1171,C(=O)(OCCNC(=O)C[n+]1ccccc1)CCCCCCCCCCC,CHEMBL1201786,0.5,1,0,0,0,0,0
1172,C(=O)(O)C[C@@H]1c2c(c3c(c(S(=O)(=O)C)cc(F)c3)n2Cc4ccc(Cl)cc4)CC1,CHEMBL426559,1.0,1,1,0,0,0,0
1173,C(=O)(N1C[C@@H](O)CC1)Nc2c3N=C(N4[C@@H](c5c(F)ccc(F)c5)CCC4)C=Cn3nc2,CHEMBL3889654,0.0,0,0,0,0,0,0
1174,C(=O)(c1c(F)cc(F)cc1F)Nc2nc(C(=O)C3CCN(CC3)C)ccc2,CHEMBL3039520,0.0,0,0,0,0,0,0
1175,O(c1ccc(cc1)[C@@H]2c3c(cc(O)cc3)CC[C@@H]2c4ccccc4)CCN5CCCC5,CHEMBL328190,0.0,0,0,0,0,0,0
1176,C(=O)(C1=C(CSc2nnnn2C)CO[C@@H]3[C@@](OC)(C(=O)N13)NC(=O)C(C(=O)O)c4ccc(O)cc4)O,CHEMBL74632,0.5,1,0,0,0,0,0
1177,C(=O)(OC(C)C)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCc2ccccc2,CHEMBL1051,0.0,0,0,0,0,0,0
1178,C(=O)(OCCCCO[N+](=O)[O-])CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCc2ccccc2,CHEMBL2364612,0.0,0,0,0,0,0,0
1179,C(=O)(O)CCCCCCCCCCC,CHEMBL108766,0.0,0,0,0,0,0,0
1180,C(=O)(OC)N[C@H](C(=O)N1[C@H](c2nc3c(ccc(-c4cc5c(-c6c(C5(F)F)cc(-c7nc([C@H]8N(C(=O)[C@H](C(C)C)NC(=O)OC)CC9(C8)CC9)[nH]c7)cc6)cc4)c3)[nH]2)[C@@H]%10C[C@H]1CC%10)C(C)C,CHEMBL2374220,0.0,0,0,0,0,0,0
1181,C(=O)(O[C@H]1[C@@]2(C(CC[C@@]3([C@H]2C(=O)CC3)[C@H]([C@@H]([C@](C=C)(C1)C)O)C)C)C)CS[C@H]4[C@H](O)C[C@H](N)CC4,CHEMBL3291398,0.0,0,0,0,0,0,0
1182,C(=O)(c1c(onc1)C)Nc2ccc(C(F)(F)F)cc2,CHEMBL960,0.0,0,0,0,0,0,0
1183,C(=O)(Nc1ncc(F)cc1)[C@H]2[C@@](c3cc(F)ccc3)(COc4c(nc(nc4)C)C)C2,CHEMBL3545367,0.0,0,0,0,0,0,0
1184,O=C1c2c(c(ccc2)N)CN1C3C(=O)NC(=O)CC3,CHEMBL848,0.0,0,0,0,0,0,0
1185,C(=O)(c1c(OC)cc2c(c(Oc3cc(Cl)c(NC(=O)NC4CC4)cc3)ccn2)c1)N,CHEMBL1289601,0.0,0,0,0,0,0,0
1186,C(=O)(OC(CN(CCC(c1ccccc1)c2ccccc2)C)(C)C)C3=C(NC(=C(C(=O)OC)C3c4cc([N+](=O)[O-])ccc4)C)C,CHEMBL250270,0.0,0,0,0,0,0,0
1187,C(=O)(O)CSc1nnc(Br)n1-c2c3c(c(cc2)C4CC4)cccc3,CHEMBL2105720,0.0,0,0,0,0,0,0
1188,C(=O)(O)C[C@H]1c2c(c(F)ccc2)N=C(N1c3c(OC)ccc(C(F)(F)F)c3)N4CCN(c5cc(OC)ccc5)CC4,CHEMBL1241951,0.0,0,0,0,0,0,0
1189,C(#N)c1ccc(C(c2ccc(C#N)cc2)n3ncnc3)cc1,CHEMBL1444,0.0,0,0,0,0,0,0
1190,C(=O)(c1ccc(NCC2N(C3C(=O)NC(=NC=3NC2)N)C=O)cc1)N[C@H](C(=O)O)CCC(=O)O,CHEMBL1679,0.0,0,0,0,0,0,0
1191,C(=O)(N1[C@H](C(=O)NCC)CCC1)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]2NC(=O)CC2)Cc3nc[nH]c3)Cc4c5c(cccc5)[nH]c4)CO)Cc6ccc(O)cc6)CC(C)C)CC(C)C)CCCNC(=N)N,CHEMBL1201199,0.0,0,0,0,0,0,0
1192,C(=O)(O[C@H](C(c1ccccc1)(c2ccccc2)C[C@@H](N(C)C)C)CC)C,CHEMBL1514,2.0,1,1,1,1,0,0
1193,c12c(ccc(O)c1)C[C@H]3N(CC=C)CC[C@]24[C@H]3CCCC4,CHEMBL1254682,0.5,1,0,0,0,0,0
1194,C12=N[C@@H](c3ccccc3)CN1CCS2,CHEMBL1454,2.5,1,1,1,1,1,0
1195,C(=O)([C@@H](N1C(=O)CCC1)CC)N,CHEMBL1286,0.0,0,0,0,0,0,0
1196,c1(ccccc1)C[C@H](NC)C,CHEMBL1927030,1.0,1,1,0,0,0,0
1197,C(NC[C@H](O)COc1c2c(C(=O)CCC2)ccc1)(C)(C)C,CHEMBL1201237,0.0,0,0,0,0,0,0
1198,C(#N)C1(c2ccc(F)cc2)CCC(N3C[C@H]([C@@](C(=O)O)(c4ccccc4)CC3)C)CC1,CHEMBL1615438,0.5,1,0,0,0,0,0
1199,C(=O)([O-])C[C@@H](O)C[N+](C)(C)C,CHEMBL1149,0.0,0,0,0,0,0,0
1200,C(=O)([C@H](Cc1cc(c(O)cc1)O)N)O,CHEMBL1009,0.0,0,0,0,0,0,0
1201,C(=O)(c1ccc(NC[C@@H]2N(C3C(=O)N=C(NC=3NC2)N)C=O)cc1)N[C@H](C(=O)O)CCC(=O)O,CHEMBL1908841,0.0,0,0,0,0,0,0
1202,C(=O)(c1ccc(NC[C@@H]2N(C3C(=O)N=C(NC=3NC2)N)C)cc1)N[C@H](C(=O)O)CCC(=O)O,CHEMBL1231574,0.0,0,0,0,0,0,0
1203,C(=CCC[C@](O)([C@@H]1CC=C(CC1)C)C)(C)C,CHEMBL1096927,0.0,0,0,0,0,0,0
1204,C([C@H]1[C@H](O)C[C@@H](CC1)C)(C)C,CHEMBL470670,0.0,0,0,0,0,0,0
1205,c1(c(O)ccc([C@H]([C@@H](N)C)O)c1)O,CHEMBL677,0.0,0,0,0,0,0,0
1206,C(=O)(O[C@@](c1ccccc1)([C@H](CN(C)C)C)Cc2ccccc2)CC,CHEMBL1738990,3.0,1,1,1,1,1,1
1207,c12c(ccc(O)c1)C[C@H]3N(CC[C@]24[C@H]3CCCC4)C,CHEMBL592,0.0,0,0,0,0,0,0
1208,C(C(C#N)=NNc1ccc(C2=NNC(=O)C[C@H]2C)cc1)#N,CHEMBL2051955,0.0,0,0,0,0,0,0
1209,C(=O)([C@H](Cc1cc(I)c(Oc2cc(I)c(c(I)c2)O)c(I)c1)N)O,CHEMBL1624,0.0,0,0,0,0,0,0
1210,C(=O)([C@H](CCC(=O)N)N)O,CHEMBL930,0.0,0,0,0,0,0,0
1211,C(=O)(Nc1c(cccc1C)C)CN(CC)CC,CHEMBL79,0.0,0,0,0,0,0,0
1212,C(=O)(Nc1c(cccc1C)C)CN2CCN(CCCC(c3ccc(F)cc3)c4ccc(F)cc4)CC2,CHEMBL92870,0.0,0,0,0,0,0,0
1213,C(=O)(c1cc2c(cco2)cc1)N3Cc4c(c(Cl)c(C(=O)N[C@H](C(=O)O)Cc5cc(S(=O)(=O)C)ccc5)c(Cl)c4)CC3,CHEMBL2048028,0.0,0,0,0,0,0,0
1214,C(=O)([C@@H](NC(=O)[C@H]1NC(=O)CNC(=O)[C@H]([C@H](O)C)NC(=O)[C@H]2NC(=O)[C@@H](NC(=O)[C@H]3N(C(=O)[C@@H](NC(=O)[C@H]4NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CSSC4)CSSC2)CCC(=O)O)Cc5ccc(O)cc5)CSSC1)CC(=O)N)CCC3)C)Cc6ccc(O)cc6)O,CHEMBL3301675,0.0,0,0,0,0,0,0
1215,C(#CC)Cn1c2C(=O)N(C(=O)N(c2nc1N3C[C@H](N)CCC3)C)Cc4nc5c(c(n4)C)cccc5,CHEMBL237500,0.0,0,0,0,0,0,0
1216,C(=O)(N[C@H]([C@H](O)C)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O)[C@H]2N(C[C@H](CCC)C2)C,CHEMBL1447,0.0,0,0,0,0,0,0
1217,ClC1[C@@H](Cl)[C@H](Cl)C(Cl)[C@@H](Cl)[C@@H]1Cl,CHEMBL15891,1.0,1,1,0,0,0,0
1218,C(=O)(NC[C@@H]1OC(=O)N(c2cc(F)c(N3CCOCC3)cc2)C1)C,CHEMBL126,0.0,0,0,0,0,0,0
1219,C(=O)(O)CCCCCCC/C=C\C/C=C\CCCCC,CHEMBL267476,0.0,0,0,0,0,0,0
1220,C(=O)([C@H](Cc1cc(I)c(Oc2cc(I)c(O)cc2)c(I)c1)N)O,CHEMBL1544,0.0,0,0,0,0,0,0
1221,C(=O)(O)CCCC[C@H]1SSCC1,CHEMBL134342,0.0,0,0,0,0,0,0
1222,C(=O)([C@H](CCCCN)N)N[C@H](Cc1ccccc1)C,CHEMBL1201222,0.0,0,0,0,0,0,0
1223,C(=O)(N1[C@H](C(=O)O)CCC1)[C@@H](N[C@H](C(=O)O)CCc2ccccc2)CCCCN,CHEMBL1237,0.0,0,0,0,0,0,0
1224,C(N(CC)CC)(=O)N[C@H]1C=C2c3c4c(ccc3)[nH]cc4C[C@H]2N(C1)C,CHEMBL157138,0.0,0,0,0,0,0,0
1225,C(=O)([C@H](CCCCN)N)O,CHEMBL8085,0.0,0,0,0,0,0,0
1226,C(#N)c1cc(c(Cl)c(NC(C(=O)O)=O)c1)NC(C(=O)O)=O,CHEMBL1201266,0.0,0,0,0,0,0,0
1227,O(c1c(Cl)cccc1Cl)C(C2=NCCN2)C,CHEMBL17860,0.0,0,0,0,0,0,0
1228,C(=O)(C1C(=O)c2c(c(F)c(c(F)c2)N3CC(NCC3)C)N(C=1)CC)O,CHEMBL561,0.5,1,0,0,0,0,0
1229,C(=O)(c1c(-c2ccc(C(F)(F)F)cc2)cccc1)NC3CCN(CCCCC4(C(=O)NCC(F)(F)F)c5c(-c6c4cccc6)cccc5)CC3,CHEMBL354541,0.0,0,0,0,0,0,0
1230,C(N(N=O)CCCl)(=O)NC1CCCCC1,CHEMBL514,0.0,0,0,0,0,0,0
1231,C(=O)(N1CCC([C@@H]2c3c(Br)cc(Cl)cc3CCc4c2ncc(Br)c4)CC1)CC5CCN(C(=O)N)CC5,CHEMBL298734,0.0,0,0,0,0,0,0
1232,C(C(c1ccccc1)(c2ccccc2)CCN3CCC(c4ccc(Cl)cc4)(O)CC3)(N(C)C)=O,CHEMBL841,1.0,1,1,0,0,0,0
1233,C(=O)([C@@H](N1C(=O)NCCC1)C(C)C)N[C@@H](Cc2ccccc2)C[C@@H]([C@@H](NC(=O)COc3c(cccc3C)C)Cc4ccccc4)O,CHEMBL729,0.0,0,0,0,0,0,0
1234,C(=O)(C1=C(Cl)CC[C@H]2N1C(=O)[C@H]2NC(=O)[C@@H](c3ccccc3)N)O,CHEMBL1013,1.5,1,1,1,0,0,0
1235,C(=O)(OCC)N1CCC(=C2c3c(cccn3)CCc4c2ccc(Cl)c4)CC1,CHEMBL998,0.0,0,0,0,0,0,0
1236,O=C1C(N=C(c2c(Cl)cccc2)c3c(ccc(Cl)c3)N1)O,CHEMBL580,0.0,0,0,0,0,0,0
1237,Clc1cc2c(cc1)CCNC[C@@H]2C,CHEMBL360328,0.0,0,0,0,0,0,0
1238,C(#N)c1c2c(nn1C)CN(C(=O)c3c(cc(F)cc3)[C@H](Oc4c(ncc-2c4)N)C)C,CHEMBL3286830,0.0,0,0,0,0,0,0
1239,O=C1N(c2c(C(c3c(Cl)cccc3)=NC1O)cc(Cl)cc2)C,CHEMBL22097,0.0,0,0,0,0,0,0
1240,C(=O)(C1=C(c2c(S(=O)(=O)N1C)cc(Cl)s2)O)Nc3ncccc3,CHEMBL1569487,0.0,0,0,0,0,0,0
1241,C(F)(F)(F)c1cc(N2CCN(CCc3nnc4n3C[C@H]5[C@@H]4CCC5)CC2)ccc1,CHEMBL2218904,0.0,0,0,0,0,0,0
1242,Clc1c(n(c(n1)CCCC)Cc2ccc(-c3c(-c4nn[nH]n4)cccc3)cc2)CO,CHEMBL191,0.0,0,0,0,0,0,0
1243,C(=O)(OCCl)[C@@]1([C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)C=C4)CC3)C)[C@@H](O)C2)CC1)C)O,CHEMBL1201389,0.0,0,0,0,0,0,0
1244,C(=O)(O[C@@]1(C(=O)OCCl)[C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)C=C4)CC3)C)[C@@H](O)C2)CC1)C)OCC,CHEMBL1200865,0.0,0,0,0,0,0,0
1245,C(=O)(O[C@@H]1[C@H]2C(C=C[C@@H]([C@@H]2CC[C@H]3OC(=O)C[C@H](O)C3)C)=C[C@@H](C1)C)[C@H](CC)C,CHEMBL503,0.0,0,0,0,0,0,0
1246,Clc1cc2C(=Nc3c(Oc2cc1)cccc3)N4CCN(CC4)C,CHEMBL831,0.0,0,0,0,0,0,0
1247,C(=O)(C(c1ccc(cc1)CC2C(=O)CCC2)C)O,CHEMBL19299,0.0,0,0,0,0,0,0
1248,C(=O)(O)CCCCCC[C@H]1C(=O)C[C@H]2O[C@](C(F)(F)CCCC)(O)CC[C@H]12,CHEMBL1201134,0.0,0,0,0,0,0,0
1249,C(/C(=C1\S[C@H](c2c(Cl)cc(Cl)cc2)CS\1)/n3cncc3)#N,CHEMBL2105689,0.0,0,0,0,0,0,0
1250,C(=O)(c1cc(-c2c(ccc(n2)NC(=O)C3(c4cc5c(OC(F)(F)O5)cc4)CC3)C)ccc1)O,CHEMBL2103870,0.0,0,0,0,0,0,0
1251,C(=O)(c1ccc(F)cc1)CCCN2C[C@H]3c4c5c(N(CCN5[C@H]3CC2)C)ccc4,CHEMBL3306803,0.0,0,0,0,0,0,0
1252,N(CC(c1c2-c3c(/C(/c2cc(Cl)c1)=C/c4ccc(Cl)cc4)cc(Cl)cc3)O)(CCCC)CCCC,CHEMBL38827,0.0,0,0,0,0,0,0
1253,C(=O)(O)Cc1c(Nc2c(F)cccc2Cl)ccc(c1)C,CHEMBL404108,2.0,1,1,1,1,0,0
1254,O=C1N(C(=O)[C@H]2[C@@H]1[C@H]3C[C@@H]2CC3)C[C@H]4[C@H](CN5CCN(c6c7c(sn6)cccc7)CC5)CCCC4,CHEMBL1237021,0.0,0,0,0,0,0,0
1255,C(=O)(Oc1c2c(c3c(c1C)OCO3)[C@H]4N5[C@@H](O)[C@H]6N([C@H](c7c(c(OC)c(cc7C6)C)O)[C@@H]5[C@@H]2SC[C@]8(C(=O)OC4)c9c(c%10c(ccc(OC)c%10)[nH]9)CCN8)C)C,CHEMBL4297516,0.0,0,0,0,0,0,0
1256,C(/C(=C/c1c(Cl)cc(C(=O)Nc2nc(-c3c(OC)c([C@@H](OCCCCCC)C)ccc3)cs2)cc1Cl)/C)(=O)O,CHEMBL2107831,0.0,0,0,0,0,0,0
1257,C(/C=C/C1=C(C[C@@H](O)CC1(C)C)C)(=C\C=C\C(=C\C=C\C=C(\C=C\C=C(\C=C\[C@H]2C(=C[C@H](O)CC2(C)C)C)/C)/C)\C)\C,CHEMBL173929,0.0,0,0,0,0,0,0
1258,C(=CCC/C(=C/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C=C(/CCC=C(C)C)\C)\C)\C)/C)/C)/C)(C)C,CHEMBL501174,0.0,0,0,0,0,0,0
1259,C(=O)(C1C(=O)[C@]2(C(=C3C(=O)c4c([C@@](O)([C@H]3C[C@H]2[C@H](N(C)C)C=1O)C)cccc4O)O)O)NCNCCCC[C@@H](C(=O)O)N,CHEMBL2103929,0.0,0,0,0,0,0,0
1260,C([C@]1([C@@]2([C@H]([C@H]3[C@@H]([C@@H]4C(=CCCC4)CC3)CC2)CC1)C)O)#C,CHEMBL2107431,1.0,1,1,0,0,0,0
1261,C(=O)(N1[C@H](C(=O)NC(C(=O)NCC(=O)N)CCCCN)CCC1)[C@H]2NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CSSC2)Cc3ccc(O)cc3)Cc4ccccc4)CCC(=O)N)CC(=O)N,CHEMBL1200690,0.0,0,0,0,0,0,0
1262,C(N(CC)CC)(=O)[C@@H]1C=C2c3c4c(ccc3)[nH]cc4C[C@H]2N(C1)C,CHEMBL263881,1.0,1,1,0,0,0,0
1263,C(C(N)(C)C)(=O)N[C@@H](C(=O)N[C@@H](NC=O)Cc1c2c(cccc2)[nH]c1)Cc3c4c(cccc4)[nH]c3,CHEMBL278623,0.0,0,0,0,0,0,0
1264,O=S(=O)(Nc1c(c(OCCOc2ncc(Br)cn2)ncn1)-c3ccc(Br)cc3)NCCC,CHEMBL2103873,0.0,0,0,0,0,0,0
1265,O=S(=O)(c1ccc(cc1)CN)N,CHEMBL419,0.0,0,0,0,0,0,0
1266,C(=O)(OCC)C(SP(OC)(OC)=S)CC(=O)OCC,CHEMBL1200468,0.0,0,0,0,0,0,0
1267,C(=O)(C(c1ccccc1)O)O,CHEMBL1609,0.0,0,0,0,0,0,0
1268,C(=O)([O-])CN(Cc1c(c(nc(c1)COP(=O)(O)O)C)O)CCN(CC(=O)[O-])Cc2c(c(nc(c2)COP(=O)(O)O)C)O,CHEMBL1201301,1.0,1,1,0,0,0,0
1269,C(=O)(OCCN1CCN(C(c2ccccc2)c3ccccc3)CC1)C4=C(NC(=C(C(=O)OC)C4c5cc([N+](=O)[O-])ccc5)C)C,CHEMBL1085699,0.0,0,0,0,0,0,0
1270,O=S(=O)(OC[C@H]([C@H]([C@@H]([C@H](O)COS(=O)(=O)C)O)O)O)C,CHEMBL460282,0.0,0,0,0,0,0,0
1271,c12c(cccc1)C3c4c(C2(CCCNC)CC3)cccc4,CHEMBL21731,0.0,0,0,0,0,0,0
1272,C(=O)(N[C@H](c1ccccc1)CCN2[C@@H]3C[C@H](n4c(nnc4C)C(C)C)C[C@H]2CC3)C5CCC(F)(F)CC5,CHEMBL1201187,0.0,0,0,0,0,0,0
1273,c1(c(O)ccc(c1)C[C@@H]([C@@H](Cc2cc(c(O)cc2)O)C)C)O,CHEMBL313972,0.5,1,0,0,0,0,0
1274,Clc1ccc(C2(c3c(C4=NCCN42)cccc3)O)cc1,CHEMBL781,0.5,1,0,0,0,0,0
1275,c1(C(NN)C)ccccc1,CHEMBL1909283,3.0,1,1,1,1,1,1
1276,C(=O)(c1cc2c(nc(NC(=O)OC)[nH]2)cc1)c3ccccc3,CHEMBL685,0.0,0,0,0,0,0,0
1277,C(=O)(OCCCCN(C(Cc1ccc(OC)cc1)C)CC)c2cc(OC)c(OC)cc2,CHEMBL282121,0.0,0,0,0,0,0,0
1278,C(=O)(Nc1c(c(Br)c(cc1C)C)C)CN(CC(=O)O)CC(=O)O,CHEMBL1605443,0.0,0,0,0,0,0,0
