DrugBank ID,CHEMBL_21July2021,smiles,withdrawn
DB01211,CHEMBL1741,N([C@@H]1[C@@H](O)[C@H](O[C@H]2[C@](OC)(C[C@H](C(=O)[C@@H]([C@H]([C@](O)([C@H](OC(=O)[C@@H]([C@@H](O[C@@H]3O[C@H]([C@@H]([C@](OC)(C3)C)O)C)[C@@H]2C)C)CC)C)O)C)C)C)O[C@@H](C1)C)(C)C,0
DB01210,CHEMBL1201237,C(NC[C@H](O)COc1c2c(C(=O)CCC2)ccc1)(C)(C)C,0
DB01209,CHEMBL1685,c12c(ccc(O)c1)C[C@H]3[C@@H]([C@@]2(CCCCC3)C)N,0
DB01206,CHEMBL514,C(N(N=O)CCCl)(=O)NC1CCCCC1,0
DB01205,CHEMBL407,C(=O)(OCC)c1c2n(-c3c(C(=O)N(C2)C)cc(F)cc3)cn1,0
DB01204,CHEMBL58,O=C1c2c(C(=O)c3c1c(O)ccc3O)c(NCCNCCO)ccc2NCCNCCO,0
DB01203,CHEMBL649,C(NCC(O)COc1c2c(ccc1)C[C@@H](O)[C@@H](O)C2)(C)(C)C,0
DB01202,CHEMBL1286,C(=O)([C@@H](N1C(=O)CCC1)CC)N,0
DB01201,CHEMBL1660,C(=O)(O[C@H]1[C@@H]([C@H](O)[C@@H]([C@@H](O)[C@H](/C=C/C=C(\C(=O)Nc2c(c(c3c4C(=O)[C@](Oc4c(c(c3c2O)O)C)(O/C=C/[C@H](OC)[C@H]1C)C)O)/C=N/N5CCN(C6CCCC6)CC5)/C)C)C)C)C,0
DB01200,CHEMBL493,C(=O)(N[C@]1(C(=O)N2[C@](O1)(O)[C@H]3N(C(=O)[C@@H]2CC(C)C)CCC3)C(C)C)[C@@H]4C=C5c6c7c(c(Br)[nH]c7ccc6)C[C@H]5N(C4)C,0
DB01199,CHEMBL339427,O(c1c(c2c3c(c1)CC[N+]([C@@H]3Cc4cc(c(O)cc4)Oc5c(OC)cc6c(c5)[C@@H](N(CC6)C)Cc7ccc(O2)cc7)(C)C)O)C,0
DB01198,CHEMBL135400,C(=O)(OC1c2c(C(=O)N1c3ncc(Cl)cc3)nccn2)N4CCN(CC4)C,0
DB01197,CHEMBL1560,C(=O)(N1[C@H](C(=O)O)CCC1)[C@@H](CS)C,0
DB01196,CHEMBL1575,C(N(CCCl)CCCl)(=O)Oc1cc2c(cc1)[C@@H]3[C@H]([C@H]4[C@@]([C@@H](O)CC4)(CC3)C)CC2,0
DB01194,CHEMBL220491,O=S(=O)(c1sc2c(c1)[C@@H](NCC)CN(S2(=O)=O)CCCOC)N,0
DB01193,CHEMBL642,C(=O)(c1c(OCC(O)CNC(C)C)ccc(NC(=O)CCC)c1)C,0
DB01192,CHEMBL963,O=C1[C@H]2[C@]34c5c(c(O)ccc5C[C@H]([C@]3(O)CC1)N(CC4)C)O2,0
DB01190,CHEMBL1753,C(=O)(N[C@H]([C@@H](Cl)C)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O)[C@H]2N(C[C@H](CCC)C2)C,0
DB01189,CHEMBL1200733,C(F)(F)(F)C(OC(F)F)F,0
DB01188,CHEMBL1413,O=C1N(C(=CC(=C1)C)C2CCCCC2)O,0
DB01187,CHEMBL951,C(=O)(OCC)CCCCCCCCC(c1c(I)cccc1)C,0
DB01185,CHEMBL1445,O=C1C=C2[C@@]([C@@]3(F)[C@@H](O)C[C@@]4([C@@](O)(CC[C@H]4[C@@H]3CC2)C)C)(CC1)C,0
DB01184,CHEMBL219916,O=C1N(c2c(cc(Cl)cc2)N1)C3CCN(CCCN4C(=O)Nc5c4cccc5)CC3,0
DB01183,CHEMBL80,O=C1[C@H]2[C@]34c5c(c(O)ccc5C[C@H]([C@]3(O)CC1)N(CC=C)CC4)O2,0
DB01182,CHEMBL631,C(=O)(c1c(OCC(O)CNCCC)cccc1)CCc2ccccc2,0
DB01181,CHEMBL1024,O=P1(N(CCCl)CCCO1)NCCCl,0
DB01180,CHEMBL1668,C(=O)(O[C@H]1[C@H](OC)[C@@H](C(=O)OC)[C@@H]2[C@@H](CN3[C@@H](c4c(c5c(cc(OC)cc5)[nH]4)CC3)C2)C1)C=Cc6cc(OC)c(OC)c(OC)c6,0
DB01179,CHEMBL61,O=C1OC[C@H]2[C@H]1[C@@H](c3c(cc4c(OCO4)c3)[C@@H]2O)c5cc(OC)c(OC)c(OC)c5,0
DB01177,CHEMBL1117,C(=O)([C@]1(O)Cc2c(c3C(=O)c4c(C(=O)c3c(c2[C@@H](O[C@@H]5O[C@H]([C@@H](O)[C@@H](N)C5)C)C1)O)cccc4)O)C,0
DB01176,CHEMBL648,c1(C(c2ccccc2)N3CCN(CC3)C)ccccc1,0
DB01174,CHEMBL40,O=C1C(C(=O)NC(=O)N1)(c2ccccc2)CC,0
DB01173,CHEMBL900,N(CCOC(c1c(cccc1)C)c2ccccc2)(C)C,0
DB01172,CHEMBL1384,O([C@H]1O[C@@H]([C@@H](O)[C@@H]([C@H]1O)N)CO)[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CN)[C@@H](N)C[C@H]2N,0
DB01171,CHEMBL86304,C(=O)(c1ccc(Cl)cc1)NCCN2CCOCC2,0
DB01170,CHEMBL765,C(=NCCN1CCCCCCC1)(N)N,0
DB01168,CHEMBL1321,C(=O)(c1ccc(cc1)CNNC)NC(C)C,0
DB01167,CHEMBL22587,O=C1N(c2ccc(N3CCN(c4ccc(OC[C@@H]5O[C@@](c6c(Cl)cc(Cl)cc6)(OC5)Cn7ncnc7)cc4)CC3)cc2)C=NN1C(CC)C,0
DB01166,CHEMBL799,O=C1Nc2c(cc(OCCCCc3nnnn3C4CCCCC4)cc2)CC1,0
DB01165,CHEMBL4,C(=O)(C1C(=O)c2c3c(c(c(F)c2)N4CCN(CC4)C)OCC(N3C=1)C)O,0
DB01162,CHEMBL611,C(=O)(N1CCN(c2nc3c(c(n2)N)cc(OC)c(OC)c3)CC1)C4OCCC4,0
DB01161,CHEMBL1179047,C(=O)(OCCN(CC)CC)c1c(Cl)cc(cc1)N,0
DB01160,CHEMBL1200896,C(=O)(O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)CCCCC)[C@H](O)C[C@@H]1O,0
DB01159,CHEMBL931,C(F)(F)(F)C(Cl)Br,0
DB01158,CHEMBL1199080,Brc1c(cccc1)C[N+](CC)(C)C,0
DB01157,CHEMBL119,O(c1c(OC)cc(NCc2c(c3c(nc(nc3N)N)cc2)C)cc1OC)C,0
DB01156,CHEMBL894,C(=O)(c1cc(Cl)ccc1)C(NC(C)(C)C)C,0
DB01155,CHEMBL430,C(=O)(C1C(=O)c2c(nc(c(F)c2)N3C/C(=N\OC)/C(CN)C3)N(C=1)C4CC4)O,0
DB01154,CHEMBL440,O=C1C(C(=O)NC(=S)N1)(C(CCC)C)CC=C,0
DB01153,CHEMBL1201196,O(C(c1c(Cl)cc(Cl)cc1)Cn2cncc2)Cc3c4c(c(Cl)ccc4)sc3,0
DB01151,CHEMBL72,c12c(cccc1)CCc3c(N2CCCNC)cccc3,0
DB01150,CHEMBL276568,C(=O)(C1=C(C=CC)CS[C@H]2N1C(=O)[C@H]2NC(=O)[C@@H](c3ccc(O)cc3)N)O,0
DB01148,CHEMBL1493,C(=O)(OCCN1CCCCC1)c2c3c(C(=O)C(=C(c4ccccc4)O3)C)ccc2,0
DB01147,CHEMBL891,C(=O)(c1c(-c2c(Cl)cccc2)noc1C)N[C@@H]3C(=O)N4[C@@H](C(=O)O)C(S[C@@H]43)(C)C,0
DB01146,CHEMBL1492,O(C(c1ccccc1)c2ccccc2)C3CCN(CC3)C,0
DB01145,CHEMBL1570,O=S(O)CNc1ccc(S(=O)(=O)c2ccc(NCS(=O)O)cc2)cc1,0
DB01144,CHEMBL17,O=S(=O)(c1c(Cl)c(Cl)cc(S(=O)(=O)N)c1)N,0
DB01143,CHEMBL1006,O=P(SCCNCCCN)(O)O,0
DB01142,CHEMBL1628227,N(CCC=C1c2c(OCc3c1cccc3)cccc2)(C)C,0
DB01141,CHEMBL457547,C(=O)(c1ccc(-c2noc(-c3ccc(OCCCCC)cc3)c2)cc1)N[C@@H]4C(=O)N[C@H](C(=O)N5[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N6[C@H](C(=O)N[C@H](O)[C@H](O)C4)[C@@H](O)[C@H](C6)C)[C@H](O)CC(=O)N)[C@@H]([C@H](c7cc(OS(=O)(=O)O)c(O)cc7)O)O)C[C@@H](O)C5)[C@H](O)C,0
DB01139,CHEMBL1599,C(=O)(OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1)C,0
DB01138,CHEMBL832,O=S(c1ccccc1)CCC2C(=O)N(c3ccccc3)N(C2=O)c4ccccc4,0
DB01136,CHEMBL723,O(c1c2c3c(cccc3)[nH]c2ccc1)CC(O)CNCCOc4c(OC)cccc4,0
DB01135,CHEMBL1237123,C(=O)(OCCC[N+]1(C(c2c(OC)c(OC)c(OC)cc2CC1)Cc3cc(OC)c(OC)c(OC)c3)C)CCC(=O)OCCC[N+]4(C(c5c(OC)c(OC)c(OC)cc5CC4)Cc6cc(OC)c(OC)c(OC)c6)C,0
DB01133,CHEMBL1350,O=P(C(P(=O)(O)O)Sc1ccc(Cl)cc1)(O)O,0
DB01132,CHEMBL595,O=C1SC(C(=O)N1)Cc2ccc(OCCc3ncc(cc3)CC)cc2,0
DB01131,CHEMBL1377,C(=N)(NC(=N)NC(C)C)Nc1ccc(Cl)cc1,0
DB01130,CHEMBL1200386,C(=O)(O[C@@]1(C(=O)COC(=O)CC)[C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)C=C4)CC3)C)[C@@H](O)C2)CC1)C)OCC,0
DB01129,CHEMBL1219,O=S(c1nc2c(cccc2)[nH]1)Cc3c(c(OCCCOC)ccn3)C,0
DB01128,CHEMBL409,C(#N)c1c(C(F)(F)F)cc(NC(C(O)(CS(=O)(=O)c2ccc(F)cc2)C)=O)cc1,0
DB01127,CHEMBL808,O(C(c1c(Cl)cc(Cl)cc1)Cn2cncc2)Cc3ccc(Cl)cc3,0
DB01126,CHEMBL1200969,C(=O)(Nc1c(C(F)(F)F)ccc(C(F)(F)F)c1)[C@@H]2[C@@]3([C@H]([C@H]4[C@@H]([C@]5(C=CC(=O)N[C@@H]5CC4)C)CC3)CC2)C,0
DB01125,CHEMBL712,O=C1c2c(C(=O)C1c3ccc(OC)cc3)cccc2,0
DB01124,CHEMBL782,C(=O)(NS(=O)(=O)c1ccc(cc1)C)NCCCC,0
DB01123,CHEMBL55400,c12c(cc3c(n1)cc(cc3)N)ccc(c2)N,0
DB01122,CHEMBL1652,C(C(=O)NCC[N+](Cc1c(Cl)cccc1)(CC)CC)(=O)NCC[N+](Cc2c(Cl)cccc2)(CC)CC,0
DB01121,CHEMBL918,C(=O)(NC(=O)N)Cc1ccccc1,0
DB01120,CHEMBL427216,C(=O)(NS(=O)(=O)c1ccc(cc1)C)NN2C[C@H]3[C@@H](C2)CCC3,0
DB01119,CHEMBL181,O=S1(=O)c2c(ccc(Cl)c2)NC(=N1)C,0
DB01118,CHEMBL633,C(=O)(c1c2c(oc1CCCC)cccc2)c3cc(I)c(OCCN(CC)CC)c(I)c3,0
DB01117,CHEMBL1450,O=C1C(=C(C(=O)c2c1cccc2)C3CCC(c4ccc(Cl)cc4)CC3)O,0
DB01116,CHEMBL1201329,O=C1N(C2C(N1Cc3ccccc3)C[S+]4C2CCC4)Cc5ccccc5,0
DB01115,CHEMBL193,C(=O)(OC)C1=C(NC(=C(C(=O)OC)C1c2c([N+](=O)[O-])cccc2)C)C,0
DB01114,CHEMBL505,N(CCC(c1ncccc1)c2ccc(Cl)cc2)(C)C,0
DB01113,CHEMBL19224,O(c1c(OC)cc2c(c(ncc2)Cc3cc(OC)c(OC)cc3)c1)C,0
DB01112,CHEMBL1436,C(/C(=N\OC)/c1occc1)(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(COC(=O)N)CS[C@@H]32,0
DB01111,CHEMBL2304327,C(=O)(C(C(O)C)NC(=O)C(NC(=O)CCCCC(CC)C)CCNCS(=O)(=O)[O-])NC(C(=O)NC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC1)C(O)C)CCNCS(=O)(=O)[O-])CCNCS(=O)(=O)[O-])CC(C)C)CC(C)C)CCNCS(=O)(=O)[O-])CCNCS(=O)(=O)[O-],0
DB01110,CHEMBL91,O(C(c1c(Cl)cc(Cl)cc1)Cn2cncc2)Cc3c(Cl)cc(Cl)cc3,0
DB01106,CHEMBL1615438,C(#N)C1(c2ccc(F)cc2)CCC(N3C[C@H]([C@@](C(=O)O)(c4ccccc4)CC3)C)CC1,0
DB01104,CHEMBL809,Clc1c(Cl)ccc(c1)[C@H]2c3c(cccc3)[C@@H](NC)CC2,0
DB01102,CHEMBL1201251,c1(c(O)ccc([C@@H](O)CNCCCCc2ccc(O)cc2)c1)O,0
DB01101,CHEMBL1773,C(=O)(OCCCCC)NC1C(F)=CN(C(=O)N=1)[C@@H]2O[C@@H]([C@@H](O)[C@H]2O)C,0
DB01100,CHEMBL1423,O=C1N(c2c(cccc2)N1)C3CCN(CCCC(c4ccc(F)cc4)c5ccc(F)cc5)CC3,0
DB01099,CHEMBL1463,O=C1N=C(C(F)=CN1)N,0
DB01098,CHEMBL1496,C(=O)(O)C[C@H](O)C[C@@H](/C=C/c1c(-c2ccc(F)cc2)nc(N(S(=O)(=O)C)C)nc1C(C)C)O,0
DB01097,CHEMBL960,C(=O)(c1c(onc1)C)Nc2ccc(C(F)(F)F)cc2,0
DB01096,CHEMBL847,O=[N+](c1c(cc2c(c1)NC(CNC(C)C)CC2)CO)[O-],0
DB01095,CHEMBL350239,C(=O)(O)C[C@@H](O)C[C@H](/C=C/c1c(c2c(n1C(C)C)cccc2)-c3ccc(F)cc3)O,0
DB01093,CHEMBL504,O=S(C)C,0
DB01092,CHEMBL222863,O=C1OCC(=C1)[C@@H]2[C@@]3([C@@](O)([C@H]4[C@@H]([C@@]5([C@@](O)(C[C@@H](O[C@@H]6O[C@H]([C@H](O)[C@@H](O)[C@H]6O)C)C[C@H]5O)CC4)CO)[C@H](O)C3)CC2)C,0
DB01091,CHEMBL990,C(c1ccc(cc1)CN(Cc2c3c(ccc2)cccc3)C)(C)(C)C,0
DB01090,CHEMBL1271,[N+]1(CCCCC[N+]2(CCCC2)C)(CCCC1)C,0
DB01089,CHEMBL1200515,C(=O)(O[C@H]1[C@H](OC)[C@@H](C(=O)OC)[C@@H]2[C@@H](CN3[C@@H](c4c(c5c(cccc5)[nH]4)CC3)C2)C1)c6cc(OC)c(OC)c(OC)c6,0
DB01088,CHEMBL494,C(#CC)CC([C@@H](/C=C/[C@H]1[C@H](O)C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/C2)O)C,0
DB01087,CHEMBL506,O(c1cc(c2c(c1)cccn2)NC(CCCN)C)C,0
DB01086,CHEMBL278172,C(=O)(OCC)c1ccc(cc1)N,0
DB01085,CHEMBL550,O=C1OC[C@@H]([C@@H]1CC)Cc2n(cnc2)C,0
DB01084,CHEMBL594,O(CCn1c(nc2c1cccc2)N3CCN(CCC3)C)CC,0
DB01083,CHEMBL175247,C(=O)(O[C@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)CCCCCCCCCCC)[C@@H](NC=O)CC(C)C,0
DB01082,CHEMBL372795,C(=N)(N[C@@H]1[C@@H](O[C@@H]2O[C@H]([C@@](C=O)(O)[C@H]2O[C@@H]3O[C@H]([C@H](O)[C@@H](O)[C@@H]3NC)CO)C)[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@H]1O)N,0
DB01081,CHEMBL1201294,C(C(c1ccccc1)(c2ccccc2)CCN3CCC(C(=O)OCC)(c4ccccc4)CC3)#N,0
DB01080,CHEMBL89598,C(=O)(O)CCC(C=C)N,0
DB01078,CHEMBL1614,O=C1OCC(=C1)[C@@H]2[C@@]3([C@@](O)([C@H]4[C@@H]([C@@]5([C@@H](C[C@@H](O[C@@H]6O[C@@H]([C@@H](O[C@@H]7O[C@@H]([C@@H](O[C@@H]8O[C@@H]([C@@H](O[C@@H]9O[C@@H]([C@@H](O)[C@H](O)[C@H]9O)CO)[C@@H](O)C8)C)[C@@H](O)C7)C)[C@@H](O)C6)C)CC5)CC4)C)C[C@H]3O)CC2)C,0
DB01077,CHEMBL871,C(P(=O)(O)O)(P(=O)(O)O)(O)C,0
DB01076,CHEMBL1487,C(=O)(c1c(c(-c2ccc(F)cc2)n(c1C(C)C)CC[C@@H](O)C[C@@H](O)CC(=O)O)-c3ccccc3)Nc4ccccc4,0
DB01075,CHEMBL657,N(CCOC(c1ccccc1)c2ccccc2)(C)C,0
DB01074,CHEMBL75880,C(C1CCCCC1)(C2CCCCC2)CC3NCCCC3,0
DB01073,CHEMBL1568,Fc1nc2c(c(n1)N)ncn2[C@@H]3O[C@@H]([C@@H](O)[C@@H]3O)CO,0
DB01072,CHEMBL1163,C(=O)(OC)N[C@H](C(=O)NN(Cc1ccc(-c2ncccc2)cc1)C[C@@H]([C@@H](NC(=O)[C@H](C(C)(C)C)NC(=O)OC)Cc3ccccc3)O)C(C)(C)C,0
DB01070,CHEMBL2356023,C1(=C/C=C2/[C@H](CC[C@H](O)C/2)C)\[C@H]3[C@@]([C@@H]([C@@H](/C=C/[C@@H](C(C)C)C)C)CC3)(CCC\1)C,0
DB01069,CHEMBL643,N(C(CN1c2c(Sc3c1cccc3)cccc2)C)(C)C,0
DB01068,CHEMBL452,O=C1Nc2c(C(c3c(Cl)cccc3)=NC1)cc([N+](=O)[O-])cc2,0
DB01067,CHEMBL1073,C(=O)(c1ncc(nc1)C)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2,0
DB01066,CHEMBL1743,C(/C(=N\OC)/c1nc(sc1)N)(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(/C=C\c4c(ncs4)C)CS[C@@H]32,0
DB01065,CHEMBL45,C(=O)(NCCc1c2c(ccc(OC)c2)[nH]c1)C,0
DB01064,CHEMBL434,c1(c(O)ccc(C(O)CNC(C)C)c1)O,0
DB01063,CHEMBL1085,C(=O)(c1cc2c(Sc3c(N2CCCN4CCN(CCO)CC4)cccc3)cc1)C,0
DB01062,CHEMBL1231,C(#CCOC(C(c1ccccc1)(O)C2CCCCC2)=O)CN(CC)CC,0
DB01061,CHEMBL1537,C(=O)(N1C(=O)NCC1)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H](C(=O)O)C(S[C@@H]32)(C)C)c4ccccc4,0
DB01060,CHEMBL1082,C(=O)([C@@H](c1ccc(O)cc1)N)N[C@@H]2C(=O)N3[C@@H](C(=O)O)C(S[C@@H]32)(C)C,0
DB01059,CHEMBL9,C(=O)(C1C(=O)c2c(N(C=1)CC)cc(c(F)c2)N3CCNCC3)O,0
DB01058,CHEMBL976,C(=O)(N1CC(=O)N2C(c3c(cccc3)CC2)C1)C4CCCCC4,0
DB01057,CHEMBL1201341,O=P(OCC)(OCC)SCC[N+](C)(C)C,0
DB01056,CHEMBL1762,C(=O)(C(N)C)Nc1c(cccc1C)C,0
DB01054,CHEMBL475534,C(=O)(OCC)C1=C(NC(=C(C(=O)OC)C1c2cc([N+](=O)[O-])ccc2)C)C,0
DB01053,CHEMBL29,C(=O)(N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(S[C@@H]21)(C)C)Cc3ccccc3,0
DB01051,CHEMBL36506,C(=O)(c1cc(c(O)cc1)CC=C(C)C)NC2C(=O)Oc3c(C=2O)ccc(O[C@@H]4OC([C@H](OC)[C@@H](OC(=O)N)[C@H]4O)(C)C)c3C,0
DB01050,CHEMBL521,C(=O)(C(c1ccc(cc1)CC(C)C)C)O,0
DB01048,CHEMBL1380,c12c(nc(nc1NC3CC3)N)n(cn2)[C@H]4C=C[C@@H](CO)C4,0
DB01047,CHEMBL1501,C(=O)(OCC(=O)[C@]12[C@@]3([C@H]([C@H]4[C@@](F)([C@@]5(C(=CC(=O)C=C5)[C@@H](F)C4)C)[C@@H](O)C3)C[C@H]1OC(O2)(C)C)C)C,0
DB01046,CHEMBL1201134,C(=O)(O)CCCCCC[C@H]1C(=O)C[C@H]2O[C@](C(F)(F)CCCC)(O)CC[C@H]12,0
DB01045,CHEMBL374478,C(=O)(O[C@H]1[C@@H]([C@H](O)[C@@H]([C@@H](O)[C@H](/C=C/C=C(\C(=O)Nc2c(c(c3c4C(=O)[C@](Oc4c(c(c3c2O)O)C)(O/C=C/[C@H](OC)[C@H]1C)C)O)/C=N/N5CCN(CC5)C)/C)C)C)C)C,0
DB01044,CHEMBL31,C(=O)(C1C(=O)c2c(c(OC)c(c(F)c2)N3CC(NCC3)C)N(C=1)C4CC4)O,0
DB01043,CHEMBL807,C12(N)CC3(CC(C1)(CC(C2)C3)C)C,0
DB01042,CHEMBL852,C(=O)([C@H](Cc1ccc(N(CCCl)CCCl)cc1)N)O,0
DB01039,CHEMBL672,C(C(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)(C)C)(=O)OC(C)C,0
DB01037,CHEMBL972,C(#C)CN([C@@H](Cc1ccccc1)C)C,0
DB01036,CHEMBL1382,N(C(C)C)(C(C)C)CC[C@@H](c1c(O)ccc(c1)C)c2ccccc2,0
DB01035,CHEMBL640,C(=O)(c1ccc(cc1)N)NCCN(CC)CC,0
DB01033,CHEMBL1425,S=C1c2c(nc[nH]2)NC=N1,0
DB01032,CHEMBL897,C(=O)(c1ccc(S(N(CCC)CCC)(=O)=O)cc1)O,0
DB01030,CHEMBL84,N(Cc1c2c(nc3C4N(C(=O)C5=C([C@@](C(=O)OC5)(O)CC)C=4)Cc3c2)ccc1O)(C)C,0
DB01029,CHEMBL1513,O=C1C2(N=C(N1Cc3ccc(-c4c(-c5nn[nH]n5)cccc4)cc3)CCCC)CCCC2,0
DB01028,CHEMBL1341,C(OC)(F)(F)C(Cl)Cl,0
DB01026,CHEMBL157101,C(=O)(N1CCN(c2ccc(OCC3OC(c4c(Cl)cc(Cl)cc4)(OC3)Cn5cncc5)cc2)CC1)C,0
DB01024,CHEMBL866,C(=O)(O)CC/C(=C/Cc1c(OC)c(c2c(C(=O)OC2)c1O)C)/C,0
DB01023,CHEMBL1480,C(=O)(OCC)C1=C(NC(=C(C(=O)OC)C1c2c(Cl)c(Cl)ccc2)C)C,0
DB01022,CHEMBL1550,C(=C/CC1C(=O)c2c(C(=O)C=1C)cccc2)(\CCC[C@@H](CCC[C@@H](CCCC(C)C)C)C)/C,0
DB01021,CHEMBL1054,O=S(=O)(c1c(Cl)cc2c(S(=O)(=O)NC(C(Cl)Cl)N2)c1)N,0
DB01020,CHEMBL1311,O=[N+](O[C@H]1[C@H]2OC[C@H](O)[C@H]2OC1)[O-],0
DB01019,CHEMBL1482,C(=O)(OC(C[N+](C)(C)C)C)N,0
DB01018,CHEMBL862,C(=O)(NC(=N)N)Cc1c(Cl)cccc1Cl,0
DB01017,CHEMBL1434,C(=O)(C1C(=O)[C@]2(C(=C3C(=O)c4c(O)ccc(N(C)C)c4C[C@H]3C[C@H]2[C@H](N(C)C)C=1O)O)O)N,0
DB01016,CHEMBL472,C(=O)(c1c(OC)ccc(Cl)c1)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2,0
DB01015,CHEMBL443,O=S(=O)(c1ccc(cc1)N)Nc2noc(c2)C,0
DB01014,CHEMBL1201346,C(=O)(c1ccc(/N=N/c2cc(C(=O)O)c(O)cc2)cc1)NCCC(=O)O,0
DB01013,CHEMBL1159650,C(=O)(O[C@@]1(C(=O)CCl)[C@@]2([C@H]([C@H]3[C@@](F)([C@@]4(C(=CC(=O)C=C4)CC3)C)[C@@H](O)C2)C[C@@H]1C)C)CC,0
DB01012,CHEMBL1201284,C(F)(F)(F)c1cc(ccc1)CCCN[C@@H](c2c3c(ccc2)cccc3)C,0
DB01011,CHEMBL934,C(C(c1cnccc1)(C)C)(=O)c2cnccc2,0
DB01010,CHEMBL1104,c1([N+](CC)(C)C)cc(O)ccc1,0
DB01009,CHEMBL571,C(=O)(c1cc(C(C(=O)O)C)ccc1)c2ccccc2,0
DB01008,CHEMBL820,O=S(=O)(OCCCCOS(=O)(=O)C)C,0
DB01007,CHEMBL1200438,O(C(c1c(Cl)cc(Cl)cc1)Cn2cncc2)Cc3c(Cl)scc3,0
DB01006,CHEMBL1444,C(#N)c1ccc(C(c2ccc(C#N)cc2)n3ncnc3)cc1,0
DB01005,CHEMBL467,C(=O)(NO)N,0
DB01004,CHEMBL182,O=C1c2c(N=C(N1)N)n(cn2)COC(CO)CO,0
DB01003,CHEMBL428880,C(=O)(C1Oc2c(C(=O)C=1)c(OCC(O)COc3c4C(=O)C=C(C(=O)O)Oc4ccc3)ccc2)O,0
DB01001,CHEMBL714,C(NCC(c1cc(c(O)cc1)CO)O)(C)(C)C,0
DB01000,CHEMBL1200356,C(=O)(C1(N)CCCCC1)N[C@@H]2C(=O)N3[C@@H](C(=O)O)C(S[C@@H]32)(C)C,0
DB00999,CHEMBL435,O=S(=O)(c1c(Cl)cc2c(S(=O)(=O)NCN2)c1)N,0
DB00998,CHEMBL1279,C(=O)(c1cc2c3c([nH]c2cc1)CC[C@@H](NC)C3)N,0
DB00996,CHEMBL940,C(=O)(O)CC1(CN)CCCCC1,0
DB00995,CHEMBL1366,C(=O)(O[C@@H]1[C@@H](OC(=O)C)[C@H](S[Au-][P+](CC)(CC)CC)O[C@@H]([C@H]1OC(=O)C)COC(=O)C)C,0
DB00993,CHEMBL1542,O=[N+](c1c(Sc2c3c(nc[nH]3)ncn2)n(cn1)C)[O-],0
DB00992,CHEMBL1096562,C(=O)(OC)CCC(=O)CN,0
DB00991,CHEMBL1071,C(=O)(O)CCc1nc(c(-c2ccccc2)o1)-c3ccccc3,0
DB00990,CHEMBL1200374,O=C1C=C2C(=C)C[C@H]3[C@H]4[C@@](C(=O)CC4)(CC[C@@H]3[C@]2(C=C1)C)C,0
DB00989,CHEMBL636,C(N(CC)C)(=O)Oc1cc([C@@H](N(C)C)C)ccc1,0
DB00988,CHEMBL59,c1(c(O)ccc(c1)CCN)O,0
DB00987,CHEMBL803,O=C1N=C(C=CN1[C@@H]2O[C@@H]([C@@H](O)[C@@H]2O)CO)N,0
DB00986,CHEMBL1201335,C(C(c1ccccc1)(O)C2CCCC2)(=O)OC3C[N+](CC3)(C)C,0
DB00984,CHEMBL1200412,C(=O)(O[C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@H]4C(=CC(=O)CC4)CC3)CC2)CC1)C)CCc5ccccc5,0
DB00983,CHEMBL1256786,O=CNc1c(O)ccc(C(O)CNC(Cc2ccc(OC)cc2)C)c1,0
DB00982,CHEMBL547,C(=O)(/C=C(\C=C\C=C(\C=C\C1=C(CCCC1(C)C)C)/C)/C)O,0
DB00981,CHEMBL94,C(=O)(Oc1cc2c(N([C@@H]3[C@]2(CCN3C)C)C)cc1)NC,0
DB00980,CHEMBL1218,C(=O)(NCC[C@H]1c2c3c(OCC3)ccc2CC1)CC,0
DB00979,CHEMBL1201338,C(=O)(OCCN(C)C)C(c1ccccc1)C2(O)CCCC2,0
DB00978,CHEMBL561,C(=O)(C1C(=O)c2c(c(F)c(c(F)c2)N3CC(NCC3)C)N(C=1)CC)O,0
DB00977,CHEMBL691,C([C@]1([C@@]2([C@H]([C@H]3[C@@H](c4c(cc(O)cc4)CC3)CC2)CC1)C)O)#C,0
