DrugBank ID,CHEMBL_21July2021,smiles,withdrawn
DB09090,CHEMBL1909324,O(c1c(OC)cc(c(Br)c1)C[N+]2(CCOCCC3C4C(C(C4)CC3)(C)C)CCOCC2)C,0
DB09089,CHEMBL190044,C(=O)(OCC(N(C)C)(c1ccccc1)CC)c2cc(OC)c(OC)c(OC)c2,0
DB09086,CHEMBL42710,O(c1c(O)ccc(c1)CC=C)C,0
DB09085,CHEMBL698,C(=O)(OCCN(C)C)c1ccc(NCCCC)cc1,0
DB09084,CHEMBL12610,N(CCCOc1c2c(n(n1)Cc3ccccc3)cccc2)(C)C,0
DB09083,CHEMBL471737,N(C[C@@H]1c2c(cc(OC)c(OC)c2)C1)(CCCN3C(=O)Cc4c(cc(OC)c(OC)c4)CC3)C,0
DB09082,CHEMBL1198857,O(Cc1c(Cl)cccc1Cl)CCOCCCCCCNC[C@@H](c2cc(c(O)cc2)CO)O,0
DB09081,CHEMBL252556,O=C1C(OC)=C(OC)C(=O)C(=C1CCCCCCCCCCCCO)C,0
DB09080,CHEMBL605846,C(NC[C@@H](c1c2c(cc(O)c1)NC(=O)CO2)O)(Cc3ccc(OC)cc3)(C)C,0
DB09079,CHEMBL502835,C(=O)(OC)c1cc2c(/C(=C(\c3ccccc3)/Nc4ccc(N(C(=O)CN5CCN(CC5)C)C)cc4)/C(=O)N2)cc1,0
DB09078,CHEMBL1289601,C(=O)(c1c(OC)cc2c(c(Oc3cc(Cl)c(NC(=O)NC4CC4)cc3)ccn2)c1)N,0
DB09076,CHEMBL1187833,C(c1ccccc1)(c2ccccc2)(C34CC[N+](CCOCc5ccccc5)(CC3)CC4)O,0
DB09075,CHEMBL1269025,C(C(=O)N[C@@H]1[C@H](NC(=O)c2nc3c(s2)CN(CC3)C)C[C@@H](C(N(C)C)=O)CC1)(=O)Nc4ncc(Cl)cc4,0
DB09074,CHEMBL521686,C(=O)(c1c(F)ccc(c1)CC2c3c(C(=O)NN=2)cccc3)N4CCN(C(=O)C5CC5)CC4,0
DB09073,CHEMBL189963,C(=O)(C1C(=O)N(c2c(C=1C)cnc(n2)Nc3ncc(N4CCNCC4)cc3)C5CCCC5)C,0
DB09072,CHEMBL1200682,C(=O)([O-])CCCO,0
DB09071,CHEMBL2103822,C(=O)(NC[C@H]1[C@H](c2c3c(OCC3)ccc2)C1)CC,0
DB09070,CHEMBL2103774,C([C@]1([C@@]2([C@H]([C@H]3[C@@H](C4=C(CC(=O)CC4)C[C@H]3C)CC2)CC1)C)O)#C,0
DB09069,CHEMBL203266,O(c1c(OC)c(ccc1OC)CN2CCNCC2)C,0
DB09068,CHEMBL2104993,S(c1c(N2CCNCC2)cccc1)c3c(cc(cc3)C)C,0
DB09065,CHEMBL2095208,C(N(Cc1nc(sc1)C(C)C)C)(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)CC[C@@H](NC(=O)OCc3scnc3)Cc4ccccc4)CCN5CCOCC5,0
DB09064,CHEMBL557555,C(C(Oc1ccc(cc1)C2C(Cl)(Cl)C2)(C)C)(=O)O,0
DB09063,CHEMBL2403108,O=S(=O)(c1c(Nc2c(Cl)cnc(n2)Nc3c(OC(C)C)cc(c(c3)C)C4CCNCC4)cccc1)C(C)C,0
DB09061,CHEMBL190461,C([C@H]1[C@H](c2c(O)cc(cc2O)CCCCC)C=C(CC1)C)(=C)C,0
DB09060,CHEMBL1689063,C(=O)([C@H]1N2C(=O)N(OS(=O)(=O)O)[C@@H](C2)CC1)N,0
DB09059,CHEMBL382301,C(=O)(N1[C@H](C(=O)N[C@H](C(=O)NCC(=O)N)CCCN)CCC1)[C@H]2NC(=O)[C@@H](NC(=O)[C@H]([C@H](O)C)NC(=O)[C@H]([C@H](CC)C)NC(=O)[C@H](NC(=O)CCSSC2)Cc3ccc(OCC)cc3)CC(=O)N,0
DB09056,CHEMBL489411,C(c1ccc(cc1)CC(CN2C[C@@H](O[C@@H](C2)C)C)C)(CC)(C)C,0
DB09055,CHEMBL345714,C(=O)(c1ncc([n+]([O-])c1)C)O,0
DB09054,CHEMBL2216870,O=C1c2c(F)cccc2N=C(N1c3ccccc3)[C@@H](Nc4c5c(ncn4)[nH]cn5)CC,0
DB09053,CHEMBL1873475,C(=O)(N1C[C@H](n2c3c(c(-c4ccc(Oc5ccccc5)cc4)n2)c(ncn3)N)CCC1)C=C,0
DB09050,CHEMBL2103872,C(/C(=N\OC(C(=O)O)(C)C)/c1nc(sn1)N)(=O)N[C@@H]2C(=O)N3C(C(=O)[O-])=C(C[n+]4n(c(c(NC(=O)NCCN)c4)N)C)CS[C@@H]32,0
DB09049,CHEMBL2219418,O([C@@H]1[C@H]2[C@]34c5c(c(O)ccc5C[C@H]([C@]3(O)CC1)N(CC=C)CC4)O2)CCOCCOCCOCCOCCOCCOCCOC,0
DB09048,CHEMBL206253,C(C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(C)C)(N(c2c(-c3c(cccc3)C)cc(nc2)N4CCN(CC4)C)C)=O,0
DB09047,CHEMBL1908370,C(#N)c1c(c(F)cc2C(=O)C(C(=O)O)=CN(c12)C3CC3)N4C[C@@H]5OCCN[C@H]5C4,0
DB09042,CHEMBL2105669,O=P(OC[C@@H]1OC(=O)N(c2cc(F)c(-c3cnc(-c4nnn(n4)C)cc3)cc2)C1)(O)O,0
DB09041,CHEMBL443052,Fc1cc2c(B(OC2)O)cc1,0
DB09040,CHEMBL2103877,[C@@](c1c(F)cc(F)cc1)([C@H](N2CCC(=C)CC2)C)(O)Cn3ncnc3,0
DB09039,CHEMBL2110588,C(=O)(N[C@@H]([C@@H](c1cc2c(OCCO2)cc1)O)CN3CCCC3)CCCCCCC,0
DB09038,CHEMBL2107830,O(c1ccc(cc1)Cc2c(Cl)ccc(c2)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO)[C@@H]4COCC4,0
DB09034,CHEMBL1083659,C(=O)(c1c(-n2nccn2)ccc(c1)C)N3[C@@H](CCN(c4nc5c(o4)ccc(Cl)c5)CC3)C,0
DB09031,CHEMBL125,O=P(OCC[N+](C)(C)C)(OCCCCCCCCCCCCCCCC)[O-],0
DB09030,CHEMBL493982,C(=O)(OCC)N[C@H]1C[C@@H]2[C@H]([C@H](/C=C/c3ncc(-c4cc(F)ccc4)cc3)[C@H]5[C@H](C(=O)O[C@@H]5C)C2)CC1,0
DB09027,CHEMBL2374220,C(=O)(OC)N[C@H](C(=O)N1[C@H](c2nc3c(ccc(-c4cc5c(-c6c(C5(F)F)cc(-c7nc([C@H]8N(C(=O)[C@H](C(C)C)NC(=O)OC)CC9(C8)CC9)[nH]c7)cc6)cc4)c3)[nH]2)[C@@H]%10C[C@H]1CC%10)C(C)C,0
DB09026,CHEMBL1639,C(C(CNC(=O)[C@H](C(C)C)C[C@@H]([C@H](C[C@@H](C(C)C)Cc1cc(OCCCOC)c(OC)cc1)N)O)(C)C)(=O)N,0
DB09020,CHEMBL942,C(=O)(Oc1ccc(C(c2ncccc2)c3ccc(OC(=O)C)cc3)cc1)C,0
DB09019,CHEMBL253376,N(C1CCCCC1)(Cc2c(c(Br)cc(Br)c2)N)C,0
DB09009,CHEMBL1093,C(=O)(OC)c1c(c(cs1)C)NC(=O)C(NCCC)C,0
DB08995,CHEMBL231884,O=C1c2c(OC(c3cc(c(OC)cc3)O)=C1)cc(O[C@@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O)CO[C@@H]5O[C@H]([C@H](O)[C@@H](O)[C@H]5O)C)cc2O,0
DB08987,CHEMBL492,C(=O)(C(N(CCC)CC)CC)Nc1c(cccc1C)C,0
DB08981,CHEMBL277522,C(=O)(c1ccc(-c2ccccc2)cc1)CCC(=O)O,0
DB08967,CHEMBL346977,N(S(=O)(=O)c1cc2c(Sc3c(N2CC(N(C)C)C)cccc3)cc1)(C)C,0
DB08966,CHEMBL1740659,C(=C(/SSCC1OCCC1)\CCO)(\N(C=O)Cc2c(nc(nc2)C)N)/C,0
DB08958,CHEMBL144673,C1(N)(CN(CC(CCCC)CC)CN(CC(CCCC)CC)C1)C,0
DB08947,CHEMBL1200932,C(=O)(c1c(I)c(C(=O)NC(CO)CO)c(I)c(c1I)NC(=O)[C@@H](O)C)NC(CO)CO,0
DB08943,CHEMBL1571863,O(C(c1c(Cl)cc(Cl)cc1)Cn2cncc2)Cc3c(Cl)cccc3Cl,0
DB08936,CHEMBL22150,Clc1ccc(C(c2ccccc2)N3CCN(CC3)C)cc1,0
DB08934,CHEMBL1259059,C(=O)(OC(C)C)[C@@H](N[P@@](=O)(Oc1ccccc1)OC[C@H]2O[C@H]([C@](F)([C@@H]2O)C)N3C(=O)NC(=O)C=C3)C,0
DB08933,CHEMBL2105689,C(/C(=C1\S[C@H](c2c(Cl)cc(Cl)cc2)CS\1)/n3cncc3)#N,0
DB08932,CHEMBL2103873,O=S(=O)(Nc1c(c(OCCOc2ncc(Br)cn2)ncn1)-c3ccc(Br)cc3)NCCC,0
DB08931,CHEMBL2107834,C(N(c1c(nc(-c2c3c(nccc3)n(n2)Cc4c(F)cccc4)nc1N)N)C)(=O)OC,0
DB08930,CHEMBL1229211,C(=O)(C1C(=O)C(=C2C(=O)N3[C@@H](OCC[C@H]3C)CN2C=1)O)NCc4c(F)cc(F)cc4,0
DB08916,CHEMBL1173655,C(=O)(/C=C/CN(C)C)Nc1c(O[C@@H]2COCC2)cc3c(c(ncn3)Nc4cc(Cl)c(F)cc4)c1,0
DB08912,CHEMBL2028663,C(c1nc(c(-c2nc(ncc2)N)s1)-c3c(F)c(NS(=O)(=O)c4c(F)cccc4F)ccc3)(C)(C)C,0
DB08911,CHEMBL2103875,C(=O)(Nc1cc(N2C(=O)N(C(=O)C3C2=C(C(=O)N(C=3Nc4c(F)cc(I)cc4)C)C)C5CC5)ccc1)C,0
DB08910,CHEMBL43452,O=C1c2c(C(=O)N1C3C(=O)NC(=O)CC3)cccc2N,0
DB08909,CHEMBL2105745,C(=O)(OC(COC(=O)CCCc1ccccc1)COC(=O)CCCc2ccccc2)CCCc3ccccc3,0
DB08908,CHEMBL2107333,C(=O)(OC)/C=C/C(=O)OC,0
DB08907,CHEMBL2048484,Fc1ccc(-c2sc(cc2)Cc3c(ccc(c3)[C@@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O)CO)C)cc1,0
DB08906,CHEMBL1676,C(=O)(O[C@@]1(C(=O)SCF)[C@@]2([C@H]([C@H]3[C@@](F)([C@@]4(C(=CC(=O)C=C4)[C@@H](F)C3)C)[C@@H](O)C2)C[C@H]1C)C)c5occc5,0
DB08903,CHEMBL376488,[C@](c1c2c(ccc1)cccc2)([C@@H](c3c(OC)nc4c(c3)cc(Br)cc4)c5ccccc5)(O)CCN(C)C,0
DB08901,CHEMBL1171837,C(#Cc1n2c(nc1)C=CC=N2)c3c(ccc(C(=O)Nc4cc(C(F)(F)F)c(cc4)CN5CCN(CC5)C)c3)C,0
DB08899,CHEMBL1082407,C(#N)c1c(C(F)(F)F)cc(N2C(=O)C(N(C2=S)c3cc(F)c(C(=O)NC)cc3)(C)C)cc1,0
DB08897,CHEMBL1194325,C(C(c1sccc1)(c2sccc2)O)(=O)O[C@@H]3C4CC[N+](CCCOc5ccccc5)(C3)CC4,0
DB08896,CHEMBL1946170,C(=O)(c1nccc(Oc2cc(F)c(NC(=O)Nc3cc(C(F)(F)F)c(Cl)cc3)cc2)c1)NC,0
DB08895,CHEMBL221959,C(#N)CC(=O)N1C[C@H](N(c2c3c(ncn2)[nH]cc3)C)[C@@H](CC1)C,0
DB08893,CHEMBL2095212,C(=O)(Nc1ccc(cc1)CCNC[C@@H](c2ccccc2)O)Cc3nc(sc3)N,0
DB08890,CHEMBL3301675,C(=O)([C@@H](NC(=O)[C@H]1NC(=O)CNC(=O)[C@H]([C@H](O)C)NC(=O)[C@H]2NC(=O)[C@@H](NC(=O)[C@H]3N(C(=O)[C@@H](NC(=O)[C@H]4NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CSSC4)CSSC2)CCC(=O)O)Cc5ccc(O)cc5)CSSC1)CC(=O)N)CCC3)C)Cc6ccc(O)cc6)O,0
DB08889,CHEMBL451887,C(=O)([C@@]1(OC1)C)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CN2CCOCC2)CCc3ccccc3)CC(C)C)Cc4ccccc4)CC(C)C,0
DB08887,CHEMBL2095209,C(=O)(OCC)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,0
DB08883,CHEMBL1214124,C(#N)c1c(C2C(=O)N(c3ccccc3)C=C(c4ncccc4)C=2)cccc1,0
DB08882,CHEMBL237500,C(#CC)Cn1c2C(=O)N(C(=O)N(c2nc1N3C[C@H](N)CCC3)C)Cc4nc5c(c(n4)C)cccc5,0
DB08881,CHEMBL1229517,C(=O)(c1c(F)c(NS(=O)(=O)CCC)ccc1F)c2c3c(ncc(-c4ccc(Cl)cc4)c3)[nH]c2,0
DB08880,CHEMBL973,C(/C(/C(=O)Nc1ccc(C(F)(F)F)cc1)=C(/O)\C)#N,0
DB08877,CHEMBL1789941,C(#N)C[C@@H](n1ncc(-c2c3c(ncn2)[nH]cc3)c1)C4CCCC4,0
DB08875,CHEMBL2105717,C(=O)(C1(C(=O)Nc2ccc(F)cc2)CC1)Nc3ccc(Oc4c5c(ncc4)cc(OC)c(OC)c5)cc3,0
DB08874,CHEMBL1255800,C(=O)(O[C@@H]1[C@H](O[C@@H](OC/C2/C(=O)O[C@H]([C@H](O)C)C/C=C(/C=C(/[C@H](O[C@@H]3OC([C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]3O)(C)C)[C@H](/C=C(/[C@@H](O)C/C=C/C=2)\C)CC)\C)\C)[C@@H](OC)[C@H]1O)C)c4c(c(Cl)c(c(Cl)c4CC)O)O,0
DB08872,CHEMBL1628502,C(=O)(OC(OC(=O)NCC1(CC(=O)O)CCCCC1)C)C(C)C,0
DB08871,CHEMBL1683590,O=C1C[C@@H]2[C@@H](OC)[C@H](O[C@H]2C[C@@H]3C([C@@H](C[C@@H](O3)CC[C@H]4C(=C)C[C@@H](O4)CC[C@]56O[C@@H]7[C@@H]8O[C@@H]9[C@H](O[C@@H](C1)CC9)[C@H](O5)[C@@H]8O[C@H]7C6)C)=C)C[C@H](O)CN,0
DB08868,CHEMBL314854,C(CO)(CO)(CCc1ccc(cc1)CCCCCCCC)N,0
DB08867,CHEMBL2103846,C(=O)([C@@]1([C@@]2([C@H]([C@H]3C(=C4C(=CC(=O)CC4)CC3)[C@@H](c5ccc(N(C)C)cc5)C2)CC1)C)O)C,0
DB08865,CHEMBL601719,O(c1c(ncc(-c2cnn(c2)C3CCNCC3)c1)N)[C@@H](c4c(Cl)c(F)ccc4Cl)C,0
DB08864,CHEMBL175691,C(#N)c1ccc(Nc2nc(Nc3c(cc(/C=C/C#N)cc3C)C)ccn2)cc1,0
DB08860,CHEMBL1201753,C(=O)(O)C[C@H](O)C[C@@H](/C=C/c1c(c2c(nc1C3CC3)cccc2)-c4ccc(F)cc4)O,0
DB08842,CHEMBL1697733,C(=O)(O[C@H](CC(=O)[O-])C[N+](C)(C)C)C,0
DB08828,CHEMBL473417,C(=O)(c1c(Cl)cc(S(=O)(=O)C)cc1)Nc2cc(c(Cl)cc2)-c3ncccc3,0
DB08827,CHEMBL354541,C(=O)(c1c(-c2ccc(C(F)(F)F)cc2)cccc1)NC3CCN(CCCCC4(C(=O)NCC(F)(F)F)c5c(-c6c4cccc6)cccc5)CC3,0
DB08826,CHEMBL70927,O=C1C(=C(N(C=C1)C)C)O,0
DB08824,CHEMBL3989517,C(=O)(OC)[C@H]1[C@@H](c2ccc([123I])cc2)C[C@H]3N([C@@H]1CC3)CCCF,0
DB08823,CHEMBL2040681,N([C@@H]1[C@H](O[C@@H](O[C@@H]2[C@H](C(=O)C3=C[C@@H]4[C@@H](C=C[C@H]5[C@H]4C[C@H](O[C@@H]6O[C@H]([C@H](OC)[C@@H](OC)[C@H]6OC)C)C5)[C@@H]3CC(=O)O[C@@H](CC)CCC2)C)CC1)C)(C)C,0
DB08822,CHEMBL2028661,C(=O)(OCC1=C(OC(=O)O1)C)c2c3c(nc(OCC)n3Cc4ccc(-c5c(C6=NOC(=O)N6)cccc5)cc4)ccc2,0
DB08820,CHEMBL2010601,C(=O)(C1C(=O)c2c(cccc2)NC=1)Nc3c(C(C)(C)C)cc(C(C)(C)C)c(O)c3,0
DB08819,CHEMBL1963683,C(=O)(OC(C)C)CCC/C=C\C[C@@H]1[C@@H](/C=C/C(F)(F)COc2ccccc2)[C@H](O)C[C@@H]1O,0
DB08818,CHEMBL1697748,C(=O)(O)[C@H]1O[C@@H](OC2[C@@H](NC(=O)C)[C@@H](O[C@@H]([C@H]2O)CO)O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]3O[C@@H]([C@@H](O)C(O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)[C@H]3NC(=O)C)CO,0
DB08816,CHEMBL398435,O([C@@H]1[C@@H](O)[C@@H](O)[C@H](n2c3c(c(nc(SCCC)n3)N[C@H]4[C@H](c5cc(F)c(F)cc5)C4)nn2)C1)CCO,0
DB08815,CHEMBL1237021,O=C1N(C(=O)[C@H]2[C@@H]1[C@H]3C[C@@H]2CC3)C[C@H]4[C@H](CN5CCN(c6c7c(sn6)cccc7)CC5)CCCC4,0
DB08814,CHEMBL1332032,C(=O)(Oc1c(C(=O)O)ccc(C(F)(F)F)c1)C,0
DB08809,CHEMBL13960,C(=O)(C(Cl)Cl)O,0
DB08804,CHEMBL1200946,C(=O)(O[C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@H]4C(=CC(=O)CC4)CC3)CC2)CC1)C)CCCCCCCCC,0
DB08801,CHEMBL22108,N(CCC1=C(c2c(cccc2)C1)C(c3ncccc3)C)(C)C,0
DB08799,CHEMBL1305,N(c1ccccc1)(CC2=NCCN2)Cc3ccccc3,0
DB08797,CHEMBL27577,C(=O)(c1c(O)cccc1)N,0
DB08604,CHEMBL849,O(c1c(Cl)cc(Cl)cc1)c2c(O)cc(Cl)cc2,0
DB08439,CHEMBL1206690,C(=O)(NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1)CC,0
DB08329,CHEMBL328560,O=S(=O)(c1ccc(N2S(=O)(=O)CCCC2)cc1)N,0
DB07776,CHEMBL275638,O=C1c2c(OC(c3ccccc3)=C1)cccc2,0
DB07565,CHEMBL1201281,C(=O)(OC[C@H]([C@@H](c1ccc([N+](=O)[O-])cc1)O)NC(=O)C(Cl)Cl)CCC(=O)O,0
DB06827,CHEMBL3085436,C(=O)(N[C@@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N/C(/C(=O)N[C@H](C(=O)NC1)[C@@H]2NC(=N)N[C@@H](O)C2)=C\NC(=O)N)CO)CO)C[C@H](CCCN)N,0
DB06826,CHEMBL1201407,C(=O)(O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CCC(=O)CCCCCCC,0
DB06825,CHEMBL1201334,C(=O)(N1[C@H](C(=O)NCC(=O)N)CCC1)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]2NC(=O)CC2)Cc3nc[nH]c3)Cc4c5c(cccc5)[nH]c4)CO)Cc6ccc(O)cc6)Cc7c8c(cccc8)[nH]c7)CC(C)C)CCCNC(=N)N,0
DB06824,CHEMBL609,N(CCNCCN)CCN,0
DB06823,CHEMBL1314,C(=O)(C(S)C)NCC(=O)O,0
DB06821,CHEMBL1200359,O=S(=O)(c1ccc(cc1)N)Nc2ncc(OC)cn2,0
DB06820,CHEMBL1221,S(C(c1c(Cl)cc(Cl)cc1)Cn2cncc2)Cc3ccc(Cl)cc3,0
DB06819,CHEMBL1469,C(=O)(O)CCCc1ccccc1,0
DB06817,CHEMBL254316,C(=O)(C1=C(C(=O)N(C(C(NC(=O)c2nnc(o2)C)(C)C)=N1)C)O)NCc3ccc(F)cc3,0
DB06816,CHEMBL1201303,N(c1cc2c([n+](c(/C=C/c3c(n(-c4ccccc4)c(c3)C)C)cc2)C)cc1)(C)C,0
DB06815,CHEMBL1356238,c1([n+]([O-])cccc1)S,0
DB06814,CHEMBL1201273,c12c(OCO1)ccc(c2)CC(NCC(c3cc(c(O)cc3)O)O)C,0
DB06813,CHEMBL1201746,C(#C)CC(c1ccc(C(=O)N[C@H](C(=O)O)CCC(=O)O)cc1)Cc2nc3c(nc(nc3N)N)nc2,0
DB06811,CHEMBL1231723,O(CCOCCOCCOCCOCCO)CCOCCOCCOCCOCCCCCCCCCCCC,0
DB06809,CHEMBL18442,c1(ccc(cc1)CN2CCNCCCNCCNCCC2)CN3CCNCCCNCCNCCC3,0
DB06807,CHEMBL1200868,C(=O)(Oc1ccccc1)c2c(O)cc(cc2)N,0
DB06803,CHEMBL1448,C(=O)(c1c(O)ccc(Cl)c1)Nc2c(Cl)cc([N+](=O)[O-])cc2,0
DB06802,CHEMBL1021,C(=O)(c1c(c(ccc1)CC(=O)N)N)c2ccccc2,0
DB06800,CHEMBL1186579,O=C1[C@H]2[C@]34c5c(c(O)ccc5C[C@H]([C@]3(O)CC1)[N@@+](CC6CC6)(CC4)C)O2,0
DB06799,CHEMBL1201270,N12CN3CN(C1)CN(C2)C3,0
DB06797,CHEMBL1200922,C(=O)(OCC(C(CC)C)(COC(=O)N)C)N,0
DB06795,CHEMBL419,O=S(=O)(c1ccc(cc1)CN)N,0
DB06794,CHEMBL1201266,C(#N)c1cc(c(Cl)c(NC(C(=O)O)=O)c1)NC(C(=O)O)=O,0
DB06791,CHEMBL1201185,C(=O)(C(Cc1cc2c(cc1)cccc2)N)NC3C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N)C(O)C)CSSC3)C(C)C)CCCCN)Cc4c5c(cccc5)[nH]c4)Cc6ccc(O)cc6,0
DB06789,CHEMBL1200848,C(=O)(O[C@@]1(C(=O)C)[C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)CC4)CC3)C)CC2)CC1)C)CCCCC,0
DB06788,CHEMBL1201255,C(=O)(N1[C@H](C(=O)NCC)CCC1)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]2NC(=O)CC2)Cc3nc[nH]c3)Cc4c5c(cccc5)[nH]c4)CO)Cc6ccc(O)cc6)Cc7ncn(c7)Cc8ccccc8)CC(C)C)CCCNC(=N)N,0
DB06787,CHEMBL1201325,C(c1ccccc1)(O)(C2CCCCC2)CN3CC[N+](CC3)(C)C,0
DB06785,CHEMBL1251,C(=NCCCC[C@@H](C(=O)N1[C@H](C(=O)N[C@@H](C(=O)N)C)CCC1)NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)C)Cc2cc3c(cc2)cccc3)Cc4ccc(Cl)cc4)Cc5cnccc5)CO)Cc6ccc(O)cc6)CCCCN=C(NCC)NCC)CC(C)C)(NCC)NCC,0
DB06782,CHEMBL1597,C(S)(CO)CS,0
DB06781,CHEMBL1201749,C(=O)(O[C@@]1(C(=O)COC(=O)C)[C@@]2([C@H]([C@H]3[C@@](F)([C@@]4(C(=CC(=O)C=C4)[C@@H](F)C3)C)[C@@H](O)C2)CC1)C)CCC,0
DB06780,CHEMBL1200542,C(=O)(OCC(=O)[C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)CC4)CC3)C)CC2)CC1)C)C,0
DB06777,CHEMBL240597,C(=O)(O)CC[C@H]([C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4([C@H](C[C@H]3O)C[C@H](O)CC4)C)CC2)CC1)C)C,0
DB06775,CHEMBL1201780,C(=O)([C@@H](NC(=O)N)CCC(=O)O)O,0
DB06774,CHEMBL294199,C(=O)(NCc1cc(OC)c(O)cc1)CCCC/C=C/C(C)C,0
DB06772,CHEMBL1201748,C(=O)(O[C@@H]1[C@]2(C(C(=C([C@@H](OC(=O)[C@@H]([C@H](c3ccccc3)NC(=O)OC(C)(C)C)O)C2)C)[C@@H](OC)C(=O)[C@@]4([C@@H](OC)C[C@@H]5[C@](OC(=O)C)([C@H]41)CO5)C)(C)C)O)c6ccccc6,0
DB06771,CHEMBL1201760,C(=O)(C1C(=O)c2c(c(Cl)c(c(F)c2)N3C[C@H](N)CCCC3)N(C=1)C4CC4)O,0
DB06770,CHEMBL720,c1(ccccc1)CO,0
DB06769,CHEMBL487253,C(=O)(O)CCCc1nc2c(n1C)ccc(N(CCCl)CCCl)c2,0
DB06766,CHEMBL1201747,O=Cc1n2c(C(c3c(cccc3)CC2)=C4CCN(CC4)C)nc1,0
DB06764,CHEMBL1266,c12c(cccc1)CCCC2C3=NCCN3,0
DB06762,CHEMBL1159,C(#N)N/C(=N\c1ccncc1)/NC(C(C)(C)C)C,0
DB06756,CHEMBL1182,C(=O)([O-])C[N+](C)(C)C,0
DB06755,CHEMBL1293,C(/C=C/C1=C(CCCC1(C)C)C)(=C\C=C\C(=C\C=C\C=C(\C=C\C=C(\C=C\C2=C(CCCC2(C)C)C)/C)/C)\C)\C,0
DB06751,CHEMBL551978,O(c1c(OCC)cc2c(/C(=C/c3cc(OCC)c(OCC)cc3)/NCC2)c1)CC,0
DB06742,CHEMBL153479,Brc1c(c(cc(Br)c1)CNC2CCC(O)CC2)N,0
DB06736,CHEMBL93645,C(=O)(OCC(=O)O)Cc1c(Nc2c(Cl)cccc2Cl)cccc1,0
DB06729,CHEMBL1109,O=S(=O)(c1ccc(cc1)N)Nc2n(-c3ccccc3)ncc2,0
DB06725,CHEMBL1569487,C(=O)(C1=C(c2c(S(=O)(=O)N1C)cc(Cl)s2)O)Nc3ncccc3,0
DB06718,CHEMBL2079587,c12c(c[nH]n1)C[C@@]3([C@@H]4[C@H]([C@H]5[C@@]([C@@](O)(CC5)C)(CC4)C)CC[C@H]3C2)C,0
DB06717,CHEMBL1199324,C(F)(F)(F)c1cc(C(F)(F)F)cc([C@H](O[C@H]2OCCN([C@H]2c3ccc(F)cc3)CC4=NC(=O)N(P(=O)(O)O)N4)C)c1,0
DB06716,CHEMBL1201766,O=P(OCOc1c(C(C)C)cccc1C(C)C)(O)O,0
DB06714,CHEMBL2105275,C(NC)(CC1CCCCC1)C,0
DB06713,CHEMBL1200807,C([C@]1([C@@]2([C@H]([C@H]3[C@@H]([C@@H]4C(=CC(=NO)CC4)CC3)CC2)CC1)CC)O)#C,0
DB06712,CHEMBL517427,C(#N)C1=C(C(=O)OC)C(C(C(=O)OC(C)C)=C(N1)C)c2cc([N+](=O)[O-])ccc2,0
DB06711,CHEMBL761,c12c(cccc1CC3=NCCN3)cccc2,0
DB06710,CHEMBL1395,O=C1C=C2[C@@]([C@@H]3[C@H]([C@H]4[C@@]([C@@](O)(CC4)C)(CC3)C)CC2)(CC1)C,0
DB06709,CHEMBL978,C(=O)(OC(C[N+](C)(C)C)C)C,0
DB06708,CHEMBL38827,N(CC(c1c2-c3c(/C(/c2cc(Cl)c1)=C/c4ccc(Cl)cc4)cc(Cl)cc3)O)(CCCC)CCCC,0
DB06707,CHEMBL677,c1(c(O)ccc([C@H]([C@@H](N)C)O)c1)O,0
DB06706,CHEMBL1697841,C(=CCCC(NC)C)(C)C,0
