,Identifier,smiles,withdrawn
205,DB00337,C(=C/[C@H]1C[C@@H](OC)[C@@H](Cl)CC1)(\[C@H]2OC(=O)[C@H]3N(C(=O)C(=O)[C@@]4(O[C@@H]([C@@H](OC)C[C@H]4C)[C@@H](OC)C[C@H](C/C(=C/[C@H](C(=O)C[C@H](O)[C@H]2C)CC)/C)C)O)CCCC3)/C,0
206,DB00338,O=S(c1nc2c(cc(OC)cc2)[nH]1)Cc3c(c(OC)c(cn3)C)C,0
207,DB00339,C(=O)(c1nccnc1)N,0
208,DB00340,c12c(cccc1)C(c3c(S2)cccc3)CC4CN(CCC4)C,0
209,DB00341,C(=O)(O)COCCN1CCN(C(c2ccc(Cl)cc2)c3ccccc3)CC1,0
210,DB00342,C(c1ccccc1)(c2ccccc2)(O)C3CCN(CCCC(c4ccc(C(C)(C)C)cc4)O)CC3,1
211,DB00343,C(=O)(O[C@H]1C(=O)N(c2c(S[C@H]1c3ccc(OC)cc3)cccc2)CCN(C)C)C,0
212,DB00344,c12c(cccc1)C(c3c(C=C2)cccc3)CCCNC,0
213,DB00345,C(=O)(c1ccc(cc1)N)NCC(=O)O,0
214,DB00346,C(=O)(NCCCN(c1nc2c(c(n1)N)cc(OC)c(OC)c2)C)C3OCCC3,0
215,DB00347,O=C1C(OC(=O)N1C)(C)C,0
216,DB00348,C(=O)(c1c([N+](=O)[O-])cc(C(F)(F)F)cc1)C2C(=O)CCCC2=O,0
217,DB00349,O=C1N(c2c(N(C(=O)C1)C)ccc(Cl)c2)c3ccccc3,0
218,DB00350,c1(nc([n+](c(c1)N)[O-])N)N2CCCCC2,0
219,DB00351,C(=O)(O[C@@]1(C(=O)C)[C@@]2([C@H]([C@@H]3C=C(C4[C@@]([C@H]3CC2)(CCC(=O)C=4)C)C)CC1)C)C,0
220,DB00352,S=C1c2c(nc[nH]2)NC(=N1)N,0
221,DB00353,C(=O)(N[C@H](CO)CC)[C@@H]1C=C2c3c4c(ccc3)[nH]cc4C[C@H]2N(C1)C,0
222,DB00354,C(c1ccc(cc1)CN2CCN(C(c3ccc(Cl)cc3)c4ccccc4)CC2)(C)(C)C,0
223,DB00355,C(/C(=N\OC(C(=O)O)(C)C)/c1nc(sc1)[NH3+])(=O)N[C@@H]2C(=O)N(S(=O)(=O)[O-])[C@H]2C,0
224,DB00356,O=C1Oc2c(cc(Cl)cc2)N1,0
225,DB00357,O=C1C(c2ccc(cc2)N)(CC)CCC(=O)N1,0
226,DB00358,C(F)(F)(F)c1c2c(c(C(O)C3NCCCC3)cc(C(F)(F)F)n2)ccc1,0
227,DB00359,O=S(=O)(c1ccc(cc1)N)Nc2ncccn2,0
228,DB00360,O=C1C2=C(N=C(N1)N)NC[C@H]([C@H]([C@@H](O)C)O)N2,0
229,DB00361,C(=O)(OC)[C@@]1(c2c(OC)cc3c([C@@]45[C@@H]6[C@@](C=CCN6CC4)([C@@H](OC(=O)C)[C@@](C(=O)OC)(O)[C@@H]5N3C)CC)c2)c7c(c8c(cccc8)[nH]7)CN9CC(=C[C@@H](C1)C9)CC,0
230,DB00362,C(=O)(c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1)N[C@@H]4C(=O)N[C@H](C(=O)N5[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N6[C@H](C(=O)N[C@H](O)[C@H](O)C4)[C@@H](O)[C@H](C6)C)[C@H](O)C)[C@@H]([C@H](c7ccc(O)cc7)O)O)C[C@@H](O)C5)[C@H](O)C,0
231,DB00363,Clc1cc2c(cc1)Nc3c(C(=N2)N4CCN(CC4)C)cccc3,0
232,DB00364,O=S(=O)(O[Al](O)O)O[C@@H]1[C@](O[C@H]2O[C@@H]([C@@H](OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@H]2OS(=O)(=O)O[Al](O)O)COS(=O)(=O)O[Al](O)O)(O[C@@H]([C@H]1OS(=O)(=O)O[Al](O)O)COS(=O)(=O)O[Al](O)O)COS(=O)(=O)O[Al](O)O,0
233,DB00365,C(=O)(C1C(=O)c2c(N(C=1)C3CC3)cc(c(F)c2C)N4CC(NCC4)C)O,1
234,DB00366,C(OCCN(C)C)(c1ncccc1)(c2ccccc2)C,0
235,DB00368,c1(c(O)ccc([C@@H](O)CN)c1)O,0
236,DB00369,O=P(O)(O)CO[C@@H](CN1C(=O)N=C(C=C1)N)CO,0
237,DB00370,c12c(cccn1)Cc3c(cccc3)C4N2CCN(C4)C,0
238,DB00371,C(=O)(OCC(COC(=O)N)(CCC)C)N,0
239,DB00372,S(c1cc2c(Sc3c(N2CCCN4CCN(CC4)C)cccc3)cc1)CC,1
240,DB00373,C(NC[C@H](O)COc1c(nsn1)N2CCOCC2)(C)(C)C,0
241,DB00374,C(=O)(O)COc1c2c(ccc1)C[C@@H]3[C@H]([C@H](O)C[C@@H]3C2)CC[C@@H](O)CCCCC,0
242,DB00376,C(c1ccccc1)(O)(C2CCCCC2)CCN3CCCCC3,0
243,DB00377,O=C1c2c3c(ccc2)CCC[C@@H]3CN1[C@H]4C5CCN(C4)CC5,0
244,DB00378,C(=O)([C@@H]1[C@@]2([C@H]([C@@H]3C=CC4[C@]([C@@H]3CC2)(CCC(=O)C=4)C)CC1)C)C,1
245,DB00379,O(c1c(cccc1C)C)CC(N)C,0
246,DB00380,O=C1NC(=O)CN([C@H](CN2CC(=O)NC(=O)C2)C)C1,1
247,DB00381,C(=O)(OCC)C1=C(NC(=C(C(=O)OC)C1c2c(Cl)cccc2)C)COCCN,0
248,DB00382,c1(c2c(nc3c1CCCC3)cccc2)N,1
249,DB00383,C(C(c1ccccc1)(O)C2CCCCC2)(=O)OCC3=NCCCN3C,0
250,DB00384,c1(-c2ccccc2)c(nc3c(c(nc(n3)N)N)n1)N,0
251,DB00385,C(C(F)(F)F)(=O)N[C@@H]1[C@H](O)[C@@H](O[C@@H](O[C@@H]2c3c(c4C(=O)c5c(OC)cccc5C(=O)c4c(c3C[C@](C(=O)COC(=O)CCCC)(O)C2)O)O)C1)C,0
252,DB00387,C(c1ccccc1)(O)(C2CCCCC2)CCN3CCCC3,0
253,DB00388,c1([C@@H](O)CNC)cc(O)ccc1,0
254,DB00389,C(=O)(OCC)N1C(=S)N(C=C1)C,0
255,DB00390,O=C1OCC(=C1)[C@@H]2[C@@]3([C@@](O)([C@H]4[C@@H]([C@@]5([C@@H](C[C@@H](O[C@@H]6O[C@@H]([C@@H](O[C@@H]7O[C@@H]([C@@H](O[C@@H]8O[C@@H]([C@@H](O)[C@@H](O)C8)C)[C@@H](O)C7)C)[C@@H](O)C6)C)CC5)CC4)C)C[C@H]3O)CC2)C,0
256,DB00391,C(=O)(c1c(OC)ccc(S(=O)(=O)N)c1)NCC2N(CC)CCC2,0
257,DB00392,N(C(CN1c2c(Sc3c1cccc3)cccc2)C)(CC)CC,0
258,DB00393,C(=O)(OC(C)C)C1=C(NC(=C(C(=O)OCCOC)C1c2cc([N+](=O)[O-])ccc2)C)C,0
259,DB00394,C(=O)(O[C@@]1(C(=O)COC(=O)CC)[C@@]2([C@H]([C@H]3[C@@](Cl)([C@@]4(C(=CC(=O)C=C4)CC3)C)[C@@H](O)C2)C[C@@H]1C)C)CC,0
260,DB00395,C(=O)(OCC(COC(=O)N)(CCC)C)NC(C)C,0
261,DB00396,C(=O)([C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)CC4)CC3)C)CC2)CC1)C)C,0
262,DB00397,c1([C@H]([C@@H](N)C)O)ccccc1,1
263,DB00398,C(=O)(c1nccc(Oc2ccc(NC(=O)Nc3cc(C(F)(F)F)c(Cl)cc3)cc2)c1)NC,0
264,DB00399,C(P(=O)(O)O)(P(=O)(O)O)(O)Cn1cncc1,0
265,DB00400,O=C1c2c(OC)cc(OC)c(Cl)c2O[C@@]13C(OC)=CC(=O)C[C@H]3C,0
266,DB00401,C(=O)(OCC(C)C)C1=C(NC(=C(C(=O)OC)C1c2c([N+](=O)[O-])cccc2)C)C,0
267,DB00403,C(=O)([C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]1NC(=O)CC1)CCC(=O)N)CC(=O)O)Cc2ccc(OS(=O)(=O)O)cc2)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)Cc3ccccc3)CC(=O)O)CCSC)Cc4c5c(cccc5)[nH]c4)[C@H](O)C,0
268,DB00404,Clc1cc2C(c3ccccc3)=NCc4nnc(n4-c2cc1)C,0
269,DB00405,N(CC[C@H](c1ncccc1)c2ccc(Br)cc2)(C)C,0
270,DB00406,C(c1ccc(N(C)C)cc1)(c2ccc(N(C)C)cc2)=C3C=CC(=[N+](C)C)C=C3,0
271,DB00408,Clc1cc2C(=Nc3c(Oc2cc1)cccc3)N4CCN(CC4)C,0
272,DB00409,C(=O)(c1c(OC)c(Br)ccc1OC)NC[C@H]2N(CC)CCC2,1
273,DB00410,C(=O)(OCCCCCCCCC(=O)O)/C=C(/C[C@@H]1OC[C@@H]([C@@H](O)[C@H]1O)C[C@@H]2O[C@H]2[C@H]([C@@H](O)C)C)\C,0
274,DB00411,C(=O)(OCC[N+](C)(C)C)N,0
275,DB00412,N(c1ncccc1)(CCOc2ccc(cc2)CC3C(=O)NC(=O)S3)C,0
276,DB00413,c12c(sc(n1)N)C[C@@H](NCCC)CC2,0
277,DB00414,C(=O)(NS(=O)(=O)c1ccc(C(=O)C)cc1)NC2CCCCC2,1
278,DB00415,C(=O)([C@@H](c1ccccc1)N)N[C@@H]2C(=O)N3[C@@H](C(=O)O)C(S[C@@H]32)(C)C,0
279,DB00416,O(c1c(OC)cc2c3c1Oc4ccc(cc4)C[C@H]5c6c(cc(OC)c(Oc7c(OC)ccc(c7)C[C@H]3[N+](CC2)(C)C)c6)CC[N+]5(C)C)C,1
280,DB00417,C(=O)(N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(S[C@@H]21)(C)C)COc3ccccc3,0
281,DB00418,O=C1C(C(=O)NC(=O)N1)(C(CCC)C)CC=C,0
282,DB00419,N1([C@@H]([C@@H](O)[C@H](O)[C@@H](O)C1)CO)CCCC,0
283,DB00420,N(CCCN1c2c(Sc3c1cccc3)cccc2)(C)C,0
284,DB00421,C(=O)(S[C@H]1[C@@H]2[C@@H]([C@@]3(C(=CC(=O)CC3)C1)C)CC[C@@]4([C@@]5(OC(=O)CC5)CC[C@H]42)C)C,0
285,DB00422,C(=O)(OC)C(c1ccccc1)C2NCCCC2,0
286,DB00423,C(=O)(OCC(O)COc1c(OC)cccc1)N,0
287,DB00424,C(=O)(O[C@@H]1C[C@H]2N([C@@H](C1)CC2)C)[C@@H](c3ccccc3)CO,0
288,DB00425,C(N(C)C)(=O)Cc1c(-c2ccc(cc2)C)nc3n1C=C(C=C3)C,0
289,DB00426,C(=O)(OCC(COC(=O)C)CCn1c2c(nc1)cnc(n2)N)C,0
290,DB00427,C(/c1ncccc1)(\c2ccc(cc2)C)=C\CN3CCCC3,0
291,DB00428,C(N(N=O)C)(=O)N[C@H]1[C@H](O[C@@H]([C@@H](O)[C@@H]1O)CO)O,0
292,DB00429,C(=O)(O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@](O)(CCCCC)C)[C@H](O)C[C@@H]1O,0
293,DB00430,C(=O)(c1c(O)cc(nc1)C)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@@H]32)c5ccc(O)cc5,0
294,DB00431,ClC1[C@@H](Cl)[C@H](Cl)C(Cl)[C@@H](Cl)[C@@H]1Cl,1
295,DB00432,C(F)(F)(F)C1C(=O)NC(=O)N(C=1)[C@@H]2O[C@@H]([C@@H](O)C2)CO,0
296,DB00433,Clc1cc2c(Sc3c(N2CCCN4CCN(CC4)C)cccc3)cc1,0
297,DB00434,C1(c2c(C=Cc3c1cccc3)cccc2)=C4CCN(CC4)C,0
298,DB00436,C(F)(F)(F)c1c(S(=O)(=O)N)cc2c(c1)NC(NS2(=O)=O)Cc3ccccc3,0
299,DB00437,c12c(ncnc1[nH]nc2)O,0
300,DB00438,C(/C(=N\OC(C(=O)O)(C)C)/c1nc(sc1)N)(=O)N[C@@H]2C(=O)N3C(C(=O)[O-])=C(C[n+]4ccccc4)CS[C@@H]32,0
301,DB00439,C(=O)(O)C[C@H](O)C[C@@H](/C=C/c1c(c(c(nc1C(C)C)C(C)C)COC)-c2ccc(F)cc2)O,1
302,DB00440,O(c1c(OC)cc(cc1OC)Cc2c(nc(nc2)N)N)C,0
303,DB00441,O=C1N=C(C=CN1[C@H]2C(F)(F)[C@H](O)[C@H](O2)CO)N,0
304,DB00442,O=C1c2c(n(cn2)[C@@H]3C([C@@H]([C@@H](O)C3)CO)=C)NC(=N1)N,0
305,DB00443,C(=O)([C@@]1([C@@]2([C@H]([C@H]3[C@@](F)([C@@]4(C(=CC(=O)C=C4)CC3)C)[C@@H](O)C2)C[C@@H]1C)C)O)CO,0
306,DB00444,O=C1OC[C@@H]2[C@H](O[C@@H]3O[C@H]4[C@@H](O[C@H](c5sccc5)OC4)[C@H](O)[C@H]3O)c6c(cc7c(OCO7)c6)[C@@H](c8cc(OC)c(c(OC)c8)O)[C@@H]12,0
307,DB00445,C(=O)([C@]1(O)Cc2c(c3C(=O)c4c(C(=O)c3c(c2[C@@H](O[C@@H]5O[C@H]([C@H](O)[C@@H](N)C5)C)C1)O)c(OC)ccc4)O)CO,0
308,DB00446,C(=O)(C(Cl)Cl)N[C@@H]([C@@H](c1ccc([N+](=O)[O-])cc1)O)CO,0
309,DB00447,C(=O)(C1=C(Cl)CC[C@H]2N1C(=O)[C@H]2NC(=O)[C@@H](c3ccccc3)N)O,1
310,DB00448,C(F)(F)(F)COc1c(c(ncc1)CS(=O)c2nc3c(cccc3)[nH]2)C,0
311,DB00449,C(C(C)(C)C)(=O)Oc1c(OC(C(C)(C)C)=O)ccc(C(O)CNC)c1,0
312,DB00450,C(=O)(c1ccc(F)cc1)CCCN2CC=C(N3C(=O)Nc4c3cccc4)CC2,0
313,DB00451,C(=O)([C@H](Cc1cc(I)c(Oc2cc(I)c(c(I)c2)O)c(I)c1)N)O,0
314,DB00452,O([C@@H]1O[C@@H]([C@@H](O[C@H]2O[C@H]([C@@H](O)[C@H](O)[C@H]2N)CN)[C@H]1O)CO)[C@H]3[C@H](O[C@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4N)CN)[C@@H](N)C[C@H]([C@@H]3O)N,0
315,DB00454,C(=O)(OCC)C1(c2ccccc2)CCN(CC1)C,0
316,DB00455,C(=O)(OCC)N1CCC(=C2c3c(cccn3)CCc4c2ccc(Cl)c4)CC1,0
317,DB00456,C(=O)(C1=C(COC(=O)C)CS[C@H]2N1C(=O)[C@H]2NC(=O)Cc3sccc3)O,0
318,DB00457,C(=O)(c1occc1)N2CCN(c3nc4c(c(n3)N)cc(OC)c(OC)c4)CC2,0
319,DB00458,N(CCCN1c2c(cccc2)CCc3c1cccc3)(C)C,0
320,DB00459,C(=O)(/C=C(/C=C/C=C(/C=C/c1c(c(c(OC)cc1C)C)C)\C)\C)O,0
321,DB00460,C(=O)(OC)C1=CC=C2C3=N/C(/[C@@]2([C@@H]1C(=O)OC)C)=C\c4c(c(c(/C=C5/C(=C(C(=N/5)/C=C6/C(=C(/C(=C/3)/N/6)C)C=C)C)CCC(=O)O)[nH]4)CCC(=O)OC)C,0
322,DB00461,C(=O)(CCc1cc2c(cc(OC)cc2)cc1)C,0
323,DB00462,C(=O)(O[C@H]1C[C@@H]2[N+]([C@@H]([C@H]3O[C@H]32)C1)(C)C)[C@@H](c4ccccc4)CO,0
324,DB00463,O=C1C(C(=O)NC(=O)N1C)(CC)CC,1
325,DB00464,O=S(=O)(OC(CC(C)C)CCC(CCCC)CC)[O-],0
326,DB00465,C(=O)(c1n2c(cc1)C(C(=O)O)CC2)c3ccccc3,0
327,DB00467,C(=O)(C1C(=O)c2c(nc(c(F)c2)N3CCNCC3)N(C=1)CC)O,0
328,DB00468,O(c1cc2c(nccc2[C@@H](O)[C@H]3[N@@]4C[C@H](C=C)[C@H](C3)CC4)cc1)C,0
329,DB00469,C(=O)(C1=C(c2c(S(=O)(=O)N1C)ccs2)O)Nc3ncccc3,0
330,DB00470,c12c(OC([C@H]3[C@H]1C=C(CC3)C)(C)C)cc(cc2O)CCCCC,0
331,DB00471,C(=O)(O)CC1(CS[C@@H](c2cc(/C=C/c3nc4c(ccc(Cl)c4)cc3)ccc2)CCc5c(C(O)(C)C)cccc5)CC1,0
332,DB00472,C(F)(F)(F)c1ccc(OC(c2ccccc2)CCNC)cc1,0
333,DB00473,C(=O)(OC(CNC1CCCCC1)C)c2ccccc2,1
334,DB00474,C(#CCC)C(C1(C(=O)N(C(=O)NC1=O)C)CC=C)C,0
335,DB00475,Clc1cc2C(c3ccccc3)=[N+]([O-])CC(=Nc2cc1)NC,0
336,DB00476,O(c1c2c(ccc1)cccc2)[C@H](c3sccc3)CCNC,0
337,DB00477,N(CCCN1c2c(Sc3c1cccc3)ccc(Cl)c2)(C)C,0
338,DB00478,C12(C(N)C)CC3CC(C1)CC(C2)C3,0
339,DB00479,C(=O)([C@@H](O)CCN)N[C@H]1[C@H](O[C@H]2O[C@@H]([C@@H](O)[C@@H]([C@H]2O)N)CO)[C@@H](O)[C@H](O[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CN)[C@@H](N)C1,0
340,DB00480,O=C1c2c(c(ccc2)N)CN1C3C(=O)NC(=O)CC3,0
341,DB00481,C(=O)(c1c(-c2ccc(O)cc2)sc3c1ccc(O)c3)c4ccc(OCCN5CCCCC5)cc4,0
342,DB00482,C(F)(F)(F)c1nn(c(-c2ccc(cc2)C)c1)-c3ccc(S(=O)(=O)N)cc3,0
343,DB00483,O(c1c(OCC[N+](CC)(CC)CC)cccc1OCC[N+](CC)(CC)CC)CC[N+](CC)(CC)CC,0
344,DB00484,Brc1c2c(nccn2)ccc1NC3=NCCN3,0
345,DB00485,C(=O)(c1c(-c2c(Cl)cccc2Cl)noc1C)N[C@@H]3C(=O)N4[C@@H](C(=O)O)C(S[C@@H]43)(C)C,0
346,DB00486,C(c1cc2c(c(O)c1)[C@H]3[C@H](C(O2)(C)C)CCC(=O)C3)(CCCCCC)(C)C,0
347,DB00487,C(=O)(C1C(=O)c2c(N(C=1)CC)cc(c(F)c2)N3CCN(CC3)C)O,0
348,DB00488,N(c1nc(N(C)C)nc(N(C)C)n1)(C)C,0
349,DB00489,O=S(=O)(Nc1ccc(C(O)CNC(C)C)cc1)C,0
350,DB00490,O=C1N(C(=O)CC2(C1)CCCC2)CCCCN3CCN(c4ncccn4)CC3,0
351,DB00491,N1([C@@H]([C@@H](O)[C@H](O)[C@@H](O)C1)CO)CCO,0
352,DB00492,C(=O)(O[C@@H](OP(=O)(CC(=O)N1[C@H](C(=O)O)C[C@@H](C2CCCCC2)C1)CCCCc3ccccc3)C(C)C)CC,0
353,DB00493,C(/C(=N\OC)/c1nc(sc1)N)(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(COC(=O)C)CS[C@@H]32,0
354,DB00494,C(/C(/C(N(CC)CC)=O)=C\c1cc(c(c(O)c1)O)[N+](=O)[O-])#N,0
355,DB00495,N(=[N+]=[N-])[C@@H]1[C@H](O[C@@H](N2C(=O)NC(=O)C(=C2)C)C1)CO,0
356,DB00496,C(C(c1ccccc1)(c2ccccc2)[C@H]3CN(CCc4cc5c(OCC5)cc4)CC3)(=O)N,0
357,DB00497,O=C1[C@H]2[C@]34c5c(c(OC)ccc5C[C@H]([C@]3(O)CC1)N(CC4)C)O2,0
358,DB00498,O=C1c2c(C(=O)C1c3ccccc3)cccc2,0
359,DB00499,C(=O)(C(C)C)Nc1cc(C(F)(F)F)c([N+](=O)[O-])cc1,0
360,DB00500,C(=O)(c1n(c(cc1)CC(=O)O)C)c2ccc(cc2)C,0
361,DB00501,C(#N)/N=C(\NCCSCc1c([nH]cn1)C)/NC,0
362,DB00502,C(=O)(c1ccc(F)cc1)CCCN2CCC(c3ccc(Cl)cc3)(O)CC2,0
363,DB00503,C(N(Cc1nc(sc1)C(C)C)C)(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@@H]([C@@H](NC(=O)OCc3scnc3)Cc4ccccc4)O)C(C)C,0
364,DB00504,c12c(ccc(O)c1)C[C@H]3N(CC=C)CC[C@]24[C@H]3CCCC4,0
365,DB00505,C(c1ccccc1)(O)(C2CCCCC2)CC[N+](CC)(CC)CC,1
366,DB00507,C(=O)(Oc1c(C(=O)Nc2ncc(s2)[N+](=O)[O-])cccc1)C,0
367,DB00508,C(F)(F)(F)c1cc2c(Sc3c(N2CCCN(C)C)cccc3)cc1,0
368,DB00511,C(=O)(O[C@@H]1[C@H](O)[C@H](O[C@@H](O[C@@H]2[C@H](O[C@@H](O[C@@H]3[C@H](O[C@@H](O[C@@H]4C[C@@H]5[C@@]([C@@H]6[C@H]([C@@]7([C@@]([C@@H](C8=CC(=O)OC8)CC7)(CC6)C)O)CC5)(CC4)C)C[C@@H]3O)C)C[C@@H]2O)C)C1)C)C,0
369,DB00512,C(=O)([C@H](NC)CC(C)C)N[C@H]1C(=O)N[C@H](C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4c(-c5c(O)ccc3c5)c(O)cc(O)c4)[C@@H](c6cc(Cl)c(Oc7c(O[C@@H]8O[C@@H]([C@@H](O)[C@H](O)[C@H]8O[C@@H]9O[C@H]([C@H]([C@@](N)(C9)C)O)C)CO)c(Oc%10c(Cl)cc(cc%10)[C@H]1O)cc2c7)cc6)O)CC(=O)N,0
370,DB00513,C(=O)(O)CCCCCN,0
371,DB00514,O(c1cc2c(cc1)C[C@@H]3N(CC[C@@]24[C@@H]3CCCC4)C)C,0
372,DB00515,Cl[Pt+2](Cl)([NH3])[NH3],0
373,DB00517,C(=O)(OC1CC2[N+](C(C1)CC2)(C)C)C(CCC)CCC,0
374,DB00518,C(=O)(OC)Nc1nc2c(cc(SCCC)cc2)[nH]1,0
375,DB00519,C(=O)(OCC)[C@@H](N[C@H](C(=O)N1[C@H](C(=O)O)C[C@@H]2[C@@H]1CCCC2)C)CCc3ccccc3,0
376,DB00520,C(=O)(N[C@@H]1C(=O)N[C@H](C(=O)N2[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N3[C@H](C(=O)N[C@H](NCCN)[C@H](O)C1)[C@@H](O)CC3)[C@H](O)CCN)[C@@H]([C@H](c4ccc(O)cc4)O)O)C[C@@H](O)C2)[C@H](O)C)CCCCCCCC[C@H](C[C@H](CC)C)C,0
377,DB00521,C(NCC(O)COc1c2c(ccc1)NC(=O)CC2)(C)(C)C,0
378,DB00522,C(=O)(c1ccccc1)N[C@H](C(=O)Nc2ccc(C(=O)O)cc2)Cc3ccc(O)cc3,1
379,DB00523,C(=O)(/C=C(/C=C/C=C(\C=C\C1=C(CCCC1(C)C)C)/C)\C)O,0
380,DB00524,O=S(=O)(c1c(Cl)cc2c(C(=O)N(c3c(cccc3)C)C(N2)C)c1)N,0
381,DB00525,C(N(c1cc(ccc1)C)C)(Oc2cc3c(cc2)cccc3)=S,0
382,DB00526,[C@H]1([C@@H](N)CCCC1)N,0
383,DB00527,C(=O)(c1c2c(nc(OCCCC)c1)cccc2)NCCN(CC)CC,0
384,DB00528,C(=O)(OC(CN(CCC(c1ccccc1)c2ccccc2)C)(C)C)C3=C(NC(=C(C(=O)OC)C3c4cc([N+](=O)[O-])ccc4)C)C,0
385,DB00529,C(=O)(P(=O)(O)O)O,0
386,DB00530,C(c1cc(Nc2c3c(ncn2)cc(OCCOC)c(OCCOC)c3)ccc1)#C,0
387,DB00531,N(P1(=O)OCCCN1)(CCCl)CCCl,0
388,DB00532,O=C1C(c2ccccc2)(NC(=O)N1C)CC,1
389,DB00533,O=S(=O)(c1ccc(C2=C(C(=O)OC2)c3ccccc3)cc1)C,1
390,DB00534,C(=O)(NCC(OC)C[Hg]Cl)N,1
391,DB00535,C(/C(=N\O)/c1nc(sc1)N)(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(C=C)CS[C@@H]32,0
392,DB00536,C(=N)(N)N,0
393,DB00537,C(=O)(C1C(=O)c2c(N(C=1)C3CC3)cc(c(F)c2)N4CCNCC4)O,0
394,DB00539,C(=C(/c1ccccc1)\CCCl)(/c2ccc(OCCN(C)C)cc2)\c3ccccc3,0
395,DB00540,C1(c2c(cccc2)CCc3c1cccc3)=CCCNC,0
396,DB00541,C(=O)(OC)[C@]1(O)[C@H]2[C@]3(c4c(N2C=O)cc(OC)c([C@]5(C(=O)OC)c6c(c7c(cccc7)[nH]6)CC[N@]8C[C@](O)(CC)C[C@@H](C5)C8)c4)[C@@H]9[C@@](C=CCN9CC3)([C@H]1OC(=O)C)CC,0
397,DB00542,C(=O)(OCC)[C@@H](N[C@@H]1C(=O)N(c2c(cccc2)CC1)CC(=O)O)CCc3ccccc3,0
398,DB00543,Clc1cc2C(=Nc3c(Oc2cc1)cccc3)N4CCNCC4,0
399,DB00544,O=C1C(F)=CNC(=O)N1,0
400,DB00545,C(N(C)C)(=O)Oc1c[n+](ccc1)C,0
401,DB00547,C(=O)([C@@H]1[C@@]2([C@H]([C@H]3[C@@](F)([C@@]4(C(=CC(=O)C=C4)CC3)C)[C@@H](O)C2)C[C@H]1C)C)CO,0
402,DB00548,C(=O)(O)CCCCCCCC(=O)O,0
403,DB00549,C(=O)(OC1CCCC1)Nc2cc3c(n(cc3Cc4c(OC)cc(C(=O)NS(=O)(=O)c5c(cccc5)C)cc4)C)cc2,0
404,DB00550,O=C1C=C(NC(=S)N1)CCC,0
405,DB00551,C(=O)(NO)C,0
406,DB00552,c12c(ncn1[C@@H]3O[C@@H]([C@@H](O)C3)CO)[C@H](O)CNC=N2,0
407,DB00553,O=C1Oc2c(OC)c3c(cc2C=C1)cco3,0
408,DB00554,C(=O)(C1=C(c2c(S(=O)(=O)N1C)cccc2)O)Nc3ncccc3,0
409,DB00555,Clc1c(Cl)cccc1-c2c(nc(nn2)N)N,0
410,DB00556,C(C(F)(F)F)(C(F)(F)F)(F)F,0
411,DB00557,O(CCN1CCN(C(c2ccc(Cl)cc2)c3ccccc3)CC1)CCO,0
412,DB00558,C(=O)(C1O[C@@H]([C@@H]([C@H](O)CO)O)[C@H](NC(=O)C)[C@@H](N=C(N)N)C=1)O,0
413,DB00559,C(c1ccc(S(=O)(=O)Nc2c(Oc3c(OC)cccc3)c(OCCO)nc(-c4ncccn4)n2)cc1)(C)(C)C,0
414,DB00560,C(=O)(C1C(=O)[C@]2(C(=C3C(=O)c4c(c(NC(=O)CNC(C)(C)C)cc(N(C)C)c4C[C@H]3C[C@H]2[C@H](N(C)C)C=1O)O)O)O)N,0
415,DB00561,O=C1C(c2ccccc2)(c3ccccc3)C(CCN4CCOCC4)CN1CC,0
416,DB00562,O=S(=O)(c1c(Cl)cc2c(S(=O)(=O)NC(=N2)CSCc3ccccc3)c1)N,0
417,DB00563,C(=O)(c1ccc(N(CC2=NC3C(=NC(=N)NC=3N)N=C2)C)cc1)N[C@H](C(=O)O)CCC(=O)O,0
418,DB00564,C(=O)(N1c2c(C=Cc3c1cccc3)cccc2)N,0
419,DB00565,C(=O)(OCCCCCOC(=O)CC[N@@+]1([C@@H](c2c(cc(OC)c(OC)c2)CC1)Cc3cc(OC)c(OC)cc3)C)CC[N@@+]4([C@@H](c5c(cc(OC)c(OC)c5)CC4)Cc6cc(OC)c(OC)cc6)C,0
420,DB00566,C(=O)([C@H]([C@H](C(=O)O)S)S)O,0
