,Identifier,smiles,withdrawn
631,DB00799,C(#Cc1cc2c(SCCC2(C)C)cc1)c3ncc(C(=O)OCC)cc3,0
632,DB00800,Clc1c(c(O)cc2c1CCNCC2c3ccc(O)cc3)O,0
633,DB00801,C(F)(F)(F)CN1C(=O)CN=C(c2c1ccc(Cl)c2)c3ccccc3,1
634,DB00802,C(N(c1ccccc1)C2(COC)CCN(CCN3C(=O)N(N=N3)CC)CC2)(=O)CC,0
635,DB00803,C(=O)([C@H]([C@H](O)C)NC(=O)[C@@H](NC(=O)CCCC(CC)C)CCN)N[C@H](C(=O)N[C@@H]1C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)NC(C(=O)NCC1)[C@H](O)C)CCN)CCN)CC(C)C)CC(C)C)CCN)CCN,0
636,DB00804,C(=O)(OCCN(CC)CC)C1(C2CCCCC2)CCCCC1,0
637,DB00805,c1(-c2ccccc2)nnc(c(c1)C)NCCN3CCOCC3,0
638,DB00806,C(=O)(CCCCN1C(=O)c2c(ncn2C)N(C1=O)C)C,0
639,DB00807,C(=O)(OCCN(CC)CC)c1cc(c(OCCC)cc1)N,0
640,DB00808,C(=O)(c1cc(S(=O)(=O)N)c(Cl)cc1)NN2c3c(cccc3)CC2C,0
641,DB00809,C(N(Cc1ccncc1)CC)(=O)C(c2ccccc2)CO,0
642,DB00810,C(c1ccccc1)(O)(C2C3C=CC(C2)C3)CCN4CCCCC4,0
643,DB00811,C(=O)(c1nn(cn1)[C@@H]2O[C@@H]([C@@H](O)[C@H]2O)CO)N,0
644,DB00812,O=C1N(c2ccccc2)N(C(=O)C1CCCC)c3ccccc3,0
645,DB00813,C(N(c1ccccc1)C2CCN(CCc3ccccc3)CC2)(=O)CC,0
646,DB00814,C(=O)(C1=C(c2c(S(=O)(=O)N1C)cccc2)O)Nc3ncc(s3)C,0
647,DB00816,c1(C(O)CNC(C)C)cc(O)cc(O)c1,0
648,DB00817,C(=O)(C1C(=O)c2c(N(C=1)CC)cc(-c3ccncc3)cc2)O,0
649,DB00818,c1(c(C(C)C)cccc1C(C)C)O,0
650,DB00819,C(=O)(Nc1nnc(S(=O)(=O)N)s1)C,0
651,DB00820,O=C1N(CC(=O)N2[C@@H]1Cc3c4c(cccc4)[nH]c3[C@H]2c5cc6c(OCO6)cc5)C,0
652,DB00821,C(=O)(C(c1cc2c(c3c(ccc(Cl)c3)[nH]2)cc1)C)O,1
653,DB00822,C(N(CC)CC)(=S)SSC(N(CC)CC)=S,0
654,DB00823,C([C@@]1(OC(=O)C)[C@@]2([C@H]([C@H]3[C@@H]([C@@H]4C(=C[C@@H](OC(=O)C)CC4)CC3)CC2)CC1)C)#C,0
655,DB00824,O=C1c2c(nc[nH]2)N(C(=O)N1)CCC,0
656,DB00825,C([C@H]1[C@H](O)C[C@@H](CC1)C)(C)C,0
657,DB00826,C(=O)(O)[C@H]1[C@H]2O[C@@](O)(C[C@@H]1O)C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O[C@@H](C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]4O[C@@H]([C@@H](O)[C@@H]([C@@H]4O)N)C)C2)C,0
658,DB00827,C(=O)(C1C(=O)c2c(N(N=1)CC)cc3c(OCO3)c2)O,1
659,DB00828,O=P(O)(O)[C@H]1O[C@H]1C,0
660,DB00829,O=C1N(c2c(C(c3ccccc3)=NC1)cc(Cl)cc2)C,0
661,DB00830,c1(ccccc1)C2OCCNC2C,0
662,DB00831,C(F)(F)(F)c1cc2c(Sc3c(N2CCCN4CCN(CC4)C)cccc3)cc1,0
663,DB00832,O=C1N(C(=O)CC1c2ccccc2)C,0
664,DB00833,C(=O)(C1=C(Cl)CS[C@H]2N1C(=O)[C@H]2NC(=O)[C@@H](c3ccccc3)N)O,0
665,DB00834,C(#CC)[C@]1([C@@]2([C@H]([C@H]3C(=C4C(=CC(=O)CC4)CC3)[C@@H](c5ccc(N(C)C)cc5)C2)CC1)C)O,0
666,DB00836,C(C(c1ccccc1)(c2ccccc2)CCN3CCC(c4ccc(Cl)cc4)(O)CC3)(N(C)C)=O,0
667,DB00838,C(=O)([C@@H]1[C@@]2([C@H]([C@H]3[C@@](Cl)([C@@]4(C(=CC(=O)C=C4)[C@@H](F)C3)C)[C@@H](O)C2)C[C@H]1C)C)CO,0
668,DB00839,C(=O)(NS(=O)(=O)c1ccc(cc1)C)NN2CCCCCC2,0
669,DB00841,c1(c(O)ccc(c1)CCNC(CCc2ccc(O)cc2)C)O,0
670,DB00842,O=C1C(N=C(c2c(ccc(Cl)c2)N1)c3ccccc3)O,0
671,DB00843,O=C1c2c(cc(OC)c(OC)c2)CC1CC3CCN(Cc4ccccc4)CC3,0
672,DB00844,c12c3c(O)ccc1C[C@@H]4[C@]5([C@@]2([C@@H](O3)[C@@H](O)CC5)CCN4CC6CCC6)O,0
673,DB00846,C(=O)([C@]12[C@@]3([C@H]([C@H]4[C@@H]([C@@]5(C(=CC(=O)CC5)[C@@H](F)C4)C)[C@@H](O)C3)C[C@H]1OC(O2)(C)C)C)CO,0
674,DB00847,SCCN,0
675,DB00848,C12=N[C@@H](c3ccccc3)CN1CCS2,1
676,DB00849,O=C1C(C(=O)NC(=O)N1C)(c2ccccc2)CC,0
677,DB00850,Clc1cc2c(Sc3c(N2CCCN4CCN(CCO)CC4)cccc3)cc1,0
678,DB00851,C(=O)(c1c(/N=N/N(C)C)[nH]cn1)N,0
679,DB00852,c1([C@@H]([C@@H](NC)C)O)ccccc1,0
680,DB00853,C(=O)(c1c2N=NN(C(=O)n2cn1)C)N,0
681,DB00854,c12c(ccc(O)c1)C[C@H]3N(CC[C@]24[C@H]3CCCC4)C,0
682,DB00855,C(=O)(O)CCC(=O)CN,0
683,DB00856,O(c1ccc(Cl)cc1)CC(O)CO,0
684,DB00857,C(#C/C=C/CN(Cc1c2c(ccc1)cccc2)C)C(C)(C)C,0
685,DB00859,C(=O)([C@@H](C(S)(C)C)N)O,0
686,DB00860,C(=O)([C@@]1([C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)C=C4)CC3)C)[C@@H](O)C2)CC1)C)O)CO,0
687,DB00861,C(=O)(c1c(O)ccc(-c2c(F)cc(F)cc2)c1)O,0
688,DB00862,O=S(=O)(c1cc(c(OCC)cc1)C2=NC(=O)c3c(nc(n3N2)CCC)C)N4CCN(CC)CC4,0
689,DB00863,C(=C[N+](=O)[O-])(NCCSCc1oc(cc1)CN(C)C)NC,1
690,DB00864,C(=C/[C@H]1C[C@@H](OC)[C@H](O)CC1)(\[C@H]2OC(=O)[C@H]3N(C(=O)C(=O)[C@@]4(O[C@@H]([C@@H](OC)C[C@H]4C)[C@@H](OC)C[C@H](C/C(=C/[C@H](C(=O)C[C@H](O)[C@H]2C)CC=C)/C)C)O)CCCC3)/C,0
691,DB00865,N([C@H](Cc1ccccc1)C)(Cc2ccccc2)C,0
692,DB00866,O(c1c(cccc1)CC=C)CC(O)CNC(C)C,1
693,DB00867,c1([C@H]([C@@H](NCCc2ccc(O)cc2)C)O)ccc(O)cc1,0
694,DB00868,C(=O)(OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)c1ccc(NCCCC)cc1,0
695,DB00869,O=S(=O)(c1sc2c(c1)[C@@H](NCC)C[C@@H](S2(=O)=O)C)N,0
696,DB00870,C(=O)(c1sccc1)c2ccc(C(C(=O)O)C)cc2,1
697,DB00871,C(NCC(c1cc(O)cc(O)c1)O)(C)(C)C,0
698,DB00872,C(=O)(c1ccc(NC(=O)c2c(-c3ccccc3)cccc2)cc1)N4c5c(-c6c([nH]c(n6)C)CC4)cccc5,0
699,DB00873,C(=O)(OCCl)[C@@]1([C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)C=C4)CC3)C)[C@@H](O)C2)CC1)C)O,0
700,DB00874,O(c1c(OC)cccc1)CC(O)CO,0
701,DB00875,C(F)(F)(F)c1cc2c(Sc3c(/C/2=C/CCN4CCN(CCO)CC4)cccc3)cc1,1
702,DB00876,C(/C(=C/c1n(c(nc1)CCCC)Cc2ccc(C(=O)O)cc2)/Cc3sccc3)(=O)O,0
703,DB00877,O=C1C(=O)N2[C@H](C(=O)O[C@H]([C@@H](C[C@H]3C[C@@H](OC)[C@H](O)CC3)C)CC(=O)[C@@H](/C=C(/[C@@H](O)[C@@H](OC)C(=O)[C@@H](C[C@@H](/C=C/C=C/C=C(/[C@@H](OC)C[C@H]4O[C@]1(O)[C@@H](CC4)C)\C)C)C)\C)C)CCCC2,0
704,DB00878,C(=N)(NC(=N)NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)Nc2ccc(Cl)cc2,0
705,DB00879,O=C1N=C(C(F)=CN1[C@H]2O[C@H](SC2)CO)N,0
706,DB00880,O=S(=O)(c1c(Cl)cc2c(S(=O)(=O)N=CN2)c1)N,0
707,DB00881,C(=O)(OCC)[C@@H](N[C@H](C(=O)N1[C@H](C(=O)O)Cc2c(cccc2)C1)C)CCc3ccccc3,0
708,DB00882,C(=C(c1ccc(OCCN(CC)CC)cc1)c2ccccc2)(Cl)c3ccccc3,0
709,DB00883,O=[N+](O[C@@H]1[C@H]2OC[C@@H](O[N+](=O)[O-])[C@H]2OC1)[O-],0
710,DB00884,C(P(=O)(O)O)(P(=O)(O)O)(O)Cc1cnccc1,0
711,DB00887,C(=O)(c1cc(S(=O)(=O)N)c(Oc2ccccc2)c(NCCCC)c1)O,0
712,DB00888,N(CCCl)(CCCl)C,0
713,DB00889,C(=O)(c1c2c(n(n1)C)cccc2)N[C@@H]3C[C@H]4N([C@@H](C3)CCC4)C,0
714,DB00890,C(/C(/c1ccc(O)cc1)=C/C)(\c2ccc(O)cc2)=C\C,0
715,DB00891,O=S(=O)(c1ccc(cc1)N)Nc2ncccc2,0
716,DB00892,C(=O)(OCCN(CC)CC)c1cc(OCCCC)c(cc1)N,0
717,DB00894,O=C1C=C2[C@](C=C1)([C@@H]3[C@H]([C@H]4[C@@](OC(=O)CC4)(CC3)C)CC2)C,0
718,DB00895,C(=O)(C(NC(=O)Cc1ccccc1)[C@H]2SC([C@H](C(=O)O)N2)(C)C)NCCCC[C@H](C(=O)O)N,0
719,DB00896,C(=O)([C@@]1([C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)C=C4)CC3)C)[C@@H](O)C2)C[C@H]1C)C)C)CC,0
720,DB00897,Clc1c(C2c3c(-n4c(nnc4C)CN=2)ccc(Cl)c3)cccc1,0
721,DB00899,C(N(c1ccccc1)C2(C(=O)OC)CCN(CCC(=O)OC)CC2)(=O)CC,0
722,DB00900,O=C1c2c(n(cn2)[C@@H]3O[C@H](CO)CC3)NC=N1,0
723,DB00901,C(=O)(Oc1c(OC(=O)c2ccc(cc2)C)ccc(C(O)CNC(C)(C)C)c1)c3ccc(cc3)C,1
724,DB00902,c12c(Sc3c(N1CC4CN(CC4)C)cccc3)cccc2,0
725,DB00903,C(C(=C)CC)(=O)c1c(Cl)c(Cl)c(OCC(=O)O)cc1,0
726,DB00904,O=C1c2c3c(n(c2CCC1Cn4c(ncc4)C)C)cccc3,0
727,DB00905,C(=O)(NCC)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,0
728,DB00906,C(c1c(ccs1)C)(c2c(ccs2)C)=CCCN3C[C@H](C(=O)O)CCC3,0
729,DB00907,C(=O)(O[C@@H]1[C@H](C(=O)OC)[C@@H]2N([C@H](C1)CC2)C)c3ccccc3,0
730,DB00908,O(c1cc2c(nccc2[C@H](O)[C@@H]3N4C[C@H](C=C)[C@H](C3)CC4)cc1)C,0
731,DB00909,O=S(=O)(Cc1c2c(on1)cccc2)N,0
732,DB00910,C([C@H](/C=C/[C@H]([C@@H]1[C@@]2([C@H](/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)/CCC2)CC1)C)C)C)(O)(C)C,0
733,DB00911,O=S(=O)(CCn1c(ncc1[N+](=O)[O-])C)CC,0
734,DB00912,C(=O)(c1c(OCC)cc(cc1)CC(=O)N[C@H](c2c(N3CCCCC3)cccc2)CC(C)C)O,0
735,DB00913,C(=O)(OCC)C1(c2ccccc2)CCN(CCc3ccc(cc3)N)CC1,0
736,DB00914,C(=N)(NC(=N)N)NCCc1ccccc1,1
737,DB00915,C12(N)CC3CC(C1)CC(C2)C3,0
738,DB00916,O=[N+](c1n(c(nc1)C)CCO)[O-],0
739,DB00917,C(=O)(O)CCC/C=C\C[C@H]1C(=O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)CCCCC,0
740,DB00918,N(CCc1c2c(ccc(c2)CS(=O)(=O)N3CCCC3)[nH]c1)(C)C,0
741,DB00919,O=C1[C@@]2(O[C@H]3[C@H](O[C@@H]2O[C@@H](C1)C)[C@@H](O)[C@H](NC)[C@H](O)[C@@H]3NC)O,0
742,DB00920,O=C1c2c(C(c3c(cccc3)C1)=C4CCN(CC4)C)ccs2,0
743,DB00921,C([C@@](O)([C@@H]1[C@@]2(OC)[C@H]3[C@]45c6c(c(O)ccc6C[C@H]([C@]4(C1)CC2)N(CC7CC7)CC5)O3)C)(C)(C)C,0
744,DB00922,C(C(C#N)=NNc1ccc(C2=NNC(=O)C[C@H]2C)cc1)#N,0
745,DB00923,C(=O)(C1=C(CSc2nnnn2CC(=O)O)CS[C@H]3N1C(=O)[C@H]3NC(=O)Cc4c(cccc4)CN)O,0
746,DB00924,N(CCC=C1c2c(C=Cc3c1cccc3)cccc2)(C)C,0
747,DB00925,N(C(COc1ccccc1)C)(Cc2ccccc2)CCCl,0
748,DB00926,C(=O)(OCC)C=C(C=CC=C(C=Cc1c(c(c(OC)cc1C)C)C)C)C,1
749,DB00927,C(=NS(=O)(=O)N)(CCSCc1nc(N=C(N)N)sc1)N,0
750,DB00928,O=C1N=C(N=CN1[C@@H]2O[C@@H]([C@@H](O)[C@H]2O)CO)N,0
751,DB00929,C(=O)(OC)CCCCCC[C@H]1C(=O)C[C@@H](O)[C@@H]1/C=C/CC(O)(CCCC)C,0
752,DB00931,C(=O)(C1C(=O)[C@]2(C(=C3C(=O)c4c(C([C@H]3[C@H](O)[C@H]2[C@H](N(C)C)C=1O)=C)cccc4O)O)O)N,0
753,DB00932,C(F)(F)(F)c1cnc(S(=O)(=O)Nc2cc([C@H](C3C(=O)O[C@@](CCc4ccccc4)(CCC)CC=3O)CC)ccc2)cc1,0
754,DB00933,O=S(c1cc2c(Sc3c(N2CCC4N(CCCC4)C)cccc3)cc1)C,0
755,DB00934,c12c(cccc1)C3c4c(C2(CCCNC)CC3)cccc4,0
756,DB00935,C(c1c(c(c(c(c1)C)CC2=NCCN2)C)O)(C)(C)C,0
757,DB00936,C(=O)(c1c(O)cccc1)O,0
758,DB00937,C(=O)(c1ccccc1)C(N(CC)CC)C,0
759,DB00938,O(CCCCc1ccccc1)CCCCCCNCC(c2cc(c(O)cc2)CO)O,0
760,DB00939,C(=O)(c1c(Nc2c(Cl)c(ccc2Cl)C)cccc1)O,0
761,DB00940,C(=O)(OCC[N+](CC)(CC)C)C1c2c(Oc3c1cccc3)cccc2,0
762,DB00941,c12-c3c(cccc3)C(c1cccc2)[N+](CCCCCC[N+](C4c5c(-c6c4cccc6)cccc5)(C)C)(C)C,0
763,DB00942,C(c1ccccc1)(O)(C2CCCC2)CCN3CCCCC3,0
764,DB00943,O=C1N=C(C=CN1[C@@H]2O[C@H](CO)CC2)N,0
765,DB00944,C(N(CCCCCCCCCCN(C(=O)Oc1cc([N+](C)(C)C)ccc1)C)C)(=O)Oc2cc([N+](C)(C)C)ccc2,0
766,DB00945,C(=O)(Oc1c(C(=O)O)cccc1)C,0
767,DB00946,O=C1C(=C(c2c(O1)cccc2)O)C(c3ccccc3)CC,0
768,DB00947,C(C(F)(F)CCCS(=O)CCCCCCCCC[C@H]1[C@@H]2[C@@H](c3c(cc(O)cc3)C1)CC[C@@]4([C@@H](O)CC[C@H]42)C)(F)(F)F,0
769,DB00948,C(=O)(N1C(=O)N(S(=O)(=O)C)CC1)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H](C(=O)O)C(S[C@@H]32)(C)C)c4ccccc4,0
770,DB00949,C(=O)(OCC(c1ccccc1)COC(=O)N)N,0
771,DB00950,C(C(c1ccc(C(O)CCCN2CCC(C(c3ccccc3)(c4ccccc4)O)CC2)cc1)(C)C)(=O)O,0
772,DB00951,C(=O)(c1ccncc1)NN,0
773,DB00952,O=S(=O)(NC)CCc1cc2c(c[nH]c2cc1)C3CCN(CC3)C,0
774,DB00953,N(CCc1c2c(ccc(c2)Cn3ncnc3)[nH]c1)(C)C,0
775,DB00955,O([C@H]1OC(=CC[C@H]1N)CN)[C@H]2[C@H](O)[C@@H](O[C@H]3OC[C@](O)([C@H](NC)[C@H]3O)C)[C@H](NCC)C[C@@H]2N,0
776,DB00956,O=C1[C@H]2[C@@]34c5c(c(OC)ccc5C[C@@H](N(CC3)C)[C@@H]4CC1)O2,0
777,DB00957,C([C@@]1(OC(=O)C)[C@@]2([C@H]([C@H]3[C@@H]([C@@H]4C(=C/C(=N/O)/CC4)CC3)CC2)CC1)CC)#C,0
778,DB00958,O=C1C2(C(=O)O[Pt+2]O1)CCC2,0
779,DB00959,C(=O)([C@@]1([C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)C=C4)[C@H](C3)C)C)[C@@H](O)C2)CC1)C)O)CO,0
780,DB00960,O(c1c2c(ccc1)[nH]cc2)CC(O)CNC(C)C,0
781,DB00961,C(=O)(Nc1c(cccc1C)C)C2N(CCCC2)C,0
782,DB00962,C(#N)c1c2N=CC=C(c3cc(N(C(=O)C)CC)ccc3)n2nc1,0
783,DB00963,C(=O)(c1c(c(ccc1)CC(=O)O)N)c2ccc(Br)cc2,0
784,DB00964,Clc1c(c(Cl)cc(c1)N)NC2=NCCN2,0
785,DB00966,C(=O)(c1c(-c2ccc(cc2)Cn3c4c(c(cc(-c5nc6c(n5C)cccc6)c4)C)nc3CCC)cccc1)O,0
786,DB00967,Clc1cc2c(C(c3c(cccn3)CC2)=C4CCNCC4)cc1,0
787,DB00968,C([C@](Cc1cc(c(O)cc1)O)(N)C)(=O)O,0
788,DB00969,O=C1c2c3c(n(c2CCN1Cc4c([nH]cn4)C)C)cccc3,1
789,DB00970,C(=O)(C1C2C(=C(C(=O)C=1N)C)Oc3c(c(C(=O)N[C@@H]4C(=O)N[C@@H](C(=O)N5[C@H](C(=O)N(CC(=O)N([C@H](C(=O)O[C@@H]4C)C(C)C)C)C)CCC5)C(C)C)ccc3C)N=2)N[C@@H]6C(=O)N[C@@H](C(=O)N7[C@H](C(=O)N(CC(=O)N([C@H](C(=O)O[C@@H]6C)C(C)C)C)C)CCC7)C(C)C,0
790,DB00972,O=C1c2c(C(=NN1C3CCN(CCC3)C)Cc4ccc(Cl)cc4)cccc2,0
791,DB00973,O=C1N(c2ccc(F)cc2)[C@H](c3ccc(O)cc3)[C@H]1CC[C@@H](c4ccc(F)cc4)O,0
792,DB00974,C(=O)(O)CN(CC(=O)O)CCN(CC(=O)O)CC(=O)O,0
793,DB00975,N(c1nc2c(c(n1)N3CCCCC3)nc(N(CCO)CCO)nc2N4CCCCC4)(CCO)CCO,0
794,DB00976,N([C@@H]1[C@@H](O)[C@H](O[C@H]2[C@](OC)(C[C@H](C(=O)[C@@H]([C@@H]3[C@](OC(=O)N3CCCCn4cc(-c5cnccc5)nc4)([C@H](OC(=O)[C@@H](C(=O)[C@@H]2C)C)CC)C)C)C)C)O[C@@H](C1)C)(C)C,0
795,DB00977,C([C@]1([C@@]2([C@H]([C@H]3[C@@H](c4c(cc(O)cc4)CC3)CC2)CC1)C)O)#C,0
796,DB00978,C(=O)(C1C(=O)c2c(c(F)c(c(F)c2)N3CC(NCC3)C)N(C=1)CC)O,0
797,DB00979,C(=O)(OCCN(C)C)C(c1ccccc1)C2(O)CCCC2,0
798,DB00980,C(=O)(NCC[C@H]1c2c3c(OCC3)ccc2CC1)CC,0
799,DB00981,C(=O)(Oc1cc2c(N([C@@H]3[C@]2(CCN3C)C)C)cc1)NC,0
800,DB00982,C(=O)(/C=C(\C=C\C=C(\C=C\C1=C(CCCC1(C)C)C)/C)/C)O,0
801,DB00983,O=CNc1c(O)ccc(C(O)CNC(Cc2ccc(OC)cc2)C)c1,0
802,DB00984,C(=O)(O[C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@H]4C(=CC(=O)CC4)CC3)CC2)CC1)C)CCc5ccccc5,0
803,DB00986,C(C(c1ccccc1)(O)C2CCCC2)(=O)OC3C[N+](CC3)(C)C,0
804,DB00987,O=C1N=C(C=CN1[C@@H]2O[C@@H]([C@@H](O)[C@@H]2O)CO)N,0
805,DB00988,c1(c(O)ccc(c1)CCN)O,0
806,DB00989,C(N(CC)C)(=O)Oc1cc([C@@H](N(C)C)C)ccc1,0
807,DB00990,O=C1C=C2C(=C)C[C@H]3[C@H]4[C@@](C(=O)CC4)(CC[C@@H]3[C@]2(C=C1)C)C,0
808,DB00991,C(=O)(O)CCc1nc(c(-c2ccccc2)o1)-c3ccccc3,0
809,DB00992,C(=O)(OC)CCC(=O)CN,0
810,DB00993,O=[N+](c1c(Sc2c3c(nc[nH]3)ncn2)n(cn1)C)[O-],0
811,DB00995,C(=O)(O[C@@H]1[C@@H](OC(=O)C)[C@H](S[Au-][P+](CC)(CC)CC)O[C@@H]([C@H]1OC(=O)C)COC(=O)C)C,0
812,DB00996,C(=O)(O)CC1(CN)CCCCC1,0
813,DB00998,C(=O)(c1cc2c3c([nH]c2cc1)CC[C@@H](NC)C3)N,0
814,DB00999,O=S(=O)(c1c(Cl)cc2c(S(=O)(=O)NCN2)c1)N,0
815,DB01000,C(=O)(C1(N)CCCCC1)N[C@@H]2C(=O)N3[C@@H](C(=O)O)C(S[C@@H]32)(C)C,0
816,DB01001,C(NCC(c1cc(c(O)cc1)CO)O)(C)(C)C,0
817,DB01003,C(=O)(C1Oc2c(C(=O)C=1)c(OCC(O)COc3c4C(=O)C=C(C(=O)O)Oc4ccc3)ccc2)O,0
818,DB01004,O=C1c2c(N=C(N1)N)n(cn2)COC(CO)CO,0
819,DB01005,C(=O)(NO)N,0
820,DB01006,C(#N)c1ccc(C(c2ccc(C#N)cc2)n3ncnc3)cc1,0
821,DB01007,O(C(c1c(Cl)cc(Cl)cc1)Cn2cncc2)Cc3c(Cl)scc3,0
822,DB01008,O=S(=O)(OCCCCOS(=O)(=O)C)C,0
823,DB01009,C(=O)(c1cc(C(C(=O)O)C)ccc1)c2ccccc2,0
824,DB01010,c1([N+](CC)(C)C)cc(O)ccc1,0
825,DB01011,C(C(c1cnccc1)(C)C)(=O)c2cnccc2,0
826,DB01012,C(F)(F)(F)c1cc(ccc1)CCCN[C@@H](c2c3c(ccc2)cccc3)C,0
827,DB01013,C(=O)(O[C@@]1(C(=O)CCl)[C@@]2([C@H]([C@H]3[C@@](F)([C@@]4(C(=CC(=O)C=C4)CC3)C)[C@@H](O)C2)C[C@@H]1C)C)CC,0
828,DB01014,C(=O)(c1ccc(/N=N/c2cc(C(=O)O)c(O)cc2)cc1)NCCC(=O)O,0
829,DB01015,O=S(=O)(c1ccc(cc1)N)Nc2noc(c2)C,0
830,DB01016,C(=O)(c1c(OC)ccc(Cl)c1)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2,0
831,DB01017,C(=O)(C1C(=O)[C@]2(C(=C3C(=O)c4c(O)ccc(N(C)C)c4C[C@H]3C[C@H]2[C@H](N(C)C)C=1O)O)O)N,0
832,DB01018,C(=O)(NC(=N)N)Cc1c(Cl)cccc1Cl,0
833,DB01019,C(=O)(OC(C[N+](C)(C)C)C)N,0
834,DB01020,O=[N+](O[C@H]1[C@H]2OC[C@H](O)[C@H]2OC1)[O-],0
835,DB01021,O=S(=O)(c1c(Cl)cc2c(S(=O)(=O)NC(C(Cl)Cl)N2)c1)N,0
836,DB01022,C(=C/CC1C(=O)c2c(C(=O)C=1C)cccc2)(\CCC[C@@H](CCC[C@@H](CCCC(C)C)C)C)/C,0
837,DB01023,C(=O)(OCC)C1=C(NC(=C(C(=O)OC)C1c2c(Cl)c(Cl)ccc2)C)C,0
838,DB01024,C(=O)(O)CC/C(=C/Cc1c(OC)c(c2c(C(=O)OC2)c1O)C)/C,0
839,DB01025,C(=O)(c1c(nc2c(C(=O)c3c(O2)ccc(C(C)C)c3)c1)N)O,1
840,DB01026,C(=O)(N1CCN(c2ccc(OCC3OC(c4c(Cl)cc(Cl)cc4)(OC3)Cn5cncc5)cc2)CC1)C,0
841,DB01028,C(OC)(F)(F)C(Cl)Cl,0
842,DB01029,O=C1C2(N=C(N1Cc3ccc(-c4c(-c5nn[nH]n5)cccc4)cc3)CCCC)CCCC2,0
843,DB01030,N(Cc1c2c(nc3C4N(C(=O)C5=C([C@@](C(=O)OC5)(O)CC)C=4)Cc3c2)ccc1O)(C)C,0
844,DB01031,C(C1(OC(=O)N)CCCCC1)#C,1
845,DB01032,C(=O)(c1ccc(S(N(CCC)CCC)(=O)=O)cc1)O,0
846,DB01033,S=C1c2c(nc[nH]2)NC=N1,0
847,DB01035,C(=O)(c1ccc(cc1)N)NCCN(CC)CC,0
848,DB01036,N(C(C)C)(C(C)C)CC[C@@H](c1c(O)ccc(c1)C)c2ccccc2,0
849,DB01037,C(#C)CN([C@@H](Cc1ccccc1)C)C,0
850,DB01038,C(=O)(c1cc2c(Sc3c(N2CCCN4CCN(CCO)CC4)cccc3)cc1)CC,1
851,DB01039,C(C(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)(C)C)(=O)OC(C)C,0
852,DB01041,O=C1c2c(C(=O)N1C3C(=O)NC(=O)CC3)cccc2,1
853,DB01042,C(=O)([C@H](Cc1ccc(N(CCCl)CCCl)cc1)N)O,0
854,DB01043,C12(N)CC3(CC(C1)(CC(C2)C3)C)C,0
855,DB01044,C(=O)(C1C(=O)c2c(c(OC)c(c(F)c2)N3CC(NCC3)C)N(C=1)C4CC4)O,0
856,DB01045,C(=O)(O[C@H]1[C@@H]([C@H](O)[C@@H]([C@@H](O)[C@H](/C=C/C=C(\C(=O)Nc2c(c(c3c4C(=O)[C@](Oc4c(c(c3c2O)O)C)(O/C=C/[C@H](OC)[C@H]1C)C)O)/C=N/N5CCN(CC5)C)/C)C)C)C)C,0
857,DB01046,C(=O)(O)CCCCCC[C@H]1C(=O)C[C@H]2O[C@](C(F)(F)CCCC)(O)CC[C@H]12,0
858,DB01047,C(=O)(OCC(=O)[C@]12[C@@]3([C@H]([C@H]4[C@@](F)([C@@]5(C(=CC(=O)C=C5)[C@@H](F)C4)C)[C@@H](O)C3)C[C@H]1OC(O2)(C)C)C)C,0
859,DB01048,c12c(nc(nc1NC3CC3)N)n(cn2)[C@H]4C=C[C@@H](CO)C4,0
860,DB01050,C(=O)(C(c1ccc(cc1)CC(C)C)C)O,0
861,DB01051,C(=O)(c1cc(c(O)cc1)CC=C(C)C)NC2C(=O)Oc3c(C=2O)ccc(O[C@@H]4OC([C@H](OC)[C@@H](OC(=O)N)[C@H]4O)(C)C)c3C,0
862,DB01053,C(=O)(N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(S[C@@H]21)(C)C)Cc3ccccc3,0
863,DB01054,C(=O)(OCC)C1=C(NC(=C(C(=O)OC)C1c2cc([N+](=O)[O-])ccc2)C)C,0
864,DB01056,C(=O)(C(N)C)Nc1c(cccc1C)C,0
865,DB01057,O=P(OCC)(OCC)SCC[N+](C)(C)C,0
866,DB01058,C(=O)(N1CC(=O)N2C(c3c(cccc3)CC2)C1)C4CCCCC4,0
