,smiles,ChEMBL_ID,SUM,withdrawn_0.5,withdrawn_1.0,withdrawn_1.5,withdrawn_2.0,withdrawn_2.5,withdrawn_3.0,standardized_smiles,scaffolds
1325,N(c1ncccc1)(Cc2sccc2)CCN(C)C,CHEMBL1411979,3.0,1,1,1,1,1,1,CN(C)CCN(Cc1cccs1)c1ccccn1,CC(C)CCC(CC1CCCC1)C1CCCCC1
1326,O=C1c2c(N=C(N1c3c(cccc3)C)C)cccc2,CHEMBL282052,2.0,1,1,1,1,0,0,Cc1ccccc1-n1c(C)nc2ccccc2c1=O,CC1CCCCC1C1C(C)CC2CCCCC2C1C
1327,O=C1C(C(=O)NC(=O)N1C)(CC)CC,CHEMBL450,1.5,1,1,1,0,0,0,CCC1(CC)C(=O)NC(=O)N(C)C1=O,CCC1(CC)C(C)CC(C)C(C)C1C
1328,C(/N=C1\N(N=C(S(=O)(=O)N)S\1)C)(=O)C,CHEMBL19,0.0,0,0,0,0,0,0,CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C,CC(C)CC1CC(C(C)(C)C)CC1C
1329,c12c(Sc3c(N1CC4CN(CC4)C)cccc3)cccc2,CHEMBL1200959,0.5,1,0,0,0,0,0,CN1CCC(CN2c3ccccc3Sc3ccccc32)C1,CC1CCC(CC2C3CCCCC3CC3CCCCC32)C1
1330,N12CN3CN(C1)CN(C2)C3,CHEMBL1201270,0.0,0,0,0,0,0,0,C1N2CN3CN1CN(C2)C3,C1C2CC3CC1CC(C2)C3
1331,S=C1N(C=CN1)C,CHEMBL1515,0.0,0,0,0,0,0,0,Cn1cc[nH]c1=S,CC1CCCC1C
1332,C(=O)([O-])[C@H](CCSC)[NH3+],CHEMBL42336,0.0,0,0,0,0,0,0,CSCC[C@H](N)C(=O)O,CCCCC(C)C(C)C
1333,C(=O)(OCC(O)COc1c(OC)cccc1)N,CHEMBL1201117,0.0,0,0,0,0,0,0,COc1ccccc1OCC(O)COC(N)=O,CCC1CCCCC1CCC(C)CCC(C)C
1334,C(#CCC)C(C1(C(=O)N(C(=O)NC1=O)C)CC=C)C,CHEMBL7413,0.0,0,0,0,0,0,0,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,CCCCC(C)C1(CCC)C(C)CC(C)C(C)C1C
1335,C(=O)(c1ccc(N(CC2=NC3C(=NC(=N)NC=3N)N=C2)C)cc1)N[C@H](C(=O)O)CCC(=O)O,CHEMBL34259,0.0,0,0,0,0,0,0,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CC(C)CCC(CC(C)C1CCC(C(C)CC2CCC3CC(C)CC(C)C3C2)CC1)C(C)C
1336,N(C[C@H](CN1c2c(Sc3c1cccc3)ccc(OC)c2)C)(C)C,CHEMBL1764,0.5,1,0,0,0,0,0,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,CCC1CCC2CC3CCCCC3C(CC(C)CC(C)C)C2C1
1337,O(c1c(C(C(N)C)O)cc(OC)cc1)C,CHEMBL524,0.5,1,0,0,0,0,0,COc1ccc(OC)c(C(O)C(C)N)c1,CCC1CCC(CC)C(C(C)C(C)C)C1
1338,O=C1Oc2c(OC)c3c(cc2C=C1)cco3,CHEMBL416,0.0,0,0,0,0,0,0,COc1c2occc2cc2ccc(=O)oc12,CCC1C2CCCC2CC2CCC(C)CC21
1339,C(OC)(F)(F)C(Cl)Cl,CHEMBL1341,1.0,1,1,0,0,0,0,COC(F)(F)C(Cl)Cl,CCC(C)(C)C(C)C
1340,O(c1c(cccc1)CC(NC)C)C,CHEMBL2010507,0.0,0,0,0,0,0,0,CNC(C)Cc1ccccc1OC,CCC(C)CC1CCCCC1CC
1341,C(=O)(O[C@H]1C[C@@H]2[N+]([C@@H]([C@H]3O[C@H]32)C1)(C)C)[C@@H](c4ccccc4)CO,CHEMBL1354199,0.0,0,0,0,0,0,0,C[N+]1(C)[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,CCC(C(C)CC1CC2C3CC3C(C1)C2(C)C)C1CCCCC1
1342,O=C1C(c2ccccc2)(CC(=O)N1C)C,CHEMBL697,0.0,0,0,0,0,0,0,CN1C(=O)CC(C)(c2ccccc2)C1=O,CC1CC(C)(C2CCCCC2)C(C)C1C
1343,O=S(=O)(c1c(Cl)cc2c(S(=O)(=O)N(C(N2)CCl)C)c1)N,CHEMBL1577,1.0,1,1,0,0,0,0,CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,CCC1CC2CC(C)C(C(C)(C)C)CC2C(C)(C)C1C
1344,C(=O)(OC)CCC(=O)CN,CHEMBL1096562,0.0,0,0,0,0,0,0,COC(=O)CCC(=O)CN,CCC(C)CCC(C)CC
1345,C(=O)(OC)c1cnccc1,CHEMBL379845,0.0,0,0,0,0,0,0,COC(=O)c1cccnc1,CCC(C)C1CCCCC1
1346,C(=O)(OC)c1c(O)cccc1,CHEMBL108545,0.0,0,0,0,0,0,0,COC(=O)c1ccccc1O,CCC(C)C1CCCCC1C
1347,O=C1N(SC(Cl)=C1)C,CHEMBL1738962,0.0,0,0,0,0,0,0,Cn1sc(Cl)cc1=O,CC1CC(C)C(C)C1
1348,C([C@](Cc1cc(c(O)cc1)O)(N)C)(=O)O,CHEMBL459,0.0,0,0,0,0,0,0,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,CC1CCC(CC(C)(C)C(C)C)CC1C
1349,N(c1cc2c(nc3c([s+]2)cc(N(C)C)cc3)cc1)(C)C,CHEMBL405110,0.0,0,0,0,0,0,0,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,CC(C)C1CCC2CC3CCC(C(C)C)CC3CC2C1
1350,C(=O)(N[C@H](CO)CC)[C@@H]1C=C2c3c4c(ccc3)[nH]cc4C[C@H]2N(C1)C,CHEMBL1201356,0.0,0,0,0,0,0,0,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,CCC(CC)CC(C)C1CC(C)C2CC3CCC4CCCC(C2C1)C43
1351,O=C1[C@H]2[C@]34c5c(c(O)ccc5C[C@H]([C@]3(O)CC1)[N@@+](CC6CC6)(CC4)C)O2,CHEMBL1186579,0.0,0,0,0,0,0,0,C[N@+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,CC1CCC2CC3C(C)(CC4CC4)CCC45C(CC1C24)C(C)CCC35C
1352,C(=O)(OC)c1ccc(O)cc1,CHEMBL325372,0.0,0,0,0,0,0,0,COC(=O)c1ccc(O)cc1,CCC(C)C1CCC(C)CC1
1353,C(=O)(OC)C(c1ccccc1)C2NCCCC2,CHEMBL796,0.0,0,0,0,0,0,0,COC(=O)C(c1ccccc1)C1CCCCN1,CCC(C)C(C1CCCCC1)C1CCCCC1
1354,O=C1C(C(=O)NC(=O)N1C)(c2ccccc2)CC,CHEMBL45029,0.0,0,0,0,0,0,0,CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,CCC1(C2CCCCC2)C(C)CC(C)C(C)C1C
1355,C(=O)([C@@]1([C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)C=C4)[C@H](C3)C)C)[C@@H](O)C2)CC1)C)O)CO,CHEMBL650,0.0,0,0,0,0,0,0,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,CCC(C)C1(C)CCC2C3CC(C)C4CC(C)CCC4(C)C3C(C)CC21C
1356,C(=O)(O[C@@]1(C(=O)COC(=O)C)[C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)C=C4)[C@H](C3)C)C)[C@@H](O)C2)CC1)C)CC,CHEMBL1697782,0.0,0,0,0,0,0,0,CCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,CCC(C)CC1(C(C)CCC(C)C)CCC2C3CC(C)C4CC(C)CCC4(C)C3C(C)CC21C
1357,C(=O)(OCC(=O)[C@@]1([C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)C=C4)[C@H](C3)C)C)[C@@H](O)C2)CC1)C)O)CCC(=O)O,CHEMBL1201265,0.0,0,0,0,0,0,0,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)COC(=O)CCC(=O)O)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,CC(C)CCC(C)CCC(C)C1(C)CCC2C3CC(C)C4CC(C)CCC4(C)C3C(C)CC21C
1358,C(=O)([C@@]1([C@@]2([C@H]([C@H]3[C@H](C(=O)C2)[C@@]4(C(=CC(=O)C=C4)[C@H](C3)C)C)CC1)C)O)CO,CHEMBL323404,0.0,0,0,0,0,0,0,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)CC(=O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,CCC(C)C1(C)CCC2C3CC(C)C4CC(C)CCC4(C)C3C(C)CC21C
1359,O=C1C=C2[C@@]([C@@H]3[C@H]([C@H]4[C@@]([C@@](O)(CC4)C)(CC3)C)CC2)(CC1)C,CHEMBL1395,0.0,0,0,0,0,0,0,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,CC1CCC2(C)C(CCC3C2CCC2(C)C3CCC2(C)C)C1
1360,O=C1C(C(=O)NCC1C)(CC)CC,CHEMBL1200790,1.5,1,1,1,0,0,0,CCC1(CC)C(=O)NCC(C)C1=O,CCC1(CC)C(C)CCC(C)C1C
1361,C(=O)(NC(CO)CC)[C@@H]1C=C2c3c4c(n(cc4C[C@H]2N(C1)C)C)ccc3,CHEMBL485253,0.5,1,0,0,0,0,0,CCC(CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,CCC(CC)CC(C)C1CC(C)C2CC3CC(C)C4CCCC(C2C1)C34
1362,C(=O)(c1c(OC)cccc1OC)N[C@@H]2C(=O)N3[C@@H](C(=O)O)C(S[C@@H]32)(C)C,CHEMBL575,0.5,1,0,0,0,0,0,COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,CCC1CCCC(CC)C1C(C)CC1C(C)C2C1CC(C)(C)C2C(C)C
1363,O=S(=O)(c1c(cc2c(S(=O)(=O)CCC2)c1)C)N,CHEMBL1318341,0.0,0,0,0,0,0,0,Cc1cc2c(cc1S(N)(=O)=O)S(=O)(=O)CCC2,CC1CC2CCCC(C)(C)C2CC1C(C)(C)C
1364,C(=O)(Oc1c(c(c(OCC(O)CNC(C)C)cc1C)C)C)C,CHEMBL1291,1.0,1,1,0,0,0,0,CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C,CC(C)CCC(C)CCC1CC(C)C(CC(C)C)C(C)C1C
1365,c12c(cccc1)C(c3c(S2)cccc3)CC4CN(CCC4)C,CHEMBL1201342,0.5,1,0,0,0,0,0,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1,CC1CCCC(CC2C3CCCCC3CC3CCCCC32)C1
1366,C(=O)(c1c(OC)cc(c(Cl)c1)N)NCCN(CC)CC,CHEMBL86,0.0,0,0,0,0,0,0,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,CCC(CC)CCCC(C)C1CC(C)C(C)CC1CC
1367,O(c1c(OC)cc2c3c1Oc4ccc(cc4)C[C@H]5c6c(cc(OC)c(Oc7c(OC)ccc(c7)C[C@H]3[N+](CC2)(C)C)c6)CC[N+]5(C)C)C,CHEMBL1739,1.5,1,1,1,0,0,0,COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3,CCC1CCC2CC1CC1CC3C(CCC(C)(C)C3CC3CCC(CC3)CC3C(CC)C(CC)CC4CCC(C)(C)C(C2)C43)CC1CC
1368,O=S(=O)(c1c(Cl)cc2c(C(=O)N(c3c(cccc3)C)C(N2)C)c1)N,CHEMBL878,0.0,0,0,0,0,0,0,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,CC1CCCCC1C1C(C)CC2CC(C)C(C(C)(C)C)CC2C1C
1369,O(c1ccc(cc1)CCOC)CC(O)CNC(C)C,CHEMBL13,0.0,0,0,0,0,0,0,COCCc1ccc(OCC(O)CNC(C)C)cc1,CCCCC1CCC(CCC(C)CCC(C)C)CC1
1370,C(N(c1c(I)c(C(=O)O)c(I)c(c1I)NC(=O)C)C)(=O)C,CHEMBL1736,0.5,1,0,0,0,0,0,CC(=O)Nc1c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c1I,CC(C)CC1C(C)C(C(C)C)C(C)C(C(C)C(C)C)C1C
1371,O=[N+](c1n(c(nc1)C)CCO)[O-],CHEMBL137,0.0,0,0,0,0,0,0,Cc1ncc([N+](=O)[O-])n1CCO,CCCC1C(C)CCC1C(C)C
1372,C(C(c1cnccc1)(C)C)(=O)c2cnccc2,CHEMBL934,0.0,0,0,0,0,0,0,CC(C)(C(=O)c1cccnc1)c1cccnc1,CC(C1CCCCC1)C(C)(C)C1CCCCC1
1373,C([C@](Cc1ccc(O)cc1)(N)C)(=O)O,CHEMBL1200862,0.0,0,0,0,0,0,0,C[C@](N)(Cc1ccc(O)cc1)C(=O)O,CC1CCC(CC(C)(C)C(C)C)CC1
1374,O(c1c(cccc1C)C)CC(N)C,CHEMBL558,0.0,0,0,0,0,0,0,Cc1cccc(C)c1OCC(C)N,CC(C)CCC1C(C)CCCC1C
1375,C(=O)(N1C(=O)N(S(=O)(=O)C)CC1)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H](C(=O)O)C(S[C@@H]32)(C)C)c4ccccc4,CHEMBL1731,0.5,1,0,0,0,0,0,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,CC(C)C1C2C(C)C(CC(C)C(CC(C)C3CCC(C(C)(C)C)C3C)C3CCCCC3)C2CC1(C)C
1376,c12c(cccc1)Cc3c(cccc3)C4N2CCN(C4)C,CHEMBL6437,1.0,1,1,0,0,0,0,CN1CCN2c3ccccc3Cc3ccccc3C2C1,CC1CCC2C3CCCCC3CC3CCCCC3C2C1
1377,C(=O)(O[C@]1([C@H](c2c(cc(F)cc2)CC1)C(C)C)CCN(CCCc3nc4c(cccc4)[nH]3)C)COC,CHEMBL45816,2.0,1,1,1,1,0,0,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,CCCC(C)CC1(CCC(C)CCCC2CC3CCCCC3C2)CCC2CC(C)CCC2C1C(C)C
1378,C(=O)(c1ccc(-c2noc(-c3ccc(OCCCCC)cc3)c2)cc1)N[C@@H]4C(=O)N[C@H](C(=O)N5[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N6[C@H](C(=O)N[C@H](O)[C@H](O)C4)[C@@H](O)[C@H](C6)C)[C@H](O)CC(=O)N)[C@@H]([C@H](c7cc(OS(=O)(=O)O)c(O)cc7)O)O)C[C@@H](O)C5)[C@H](O)C,CHEMBL457547,0.0,0,0,0,0,0,0,CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)c(OS(=O)(=O)O)c5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)no2)cc1,CCCCCCC1CCC(C2CCC(C3CCC(C(C)CC4CC(C)C(C)CC(C)C5C(C)C(C)CC5C(C)C(C(C)CC(C)C)CC(C)C(C(C)C(C)C5CCC(C)C(CC(C)(C)C)C5)CC(C)C5CC(C)CC5C(C)C(C(C)C)CC4C)CC3)C2)CC1
1379,O(C(c1c(Cl)cc(Cl)cc1)Cn2cncc2)Cc3c(Cl)cc(Cl)cc3,CHEMBL91,0.0,0,0,0,0,0,0,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,CC1CCC(CCC(CC2CCCC2)C2CCC(C)CC2C)C(C)C1
1380,O([C@H]1O[C@H](CNC)CC[C@H]1N)[C@H]2[C@H](O)[C@@H](O[C@H]3OC[C@](O)([C@H](NC)[C@H]3O)C)[C@H](N)C[C@@H]2N,CHEMBL373081,0.0,0,0,0,0,0,0,CNC[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1,CCCC1CCC(C)C(CC2C(C)CC(C)C(CC3CCC(C)(C)C(CC)C3C)C2C)C1
1381,Fc1c(C2c3c(-n4c(ncc4CN=2)C)ccc(Cl)c3)cccc1,CHEMBL655,0.0,0,0,0,0,0,0,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,CC1CCC2C(C1)C(C1CCCCC1C)CCC1CCC(C)C12
1382,C(=O)(NCC(c1c(OC)ccc(OC)c1)O)CN,CHEMBL1201212,0.0,0,0,0,0,0,0,COc1ccc(OC)c(C(O)CNC(=O)CN)c1,CCC(C)CCC(C)C1CC(CC)CCC1CC
1383,C(N([C@H]1[C@@H](OC)[C@]2(n3c4c(c5c3cccc5)c6c(c7c4n(c8c7cccc8)[C@H](O2)C1)C(=O)NC6)C)C)(=O)c9ccccc9,CHEMBL608533,0.0,0,0,0,0,0,0,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CCC1C(C(C)C(C)C2CCCCC2)CC2CC1(C)C1C3CCCCC3C3C4CCC(C)C4C4C5CCCCC5C2C4C31
1384,C(=O)(O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)(OCCNC(=O)[C@@H](NC(=O)CC[C@H](C(=O)N)NC(=O)[C@@H](NC(=O)[C@H](O[C@@H]1[C@@H](NC(=O)C)C(O[C@@H]([C@H]1O)CO)O)C)C)C)O)CCCCCCCCCCCCCCC,CHEMBL2111100,0.0,0,0,0,0,0,0,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCNC(=O)[C@H](C)NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@H]1[C@H](O)[C@@H](CO)OC(O)[C@@H]1NC(C)=O)C(N)=O)OC(=O)CCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCC(C)CCC(CCC(C)(C)CCCCC(C)C(C)CC(C)CCC(CC(C)C(C)CC(C)C(C)CC1C(C)C(CC)CC(C)C1CC(C)C)C(C)C)CC(C)CCCCCCCCCCCCCCC
1385,C(#CC)[C@]1([C@@]2([C@H]([C@H]3C(=C4C(=CC(=O)CC4)CC3)[C@@H](c5ccc(N(C)C)cc5)C2)CC1)C)O,CHEMBL1276308,0.0,0,0,0,0,0,0,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,CCCC1(C)CCC2C3CCC4CC(C)CCC4C3C(C3CCC(C(C)C)CC3)CC21C
1386,O[C@H]1[C@@H](O)[C@H](NC[C@@H]1O)CO,CHEMBL110458,0.0,0,0,0,0,0,0,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,CCC1CCC(C)C(C)C1C
1387,N1([C@@H]([C@@H](O)[C@H](O)[C@@H](O)C1)CO)CCO,CHEMBL1561,0.0,0,0,0,0,0,0,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,CCCC1CC(C)C(C)C(C)C1CC
1388,N1([C@@H]([C@@H](O)[C@H](O)[C@@H](O)C1)CO)CCCC,CHEMBL1029,0.0,0,0,0,0,0,0,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,CCCCC1CC(C)C(C)C(C)C1CC
1389,C(N(CC)CC)(=O)C1(c2ccccc2)C(CN)C1,CHEMBL259209,0.0,0,0,0,0,0,0,CCN(CC)C(=O)C1(c2ccccc2)CC1CN,CCC(CC)C(C)C1(C2CCCCC2)CC1CC
1390,C(#N)C1C(=O)NC(=C(c2ccncc2)C=1)C,CHEMBL189,0.0,0,0,0,0,0,0,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,CCC1CC(C2CCCCC2)C(C)CC1C
1391,O=P(OCC[N+](C)(C)C)(OCCCCCCCCCCCCCCCC)[O-],CHEMBL125,0.0,0,0,0,0,0,0,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,CCCCCCCCCCCCCCCCCC(C)(C)CCCC(C)(C)C
1392,c1(-c2ccccc2)nnc(c(c1)C)NCCN3CCOCC3,CHEMBL278819,2.0,1,1,1,1,0,0,Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,CC1CC(C2CCCCC2)CCC1CCCC1CCCCC1
1393,C(=O)(C1C(=O)[C@]2(C(=C3C(=O)c4c(O)ccc(N(C)C)c4C[C@H]3C[C@H]2[C@H](N(C)C)C=1O)O)O)N,CHEMBL1434,0.0,0,0,0,0,0,0,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(=O)C(C(N)=O)C(=O)[C@@]3(O)C(=O)C1C2=O,CC(C)C1CCC(C)C2C(C)C3C(CC12)CC1C(C(C)C)C(C)C(C(C)C)C(C)C1(C)C3C
1394,c1(nc([n+](c(c1)N)[O-])N)N2CCCCC2,CHEMBL802,0.0,0,0,0,0,0,0,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],CC1CC(C2CCCCC2)CC(C)C1C
1395,C(=O)(Nc1ccc(cc1)CCNC[C@@H](c2ccccc2)O)Cc3nc(sc3)N,CHEMBL2095212,0.0,0,0,0,0,0,0,Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1,CC1CCC(CC(C)CC2CCC(CCCCC(C)C3CCCCC3)CC2)C1
1396,c12c(cccn1)Cc3c(cccc3)C4N2CCN(C4)C,CHEMBL654,0.0,0,0,0,0,0,0,CN1CCN2c3ncccc3Cc3ccccc3C2C1,CC1CCC2C3CCCCC3CC3CCCCC3C2C1
1397,C(=O)(OC)CCCCCC[C@H]1C(=O)C[C@@H](O)[C@@H]1/C=C/CC(O)(CCCC)C,CHEMBL606,0.0,0,0,0,0,0,0,CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,CCCCC(C)(C)CCCC1C(C)CC(C)C1CCCCCCC(C)CC
1398,C(=O)(OC[C@@H]1C2C(=O)C(=C(C(=O)C=2N3[C@]1(OC)[C@@H]4[C@@H](N4)C3)C)N)N,CHEMBL105,0.0,0,0,0,0,0,0,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,CCC12C3CC3CC1C1C(C)C(C)C(C)C(C)C1C2CCC(C)C
1399,Clc1c(C(c2ccc(Cl)cc2)C(Cl)Cl)cccc1,CHEMBL1670,0.0,0,0,0,0,0,0,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,CC1CCC(C(C(C)C)C2CCCCC2C)CC1
1400,O=C1c2c(C(=O)c3c1c(O)ccc3O)c(NCCNCCO)ccc2NCCNCCO,CHEMBL58,0.0,0,0,0,0,0,0,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,CCCCCCCC1CCC(CCCCCCC)C2C(C)C3C(C)CCC(C)C3C(C)C12
1401,C(=O)(OCCC[N+]1([C@@H](c2c(cc(OC)c(OC)c2)CC1)Cc3cc(OC)c(OC)c(OC)c3)C)CC/C=C/CCC(=O)OCCC[N+]4([C@@H](c5c(cc(OC)c(OC)c5)CC4)Cc6cc(OC)c(OC)c(OC)c6)C,CHEMBL1182833,0.0,0,0,0,0,0,0,COc1cc2c(cc1OC)[C@@H](Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3[C@H]1Cc1cc(OC)c(OC)c(OC)c1)CC2,CCC1CC2CCC(C)(CCCCC(C)CCCCCCC(C)CCCCC3(C)CCC4CC(CC)C(CC)CC4C3CC3CC(CC)C(CC)C(CC)C3)C(CC3CC(CC)C(CC)C(CC)C3)C2CC1CC
1402,N(C1=NC=CC(=O)N1)(C2CCN(c3nc4c(n3Cc5ccc(F)cc5)cccc4)CC2)C,CHEMBL94454,0.0,0,0,0,0,0,0,CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,CC1CCC(CC2C3CCCCC3CC2C2CCC(C(C)C3CCCC(C)C3)CC2)CC1
1403,C(=O)(c1ccc(Cl)cc1)NCCN2CCOCC2,CHEMBL86304,0.0,0,0,0,0,0,0,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,CC1CCC(C(C)CCCC2CCCCC2)CC1
1404,C(=O)(CS(=O)C(c1ccccc1)c2ccccc2)N,CHEMBL1373,0.0,0,0,0,0,0,0,NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1,CC(C)CC(C)C(C1CCCCC1)C1CCCCC1
1405,C(=O)(OCC)[C@@H](N[C@H](C(=O)N1[C@H](C(=O)O)Cc2c(cc(OC)c(OC)c2)C1)C)CCc3ccccc3,CHEMBL1165,0.0,0,0,0,0,0,0,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O,CCCC(C)C(CCC1CCCCC1)CC(C)C(C)C1CC2CC(CC)C(CC)CC2CC1C(C)C
1406,O=C1c2c(c([nH]c2CCC1CN3CCOCC3)C)CC,CHEMBL460,0.0,0,0,0,0,0,0,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,CCC1C(C)CC2CCC(CC3CCCCC3)C(C)C21
1407,C(=O)(OCC)[N-]c1on[n+](N2CCOCC2)c1,CHEMBL1329455,0.0,0,0,0,0,0,0,CCOC(=O)[N-]c1c[n+](N2CCOCC2)no1,CCCC(C)CC1CCC(C2CCCCC2)C1
1408,C(=O)(O[C@@]1(C(=O)CCl)[C@@]2([C@H]([C@H]3[C@@](Cl)([C@@]4(C(=CC(=O)C=C4)CC3)C)[C@@H](O)C2)C[C@H]1C)C)c5occc5,CHEMBL1161,0.0,0,0,0,0,0,0,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,CCC(C)C1(CC(C)C2CCCC2)C(C)CC2C3CCC4CC(C)CCC4(C)C3(C)C(C)CC21C
1409,O(c1ccc(O)cc1)Cc2ccccc2,CHEMBL1388,0.5,1,0,0,0,0,0,Oc1ccc(OCc2ccccc2)cc1,CC1CCC(CCC2CCCCC2)CC1
