chembl_id,drugbank_id,canonical_smiles_ap,canonical_smiles_ap_nonstereo,original_smiles,mw_ap,rule_of_5,rule_of_5_label,in_drugbank,in_chembl,wd_drugbank,wd_chembl,wd_withdrawn,drugbank_three_class,standardized_smiles,scaffolds,wd_consensus_1,wd_consensus_2,wd_consensus_3
CHEMBL277062,DB01558,O=C1Nc2c(C(c3ncccc3)=NC1)cc(Br)cc2,O=C1Nc2c(C(c3ncccc3)=NC1)cc(Br)cc2,O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,316.1636,0,,yes,yes,0,0,0,AD,O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,CC1CCC(C2CCCCC2)C2CC(C)CCC2C1,0,0,0
CHEMBL277100,DB01405,C(=O)(C1C(=O)c2c(N(c3c(F)cc(F)cc3)C=1)cc(c(F)c2)N4CC(NCC4)C)O,C(=O)(C1C(=O)c2c(N(c3c(F)cc(F)cc3)C=1)cc(c(F)c2)N4CC(NCC4)C)O,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,417.39006,0,,yes,yes,1,1,1,WD,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,CC1CCC(C2CC(C(C)C)C(C)C3CC(C)C(C4CCCC(C)C4)CC32)C(C)C1,1,1,0
CHEMBL277474,DB01435,O=C1N(c2ccccc2)N(C(=C1)C)C,O=C1N(c2ccccc2)N(C(=C1)C)C,Cc1cc(=O)n(-c2ccccc2)n1C,188.23054,0,,yes,yes,0,0,0,AD,Cc1cc(=O)n(-c2ccccc2)n1C,CC1CC(C)C(C2CCCCC2)C1C,0,0,0
CHEMBL277522,DB08981,C(=O)(c1ccc(-c2ccccc2)cc1)CCC(=O)O,C(=O)(c1ccc(-c2ccccc2)cc1)CCC(=O)O,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,254.28738,0,,yes,yes,0,0,0,AD,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,CC(C)CCC(C)C1CCC(C2CCCCC2)CC1,0,0,0
CHEMBL277535,DB04794,c1(-c2ccccc2)ccc(C(c3ccccc3)n4cncc4)cc1,c1(-c2ccccc2)ccc(C(c3ccccc3)n4cncc4)cc1,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,310.40106,0,,yes,yes,0,0,0,AD,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,C1CCC(C2CCC(C(C3CCCCC3)C3CCCC3)CC2)CC1,0,0,0
CHEMBL277945,DB13273,C(=O)(c1c(OC)ccc(S(=O)(=O)CC)c1)NCC2N(CC)CCC2,C(=O)(c1c(OC)ccc(S(=O)(=O)CC)c1)NCC2N(CC)CCC2,CCN1CCCC1CNC(=O)C1=CC(=CC=C1OC)S(=O)(=O)CC,354.47092,0,,yes,yes,0,,0,AD,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)ccc1OC,CCC1CCCC1CCC(C)C1CC(C(C)(C)CC)CCC1CC,0,0,0
CHEMBL278020,DB01400,C(N(C)C)(=O)Oc1cc([N+](C)(C)C)ccc1,C(N(C)C)(=O)Oc1cc([N+](C)(C)C)ccc1,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,223.29683,0,,yes,yes,0,0,0,AD,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,CC(C)C(C)CC1CCCC(C(C)(C)C)C1,0,0,0
CHEMBL27810,DB04846,C(N(CC)CC)(=O)Nc1cc(C(=O)C)c(OCC(O)CNC(C)(C)C)cc1,C(N(CC)CC)(=O)Nc1cc(C(=O)C)c(OCC(O)CNC(C)(C)C)cc1,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,379.50271,0,,yes,yes,0,0,0,AD,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,CCC(CC)C(C)CC1CCC(CCC(C)CCC(C)(C)C)C(C(C)C)C1,0,0,0
CHEMBL278172,DB01086,C(=O)(OCC)c1ccc(cc1)N,C(=O)(OCC)c1ccc(cc1)N,CCOC(=O)c1ccc(N)cc1,165.19307,0,,yes,yes,0,0,0,AD,CCOC(=O)c1ccc(N)cc1,CCCC(C)C1CCC(C)CC1,0,0,0
CHEMBL278398,DB01619,c12C3=C(C(c1cccc2)c4ccccc4)CN(CC3)C,c12C3=C(C(c1cccc2)c4ccccc4)CN(CC3)C,CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12,261.36903,0,,yes,yes,0,0,0,AD,CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12,CC1CCC2C3CCCCC3C(C3CCCCC3)C2C1,0,0,0
CHEMBL278623,DB13074,C(C(N)(C)C)(=O)N[C@@H](C(=O)N[C@@H](NC=O)Cc1c2c(cccc2)[nH]c1)Cc3c4c(cccc4)[nH]c3,C(C(N)(C)C)(=O)NC(C(=O)NC(NC=O)Cc1c2c(cccc2)[nH]c1)Cc3c4c(cccc4)[nH]c3,CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1c[nH]c2ccccc12)NC=O,474.5661,1,Hb,yes,yes,0,0,0,AD,CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1c[nH]c2ccccc12)NC=O,CCCC(CC(C)C(CC1CCC2CCCCC21)CC(C)C(C)(C)C)CC1CCC2CCCCC21,0,0,0
CHEMBL278819,DB00805,c1(-c2ccccc2)nnc(c(c1)C)NCCN3CCOCC3,c1(-c2ccccc2)nnc(c(c1)C)NCCN3CCOCC3,Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,298.39024,0,,yes,yes,0,1,1,WD,Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,CC1CC(C2CCCCC2)CCC1CCCC1CCCCC1,1,1,0
CHEMBL279516,DB08950,C(=O)(c1ccccc1)NC2CCN(CCc3c4c(cccc4)[nH]c3)CC2,C(=O)(c1ccccc1)NC2CCN(CCc3c4c(cccc4)[nH]c3)CC2,O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,347.46295,0,,yes,yes,1,0,1,WD,O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,CC(CC1CCC(CCC2CCC3CCCCC32)CC1)C1CCCCC1,1,0,0
CHEMBL279816,DB13323,C(Cl)(Cl)=CCl,C(Cl)(Cl)=CCl,ClC=C(Cl)Cl,131.38917,0,,yes,yes,0,0,0,AD,ClC=C(Cl)Cl,CCC(C)C,0,0,0
CHEMBL279898,DB00824,O=C1c2c(nc[nH]2)N(C(=O)N1)CCC,O=C1c2c(nc[nH]2)N(C(=O)N1)CCC,CCCN1C2=C(NC=N2)C(=O)NC1=O,194.1941,0,,yes,yes,0,,0,AD,CCCn1c(=O)[nH]c(=O)c2[nH]cnc21,CCCC1C(C)CC(C)C2CCCC12,0,0,0
CHEMBL282052,DB04833,O=C1c2c(N=C(N1c3c(cccc3)C)C)cccc2,O=C1c2c(N=C(N1c3c(cccc3)C)C)cccc2,Cc1ccccc1-n1c(C)nc2ccccc2c1=O,250.30198,0,,yes,yes,1,1,0,WD,Cc1ccccc1-n1c(C)nc2ccccc2c1=O,CC1CCCCC1C1C(C)CC2CCCCC2C1C,1,0,0
CHEMBL282121,DB12554,C(=O)(OCCCCN(C(Cc1ccc(OC)cc1)C)CC)c2cc(OC)c(OC)cc2,C(=O)(OCCCCN(C(Cc1ccc(OC)cc1)C)CC)c2cc(OC)c(OC)cc2,CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1,429.56015,0,,yes,yes,0,0,0,AD,CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1,CCC1CCC(CC(C)C(CC)CCCCCC(C)C2CCC(CC)C(CC)C2)CC1,0,0,0
CHEMBL28218,DB12401,C(=O)(c1ccc(F)cc1)CCCN2CCC(c3ccc(Br)cc3)(O)CC2,C(=O)(c1ccc(F)cc1)CCCN2CCC(c3ccc(Br)cc3)(O)CC2,O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1,420.32931,0,,yes,yes,0,0,0,AD,O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1,CC1CCC(C(C)CCCC2CCC(C)(C3CCC(C)CC3)CC2)CC1,0,0,0
CHEMBL282575,DB13953,C(=O)(Oc1cc2c(cc1)[C@@H]3[C@H]([C@H]4[C@@]([C@@H](O)CC4)(CC3)C)CC2)c5ccccc5,C(=O)(Oc1cc2c(cc1)C3C(C4C(C(O)CC4)(CC3)C)CC2)c5ccccc5,C[C@]12CC[C@@H]3c4ccc(OC(=O)c5ccccc5)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,376.49886,1,LP,yes,yes,0,0,0,AD,C[C@]12CC[C@@H]3c4ccc(OC(=O)c5ccccc5)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,CC(CC1CCC2C(CCC3C2CCC2(C)C(C)CCC32)C1)C1CCCCC1,0,0,0
CHEMBL282724,DB06268,C(=O)(c1c(S(=O)(=O)Nc2c(Cl)c(no2)C)ccs1)Cc3c(cc4c(OCO4)c3)C,C(=O)(c1c(S(=O)(=O)Nc2c(Cl)c(no2)C)ccs1)Cc3c(cc4c(OCO4)c3)C,Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2,454.91015,0,,yes,yes,1,1,1,WD,Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2,CC1CC2CCCC2CC1CC(C)C1CCCC1C(C)(C)CC1CCC(C)C1C,1,1,0
CHEMBL28333,,Clc1cc2C(c3ccccc3)=NCCN(c2cc1)C,Clc1cc2C(c3ccccc3)=NCCN(c2cc1)C,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,270.76355,0,,no,yes,,0,0,,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,CC1CCC2C(C)CCCC(C3CCCCC3)C2C1,0,0,0
CHEMBL283800,DB00148,C(N(CC(=O)O)C)(=N)N,C(N(CC(=O)O)C)(=N)N,CN(CC(O)=O)C(N)=N,131.13503,0,,yes,yes,0,,0,AD,CN(CC(=O)O)C(=N)N,CC(C)CC(C)C(C)C,0,0,0
CHEMBL284348,DB06637,c1(ccncc1)N,c1(ccncc1)N,Nc1ccncc1,94.11672,0,,yes,yes,0,0,0,AD,Nc1ccncc1,CC1CCCCC1,0,0,0
CHEMBL284906,DB09220,C(=O)(c1cnccc1)NCCO[N+](=O)[O-],C(=O)(c1cnccc1)NCCO[N+](=O)[O-],O=C(NCCO[N+](=O)[O-])c1cccnc1,211.17823,0,,yes,yes,0,0,0,AD,O=C(NCCO[N+](=O)[O-])c1cccnc1,CC(C)CCCCC(C)C1CCCCC1,0,0,0
CHEMBL285123,DB03929,C(=O)([C@@H](CO)N)O,C(=O)(C(CO)N)O,N[C@H](CO)C(O)=O,105.09399,0,,yes,yes,0,,0,AD,N[C@H](CO)C(=O)O,CCC(C)C(C)C,0,0,0
CHEMBL285674,DB01215,Clc1cc2C(c3ccccc3)=NCc4nncn4-c2cc1,Clc1cc2C(c3ccccc3)=NCc4nncn4-c2cc1,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,294.74507,0,,yes,yes,0,0,0,AD,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,CC1CCC2C3CCCC3CCC(C3CCCCC3)C2C1,0,0,0
CHEMBL285802,DB09225,N(CCOC1c2c(Sc3c(C=1)cccc3)ccc(Cl)c2)(C)C,N(CCOC1c2c(Sc3c(C=1)cccc3)ccc(Cl)c2)(C)C,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,331.86636,0,,yes,yes,1,0,0,DISCONT,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,CC(C)CCCC1CC2CCCCC2CC2CCC(C)CC12,0,0,0
CHEMBL286796,DB11285,C(=O)(OCC)/C=C/c1cc(OC)c(O)cc1,C(=O)(OCC)C=Cc1cc(OC)c(O)cc1,[H]\C(=C(\[H])C1=CC(OC)=C(O)C=C1)C(=O)OCC,222.24238,0,,yes,yes,0,,0,AD,CCOC(=O)/C=C/c1ccc(O)c(OC)c1,CCCC(C)CCC1CCC(C)C(CC)C1,0,0,0
CHEMBL288441,DB06616,C(#N)c1c(c2c(nc1)cc(OCCCN3CCN(CC3)C)c(OC)c2)Nc4c(Cl)cc(Cl)c(OC)c4,C(#N)c1c(c2c(nc1)cc(OCCCN3CCN(CC3)C)c(OC)c2)Nc4c(Cl)cc(Cl)c(OC)c4,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,530.45743,1,Mw,yes,yes,0,0,0,AD,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,CCC1CC(CC2C(CC)CCC3CC(CCCCC4CCC(C)CC4)C(CC)CC32)C(C)CC1C,0,0,0
CHEMBL288470,DB01424,N(C1C(=O)N(c2ccccc2)N(C=1C)C)(C)C,N(C1C(=O)N(c2ccccc2)N(C=1C)C)(C)C,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,231.29929,0,,yes,yes,1,1,1,WD,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,CC(C)C1C(C)C(C)C(C2CCCCC2)C1C,1,1,0
CHEMBL289469,DB00889,C(=O)(c1c2c(n(n1)C)cccc2)N[C@@H]3C[C@H]4N([C@@H](C3)CCC4)C,C(=O)(c1c2c(n(n1)C)cccc2)NC3CC4N(C(C3)CCC4)C,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,312.41728,0,,yes,yes,0,,0,AD,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,CC1CC(C(C)CC2CC3CCCC(C2)C3C)C2CCCCC12,0,0,0
CHEMBL289480,DB11738,C1(=NCCO1)NC(C2CC2)C3CC3,C1(=NCCO1)NC(C2CC2)C3CC3,C1CC1C(NC1=NCCO1)C1CC1,180.25132,0,,yes,yes,0,,0,AD,C1COC(NC(C2CC2)C2CC2)=N1,C1CCC(CC(C2CC2)C2CC2)C1,0,0,0
CHEMBL29,DB01053,C(=O)(N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(S[C@@H]21)(C)C)Cc3ccccc3,C(=O)(NC1C(=O)N2C(C(=O)O)C(SC21)(C)C)Cc3ccccc3,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,334.39606,0,,yes,yes,0,0,0,AD,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,CC(CC1CCCCC1)CC1C(C)C2C1CC(C)(C)C2C(C)C,0,0,0
CHEMBL290106,DB04813,S(c1c(c(Cl)cc(Cl)c1)O)c2c(c(Cl)cc(Cl)c2)O,S(c1c(c(Cl)cc(Cl)c1)O)c2c(c(Cl)cc(Cl)c2)O,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,356.05582,0,,yes,yes,1,1,1,WD,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,CC1CC(C)C(C)C(CC2CC(C)CC(C)C2C)C1,1,1,0
CHEMBL290916,DB12243,O=C1N(c2ccccc2)N=C(C1)C,O=C1N(c2ccccc2)N=C(C1)C,CC1=NN(c2ccccc2)C(=O)C1,174.2035,0,,yes,yes,0,0,0,AD,CC1=NN(c2ccccc2)C(=O)C1,CC1CC(C)C(C2CCCCC2)C1,0,0,0
CHEMBL290960,DB11820,N(/N1C(CS(=O)(=O)CC1)C)=C\c2oc([N+](=O)[O-])cc2,N(N1C(CS(=O)(=O)CC1)C)=Cc2oc([N+](=O)[O-])cc2,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,287.29571,0,,yes,yes,0,0,0,AD,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,CC(C)C1CCC(CCC2CCC(C)(C)CC2C)C1,0,0,0
CHEMBL290962,DB09097,N(S(=O)(=O)N[C@@H]1CN([C@H]2[C@@H](Cc3c(O)cccc3C2)C1)CCC)(CC)CC,N(S(=O)(=O)NC1CN(C2C(Cc3c(O)cccc3C2)C1)CCC)(CC)CC,[H][C@]12C[C@@H](CN(CCC)[C@]1([H])CC1=CC=CC(O)=C1C2)NS(=O)(=O)N(CC)CC,395.56731,0,,yes,yes,0,,0,AD,CCCN1C[C@@H](NS(=O)(=O)N(CC)CC)C[C@@H]2Cc3c(O)cccc3C[C@H]21,CCCC1CC(CC(C)(C)C(CC)CC)CC2CC3C(C)CCCC3CC12,0,0,0
CHEMBL291157,DB00817,C(=O)(C1C(=O)c2c(N(C=1)CC)cc(-c3ccncc3)cc2)O,C(=O)(C1C(=O)c2c(N(C=1)CC)cc(-c3ccncc3)cc2)O,CCn1cc(C(=O)O)c(=O)c2ccc(-c3ccncc3)cc21,294.31188,0,,yes,yes,0,0,0,AD,CCn1cc(C(=O)O)c(=O)c2ccc(-c3ccncc3)cc21,CCC1CC(C(C)C)C(C)C2CCC(C3CCCCC3)CC12,0,0,0
CHEMBL291338,,C(=O)(c1c(c(Cl)cc(Cl)c1)O)Nc2cc(Cl)c(Cl)cc2,C(=O)(c1c(c(Cl)cc(Cl)c1)O)Nc2cc(Cl)c(Cl)cc2,O=C(Nc1ccc(Cl)c(Cl)c1)c1cc(Cl)cc(Cl)c1O,351.01759,1,LP,no,yes,,1,0,,O=C(Nc1ccc(Cl)c(Cl)c1)c1cc(Cl)cc(Cl)c1O,CC1CC(C)C(C)C(C(C)CC2CCC(C)C(C)C2)C1,1,0,0
CHEMBL291747,DB00156,C(=O)([C@H]([C@H](O)C)N)O,C(=O)(C(C(O)C)N)O,C[C@@H](O)[C@H](N)C(O)=O,119.12103,0,,yes,yes,0,,0,AD,C[C@@H](O)[C@H](N)C(=O)O,CC(C)C(C)C(C)C,0,0,0
CHEMBL292707,DB08955,C(=O)(C(c1ccc(cc1)CC(C)C)C)NO,C(=O)(C(c1ccc(cc1)CC(C)C)C)NO,CC(C)CC1=CC=C(C=C1)C(C)C(=O)NO,221.30123,0,,yes,yes,1,,0,DISCONT,CC(C)Cc1ccc(C(C)C(=O)NO)cc1,CCC(C)C(C)C1CCC(CC(C)C)CC1,0,0,0
CHEMBL293492,DB14184,O=C/C=C/c1ccccc1,O=CC=Cc1ccccc1,O=C\C=C\C1=CC=CC=C1,132.16306,0,,yes,yes,0,,0,AD,O=C/C=C/c1ccccc1,CCCCC1CCCCC1,0,0,0
CHEMBL29411,DB02513,c1(c(O)cc(cc1)C)C(C)C,c1(c(O)cc(cc1)C)C(C)C,Cc1ccc(C(C)C)c(O)c1,150.22198,0,,yes,yes,0,0,0,AD,Cc1ccc(C(C)C)c(O)c1,CC1CCC(C(C)C)C(C)C1,0,0,0
CHEMBL294199,DB06774,C(=O)(NCc1cc(OC)c(O)cc1)CCCC/C=C/C(C)C,C(=O)(NCc1cc(OC)c(O)cc1)CCCCC=CC(C)C,COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,305.41989,0,,yes,yes,0,0,0,AD,COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,CCC1CC(CCC(C)CCCCCCC(C)C)CCC1C,0,0,0
CHEMBL294951,DB06153,C1(c2c(scc2)CCc3c1cccc3)=C4CCN(CC4)C,C1(c2c(scc2)CCc3c1cccc3)=C4CCN(CC4)C,CN1CCC(CC1)=C1C2=C(CCC3=CC=CC=C13)SC=C2,295.44897,1,LP,yes,yes,0,,0,AD,CN1CCC(=C2c3ccccc3CCc3sccc32)CC1,CC1CCC(C2C3CCCCC3CCC3CCCC32)CC1,0,0,0
CHEMBL295124,DB04115,O(c1c(OC)ccc2c1c[n+]3c(-c4c(cc5c(OCO5)c4)CC3)c2)C,O(c1c(OC)ccc2c1c[n+]3c(-c4c(cc5c(OCO5)c4)CC3)c2)C,COC1=CC=C2C=C3C4=CC5=C(OCO5)C=C4CC[N+]3=CC2=C1OC,336.36976,0,,yes,yes,0,,0,AD,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,CCC1CCC2CC3C(CCC4CC5CCCC5CC43)CC2C1CC,0,0,0
CHEMBL296306,DB00581,O([C@@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)CO)[C@H]2[C@@H]([C@@](O[C@@H]2CO)(O)CO)O,O(C1OC(C(O)C(O)C1O)CO)C2C(C(OC2CO)(O)CO)O,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,342.30194,2,Hb; NO,yes,yes,0,0,0,AD,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,CCC1CC(CC2C(CC)CC(C)(CC)C2C)C(C)C(C)C1C,0,0,0
CHEMBL296419,DB00637,O(c1ccc(cc1)CCN2CCC(Nc3nc4c(n3Cc5ccc(F)cc5)cccc4)CC2)C,O(c1ccc(cc1)CCN2CCC(Nc3nc4c(n3Cc5ccc(F)cc5)cccc4)CC2)C,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,458.58247,1,LP,yes,yes,1,1,1,WD,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,CCC1CCC(CCC2CCC(CC3CC4CCCCC4C3CC3CCC(C)CC3)CC2)CC1,1,1,0
CHEMBL297302,DB12867,C(=O)(c1ccc(F)cc1)CCCN2CCC(n3c(nc4c3cccc4)O)CC2,C(=O)(c1ccc(F)cc1)CCCN2CCC(n3c(nc4c3cccc4)O)CC2,O=C(CCCN1CCC(n2c(O)nc3ccccc32)CC1)c1ccc(F)cc1,381.45278,0,,yes,yes,0,0,0,AD,O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,CC1CCC(C(C)CCCC2CCC(C3C(C)CC4CCCCC43)CC2)CC1,0,0,0
CHEMBL298470,DB06608,C(F)(F)(F)c1cc(Oc2c(OC)cc(c3c2c(cc(OC)n3)C)NC(CCCN)C)ccc1,C(F)(F)(F)c1cc(Oc2c(OC)cc(c3c2c(cc(OC)n3)C)NC(CCCN)C)ccc1,COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc(NC(C)CCCN)c2n1,463.50306,0,,yes,yes,0,0,0,AD,COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc(NC(C)CCCN)c2n1,CCCCC(C)CC1CC(CC)C(CC2CCCC(C(C)(C)C)C2)C2C(C)CC(CC)CC12,0,0,0
CHEMBL298734,DB06448,C(=O)(N1CCC([C@@H]2c3c(Br)cc(Cl)cc3CCc4c2ncc(Br)c4)CC1)CC5CCN(C(=O)N)CC5,C(=O)(N1CCC(C2c3c(Br)cc(Cl)cc3CCc4c2ncc(Br)c4)CC1)CC5CCN(C(=O)N)CC5,NC(=O)N1CCC(CC(=O)N2CCC(CC2)[C@H]2C3=C(CCC4=C2C(Br)=CC(Cl)=C4)C=C(Br)C=N3)CC1,638.84337,2,Mw; LP,yes,yes,0,,0,AD,NC(=O)N1CCC(CC(=O)N2CCC([C@H]3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1,CC1CCC2C(CCC3CC(C)CC(C)C3C2C2CCC(C(C)CC3CCC(C(C)C)CC3)CC2)C1,0,0,0
CHEMBL3,DB00184,c1(cnccc1)[C@H]2N(CCC2)C,c1(cnccc1)C2N(CCC2)C,CN1CCC[C@H]1c1cccnc1,162.23598,0,,yes,yes,0,0,0,AD,CN1CCC[C@H]1c1cccnc1,CC1CCCC1C1CCCCC1,0,0,0
CHEMBL30,DB00501,C(#N)/N=C(\NCCSCc1c([nH]cn1)C)/NC,C(#N)N=C(NCCSCc1c([nH]cn1)C)NC,CN/C(=N/CCSCc1nc[nH]c1C)NC#N,252.34272,0,,yes,yes,0,0,0,AD,CN/C(=N/CCSCc1nc[nH]c1C)NC#N,CCCC(CC)CCCCCC1CCCC1C,0,0,0
CHEMBL30008,DB04841,Fc1ccc(C(c2ccc(F)cc2)N3CCN(C/C=C/c4ccccc4)CC3)cc1,Fc1ccc(C(c2ccc(F)cc2)N3CCN(CC=Cc4ccccc4)CC3)cc1,Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,404.50602,1,LP,yes,yes,0,0,0,AD,Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,CC1CCC(C(C2CCC(C)CC2)C2CCC(CCCC3CCCCC3)CC2)CC1,0,0,0
CHEMBL30116,,C(=O)(C1C(=O)c2c(nc(nc2)N3CCNCC3)N(C=1)CC)O,C(=O)(C1C(=O)c2c(nc(nc2)N3CCNCC3)N(C=1)CC)O,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,303.32259,0,,no,yes,,0,0,,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,CCC1CC(C(C)C)C(C)C2CCC(C3CCCCC3)CC12,0,0,0
CHEMBL301265,DB00413,c12c(sc(n1)N)C[C@@H](NCCC)CC2,c12c(sc(n1)N)CC(NCCC)CC2,CCCN[C@H]1CCc2nc(N)sc2C1,211.33059,0,,yes,yes,0,0,0,AD,CCCN[C@H]1CCc2nc(N)sc2C1,CCCCC1CCC2CC(C)CC2C1,0,0,0
CHEMBL301267,DB13851,O([C@H]1O[C@H]2[C@@]34OO[C@@](O2)(CC[C@H]3[C@@H](CC[C@H]4[C@H]1C)C)C)CC,O(C1OC2C34OOC(O2)(CCC3C(CCC4C1C)C)C)CC,CCO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3,312.40886,0,,yes,yes,0,0,0,AD,CCO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3,CCCC1CC2CC3(C)CCC4C(C)CCC(C1C)C24CC3,0,0,0
CHEMBL301523,DB00120,C(=O)([C@H](Cc1ccccc1)N)O,C(=O)(C(Cc1ccccc1)N)O,N[C@@H](CC1=CC=CC=C1)C(O)=O,165.19307,0,,yes,yes,0,,0,AD,N[C@@H](Cc1ccccc1)C(=O)O,CC(C)C(C)CC1CCCCC1,0,0,0
CHEMBL302795,DB00469,C(=O)(C1=C(c2c(S(=O)(=O)N1C)ccs2)O)Nc3ncccc3,C(=O)(C1=C(c2c(S(=O)(=O)N1C)ccs2)O)Nc3ncccc3,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,337.37767,0,,yes,yes,0,0,0,AD,CN1C(C(=O)Nc2ccccn2)C(=O)c2sccc2S1(=O)=O,CC(CC1CCCCC1)C1C(C)C2CCCC2C(C)(C)C1C,0,0,0
