,chembl_id,drugbank_id,canonical_smiles_ap,canonical_smiles_ap_nonstereo,original_smiles,mw_ap,rule_of_5,rule_of_5_label,in_drugbank,in_chembl,wd_drugbank,wd_chembl,wd_withdrawn,drugbank_three_class
0,CHEMBL1000,DB00341,C(=O)(O)COCCN1CCN(C(c2ccc(Cl)cc2)c3ccccc3)CC1,C(=O)(O)COCCN1CCN(C(c2ccc(Cl)cc2)c3ccccc3)CC1,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,388.89695,0,,yes,yes,0,0.0,0.0,AD
1,CHEMBL100116,DB00652,C(=CCN1[C@H]2[C@@H]([C@](c3c(ccc(O)c3)C2)(CC1)C)C)(C)C,C(=CCN1C2C(C(c3c(ccc(O)c3)C2)(CC1)C)C)(C)C,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,285.43219,0,,yes,yes,0,0.0,0.0,AD
2,CHEMBL1002,DB01001,C(NC[C@@H](c1cc(c(O)cc1)CO)O)(C)(C)C,C(NCC(c1cc(c(O)cc1)CO)O)(C)(C)C,CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1,239.31657,0,,yes,yes,0,0.0,0.0,AD
3,CHEMBL1004,DB00366,C(OCCN(C)C)(c1ncccc1)(c2ccccc2)C,C(OCCN(C)C)(c1ncccc1)(c2ccccc2)C,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,270.37684,0,,yes,yes,0,0.0,1.0,AD
4,CHEMBL1005,DB00899,C(N(c1ccccc1)C2(C(=O)OC)CCN(CCC(=O)OC)CC2)(=O)CC,C(N(c1ccccc1)C2(C(=O)OC)CCN(CCC(=O)OC)CC2)(=O)CC,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,376.45556,0,,yes,yes,0,0.0,0.0,AD
5,CHEMBL1006,DB01143,O=P(SCCNCCCN)(O)O,O=P(SCCNCCCN)(O)O,NCCCNCCSP(=O)(O)O,214.22445,0,,yes,yes,0,0.0,0.0,AD
6,CHEMBL1008,DB01244,N(c1ccccc1)(Cc2ccccc2)CC(N3CCCC3)COCC(C)C,N(c1ccccc1)(Cc2ccccc2)CC(N3CCCC3)COCC(C)C,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,366.55018,0,,yes,yes,1,0.0,0.0,DISCONT
7,CHEMBL1009,DB01235,C(=O)([C@H](Cc1cc(c(O)cc1)O)N)O,C(=O)(C(Cc1cc(c(O)cc1)O)N)O,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,197.19187,0,,yes,yes,0,0.0,0.0,AD
8,CHEMBL101,DB00812,O=C1N(c2ccccc2)N(C(=O)C1CCCC)c3ccccc3,O=C1N(c2ccccc2)N(C(=O)C1CCCC)c3ccccc3,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,308.3825,0,,yes,yes,0,1.0,0.0,AD
9,CHEMBL1013,DB00447,C(=O)(C1=C(Cl)CC[C@H]2N1C(=O)[C@H]2NC(=O)[C@@H](c3ccccc3)N)O,C(=O)(C1=C(Cl)CCC2N1C(=O)C2NC(=O)C(c3ccccc3)N)O,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1,349.77582,0,,yes,yes,1,0.0,0.0,DISCONT
10,CHEMBL1014,DB00796,C(=O)(OC(OC(=O)c1c2c(nc(OCC)n2Cc3ccc(-c4c(-c5nnn[nH]5)cccc4)cc3)ccc1)C)OC6CCCCC6,C(=O)(OC(OC(=O)c1c2c(nc(OCC)n2Cc3ccc(-c4c(-c5nnn[nH]5)cccc4)cc3)ccc1)C)OC6CCCCC6,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,610.67388,3,Mw; LP; NO,yes,yes,0,0.0,0.0,AD
11,CHEMBL1015,,N(=N/c1c(cc(-c2cc(c(/N=N/c3c(c4c(c(S(=O)(=O)O)cc(S(=O)(=O)O)c4N)cc3)O)cc2)C)cc1)C)\c5c(c6c(c(S(=O)(=O)O)cc(S(=O)(=O)O)c6N)cc5)O,N(=Nc1c(cc(-c2cc(c(N=Nc3c(c4c(c(S(=O)(=O)O)cc(S(=O)(=O)O)c4N)cc3)O)cc2)C)cc1)C)c5c(c6c(c(S(=O)(=O)O)cc(S(=O)(=O)O)c6N)cc5)O,Cc1cc(-c2ccc(/N=N/c3ccc4c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c4c3O)c(C)c2)ccc1/N=N/c1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c2c1O,872.88836,3,Hb; Mw; NO,no,yes,,0.0,0.0,
12,CHEMBL1017,DB00966,C(=O)(c1c(-c2ccc(cc2)Cn3c4c(c(cc(-c5nc6c(n5C)cccc6)c4)C)nc3CCC)cccc1)O,C(=O)(c1c(-c2ccc(cc2)Cn3c4c(c(cc(-c5nc6c(n5C)cccc6)c4)C)nc3CCC)cccc1)O,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,514.631,1,Mw,yes,yes,0,0.0,0.0,AD
13,CHEMBL1018,DB00890,C(/C(/c1ccc(O)cc1)=C/C)(\c2ccc(O)cc2)=C\C,C(C(c1ccc(O)cc1)=CC)(c2ccc(O)cc2)=CC,C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1,266.34206,0,,yes,yes,0,0.0,0.0,AD
14,CHEMBL1020,DB00500,C(=O)(c1n(c(cc1)CC(=O)O)C)c2ccc(cc2)C,C(=O)(c1n(c(cc1)CC(=O)O)C)c2ccc(cc2)C,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,257.29095,0,,yes,yes,0,0.0,0.0,AD
15,CHEMBL1021,DB06802,C(=O)(c1c(c(ccc1)CC(=O)N)N)c2ccccc2,C(=O)(c1c(c(ccc1)CC(=O)N)N)c2ccccc2,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,254.29028,0,,yes,yes,0,0.0,0.0,AD
16,CHEMBL1023,DB00307,C(=O)(c1ccc(C(c2c(cc3c(C(CCC3(C)C)(C)C)c2)C)=C)cc1)O,C(=O)(c1ccc(C(c2c(cc3c(C(CCC3(C)C)(C)C)c2)C)=C)cc1)O,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,348.48836,1,LP,yes,yes,0,0.0,0.0,AD
17,CHEMBL1024,DB01181,O=P1(N(CCCl)CCCO1)NCCCl,O=P1(N(CCCl)CCCO1)NCCCl,O=P1(NCCCl)OCCCN1CCCl,261.08925,0,,yes,yes,0,0.0,0.0,AD
18,CHEMBL1025,DB00677,O=P(OC(C)C)(OC(C)C)F,O=P(OC(C)C)(OC(C)C)F,CC(C)OP(=O)(F)OC(C)C,184.14858,0,,yes,yes,1,0.0,0.0,DISCONT
19,CHEMBL1027,DB00906,C(c1c(ccs1)C)(c2c(ccs2)C)=CCCN3C[C@H](C(=O)O)CCC3,C(c1c(ccs1)C)(c2c(ccs2)C)=CCCN3CC(C(=O)O)CCC3,Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C,375.55475,0,,yes,yes,0,0.0,0.0,AD
20,CHEMBL1029,DB00419,N1([C@@H]([C@@H](O)[C@H](O)[C@@H](O)C1)CO)CCCC,N1(C(C(O)C(O)C(O)C1)CO)CCCC,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,219.28267,0,,yes,yes,0,0.0,0.0,AD
21,CHEMBL103,DB00396,C(=O)([C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)CC4)CC3)C)CC2)CC1)C)C,C(=O)(C1C2(C(C3C(C4(C(=CC(=O)CC4)CC3)C)CC2)CC1)C)C,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,314.471,0,,yes,yes,0,0.0,0.0,AD
22,CHEMBL1037,DB00226,C(=NCC1OC2(OC1)CCCCC2)(N)N,C(=NCC1OC2(OC1)CCCCC2)(N)N,N=C(N)NCC1COC2(CCCCC2)O1,213.28133,0,,yes,yes,0,0.0,0.0,AD
23,CHEMBL104,DB00257,C(c1c(Cl)cccc1)(c2ccccc2)(c3ccccc3)n4cncc4,C(c1c(Cl)cccc1)(c2ccccc2)(c3ccccc3)n4cncc4,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,344.84609,1,LP,yes,yes,0,0.0,0.0,AD
24,CHEMBL1040,DB00146,C(O)(CCC[C@H]([C@@H]1[C@@]2([C@H](/C(=C/C=C3\C(=C)CC[C@H](O)C\3)/CCC2)CC1)C)C)(C)C,C(O)(CCCC(C1C2(C(C(=CC=C3C(=C)CCC(O)C3)CCC2)CC1)C)C)(C)C,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)(C)O,400.64918,1,LP,yes,yes,0,0.0,0.0,AD
25,CHEMBL1042,DB00169,C1(/C(=C\C=C2\[C@H]3[C@@]([C@@H]([C@@H](CCCC(C)C)C)CC3)(CCC\2)C)/C[C@@H](O)CC1)=C,C1(C(=C)CCC(O)C1)=CC=C2C3C(C(C(CCCC(C)C)C)CC3)(CCC2)C,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)C,384.64978,1,LP,yes,yes,0,0.0,0.0,AD
26,CHEMBL1043,DB00250,O=S(=O)(c1ccc(cc1)N)c2ccc(cc2)N,O=S(=O)(c1ccc(cc1)N)c2ccc(cc2)N,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,248.30504,0,,yes,yes,0,0.0,0.0,AD
27,CHEMBL1044,DB09269,C(=O)(O)Cc1ccccc1,C(=O)(O)Cc1ccccc1,OC(=O)CC1=CC=CC=C1,136.15136,0,,yes,yes,0,,0.0,AD
28,CHEMBL1046,DB00513,C(=O)(O)CCCCCN,C(=O)(O)CCCCCN,NCCCCCC(=O)O,131.17571,0,,yes,yes,0,0.0,0.0,AD
29,CHEMBL105,DB00305,C(=O)(OC[C@@H]1C2C(=O)C(=C(C(=O)C=2N3[C@]1(OC)[C@@H]4[C@@H](N4)C3)C)N)N,C(=O)(OCC1C2C(=O)C(=C(C(=O)C=2N3C1(OC)C4C(N4)C3)C)N)N,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,334.33376,0,,yes,yes,0,0.0,0.0,AD
30,CHEMBL1051,DB00654,C(=O)(OC(C)C)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCc2ccccc2,C(=O)(OC(C)C)CCCC=CCC1C(O)CC(O)C1CCC(O)CCc2ccccc2,CC(C)OC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCc1ccccc1,432.6044,0,,yes,yes,0,0.0,0.0,AD
31,CHEMBL1054,DB01021,O=S(=O)(c1c(Cl)cc2c(S(=O)(=O)NC(C(Cl)Cl)N2)c1)N,O=S(=O)(c1c(Cl)cc2c(S(=O)(=O)NC(C(Cl)Cl)N2)c1)N,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,380.65726,0,,yes,yes,0,0.0,0.0,AD
32,CHEMBL1055,DB00310,O=S(=O)(c1c(Cl)ccc(C2(c3c(C(=O)N2)cccc3)O)c1)N,O=S(=O)(c1c(Cl)ccc(C2(c3c(C(=O)N2)cccc3)O)c1)N,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,338.77107,0,,yes,yes,0,0.0,0.0,AD
33,CHEMBL1057,DB00693,O=C1c2c(C3(c4c(Oc5c3ccc(O)c5)cc(O)cc4)O1)cccc2,O=C1c2c(C3(c4c(Oc5c3ccc(O)c5)cc(O)cc4)O1)cccc2,OC1=CC=C2C(OC3=CC(O)=CC=C3C22OC(=O)C3=C2C=CC=C3)=C1,332.31464,0,,yes,yes,0,,0.0,AD
34,CHEMBL1059,DB00230,C(=O)(O)C[C@H](CC(C)C)CN,C(=O)(O)CC(CC(C)C)CN,CC(C)C[C@H](CN)CC(=O)O,159.22979,0,,yes,yes,0,0.0,0.0,AD
35,CHEMBL106,DB00196,C(c1c(F)cc(F)cc1)(O)(Cn2ncnc2)Cn3ncnc3,C(c1c(F)cc(F)cc1)(O)(Cn2ncnc2)Cn3ncnc3,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,306.27634,0,,yes,yes,0,0.0,0.0,AD
36,CHEMBL106258,DB01490,C1(=NCC(c2ccccc2)O1)N,C1(=NCC(c2ccccc2)O1)N,NC1=NCC(O1)C1=CC=CC=C1,162.1924,0,,yes,yes,experimental; illicit,,1.0,
37,CHEMBL1064,DB00641,C(C(CC)(C)C)(=O)O[C@@H]1[C@H]2C(C=C[C@@H]([C@@H]2CC[C@H]3OC(=O)C[C@H](O)C3)C)=C[C@@H](C1)C,C(C(CC)(C)C)(=O)OC1C2C(C=CC(C2CCC3OC(=O)CC(O)C3)C)=CC(C1)C,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,418.57736,0,,yes,yes,0,0.0,0.0,AD
38,CHEMBL1068,DB00776,C(=O)(N1c2c(C(=O)Cc3c1cccc3)cccc2)N,C(=O)(N1c2c(C(=O)Cc3c1cccc3)cccc2)N,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,252.27434,0,,yes,yes,0,0.0,0.0,AD
39,CHEMBL1069,DB00177,C(N([C@H](C(=O)O)C(C)C)Cc1ccc(-c2c(-c3nn[nH]n3)cccc2)cc1)(=O)CCCC,C(N(C(C(=O)O)C(C)C)Cc1ccc(-c2c(-c3nn[nH]n3)cccc2)cc1)(=O)CCCC,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C,435.52923,0,,yes,yes,0,0.0,0.0,AD
40,CHEMBL107,DB01394,C(=O)(N[C@@H]1C2C(c3c(OC)c(OC)c(OC)cc3CC1)=CC=C(OC)C(=O)C=2)C,C(=O)(NC1C2C(c3c(OC)c(OC)c(OC)cc3CC1)=CC=C(OC)C(=O)C=2)C,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,399.44655,0,,yes,yes,0,0.0,0.0,AD
41,CHEMBL1070,DB00461,C(=O)(CCc1cc2c(cc(OC)cc2)cc1)C,C(=O)(CCc1cc2c(cc(OC)cc2)cc1)C,COc1ccc2cc(CCC(C)=O)ccc2c1,228.29282,0,,yes,yes,0,0.0,0.0,AD
42,CHEMBL1071,DB00991,C(=O)(O)CCc1nc(c(-c2ccccc2)o1)-c3ccccc3,C(=O)(O)CCc1nc(c(-c2ccccc2)o1)-c3ccccc3,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,293.32425,0,,yes,yes,0,0.0,0.0,AD
43,CHEMBL1072,DB00887,C(=O)(c1cc(S(=O)(=O)N)c(Oc2ccccc2)c(NCCCC)c1)O,C(=O)(c1cc(S(=O)(=O)N)c(Oc2ccccc2)c(NCCCC)c1)O,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,364.4225,0,,yes,yes,0,0.0,0.0,AD
44,CHEMBL1073,DB01067,C(=O)(c1ncc(nc1)C)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2,C(=O)(c1ncc(nc1)C)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,445.54339,0,,yes,yes,0,0.0,0.0,AD
45,CHEMBL107360,DB13246,c12c(cccc1)CCc3c(N2C4C5CCN(C4)CC5)cccc3,c12c(cccc1)CCc3c(N2C4C5CCN(C4)CC5)cccc3,C1CN2CCC1C(C2)N1C2=CC=CC=C2CCC2=CC=CC=C12,304.43778,1,LP,yes,yes,0,,0.0,AD
46,CHEMBL1075,DB00680,C(=O)(OCC)Nc1cc2c(Sc3c(N2C(=O)CCN4CCOCC4)cccc3)cc1,C(=O)(OCC)Nc1cc2c(Sc3c(N2C(=O)CCN4CCOCC4)cccc3)cc1,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2,427.52515,0,,yes,yes,1,0.0,0.0,DISCONT
47,CHEMBL1076347,DB11155,C(=O)(Nc1cc(Cl)c(Cl)cc1)Nc2ccc(Cl)cc2,C(=O)(Nc1cc(Cl)c(Cl)cc1)Nc2ccc(Cl)cc2,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1,315.58783,1,LP,yes,yes,0,0.0,0.0,AD
48,CHEMBL1076544,DB12792,C(=O)(c1c(Cl)nccc1)Nc2c(-c3ccc(Cl)cc3)cccc2,C(=O)(c1c(Cl)nccc1)Nc2c(-c3ccc(Cl)cc3)cccc2,ClC1=CC=C(C=C1)C1=C(NC(=O)C2=C(Cl)N=CC=C2)C=CC=C1,343.21424,0,,yes,yes,0,,0.0,AD
49,CHEMBL1077,DB00963,C(=O)(c1c(c(ccc1)CC(=O)O)N)c2ccc(Br)cc2,C(=O)(c1c(c(ccc1)CC(=O)O)N)c2ccc(Br)cc2,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,334.17604,0,,yes,yes,0,1.0,1.0,WD
50,CHEMBL1077896,DB00296,C(=O)(Nc1c(cccc1C)C)[C@H]2N(CCC)CCCC2,C(=O)(Nc1c(cccc1C)C)C2N(CCC)CCCC2,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,274.40872,0,,yes,yes,0,0.0,0.0,AD
51,CHEMBL1078261,DB12278,C(C(OCCC)(c1ccccc1)c2ccccc2)(=O)OC3CCN(CC3)C,C(C(OCCC)(c1ccccc1)c2ccccc2)(=O)OC3CCN(CC3)C,CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,367.49133,0,,yes,yes,0,0.0,0.0,AD
52,CHEMBL1079,DB00697,Clc1c(c2c(nsn2)cc1)NC3=NCCN3,Clc1c(c2c(nsn2)cc1)NC3=NCCN3,Clc1ccc2nsnc2c1NC1=NCCN1,253.71416,0,,yes,yes,0,0.0,0.0,AD
53,CHEMBL1079604,DB00660,O=C1OC(COc2cc(cc(c2)C)C)CN1,O=C1OC(COc2cc(cc(c2)C)C)CN1,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,221.25765,0,,yes,yes,0,0.0,0.0,AD
54,CHEMBL108,DB00564,C(=O)(N1c2c(C=Cc3c1cccc3)cccc2)N,C(=O)(N1c2c(C=Cc3c1cccc3)cccc2)N,NC(=O)N1c2ccccc2C=Cc2ccccc21,236.27494,0,,yes,yes,0,0.0,0.0,AD
55,CHEMBL1082,DB01060,C(=O)([C@@H](c1ccc(O)cc1)N)N[C@@H]2C(=O)N3[C@@H](C(=O)O)C(S[C@@H]32)(C)C,C(=O)(C(c1ccc(O)cc1)N)NC2C(=O)N3C(C(=O)O)C(SC32)(C)C,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,365.41013,0,,yes,yes,0,0.0,0.0,AD
56,CHEMBL1082407,DB08899,C(#N)c1c(C(F)(F)F)cc(N2C(=O)C(N(C2=S)c3cc(F)c(C(=O)NC)cc3)(C)C)cc1,C(#N)c1c(C(F)(F)F)cc(N2C(=O)C(N(C2=S)c3cc(F)c(C(=O)NC)cc3)(C)C)cc1,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,464.44382,0,,yes,yes,0,0.0,0.0,AD
57,CHEMBL1083659,DB09034,C(=O)(c1c(-n2nccn2)ccc(c1)C)N3[C@@H](CCN(c4nc5c(o4)ccc(Cl)c5)CC3)C,C(=O)(c1c(-n2nccn2)ccc(c1)C)N3C(CCN(c4nc5c(o4)ccc(Cl)c5)CC3)C,Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CC[C@H]2C)c1,450.93061,0,,yes,yes,0,0.0,0.0,AD
58,CHEMBL1085,DB01063,C(=O)(c1cc2c(Sc3c(N2CCCN4CCN(CCO)CC4)cccc3)cc1)C,C(=O)(c1cc2c(Sc3c(N2CCCN4CCN(CCO)CC4)cccc3)cc1)C,CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,411.56933,0,,yes,yes,0,0.0,0.0,AD
59,CHEMBL108545,DB09543,C(=O)(OC)c1c(O)cccc1,C(=O)(OC)c1c(O)cccc1,COC(=O)c1ccccc1O,152.15076,0,,yes,yes,0,0.0,0.0,AD
60,CHEMBL1085699,DB09238,C(=O)(OCCN1CCN(C(c2ccccc2)c3ccccc3)CC1)C4=C(NC(=C(C(=O)OC)C4c5cc([N+](=O)[O-])ccc5)C)C,C(=O)(OCCN1CCN(C(c2ccccc2)c3ccccc3)CC1)C4=C(NC(=C(C(=O)OC)C4c5cc([N+](=O)[O-])ccc5)C)C,COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)N(=O)=O)C(=O)OCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1,610.71456,1,Mw,yes,yes,0,,0.0,AD
61,CHEMBL1086,DB00527,C(=O)(c1c2c(nc(OCCCC)c1)cccc2)NCCN(CC)CC,C(=O)(c1c2c(nc(OCCCC)c1)cccc2)NCCN(CC)CC,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,343.47203,0,,yes,yes,0,0.0,0.0,AD
62,CHEMBL1086440,DB12245,O(c1c(Cl)c(Cl)ccc1)c2c(Cl)cc3c(nc(SC)[nH]3)c2,O(c1c(Cl)c(Cl)ccc1)c2c(Cl)cc3c(nc(SC)[nH]3)c2,CSc1nc2cc(Cl)c(Oc3cccc(Cl)c3Cl)cc2[nH]1,359.66293,0,,yes,yes,0,0.0,0.0,AD
63,CHEMBL1086863,,F[C@H]1[C@H](O[C@@H]([C@@H](O)[C@@H]1O)CO)O,FC1C(OC(C(O)C1O)CO)O,OC[C@H]1O[C@H](O)[C@H](F)[C@@H](O)[C@@H]1O,182.14967,0,,no,yes,,0.0,0.0,
64,CHEMBL1087,DB00961,C(=O)(Nc1c(cccc1C)C)C2N(CCCC2)C,C(=O)(Nc1c(cccc1C)C)C2N(CCCC2)C,Cc1cccc(C)c1NC(=O)C1CCCCN1C,246.35464,0,,yes,yes,0,0.0,0.0,AD
65,CHEMBL108766,DB03017,C(=O)(O)CCCCCCCCCCC,C(=O)(O)CCCCCCCCCCC,CCCCCCCCCCCC(O)=O,200.32328,0,,yes,yes,0,,0.0,AD
66,CHEMBL10878,DB06594,C(=O)(NCCc1c2c(ccc(OC)c2)ccc1)C,C(=O)(NCCc1c2c(ccc(OC)c2)ccc1)C,COc1ccc2cccc(CCNC(C)=O)c2c1,243.30749,0,,yes,yes,0,0.0,0.0,AD
67,CHEMBL1088,DB00933,O=S(c1cc2c(Sc3c(N2CCC4N(CCCC4)C)cccc3)cc1)C,O=S(c1cc2c(Sc3c(N2CCC4N(CCCC4)C)cccc3)cc1)C,CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,386.58112,0,,yes,yes,0,0.0,0.0,AD
68,CHEMBL1088977,DB00118,C(=O)([O-])[C@H](CC[S+](C[C@H]1O[C@@H](n2c3c(c(ncn3)N)nc2)[C@H](O)[C@@H]1O)C)N,C(=O)([O-])C(CC[S+](CC1OC(n2c3c(c(ncn3)N)nc2)C(O)C1O)C)N,C[S+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,398.44304,2,Hb; NO,yes,yes,0,0.0,0.0,AD
69,CHEMBL1089,DB00780,c1(ccccc1)CCNN,c1(ccccc1)CCNN,NNCCc1ccccc1,136.19784,0,,yes,yes,0,0.0,0.0,AD
70,CHEMBL1089221,DB13501,C(=O)(O)COc1c2c(n(n1)Cc3ccccc3)cccc2,C(=O)(O)COc1c2c(n(n1)Cc3ccccc3)cccc2,O=C(O)COc1nn(Cc2ccccc2)c2ccccc12,282.30078,0,,yes,yes,1,1.0,1.0,WD
71,CHEMBL1089318,DB11632,O=[N+](c1c(c(O)cc(-c2nc(-c3c(Cl)[n+](c(c(Cl)c3C)C)[O-])no2)c1)O)[O-],O=[N+](c1c(c(O)cc(-c2nc(-c3c(Cl)[n+](c(c(Cl)c3C)C)[O-])no2)c1)O)[O-],Cc1c(Cl)c(C)[n+]([O-])c(Cl)c1-c1noc(-c2cc(O)c(O)c([N+](=O)[O-])c2)n1,413.1754,0,,yes,yes,0,0.0,0.0,AD
72,CHEMBL1089641,DB09158,N(=N/c1c(cc(-c2cc(c(/N=N/c3c(S(=O)(=O)O)cc4c(c3O)c(cc(S(=O)(=O)O)c4)N)cc2)C)cc1)C)\c5c(S(=O)(=O)O)cc6c(c5O)c(cc(S(=O)(=O)O)c6)N,N(=Nc1c(cc(-c2cc(c(N=Nc3c(S(=O)(=O)O)cc4c(c3O)c(cc(S(=O)(=O)O)c4)N)cc2)C)cc1)C)c5c(S(=O)(=O)O)cc6c(c5O)c(cc(S(=O)(=O)O)c6)N,Cc1cc(-c2ccc(/N=N/c3c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)cc(N)c4c3O)c(C)c2)ccc1/N=N/c1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(N)c2c1O,872.88836,3,Hb; Mw; NO,yes,yes,0,0.0,0.0,AD
73,CHEMBL109,DB00313,C(=O)(C(CCC)CCC)O,C(=O)(C(CCC)CCC)O,CCCC(CCC)C(=O)O,144.21512,0,,yes,yes,0,0.0,0.0,AD
74,CHEMBL1090,DB00194,c12c(ncnc1N)n(cn2)[C@@H]3O[C@@H]([C@@H](O)[C@@H]3O)CO,c12c(ncnc1N)n(cn2)C3OC(C(O)C3O)CO,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,267.24571,0,,yes,yes,0,0.0,0.0,AD
75,CHEMBL1091,DB14539,C(=O)(OCC(=O)[C@@]1([C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)CC4)CC3)C)[C@@H](O)C2)CC1)C)O)C,C(=O)(OCC(=O)C1(C2(C(C3C(C4(C(=CC(=O)CC4)CC3)C)C(O)C2)CC1)C)O)C,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,404.50674,0,,yes,yes,0,0.0,0.0,AD
76,CHEMBL1091250,DB11577,O=S(=O)(c1cc2C(=O)/C(=C3/C(=O)c4c(ccc(S(=O)(=O)O)c4)N/3)/Nc2cc1)O,O=S(=O)(c1cc2C(=O)C(=C3C(=O)c4c(ccc(S(=O)(=O)O)c4)N3)Nc2cc1)O,OS(=O)(=O)C1=CC2=C(N\C(C2=O)=C2\NC3=C(C=C(C=C3)S(O)(=O)=O)C2=O)C=C1,422.3939,0,,yes,yes,0,,0.0,AD
