,chembl_id,drugbank_id,canonical_smiles_ap,canonical_smiles_ap_nonstereo,original_smiles,mw_ap,rule_of_5,rule_of_5_label,in_drugbank,in_chembl,wd_drugbank,wd_chembl,wd_withdrawn,drugbank_three_class
1085,CHEMBL186,DB01413,C(/C(=N\OC)/c1nc(sc1)N)(=O)N[C@@H]2C(=O)N3C(C(=O)[O-])=C(C[N+]4(CCCC4)C)CS[C@@H]32,C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[N+]3(CCCC3)C)CSC21)(=NOC)c4nc(sc4)N,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,480.56738,1,NO,yes,yes,0,0.0,0.0,AD
1086,CHEMBL1863513,DB05013,C(/C(=C\C)/C)(=O)O[C@H]1C(=C[C@]23C(=O)[C@H](C=C([C@H]([C@@]21O)O)CO)[C@@H]4C([C@@H]4C[C@H]3C)(C)C)C,C(C(=CC)C)(=O)OC1C(=CC23C(=O)C(C=C(C(C21O)O)CO)C4C(C4CC3C)(C)C)C,C/C=C(/C)C(=O)O[C@H]1C(C)=C[C@]23C(=O)[C@@H](C=C(CO)[C@@H](O)[C@]12O)[C@H]1[C@@H](C[C@H]3C)C1(C)C,430.54488,0,,yes,yes,0,0.0,0.0,AD
1087,CHEMBL186720,DB11160,N(CCOc1c(cccc1)Cc2ccccc2)(C)C,N(CCOc1c(cccc1)Cc2ccccc2)(C)C,CN(C)CCOC1=CC=CC=C1CC1=CC=CC=C1,255.36217,0,,yes,yes,0,,0.0,AD
1088,CHEMBL1868702,DB11619,C([C@]1([C@]2(C=CC3=C4C(=CC(=O)CC4)CC[C@H]3[C@@H]2CC1)CC)O)#C,C(C1(C2(C=CC3=C4C(=CC(=O)CC4)CCC3C2CC1)CC)O)#C,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21CC,308.42318,0,,yes,yes,0,0.0,0.0,AD
1089,CHEMBL1873475,DB09053,C(=O)(N1C[C@H](n2c3c(c(-c4ccc(Oc5ccccc5)cc4)n2)c(ncn3)N)CCC1)C=C,C(=O)(N1CC(n2c3c(c(-c4ccc(Oc5ccccc5)cc4)n2)c(ncn3)N)CCC1)C=C,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,440.50778,0,,yes,yes,0,0.0,0.0,AD
1090,CHEMBL1874750,,C(=O)(N1CCN(CC(=O)N2CCCC2)CC1)/C=C/c3cc(OC)c(OC)c(OC)c3,C(=O)(N1CCN(CC(=O)N2CCCC2)CC1)C=Cc3cc(OC)c(OC)c(OC)c3,COc1cc(/C=C/C(=O)N2CCN(CC(=O)N3CCCC3)CC2)cc(OC)c1OC,417.50837,0,,no,yes,,1.0,1.0,WD
1091,CHEMBL187709,,C(c1ccc(OCCN(CC)CC)cc1)(c2ccc(cc2)C)(O)Cc3ccc(Cl)cc3,C(c1ccc(OCCN(CC)CC)cc1)(c2ccc(cc2)C)(O)Cc3ccc(Cl)cc3,CCN(CC)CCOc1ccc(C(O)(Cc2ccc(Cl)cc2)c2ccc(C)cc2)cc1,438.01324,1,LP,no,yes,,1.0,1.0,WD
1092,CHEMBL1877495,DB09246,C(=O)(c1ccccc1)NNC(c2ccccc2)C,C(=O)(c1ccccc1)NNC(c2ccccc2)C,CC(NNC(=O)C1=CC=CC=C1)C1=CC=CC=C1,240.30682,0,,yes,yes,1,,0.0,DISCONT
1093,CHEMBL1885437,DB08990,C(=O)(c1ccccc1)C(CN2CCN(CC(OCC)c3ccccc3)CC2)C,C(=O)(c1ccccc1)C(CN2CCN(CC(OCC)c3ccccc3)CC2)C,CCOC(CN1CCN(CC(C)C(=O)C2=CC=CC=C2)CC1)C1=CC=CC=C1,380.53364,0,,yes,yes,1,,0.0,DISCONT
1094,CHEMBL1887147,DB12938,C(=O)(c1c(onc1)C2CC2)c3c(S(=O)(=O)C)cc(C(F)(F)F)cc3,C(=O)(c1c(onc1)C2CC2)c3c(S(=O)(=O)C)cc(C(F)(F)F)cc3,[H]C1=NOC(=C1C(=O)C1=C(C([H])=C(C([H])=C1[H])C(F)(F)F)S(=O)(=O)C([H])([H])[H])C1([H])C([H])([H])C1([H])[H],359.32564,0,,yes,yes,0,,0.0,AD
1095,CHEMBL1888176,DB00209,C(C(c1ccccc1)(c2ccccc2)O)(=O)O[C@@H]3C[C@H]4[N+]5([C@@H](C3)CC4)CCCC5,C(C(c1ccccc1)(c2ccccc2)O)(=O)OC3CC4[N+]5(C(C3)CC4)CCCC5,O=C(O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,392.5215,0,,yes,yes,0,0.0,0.0,AD
1096,CHEMBL1889041,DB12728,C(c1ccc(cc1)CC(CN2CCCCC2)C)(C)(C)C,C(c1ccc(cc1)CC(CN2CCCCC2)C)(C)(C)C,CC(CN1CCCCC1)CC1=CC=C(C=C1)C(C)(C)C,273.46467,1,LP,yes,yes,0,,0.0,AD
1097,CHEMBL188952,,C(=O)(C(c1cc(Cl)c(N2CC=CC2)cc1)C)O,C(=O)(C(c1cc(Cl)c(N2CC=CC2)cc1)C)O,CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1,251.71438,0,,no,yes,,1.0,1.0,WD
1098,CHEMBL189,DB00235,C(#N)C1C(=O)NC(=C(c2ccncc2)C=1)C,C(#N)C1C(=O)NC(=C(c2ccncc2)C=1)C,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,211.22443,0,,yes,yes,0,0.0,0.0,AD
1099,CHEMBL189171,DB13783,C(=O)(OCC(=O)O)Cc1c2c(n(C(=O)c3ccc(Cl)cc3)c1C)ccc(OC)c2,C(=O)(OCC(=O)O)Cc1c2c(n(C(=O)c3ccc(Cl)cc3)c1C)ccc(OC)c2,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,415.83266,0,,yes,yes,0,0.0,0.0,AD
1100,CHEMBL1898387,,C(=O)(c1c(O)cc(OC)cc1)c2ccc(cc2)C,C(=O)(c1c(O)cc(OC)cc1)c2ccc(cc2)C,COc1ccc(C(=O)c2ccc(C)cc2)c(O)c1,242.27628,0,,no,yes,,0.0,0.0,
1101,CHEMBL189963,DB09073,C(=O)(C1C(=O)N(c2c(C=1C)cnc(n2)Nc3ncc(N4CCNCC4)cc3)C5CCCC5)C,C(=O)(C1C(=O)N(c2c(C=1C)cnc(n2)Nc3ncc(N4CCNCC4)cc3)C5CCCC5)C,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,447.54323,0,,yes,yes,0,0.0,0.0,AD
1102,CHEMBL1899801,DB11625,C(C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,C(C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,288.0363,1,LP,yes,yes,1,,0.0,DISCONT
1103,CHEMBL19,DB00703,C(/N=C1\N(N=C(S(=O)(=O)N)S\1)C)(=O)C,C(N=C1N(N=C(S(=O)(=O)N)S1)C)(=O)C,CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C,236.27226,0,,yes,yes,0,0.0,0.0,AD
1104,CHEMBL190,DB00277,O=C1c2c(nc[nH]2)N(C(=O)N1C)C,O=C1c2c(nc[nH]2)N(C(=O)N1C)C,Cn1c(=O)c2nc[nH]c2n(C)c1=O,180.16706,0,,yes,yes,0,0.0,0.0,AD
1105,CHEMBL190044,DB09089,C(=O)(OCC(N(C)C)(c1ccccc1)CC)c2cc(OC)c(OC)c(OC)c2,C(=O)(OCC(N(C)C)(c1ccccc1)CC)c2cc(OC)c(OC)c(OC)c2,CCC(COC(=O)C1=CC(OC)=C(OC)C(OC)=C1)(N(C)C)C1=CC=CC=C1,387.47903,0,,yes,yes,0,,0.0,AD
1106,CHEMBL1900528,DB01409,C(C(c1sccc1)(c2sccc2)O)(=O)O[C@H]3C[C@@H]4[N+]([C@@H]([C@H]5O[C@H]54)C3)(C)C,C(C(c1sccc1)(c2sccc2)O)(=O)OC3CC4[N+](C(C5OC54)C3)(C)C,C[N+]1(C)[C@H]2C[C@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@@H]1[C@H]1O[C@@H]21,392.51854,0,,yes,yes,0,0.0,0.0,AD
1107,CHEMBL19019,DB00704,O=C1[C@H]2[C@]34c5c(c(O)ccc5C[C@H]([C@]3(O)CC1)N(CC6CC6)CC4)O2,O=C1C2C34c5c(c(O)ccc5CC(C3(O)CC1)N(CC6CC6)CC4)O2,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,341.40961,0,,yes,yes,0,0.0,0.0,AD
1108,CHEMBL190279,DB11371,C(=O)([C@@H]1[C@@]2([C@H]([C@H]3[C@H](C(=O)C2)[C@@]4([C@H](C[C@H](O)CC4)CC3)C)CC1)C)C,C(=O)(C1C2(C(C3C(C(=O)C2)C4(C(CC(O)CC4)CC3)C)CC1)C)C,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@]([H])(O)CC[C@]4(C)[C@@]3([H])C(=O)C[C@]12C)C(C)=O,332.48634,0,,yes,yes,vet_approved,,0.0,
1109,CHEMBL190461,DB09061,C([C@H]1[C@H](c2c(O)cc(cc2O)CCCCC)C=C(CC1)C)(=C)C,C(C1C(c2c(O)cc(cc2O)CCCCC)C=C(CC1)C)(=C)C,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O,314.471,1,LP,yes,yes,0,0.0,0.0,AD
1110,CHEMBL190677,DB14020,C(=O)(c1ccccc1)C(c2ccccc2)O,C(=O)(c1ccccc1)C(c2ccccc2)O,O=C(c1ccccc1)C(O)c1ccccc1,212.24984,0,,yes,yes,0,0.0,0.0,AD
1111,CHEMBL1907001,DB13282,c1(ccccc1)C[N+](CCCCCCCCCCCC)(C)C,c1(ccccc1)C[N+](CCCCCCCCCCCC)(C)C,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1,304.54266,0,,yes,yes,0,,0.0,AD
1112,CHEMBL1908307,DB13228,O=S(C1C(=O)c2c(N(C=1)C)cc(F)cc2)C,O=S(C1C(=O)c2c(N(C=1)C)cc(F)cc2)C,Cn1cc([S+](C)[O-])c(=O)c2ccc(F)cc21,239.2697,0,,yes,yes,0,1.0,0.0,AD
1113,CHEMBL1908315,DB08964,C(=O)(OC)/C=C/CCCC[C@H]1C(=O)C[C@@H](O)[C@@H]1/C=C/[C@H](C(CCCC)(C)C)O,C(=O)(OC)C=CCCCCC1C(=O)CC(O)C1C=CC(C(CCCC)(C)C)O,CCCCC(C)(C)[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCC/C=C/C(=O)OC,394.55516,0,,yes,yes,1,0.0,0.0,DISCONT
1114,CHEMBL1908335,DB11628,C(=O)([C@@H](NC(=O)[C@H](CNC(=O)CSCC[C@H]1C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)C(C)C)CCCCN)Cc2c3c(cccc3)[nH]c2)Cc4ccc(O)cc4)Cc5ccccc5)C)N)CCCCN)N[C@H](C(=O)N[C@H](C(=O)N)CCCCN)CS,C(=O)(C(NC(=O)C(CNC(=O)CSCCC1C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)C(C)C)CCCCN)Cc2c3c(cccc3)[nH]c2)Cc4ccc(O)cc4)Cc5ccccc5)C)N)CCCCN)NC(C(=O)NC(C(=O)N)CCCCN)CS,CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC2=CNC3=CC=CC=C23)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)[C@H](CC2=CC=CC=C2)N(C)C(=O)[C@H](CCSCC(=O)NC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCCCN)C(N)=O)NC1=O,1357.71462,3,Hb; Mw; NO,yes,yes,1,,0.0,DISCONT
1115,CHEMBL1908360,DB01590,O=C1C(=O)N2[C@H](C(=O)O[C@H]([C@@H](C[C@H]3C[C@@H](OC)[C@H](OCCO)CC3)C)CC(=O)[C@@H](/C=C(/[C@@H](O)[C@@H](OC)C(=O)[C@@H](C[C@@H](/C=C/C=C/C=C(/[C@@H](OC)C[C@H]4O[C@]1(O)[C@@H](CC4)C)\C)C)C)\C)C)CCCC2,O=C1C(=O)N2C(C(=O)OC(C(CC3CC(OC)C(OCCO)CC3)C)CC(=O)C(C=C(C(O)C(OC)C(=O)C(CC(C=CC=CC=C(C(OC)CC4OC1(O)C(CC4)C)C)C)C)C)C)CCCC2,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,958.24811,2,Mw; NO,yes,yes,0,0.0,0.0,AD
1116,CHEMBL1908364,DB08997,O=C1[C@](c2ccccc2)(C3CCN(Cc4ccccc4)CC3)CCC(=O)N1,O=C1C(c2ccccc2)(C3CCN(Cc4ccccc4)CC3)CCC(=O)N1,O=C1CC[C@@](C2CCN(CC3=CC=CC=C3)CC2)(C(=O)N1)C1=CC=CC=C1,362.47472,0,,yes,yes,1,,0.0,DISCONT
1117,CHEMBL1908370,DB09047,C(#N)c1c(c(F)cc2C(=O)C(C(=O)O)=CN(c12)C3CC3)N4C[C@@H]5OCCN[C@H]5C4,C(#N)c1c(c(F)cc2C(=O)C(C(=O)O)=CN(c12)C3CC3)N4CC5OCCNC5C4,N#Cc1c(N2C[C@@H]3NCCO[C@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,398.39623,0,,yes,yes,0,0.0,0.0,AD
1118,CHEMBL1908373,,N(c1ccc(cc1)[C@@H]2C3=C4C(=CC(=O)CC4)CC[C@H]3[C@H]5[C@]([C@@](O)(CCCO)CC5)(C2)C)(C)C,N(c1ccc(cc1)C2C3=C4C(=CC(=O)CC4)CCC3C5C(C(O)(CCCO)CC5)(C2)C)(C)C,CN(C)c1ccc([C@H]2C[C@]3(C)[C@@H](CC[C@]3(O)CCCO)[C@@H]3CCC4=CC(=O)CCC4=C32)cc1,449.63763,0,,no,yes,,0.0,0.0,
1119,CHEMBL1908841,DB11596,C(=O)(c1ccc(NC[C@@H]2N(C3C(=O)N=C(NC=3NC2)N)C=O)cc1)N[C@H](C(=O)O)CCC(=O)O,C(=O)(c1ccc(NCC2N(C3C(=O)N=C(NC=3NC2)N)C=O)cc1)NC(C(=O)O)CCC(=O)O,Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O,473.44801,2,Hb; NO,yes,yes,0,0.0,0.0,AD
1120,CHEMBL1908906,,O(c1ccc(/C=C/c2ccc(NC)cc2)cc1)CCOCCOCCF,O(c1ccc(C=Cc2ccc(NC)cc2)cc1)CCOCCOCCF,CNc1ccc(/C=C/c2ccc(OCCOCCOCCF)cc2)cc1,359.44362,0,,no,yes,,0.0,0.0,
1121,CHEMBL1908919,,O(c1ncc(/C=C/c2ccc(NC)cc2)cc1)CCOCCOCCF,O(c1ncc(C=Cc2ccc(NC)cc2)cc1)CCOCCOCCF,CNc1ccc(/C=C/c2ccc(OCCOCCOCCF)nc2)cc1,360.43125,0,,no,yes,,0.0,0.0,
1122,CHEMBL1909072,,C(=O)(C1CCN(CCCN2c3c(Sc4c2cccc4)ccc(Cl)c3)CC1)N,C(=O)(C1CCN(CCCN2c3c(Sc4c2cccc4)ccc(Cl)c3)CC1)N,NC(=O)C1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,401.96088,0,,no,yes,,1.0,1.0,WD
1123,CHEMBL1909282,,C(=O)(O)Cc1nc(-c2ccc(Cl)cc2)sc1,C(=O)(O)Cc1nc(-c2ccc(Cl)cc2)sc1,O=C(O)Cc1csc(-c2ccc(Cl)cc2)n1,253.70836,0,,no,yes,,1.0,1.0,WD
1124,CHEMBL1909283,DB09248,c1(C(NN)C)ccccc1,c1(C(NN)C)ccccc1,CC(NN)c1ccccc1,136.19784,0,,yes,yes,1,1.0,1.0,WD
1125,CHEMBL1909285,,O=[N+](c1nc(n(-c2ccc([N+](=O)[O-])cc2)c1)C)[O-],O=[N+](c1nc(n(-c2ccc([N+](=O)[O-])cc2)c1)C)[O-],Cc1nc([N+](=O)[O-])cn1-c1ccc([N+](=O)[O-])cc1,248.19916,0,,no,yes,,1.0,1.0,WD
1126,CHEMBL1909286,DB09251,O(c1ccccc1)CC(NN)C,O(c1ccccc1)CC(NN)C,CC(COc1ccccc1)NN,166.22428,0,,yes,yes,1,1.0,1.0,WD
1127,CHEMBL1909288,,C(=O)(Oc1ccc(C2(C(=O)N(C(=O)C)c3c2cccc3)c4ccc(OC(=O)C)cc4)cc1)C,C(=O)(Oc1ccc(C2(C(=O)N(C(=O)C)c3c2cccc3)c4ccc(OC(=O)C)cc4)cc1)C,CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)C(=O)N(C(C)=O)c3ccccc32)cc1,443.45907,0,,no,yes,,1.0,1.0,WD
1128,CHEMBL1909289,,C(=O)(c1ccc(-c2ccccc2)cc1)C(OCC)Nc3ccc(C(=O)O)cc3,C(=O)(c1ccc(-c2ccccc2)cc1)C(OCC)Nc3ccc(C(=O)O)cc3,CCOC(Nc1ccc(C(=O)O)cc1)C(=O)c1ccc(-c2ccccc2)cc1,375.42697,0,,no,yes,,1.0,1.0,WD
1129,CHEMBL1909324,DB09090,O(c1c(OC)cc(c(Br)c1)C[N+]2(CCOCCC3C4C(C(C4)CC3)(C)C)CCOCC2)C,O(c1c(OC)cc(c(Br)c1)C[N+]2(CCOCCC3C4C(C(C4)CC3)(C)C)CCOCC2)C,COc1cc(Br)c(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)cc1OC,511.52867,1,Mw,yes,yes,0,0.0,0.0,AD
1130,CHEMBL191,DB00678,Clc1c(n(c(n1)CCCC)Cc2ccc(-c3c(-c4nn[nH]n4)cccc3)cc2)CO,Clc1c(n(c(n1)CCCC)Cc2ccc(-c3c(-c4nn[nH]n4)cccc3)cc2)CO,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,422.92011,0,,yes,yes,0,0.0,0.0,AD
1131,CHEMBL191083,,N(c1cc2c(N=C3C(S2)=CC(=[N+](C)C)C=C3)cc1)(C)C,N(c1cc2c(N=C3C(S2)=CC(=[N+](C)C)C=C3)cc1)(C)C,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1,284.40516,0,,no,yes,,0.0,0.0,
1132,CHEMBL192,DB00203,O=S(=O)(c1cc(c(OCC)cc1)C2=Nc3c(C(=O)N2)n(nc3CCC)C)N4CCN(CC4)C,O=S(=O)(c1cc(c(OCC)cc1)C2=Nc3c(C(=O)N2)n(nc3CCC)C)N4CCN(CC4)C,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,474.5851,0,,yes,yes,0,0.0,0.0,AD
1133,CHEMBL19215,DB13520,C(=O)(OCc1ccccc1)NC[C@H]2CN([C@H]3[C@@H](c4c5c(n(cc5C3)C)ccc4)C2)C,C(=O)(OCc1ccccc1)NCC2CN(C3C(c4c5c(n(cc5C3)C)ccc4)C2)C,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,403.52753,0,,yes,yes,0,0.0,0.0,AD
1134,CHEMBL19224,DB01113,O(c1c(OC)cc2c(c(ncc2)Cc3cc(OC)c(OC)cc3)c1)C,O(c1c(OC)cc2c(c(ncc2)Cc3cc(OC)c(OC)cc3)c1)C,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,339.39367,0,,yes,yes,0,0.0,0.0,AD
1135,CHEMBL19236,DB09242,O(c1c(c(Cl)nc(n1)C)NC2=NCCN2)C,O(c1c(c(Cl)nc(n1)C)NC2=NCCN2)C,COc1nc(C)nc(Cl)c1NC1=NCCN1,241.68144,0,,yes,yes,0,0.0,0.0,AD
1136,CHEMBL19299,DB09212,C(=O)(C(c1ccc(cc1)CC2C(=O)CCC2)C)O,C(=O)(C(c1ccc(cc1)CC2C(=O)CCC2)C)O,CC(C(O)=O)C1=CC=C(CC2CCCC2=O)C=C1,246.30816,0,,yes,yes,0,,0.0,AD
1137,CHEMBL193,DB01115,C(=O)(OC)C1=C(NC(=C(C(=O)OC)C1c2c([N+](=O)[O-])cccc2)C)C,C(=O)(OC)C1=C(NC(=C(C(=O)OC)C1c2c([N+](=O)[O-])cccc2)C)C,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],346.34196,0,,yes,yes,0,0.0,1.0,AD
1138,CHEMBL193240,DB01656,C(=O)(c1cc(OCC2CC2)c(OC(F)F)cc1)Nc3c(Cl)cncc3Cl,C(=O)(c1cc(OCC2CC2)c(OC(F)F)cc1)Nc3c(Cl)cncc3Cl,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,403.21468,0,,yes,yes,0,0.0,0.0,AD
1139,CHEMBL193482,DB04573,c12c(cc(O)cc1)CC[C@@H]3[C@@H]2CC[C@@]4([C@@H](O)[C@H](O)C[C@H]43)C,c12c(cc(O)cc1)CCC3C2CCC4(C(O)C(O)CC43)C,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,288.38928,0,,yes,yes,0,0.0,0.0,AD
1140,CHEMBL194014,DB14177,C(=O)(OCCC)c1ccc(O)cc1,C(=O)(OCCC)c1ccc(O)cc1,CCCOC(=O)C1=CC=C(O)C=C1,180.20484,0,,yes,yes,0,,0.0,AD
1141,CHEMBL1945778,,C(=O)(OC)[C@H]1[C@@H](c2ccc(I)cc2)C[C@H]3N([C@@H]1CC3)CCCF,C(=O)(OC)C1C(c2ccc(I)cc2)CC3N(C1CC3)CCCF,COC(=O)[C@H]1[C@@H](c2ccc(I)cc2)C[C@@H]2CC[C@H]1N2CCCF,431.29101,0,,no,yes,,0.0,0.0,
1142,CHEMBL1946170,DB08896,C(=O)(c1nccc(Oc2cc(F)c(NC(=O)Nc3cc(C(F)(F)F)c(Cl)cc3)cc2)c1)NC,C(=O)(c1nccc(Oc2cc(F)c(NC(=O)Nc3cc(C(F)(F)F)c(Cl)cc3)cc2)c1)NC,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,482.82425,0,,yes,yes,0,0.0,0.0,AD
1143,CHEMBL19490,DB04828,C(=O)(c1c(cc(n1C)CC(=O)O)C)c2ccc(Cl)cc2,C(=O)(c1c(cc(n1C)CC(=O)O)C)c2ccc(Cl)cc2,Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,291.73598,0,,yes,yes,1,1.0,1.0,WD
1144,CHEMBL1950576,DB11512,C(=N)(N[C@@H]1[C@@H](O[C@@H]2O[C@H]([C@@](O)([C@H]2O[C@@H]3O[C@H]([C@H](O)[C@@H](O)[C@@H]3NC)CO)CO)C)[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@H]1O)N,C(=N)(NC1C(OC2OC(C(O)(C2OC3OC(C(O)C(O)C3NC)CO)CO)C)C(O)C(O)C(NC(=N)N)C1O)N,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](NC(=N)N)[C@H](O)[C@@H](NC(=N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)CO)O[C@@H](CO)[C@H](O)[C@H]1O,583.59957,3,Hb; Mw; NO,yes,yes,1,1.0,1.0,WD
1145,CHEMBL1951095,DB12329,C(=O)(C1C(=O)[C@]2(C(=C3C(=O)c4c(c(NC(=O)CN5CCCC5)cc(F)c4C[C@H]3C[C@H]2[C@H](N(C)C)C=1O)O)O)O)N,C(=O)(C1C(=O)C2(C(=C3C(=O)c4c(c(NC(=O)CN5CCCC5)cc(F)c4CC3CC2C(N(C)C)C=1O)O)O)O)N,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)c(NC(=O)CN5CCCC5)cc(F)c4C[C@H]3C[C@@H]12,558.56717,3,Hb; Mw; NO,yes,yes,0,0.0,0.0,AD
1146,CHEMBL196,DB00126,O=C1C(=C(O)[C@H](O1)[C@@H](O)CO)O,O=C1C(=C(O)C(O1)C(O)CO)O,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,176.12676,0,,yes,yes,0,0.0,0.0,AD
1147,CHEMBL1963681,DB06237,C(=O)(c1c(nc(nc1)N2[C@H](CO)CCC2)NCc3cc(Cl)c(OC)cc3)NCc4ncccn4,C(=O)(c1c(nc(nc1)N2C(CO)CCC2)NCc3cc(Cl)c(OC)cc3)NCc4ncccn4,COc1ccc(C/N=c2\[nH]c(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl,483.96062,0,,yes,yes,0,0.0,0.0,AD
1148,CHEMBL1963683,DB08819,C(=O)(OC(C)C)CCC/C=C\C[C@@H]1[C@@H](/C=C/C(F)(F)COc2ccccc2)[C@H](O)C[C@@H]1O,C(=O)(OC(C)C)CCCC=CCC1C(C=CC(F)(F)COc2ccccc2)C(O)CC1O,CC(C)OC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/C(F)(F)COc1ccccc1,452.54228,0,,yes,yes,0,0.0,0.0,AD
1149,CHEMBL1973733,DB11184,C(=O)(O)CN(CC(=O)O)Cc1c(O)cc2c(C3(c4c(C(=O)O3)cccc4)c5c(O2)cc(c(c5)CN(CC(=O)O)CC(=O)O)O)c1,C(=O)(O)CN(CC(=O)O)Cc1c(O)cc2c(C3(c4c(C(=O)O3)cccc4)c5c(O2)cc(c(c5)CN(CC(=O)O)CC(=O)O)O)c1,OC(=O)CN(CC(O)=O)CC1=CC2=C(OC3=CC(O)=C(CN(CC(O)=O)CC(O)=O)C=C3C22OC(=O)C3=CC=CC=C23)C=C1O,622.54582,3,Hb; Mw; NO,yes,yes,0,,0.0,AD
