,chembl_id,drugbank_id,canonical_smiles_ap,canonical_smiles_ap_nonstereo,orginal_smiles,mw_ap,rule_of_5,rule_of_5_label,in_drugbank,in_chembl,wd_drugbank,wd_chembl,wd_withdrawn,drugbank_three_class,sum,wd_consensus_1,wd_consensus_2,wd_consensus_3,standardized_smiles,scaffolds,test_train
2213,CHEMBL1201064,,C(=O)(O[C@@]1(C(=O)C)[C@@]2([C@H]([C@H]3[C@@](F)([C@@]4(C(=CC(=O)C=C4)[C@H](C3)C)C)[C@@H](O)C2)CC1)C)C,C(=O)(OC1(C(=O)C)C2(C(C3C(F)(C4(C(=CC(=O)C=C4)C(C3)C)C)C(O)C2)CC1)C)C,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,418.50887,0,,no,yes,,0.0,,,0,0,0,0,CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,CC(C)CC1(C(C)C)CCC2C3CC(C)C4CC(C)CCC4(C)C3(C)C(C)CC21C,train
2214,CHEMBL1201146,,C([C@@]1(OC(=O)C)[C@@]2([C@H]([C@H]3[C@@H]([C@@H]4C(=CC(=O)CC4)CC3)CC2)CC1)C)#C,C(C1(OC(=O)C)C2(C(C3C(C4C(=CC(=O)CC4)CC3)CC2)CC1)C)#C,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,340.46556,0,,no,yes,,0.0,,,0,0,0,0,C#CC1(OC(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,CCC1(CC(C)C)CCC2C3CCC4CC(C)CCC4C3CCC21C,train
2197,CHEMBL1200688,,C(=O)(O[C@@H]1[C@@H](N(C)C)C[C@H](O[C@H]1O[C@H]2[C@](O)(C[C@H](C(=O)[C@@H]([C@H]([C@](O)([C@H](OC(=O)[C@@H]([C@@H](O[C@@H]3O[C@H]([C@@H]([C@](OC)(C3)C)O)C)[C@@H]2C)C)CC)C)O)C)C)C)C)CCC(=O)OCC,C(=O)(OC1C(N(C)C)CC(OC1OC2C(O)(CC(C(=O)C(C(C(O)(C(OC(=O)C(C(OC3OC(C(C(OC)(C3)C)O)C)C2C)C)CC)C)O)C)C)C)C)CCC(=O)OCC,CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,862.07215,2,Mw; NO,no,yes,,0.0,,,0,0,0,0,CCOC(=O)CCC(=O)OC1C(OC2C(C)C(OC3CC(C)(OC)C(O)C(C)O3)C(C)C(=O)OC(CC)C(C)(O)C(O)C(C)C(=O)C(C)CC2(C)O)OC(C)CC1N(C)C,CCCC(C)CCC(C)CC1C(CC2C(C)C(CC3CC(C)C(C)C(C)(CC)C3)C(C)C(C)CC(CC)C(C)(C)C(C)C(C)C(C)C(C)CC2(C)C)CC(C)CC1C(C)C,train
2195,CHEMBL1200645,,O=P(Oc1c(OC)cc(cc1OC)[C@@H]2c3c(cc4c(OCO4)c3)[C@@H](O[C@@H]5O[C@H]6[C@@H](O[C@@H](OC6)C)[C@H](O)[C@H]5O)[C@@H]7[C@@H]2C(=O)OC7)(O)O,O=P(Oc1c(OC)cc(cc1OC)C2c3c(cc4c(OCO4)c3)C(OC5OC6C(OC(OC6)C)C(O)C5O)C7C2C(=O)OC7)(O)O,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OP(=O)(O)O,668.5491099999999,2,Mw; NO,no,yes,,0.0,,,0,0,0,0,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1OP(=O)(O)O,CCC1CC(C2C3CC4CCCC4CC3C(CC3CC4CCC(C)CC4C(C)C3C)C3CCC(C)C32)CC(CC)C1CC(C)(C)C,train
2253,CHEMBL1673148,DB13462,O(c1ccccc1)CC[N+](Cc2ccccc2)(C)C,O(c1ccccc1)CC[N+](Cc2ccccc2)(C)C,C[N+](C)(CCOc1ccccc1)Cc1ccccc1.O=C([O-])c1cc2ccccc2cc1O,256.37014,0,,yes,yes,experimental,0.0,,,0,0,0,0,C[N+](C)(CCOc1ccccc1)Cc1ccccc1,CC(C)(CCCC1CCCCC1)CC1CCCCC1,train
2186,CHEMBL1199307,,C(N(CCCCCCN(C(=O)Oc1c[n+](ccc1)C)C)C)(=O)Oc2c[n+](ccc2)C,C(N(CCCCCCN(C(=O)Oc1c[n+](ccc1)C)C)C)(=O)Oc2c[n+](ccc2)C,CN(CCCCCCN(C)C(=O)Oc1ccc[n+](C)c1)C(=O)Oc1ccc[n+](C)c1,416.52364,0,,no,yes,,0.0,,,0,0,0,0,CN(CCCCCCN(C)C(=O)Oc1ccc[n+](C)c1)C(=O)Oc1ccc[n+](C)c1,CC1CCCC(CC(C)C(C)CCCCCCC(C)C(C)CC2CCCC(C)C2)C1,train
2180,CHEMBL1159717,,C(NCC(c1c(Cl)cccc1)O)(C)(C)C,C(NCC(c1c(Cl)cccc1)O)(C)(C)C,CC(C)(C)NCC(O)c1ccccc1Cl,227.73576,0,,no,yes,,0.0,,,0,0,0,0,CC(C)(C)NCC(O)c1ccccc1Cl,CC1CCCCC1C(C)CCC(C)(C)C,train
2181,CHEMBL1180003,,[N+](CCCCCCCCCCCCCC)(C)(C)C,[N+](CCCCCCCCCCCCCC)(C)(C)C,CCCCCCCCCCCCCC[N+](C)(C)C,256.49826,0,,no,yes,,0.0,,,0,0,0,0,CCCCCCCCCCCCCC[N+](C)(C)C,CCCCCCCCCCCCCCC(C)(C)C,train
2182,CHEMBL1183349,,C(#N)c1ccc(-c2nc(sc2)[C@@H]([C@](c3c(F)ccc(F)c3)(O)Cn4nc[n+](C(OC(N(c5c(cccn5)COC(=O)CNC)C)=O)C)c4)C)cc1,C(#N)c1ccc(-c2nc(sc2)C(C(c3c(F)ccc(F)c3)(O)Cn4nc[n+](C(OC(N(c5c(cccn5)COC(=O)CNC)C)=O)C)c4)C)cc1,CNCC(=O)OCc1cccnc1N(C)C(=O)OC(C)[n+]1cnn(C[C@](O)(c2cc(F)ccc2F)[C@@H](C)c2nc(-c3ccc(C#N)cc3)cs2)c1,717.77885,2,Mw; NO,no,yes,,0.0,,,0,0,0,0,CNCC(=O)OCc1cccnc1N(C)C(=O)OC(C)[n+]1cnn(CC(O)(c2cc(F)ccc2F)C(C)c2nc(-c3ccc(C#N)cc3)cs2)c1,CCCC(C)CCC1CCCCC1C(C)C(C)CC(C)C1CCC(CC(C)(C(C)C2CCC(C3CCC(CC)CC3)C2)C2CC(C)CCC2C)C1,train
2183,CHEMBL1187417,,c1(ccccc1)C[N+](CCCCCCCCCCCCC)(C)C,c1(ccccc1)C[N+](CCCCCCCCCCCCC)(C)C,CCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,318.5697,0,,no,yes,,0.0,,,0,0,0,0,CCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,CCCCCCCCCCCCCC(C)(C)CC1CCCCC1,train
2184,CHEMBL1187724,,C(=O)(O[C@@H]1C[C@H]2[N+]([C@@H](C1)CC2)(C)C)C(c3ccccc3)CO,C(=O)(OC1CC2[N+](C(C1)CC2)(C)C)C(c3ccccc3)CO,C[N+]1(C)[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2,304.41192,0,,no,yes,,0.0,,,0,0,0,0,C[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,CCC(C(C)CC1CC2CCC(C1)C2(C)C)C1CCCCC1,train
2185,CHEMBL119423,,C12C(=C(S)NC=N1)C=NN=2,C12C(=C(S)NC=N1)C=NN=2,Sc1[nH]cnc2nncc1-2,152.17818,0,,no,yes,,0.0,,,0,0,0,0,Sc1ncnc2[nH]ncc12,CC1CCCC2CCCC12,train
2187,CHEMBL1200375,DB14598,C(=O)([O-])CN(CC(=O)[O-])CCN(CC(=O)[O-])CC(=O)[O-],C(=O)([O-])CN(CC(=O)[O-])CCN(CC(=O)[O-])CC(=O)[O-],O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Ca+2].[Na+].[Na+],288.21524,0,,yes,yes,,0.0,,,0,0,0,0,C(=O)([O-])CN(CC(=O)[O-])CCN(CC(=O)[O-])CC(=O)[O-],CC1CCCC(CC(C)C(C)CCCCCCC(C)C(C)CC2CCCC(C)C2)C1,train
2194,CHEMBL1200598,,C(=C(/c1ccc(OP(=O)(O)O)cc1)\CC)(\c2ccc(OP(=O)(O)O)cc2)/CC,C(=C(c1ccc(OP(=O)(O)O)cc1)CC)(c2ccc(OP(=O)(O)O)cc2)CC,CC/C(=C(/CC)c1ccc(OP(=O)(O)O)cc1)c1ccc(OP(=O)(O)O)cc1,428.31794,0,,no,yes,,0.0,,,0,0,0,0,CCC(=C(CC)c1ccc(OP(=O)(O)O)cc1)c1ccc(OP(=O)(O)O)cc1,CCC(C1CCC(CC(C)(C)C)CC1)C(CC)C1CCC(CC(C)(C)C)CC1,train
2188,CHEMBL1200376,,C(=O)(O[C@@]1(C(=O)CO)[C@@]2([C@H]([C@H]3[C@@](F)([C@@]4(C(=CC(=O)C=C4)CC3)C)[C@@H](O)C2)C[C@@H]1C)C)c5ccccc5,C(=O)(OC1(C(=O)CO)C2(C(C3C(F)(C4(C(=CC(=O)C=C4)CC3)C)C(O)C2)CC1C)C)c5ccccc5,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccccc1)C(=O)CO,496.57971,0,,no,yes,,0.0,,,0,0,0,0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(OC(=O)c1ccccc1)C(=O)CO,CCC(C)C1(CC(C)C2CCCCC2)C(C)CC2C3CCC4CC(C)CCC4(C)C3(C)C(C)CC21C,train
2189,CHEMBL1200384,,C(=O)(O[C@@]1(C(=O)COC(=O)CC)[C@@]2([C@H]([C@H]3[C@@](F)([C@@]4(C(=CC(=O)C=C4)CC3)C)[C@@H](O)C2)C[C@@H]1C)C)CC,C(=O)(OC1(C(=O)COC(=O)CC)C2(C(C3C(F)(C4(C(=CC(=O)C=C4)CC3)C)C(O)C2)CC1C)C)CC,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,504.59989,1,Mw,no,yes,,0.0,,,0,0,0,0,CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,CCC(C)CCC(C)C1(CC(C)CC)C(C)CC2C3CCC4CC(C)CCC4(C)C3(C)C(C)CC21C,train
2190,CHEMBL1200406,DB14132,O=C1c2c(nc(Cl)[nH]2)N(C(=O)N1C)C,O=C1c2c(nc(Cl)[nH]2)N(C(=O)N1C)C,CN(C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,214.61209,0,,yes,yes,experimental,0.0,,,0,0,0,0,Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,CC1CC2C(C)C(C)C(C)C(C)C2C1,train
2191,CHEMBL1200449,,C(=O)(O[C@H]1[C@](C(=O)COC(=O)C)([C@@]2([C@H]([C@H]3[C@@](F)([C@@]4(C(=CC(=O)C=C4)CC3)C)[C@@H](O)C2)C1)C)O)C,C(=O)(OC1C(C(=O)COC(=O)C)(C2(C(C3C(F)(C4(C(=CC(=O)C=C4)CC3)C)C(O)C2)C1)C)O)C,CC(=O)OCC(=O)[C@@]1(O)[C@H](OC(C)=O)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,478.51817,0,,no,yes,,0.0,,,0,0,0,0,CC(=O)OCC(=O)C1(O)C(OC(C)=O)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,CC(C)CCC(C)C1(C)C(CC(C)C)CC2C3CCC4CC(C)CCC4(C)C3(C)C(C)CC21C,train
2192,CHEMBL1200545,,C(=O)(O[C@@]1(C(=O)COC(=O)C)[C@@]2([C@H]([C@H]3[C@@](F)([C@@]4(C(=CC(=O)C=C4)[C@@H](F)C3)C)[C@@H](O)C2)C[C@@H]1C)C)C,C(=O)(OC1(C(=O)COC(=O)C)C2(C(C3C(F)(C4(C(=CC(=O)C=C4)C(F)C3)C)C(O)C2)CC1C)C)C,CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,494.53624,0,,no,yes,,0.0,,,0,0,0,0,CC(=O)OCC(=O)C1(OC(C)=O)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,CC(C)CCC(C)C1(CC(C)C)C(C)CC2C3CC(C)C4CC(C)CCC4(C)C3(C)C(C)CC21C,train
2193,CHEMBL1200592,,C(C(C)(C)C)(=O)OCC(=O)[C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)CC4)CC3)C)CC2)CC1)C,C(C(C)(C)C)(=O)OCC(=O)C1C2(C(C3C(C4(C(=CC(=O)CC4)CC3)C)CC2)CC1)C,CC(C)(C)C(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,414.58906,0,,no,yes,,0.0,,,0,0,0,0,CC(C)(C)C(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC1CCC2(C)C(CCC3C2CCC2(C)C(C(C)CCC(C)C(C)(C)C)CCC32)C1,train
2215,CHEMBL1201147,,C(C(C(=O)OCC(CCCC)CC)=C(c1ccccc1)c2ccccc2)#N,C(C(C(=O)OCC(CCCC)CC)=C(c1ccccc1)c2ccccc2)#N,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,361.48708999999997,1,LP,no,yes,,0.0,,,0,0,0,0,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,CCCCC(CC)CCC(C)C(CC)C(C1CCCCC1)C1CCCCC1,train
2216,CHEMBL1201198,,O=C1C(c2nnn[nH]2)=CN=C3C(=CC=CN13)C,O=C1C(c2nnn[nH]2)=CN=C3C(=CC=CN13)C,Cc1cccn2c(=O)c(-c3nnn[nH]3)cnc12,228.21436,0,,no,yes,,0.0,,,0,0,0,0,Cc1cccn2c(=O)c(-c3nnn[nH]3)cnc12,CC1CCCC2C(C)C(C3CCCC3)CCC12,train
2217,CHEMBL1201233,,C([C@](Cc1cc(c(O)cc1)O)(N)C)(=O)OCC,C(C(Cc1cc(c(O)cc1)O)(N)C)(=O)OCC,CCOC(=O)[C@@](C)(N)Cc1ccc(O)c(O)c1,239.27299,0,,no,yes,,0.0,,,0,0,0,0,CCOC(=O)C(C)(N)Cc1ccc(O)c(O)c1,CCCC(C)C(C)(C)CC1CCC(C)C(C)C1,train
2244,CHEMBL1615487,,C(=O)(c1c(I)c(c(I)cc1I)NC(=O)CCOCCOCCOCCOCCC(=O)Nc2c(I)c(C(=O)O)c(I)cc2I)O,C(=O)(c1c(I)c(c(I)cc1I)NC(=O)CCOCCOCCOCCOCCC(=O)Nc2c(I)c(C(=O)O)c(I)cc2I)O,O=C(CCOCCOCCOCCOCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,1287.92722,2,Mw; NO,no,yes,,0.0,,,0,0,0,0,O=C(CCOCCOCCOCCOCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,CC(CCCCCCCCCCCCCCC(C)CC1C(C)CC(C)C(C(C)C)C1C)CC1C(C)CC(C)C(C(C)C)C1C,train
2237,CHEMBL1491306,,c1(nc(O)cc(n1)Cc2ccccc2)S,c1(nc(O)cc(n1)Cc2ccccc2)S,Oc1cc(Cc2ccccc2)nc(S)n1,218.2786,0,,no,yes,,0.0,,,0,0,0,0,O=c1cc(Cc2ccccc2)nc(S)[nH]1,CC1CC(C)CC(CC2CCCCC2)C1,train
2239,CHEMBL15023,,C(=O)(c1ccc(F)cc1)CCCN2CCC(c3cc(C(F)(F)F)ccc3)(O)CC2,C(=O)(c1ccc(F)cc1)CCCN2CCC(c3cc(C(F)(F)F)ccc3)(O)CC2,O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1,409.42661,1,LP,no,yes,,0.0,,,0,0,0,0,O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1,CC1CCC(C(C)CCCC2CCC(C)(C3CCCC(C(C)(C)C)C3)CC2)CC1,train
2240,CHEMBL1504,,C(=O)([C@]12[C@@]3([C@H]([C@H]4[C@@](F)([C@@]5(C(=CC(=O)C=C5)CC4)C)[C@@H](O)C3)C[C@H]1OC(O2)(C)C)C)CO,C(=O)(C12C3(C(C4C(F)(C5(C(=CC(=O)C=C5)CC4)C)C(O)C3)CC1OC(O2)(C)C)C)CO,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,434.50827000000004,0,,no,yes,,0.0,,,0,0,0,0,CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,CCC(C)C12CC(C)(C)CC1CC1C3CCC4CC(C)CCC4(C)C3(C)C(C)CC12C,train
2241,CHEMBL1547,,c1(c([n+](cs1)Cc2c(nc(nc2)C)N)C)CCO,c1(c([n+](cs1)Cc2c(nc(nc2)C)N)C)CCO,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,265.35889,0,,no,yes,,0.0,,,0,0,0,0,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,CCCC1CCC(CC2CCC(C)CC2C)C1C,train
2242,CHEMBL1565476,,N(C1=Nc2c(N3C(=O)C(C(=O)N13)CCC)cc(cc2)C)(C)C,N(C1=Nc2c(N3C(=O)C(C(=O)N13)CCC)cc(cc2)C)(C)C,CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,300.3626,0,,no,yes,,0.0,,,0,0,0,0,CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,CCCC1C(C)C2C(C(C)C)CC3CCC(C)CC3C2C1C,train
2243,CHEMBL1584,,C(=O)(c1cc2c(Sc3c(N2CCCN4CCC(CCO)CC4)cccc3)cc1)C,C(=O)(c1cc2c(Sc3c(N2CCCN4CCC(CCO)CC4)cccc3)cc1)C,CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,410.5817,0,,no,yes,,0.0,,,0,0,0,0,CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,CCCC1CCC(CCCC2C3CCCCC3CC3CCC(C(C)C)CC32)CC1,train
2245,CHEMBL1619528,,C(C(c1ccccc1)(c2ccccc2)O)(=O)OC3C[N+](CC)(CCC3)C,C(C(c1ccccc1)(c2ccccc2)O)(=O)OC3C[N+](CC)(CCC3)C,CC[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,354.47226,0,,no,yes,,0.0,,,0,0,0,0,CC[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,CCC1(C)CCCC(CC(C)C(C)(C2CCCCC2)C2CCCCC2)C1,train
2218,CHEMBL1201275,,C(c1c(S(=O)(=O)O)ccc(S(=O)(=O)[O-])c1)(c2ccc(N(CC)CC)cc2)=C3C=CC(=[N+](CC)CC)C=C3,C(c1c(S(=O)(=O)O)ccc(S(=O)(=O)[O-])c1)(c2ccc(N(CC)CC)cc2)=C3C=CC(=[N+](CC)CC)C=C3,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2cc(S(=O)(=O)[O-])ccc2S(=O)(=O)O)cc1,544.69254,1,Mw,no,yes,,0.0,,,0,0,0,0,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2cc(S(=O)(=O)[O-])ccc2S(=O)(=O)O)cc1,CCC(CC)C1CCC(C(C2CCC(C(CC)CC)CC2)C2CC(C(C)(C)C)CCC2C(C)(C)C)CC1,train
2246,CHEMBL1619785,,C(=O)(OC1c2c(C(=O)O1)cccc2)[C@H]3C(S[C@H]4N3C(=O)[C@H]4NC(=O)[C@@H](c5ccccc5)N)(C)C,C(=O)(OC1c2c(C(=O)O1)cccc2)C3C(SC4N3C(=O)C4NC(=O)C(c5ccccc5)N)(C)C,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OC1OC(=O)c2ccccc21,481.53020999999995,0,,no,yes,,0.0,,,0,0,0,0,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)OC1OC(=O)c2ccccc21,CC(CC1C(C)C2C1CC(C)(C)C2C(C)CC1CC(C)C2CCCCC12)C(C)C1CCCCC1,train
2247,CHEMBL1623992,,C(=O)(OC1CN(CC)CCC1)C(c2ccccc2)c3ccccc3,C(=O)(OC1CN(CC)CCC1)C(c2ccccc2)c3ccccc3,CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1,323.43785,0,,no,yes,,0.0,,,0,0,0,0,CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1,CCC1CCCC(CC(C)C(C2CCCCC2)C2CCCCC2)C1,train
2249,CHEMBL1627367,,F[C@H]1[C@@H]([C@@]2([C@H]([C@H]3[C@@H](c4c(cc(O)cc4)CC3)CC2)C1)C)O,FC1C(C2(C(C3C(c4c(cc(O)cc4)CC3)CC2)C1)C)O,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](F)[C@@H]2O,290.38031,0,,no,yes,,0.0,,,0,0,0,0,CC12CCC3c4ccc(O)cc4CCC3C1CC(F)C2O,CC1CCC2C(CCC3C2CCC2(C)C(C)C(C)CC32)C1,train
2250,CHEMBL1650619,,S=C1N(O)C=CC=C1,S=C1N(O)C=CC=C1,On1ccccc1=S,127.16545,0,,no,yes,,0.0,,,0,0,0,0,On1ccccc1=S,CC1CCCCC1C,train
2251,CHEMBL1651990,,O(C(c1c(Cl)cc(Cl)cc1)Cn2cncc2)Cc3ccc(Sc4ccccc4)cc3,O(C(c1c(Cl)cc(Cl)cc1)Cn2cncc2)Cc3ccc(Sc4ccccc4)cc3,Clc1ccc(C(Cn2ccnc2)OCc2ccc(Sc3ccccc3)cc2)c(Cl)c1,455.4086,1,LP,no,yes,,0.0,,,0,0,0,0,Clc1ccc(C(Cn2ccnc2)OCc2ccc(Sc3ccccc3)cc2)c(Cl)c1,CC1CCC(C(CCC2CCC(CC3CCCCC3)CC2)CC2CCCC2)C(C)C1,train
2252,CHEMBL167150,,C(Cl)(Cl)(Cl)C(P(=O)(OC)OC)O,C(Cl)(Cl)(Cl)C(P(=O)(OC)OC)O,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,257.43856,0,,no,yes,,0.0,,,0,0,0,0,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,CCC(C)(CC)C(C)C(C)(C)C,train
2236,CHEMBL1485,,C(=O)([C@H](CCCNC(=N)N)N)O,C(=O)(C(CCCNC(=N)N)N)O,N=C(N)NCCC[C@H](N)C(=O)O,174.20378,1,Hb,no,yes,,0.0,,,0,0,0,0,N=C(N)NCCCC(N)C(=O)O,CC(C)CCCCC(C)C(C)C,train
2234,CHEMBL1455497,,C(=O)(C(O)CC(=O)O)O,C(=O)(C(O)CC(=O)O)O,O=C(O)CC(O)C(=O)O,134.08921999999998,0,,no,yes,,0.0,,,0,0,0,0,C(=O)(C(O)CC(=O)O)O,CCC(C(C)C(C)C(C)C(C)CCC1CCC(C)C(C)C1C(C)C)C1CC(CC)(C2CCC(C)(CC)C(C)C2)CC1C,train
2233,CHEMBL145347,DB11423,C(=O)(c1c(c(ccc1CC[C@H]([C@@H]([C@@H](C(=O)[C@@H]([C@H]2O[C@@]([C@@H]3O[C@H]([C@@](O)(CC)CC3)C)(CC)C[C@@H]2C)CC)C)O)C)C)O)O,C(=O)(c1c(c(ccc1CCC(C(C(C(=O)C(C2OC(C3OC(C(O)(CC)CC3)C)(CC)CC2C)CC)C)O)C)C)O)O,[H][C@@](C)(CCC1=C(C(O)=O)C(O)=C(C)C=C1)[C@]([H])(O)[C@]([H])(C)C(=O)[C@]([H])(CC)[C@@]1([H])O[C@@](CC)(C[C@]1([H])C)[C@@]1([H])CC[C@](O)(CC)[C@]([H])(C)O1,590.8029799999999,1,Mw,yes,yes,,,,,0,0,0,0,CCC(C(=O)C(C)C(O)C(C)CCc1ccc(C)c(O)c1C(=O)O)C1OC(CC)(C2CCC(O)(CC)C(C)O2)CC1C,CCC(C(C)C(C)C(C)C(C)CCC1CCC(C)C(C)C1C(C)C)C1CC(CC)(C2CCC(C)(CC)C(C)C2)CC1C,train
2232,CHEMBL1449676,,O=[N+](c1n(c(nc1)C)CC(O)CCl)[O-],O=[N+](c1n(c(nc1)C)CC(O)CCl)[O-],Cc1ncc([N+](=O)[O-])n1CC(O)CCl,219.6287,0,,no,yes,,0.0,,,0,0,0,0,Cc1ncc([N+](=O)[O-])n1CC(O)CCl,CCC(C)CC1C(C)CCC1C(C)C,train
2231,CHEMBL14053,,C(C(Cl)(Cl)Cl)(=O)O,C(C(Cl)(Cl)Cl)(=O)O,O=C(O)C(Cl)(Cl)Cl,163.38797,0,,no,yes,,0.0,,,0,0,0,0,O=C(O)C(Cl)(Cl)Cl,CC(C)C(C)(C)C,train
2230,CHEMBL1371770,,c1(ncccn1)N2CCN(Cc3cc4c(OCO4)cc3)CC2,c1(ncccn1)N2CCN(Cc3cc4c(OCO4)cc3)CC2,c1cnc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)nc1,298.34666,0,,no,yes,,0.0,,,0,0,0,0,c1cnc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)nc1,C1CCC(C2CCC(CC3CCC4CCCC4C3)CC2)CC1,train
