,chembl_id,drugbank_id,canonical_smiles_ap,canonical_smiles_ap_nonstereo,orginal_smiles,mw_ap,rule_of_5,rule_of_5_label,in_drugbank,in_chembl,wd_drugbank,wd_chembl,wd_withdrawn,drugbank_three_class,sum,wd_consensus_1,wd_consensus_2,wd_consensus_3,standardized_smiles,scaffolds,test_train
1251,CHEMBL2111100,DB13615,C(=O)(O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)(OCCNC(=O)[C@@H](NC(=O)CC[C@H](C(=O)N)NC(=O)[C@@H](NC(=O)[C@H](O[C@@H]1[C@@H](NC(=O)C)C(O[C@@H]([C@H]1O)CO)O)C)C)C)O)CCCCCCCCCCCCCCC,C(=O)(OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(OCCNC(=O)C(NC(=O)CCC(C(=O)N)NC(=O)C(NC(=O)C(OC1C(NC(=O)C)C(OC(C1O)CO)O)C)C)C)O)CCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCNC(=O)[C@H](C)NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@H]1[C@H](O)[C@@H](CO)OC(O)[C@@H]1NC(C)=O)C(N)=O)OC(=O)CCCCCCCCCCCCCCC,1237.5262300000002,3,Hb; Mw; NO,yes,yes,0,0.0,,AD,0,0,0,0,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)C(C)NC(=O)CCC(NC(=O)C(C)NC(=O)C(C)OC1C(O)C(CO)OC(O)C1NC(C)=O)C(N)=O)OC(=O)CCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCC(C)CCC(CCC(C)(C)CCCCC(C)C(C)CC(C)CCC(CC(C)C(C)CC(C)C(C)CC1C(C)C(CC)CC(C)C1CC(C)C)C(C)C)CC(C)CCCCCCCCCCCCCCC,train
1619,CHEMBL41355,DB04953,C(=O)(OCC)Nc1c(cc(NCc2ccc(F)cc2)cc1)N,C(=O)(OCC)Nc1c(cc(NCc2ccc(F)cc2)cc1)N,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,303.33836,0,,yes,yes,0,0.0,,AD,0,0,0,0,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,CCCC(C)CC1CCC(CCC2CCC(C)CC2)CC1C,train
1613,CHEMBL409153,DB11633,C(#N)c1ccc(-c2nc(sc2)[C@@H]([C@](c3c(F)ccc(F)c3)(O)Cn4ncnc4)C)cc1,C(#N)c1ccc(-c2nc(sc2)C(C(c3c(F)ccc(F)c3)(O)Cn4ncnc4)C)cc1,C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@](O)(Cn1cncn1)c1cc(F)ccc1F,437.47339000000005,0,,yes,yes,0,0.0,,AD,0,0,0,0,CC(c1nc(-c2ccc(C#N)cc2)cs1)C(O)(Cn1cncn1)c1cc(F)ccc1F,CCC1CCC(C2CCC(C(C)C(C)(CC3CCCC3)C3CC(C)CCC3C)C2)CC1,train
1614,CHEMBL4094358,DB12434,C(=O)([C@]1([C@@H]2[C@]([C@H]3[C@@]4(CC([C@@](O[C@@H]5O[C@@H]([C@@H](O)[C@H](O)[C@H]5O[C@@H]6O[C@@H]([C@@H](O)[C@H](O)[C@H]6O)CO)CO)(C4)CC3)=C)CC2)(CCC1)C)C)O,C(=O)(C1(C2C(C3C4(CC(C(OC5OC(C(O)C(O)C5OC6OC(C(O)C(O)C6O)CO)CO)(C4)CC3)=C)CC2)(CCC1)C)C)O,C[C@@]12CCC[C@](C)([C@H]1CC[C@@]13CC(=C)[C@@](C1)(CC[C@@H]23)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(O)=O,642.7459,3,Hb; Mw; NO,yes,yes,0,,,AD,0,0,0,0,C=C1CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C3,CCC1CC(CC2C(CC34CCC5C(CCC6C(C)(C(C)C)CCCC56C)(CC3C)C4)CC(CC)C(C)C2C)C(C)C(C)C1C,train
1615,CHEMBL41,DB00472,C(F)(F)(F)c1ccc(OC(c2ccccc2)CCNC)cc1,C(F)(F)(F)c1ccc(OC(c2ccccc2)CCNC)cc1,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,309.33346,1,LP,yes,yes,0,0.0,,AD,0,0,0,0,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,CCCCC(CC1CCC(C(C)(C)C)CC1)C1CCCCC1,train
1616,CHEMBL4101807,DB14975,O=Cc1c(OCc2c(-c3n(ncc3)C(C)C)nccc2)cccc1O,O=Cc1c(OCc2c(-c3n(ncc3)C(C)C)nccc2)cccc1O,CC(C)n1nccc1-c1ncccc1COc1cccc(O)c1C=O,337.38063,0,,yes,yes,0,0.0,,AD,0,0,0,0,CC(C)n1nccc1-c1ncccc1COc1cccc(O)c1C=O,CCC1C(C)CCCC1CCC1CCCCC1C1CCCC1C(C)C,train
1617,CHEMBL41286,DB11994,C(=O)(c1cc(OC(=O)C)c2C(=O)c3c(OC(=O)C)cccc3C(=O)c2c1)O,C(=O)(c1cc(OC(=O)C)c2C(=O)c3c(OC(=O)C)cccc3C(=O)c2c1)O,CC(=O)Oc1cccc2c1C(=O)c1c(OC(C)=O)cc(C(=O)O)cc1C2=O,368.30174,0,,yes,yes,0,0.0,,AD,0,0,0,0,CC(=O)Oc1cccc2c1C(=O)c1c(OC(C)=O)cc(C(=O)O)cc1C2=O,CC(C)CC1CCCC2C(C)C3CC(C(C)C)CC(CC(C)C)C3C(C)C12,train
1618,CHEMBL413,DB00877,O=C1C(=O)N2[C@H](C(=O)O[C@H]([C@@H](C[C@H]3C[C@@H](OC)[C@H](O)CC3)C)CC(=O)[C@@H](/C=C(/[C@@H](O)[C@@H](OC)C(=O)[C@@H](C[C@@H](/C=C/C=C/C=C(/[C@@H](OC)C[C@H]4O[C@]1(O)[C@@H](CC4)C)\C)C)C)\C)C)CCCC2,O=C1C(=O)N2C(C(=O)OC(C(CC3CC(OC)C(O)CC3)C)CC(=O)C(C=C(C(O)C(OC)C(=O)C(CC(C=CC=CC=C(C(OC)CC4OC1(O)C(CC4)C)C)C)C)C)C)CCCC2,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,914.1946300000001,2,Mw; NO,yes,yes,0,0.0,,AD,0,0,0,0,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,CCC1CC(CC(C)C2CC(C)C(C)CC(C)C(C)C(CC)C(C)C(C)CC(C)CCCCCC(C)C(CC)CC3CCC(C)C(C)(C3)C(C)C(C)C3CCCCC3C(C)C2)CCC1C,train
1620,CHEMBL415,DB01242,N(CCCN1c2c(ccc(Cl)c2)CCc3c1cccc3)(C)C,N(CCCN1c2c(ccc(Cl)c2)CCc3c1cccc3)(C)C,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,314.86061,1,LP,yes,yes,0,0.0,,AD,0,0,0,0,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,CC(C)CCCC1C2CCCCC2CCC2CCC(C)CC21,train
1610,CHEMBL4073796,DB00686,O=S(=O)(O[C@@H]1[C@@H](OS(=O)(=O)O)[C@H](O)CO[C@H]1O[C@H]2[C@H](OS(=O)(=O)O)[C@@H](OS(=O)(=O)O)[C@@H](OC2)O)O,O=S(=O)(OC1C(OS(=O)(=O)O)C(O)COC1OC2C(OS(=O)(=O)O)C(OS(=O)(=O)O)C(OC2)O)O,O[C@@H]1CO[C@@H](O[C@@H]2CO[C@@H](O)[C@H](OS(O)(=O)=O)[C@H]2OS(O)(=O)=O)[C@H](OS(O)(=O)=O)[C@H]1OS(O)(=O)=O,602.49786,3,Hb; Mw; NO,yes,yes,0,,,AD,0,0,0,0,O=S(=O)(O)OC1C(O)COC(OC2COC(O)C(OS(=O)(=O)O)C2OS(=O)(=O)O)C1OS(=O)(=O)O,CC1CCC(CC2CCC(C)C(CC(C)(C)C)C2CC(C)(C)C)C(CC(C)(C)C)C1CC(C)(C)C,train
1621,CHEMBL415606,DB06699,C(=O)(N1[C@H](C(=O)N[C@@H](C(=O)N)C)CCC1)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)C)Cc2cc3c(cc2)cccc3)Cc4ccc(Cl)cc4)Cc5cnccc5)CO)Cc6ccc(NC(=O)[C@H]7NC(=O)NC(=O)C7)cc6)Cc8ccc(NC(=O)N)cc8)CC(C)C)CCCCNC(C)C,C(=O)(N1C(C(=O)NC(C(=O)N)C)CCC1)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C)Cc2cc3c(cc2)cccc3)Cc4ccc(Cl)cc4)Cc5cnccc5)CO)Cc6ccc(NC(=O)C7NC(=O)NC(=O)C7)cc6)Cc8ccc(NC(=O)N)cc8)CC(C)C)CCCCNC(C)C,CC(C)C[C@H](NC(=O)[C@@H](CC1=CC=C(NC(N)=O)C=C1)NC(=O)[C@H](CC1=CC=C(NC(=O)[C@@H]2CC(=O)NC(=O)N2)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1=CC=CN=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC=C2C=CC=CC2=C1)NC(C)=O)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,1632.29511,3,Hb; Mw; NO,yes,yes,0,0.0,,AD,0,0,0,0,CC(=O)NC(Cc1ccc2ccccc2c1)C(=O)NC(Cc1ccc(Cl)cc1)C(=O)NC(Cc1cccnc1)C(=O)NC(CO)C(=O)NC(Cc1ccc(NC(=O)C2CC(=O)NC(=O)N2)cc1)C(=O)NC(Cc1ccc(NC(N)=O)cc1)C(=O)NC(CC(C)C)C(=O)NC(CCCCNC(C)C)C(=O)N1CCCC1C(=O)NC(C)C(N)=O,CCC(CC(C)C(CC1CCCCC1)CC(C)C(CC1CCC(C)CC1)CC(C)C(CC(C)C)CC1CCC2CCCCC2C1)C(C)CC(CC1CCC(CC(C)C2CC(C)CC(C)C2)CC1)C(C)CC(CC1CCC(CC(C)C)CC1)C(C)CC(CC(C)C)C(C)CC(CCCCCC(C)C)C(C)C1CCCC1C(C)CC(C)C(C)C,train
1622,CHEMBL416,DB00553,O=C1Oc2c(OC)c3c(cc2C=C1)cco3,O=C1Oc2c(OC)c3c(cc2C=C1)cco3,COc1c2occc2cc2ccc(=O)oc12,216.19456,0,,yes,yes,0,0.0,,AD,0,0,0,0,COc1c2occc2cc2ccc(=O)oc12,CCC1C2CCCC2CC2CCC(C)CC21,train
1623,CHEMBL416146,DB01628,O=S(=O)(c1ccc(-c2c(-c3cnc(cc3)C)ncc(Cl)c2)cc1)C,O=S(=O)(c1ccc(-c2c(-c3cnc(cc3)C)ncc(Cl)c2)cc1)C,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,358.84855,0,,yes,yes,0,0.0,,AD,0,0,0,0,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,CC1CCC(C2CCC(C)CC2C2CCC(C(C)(C)C)CC2)CC1,train
1624,CHEMBL416956,DB00358,C(F)(F)(F)c1c2c(c(C(O)C3NCCCC3)cc(C(F)(F)F)n2)ccc1,C(F)(F)(F)c1c2c(c(C(O)C3NCCCC3)cc(C(F)(F)F)n2)ccc1,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,378.31942000000004,0,,yes,yes,0,0.0,,AD,0,0,0,0,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,CC(C1CCCCC1)C1CC(C(C)(C)C)CC2C1CCCC2C(C)(C)C,train
1625,CHEMBL417,DB00445,C(=O)([C@]1(O)Cc2c(c3C(=O)c4c(C(=O)c3c(c2[C@@H](O[C@@H]5O[C@H]([C@H](O)[C@@H](N)C5)C)C1)O)c(OC)ccc4)O)CO,C(=O)(C1(O)Cc2c(c3C(=O)c4c(C(=O)c3c(c2C(OC5OC(C(O)C(N)C5)C)C1)O)c(OC)ccc4)O)CO,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,543.53093,3,Hb; Mw; NO,yes,yes,0,0.0,,AD,0,0,0,0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,CCC1CCCC2C(C)C3C(C)C4CC(C)(C(C)CC)CC(CC5CC(C)C(C)C(C)C5)C4C(C)C3C(C)C12,train
1626,CHEMBL4173394,DB15594,C(/c1c(cc(N(Cc2cc(S(=O)(=O)[O-])ccc2)CC)cc1)C)(\c3ccc(Nc4ccc(OCC)cc4)cc3)=C5\C(=C/C(=[N+](/Cc6cc(S(=O)(=O)[O-])ccc6)\CC)/C=C\5)C,C(c1c(cc(N(Cc2cc(S(=O)(=O)[O-])ccc2)CC)cc1)C)(c3ccc(Nc4ccc(OCC)cc4)cc3)=C5C(=CC(=[N+](Cc6cc(S(=O)(=O)[O-])ccc6)CC)C=C5)C,[Na+].CCOC1=CC=C(NC2=CC=C(C=C2)C(=C2\C=C/C(/C=C2C)=[N+](/CC)CC2=CC(=CC=C2)S([O-])(=O)=O)\C2=C(C)C=C(C=C2)N(CC)CC2=CC(=CC=C2)S([O-])(=O)=O)C=C1,831.0481599999999,1,Mw,yes,yes,0,0.0,,AD,0,0,0,0,CCOc1ccc(Nc2ccc(C(=C3C=CC(=[N+](CC)Cc4cccc(S(=O)(=O)[O-])c4)C=C3C)c3ccc(N(CC)Cc4cccc(S(=O)(=O)O)c4)cc3C)cc2)cc1,CCCC1CCC(CC2CCC(C(C3CCC(C(CC)CC4CCCC(C(C)(C)C)C4)CC3C)C3CCC(C(CC)CC4CCCC(C(C)(C)C)C4)CC3C)CC2)CC1,train
1612,CHEMBL408513,DB05015,C(=O)(/C=C/c1cc(S(=O)(=O)Nc2ccccc2)ccc1)NO,C(=O)(C=Cc1cc(S(=O)(=O)Nc2ccccc2)ccc1)NO,O=C(/C=C/c1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,318.35308,0,,yes,yes,0,0.0,,AD,0,0,0,0,O=C(C=Cc1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,CCC(C)CCC1CCCC(C(C)(C)CC2CCCCC2)C1,train
1608,CHEMBL407,DB01205,C(=O)(OCC)c1c2n(-c3c(C(=O)N(C2)C)cc(F)cc3)cn1,C(=O)(OCC)c1c2n(-c3c(C(=O)N(C2)C)cc(F)cc3)cn1,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,303.29478,0,,yes,yes,0,0.0,,AD,0,0,0,0,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,CCCC(C)C1CCC2C1CC(C)C(C)C1CC(C)CCC12,train
1628,CHEMBL420,DB00629,C(=NN=Cc1c(Cl)cccc1Cl)(N)N,C(=NN=Cc1c(Cl)cccc1Cl)(N)N,N=C(N)N/N=C/c1c(Cl)cccc1Cl,231.08536,0,,yes,yes,0,0.0,,AD,0,0,0,0,NC(N)=NN=Cc1c(Cl)cccc1Cl,CC(C)CCCC1C(C)CCCC1C,train
1595,CHEMBL3989974,DB14879,C(/C(=N\OC(C(=O)O)(C)C)/c1nc(sc1)N)(=O)N[C@@H]2C(=O)N3C(C(=O)[O-])=C(C[N+]4(CCNC(=O)c5c(Cl)c(c(O)cc5)O)CCCC4)CS[C@@H]32,C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[N+]3(CCNC(=O)c4c(Cl)c(c(O)cc4)O)CCCC3)CSC21)(=NOC(C(=O)O)(C)C)c5nc(sc5)N,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(CCNC(=O)c4ccc(O)c(O)c4Cl)CCCC3)CS[C@H]12)c1csc(N)n1)C(=O)O,752.22588,3,Hb; Mw; NO,yes,yes,0,0.0,,AD,0,0,0,0,CC(C)(ON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[N+]3(CCNC(=O)c4ccc(O)c(O)c4Cl)CCCC3)CSC12)c1csc(N)n1)C(=O)O,CC1CCC(C(CCC(C)(C)C(C)C)C(C)CC2C(C)C3C2CCC(CC2(CCCC(C)C4CCC(C)C(C)C4C)CCCC2)C3C(C)C)C1,train
1589,CHEMBL3989868,DB11652,O(c1c(cc(Nc2c3c(ncn2)ccc(NC4=NC(CO4)(C)C)c3)cc1)C)C5=Cc6ncnn6C=C5,O(c1c(cc(Nc2c3c(ncn2)ccc(NC4=NC(CO4)(C)C)c3)cc1)C)C5=Cc6ncnn6C=C5,Cc1cc(Nc2ncnc3ccc(NC4=NC(C)(C)CO4)cc23)ccc1Oc1ccn2ncnc2c1,480.53227999999996,0,,yes,yes,0,0.0,,AD,0,0,0,0,Cc1cc(Nc2ncnc3ccc(NC4=NC(C)(C)CO4)cc23)ccc1Oc1ccn2ncnc2c1,CC1CC(CC2CCCC3CCC(CC4CCC(C)(C)C4)CC32)CCC1CC1CCC2CCCC2C1,train
1590,CHEMBL3989908,DB13874,C(F)(F)(F)c1nc(-c2nc(nc(n2)NCC(O)(C)C)Nc3cc(C(F)(F)F)ncc3)ccc1,C(F)(F)(F)c1nc(-c2nc(nc(n2)NCC(O)(C)C)Nc3cc(C(F)(F)F)ncc3)ccc1,CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1,473.38309000000004,0,,yes,yes,0,0.0,,AD,0,0,0,0,CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1,CC(C)(C)CCC1CC(CC2CCCC(C(C)(C)C)C2)CC(C2CCCC(C(C)(C)C)C2)C1,train
1591,CHEMBL3989917,DB14019,C(C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(C)C)(N(c2c(-c3c(cccc3)C)cc(nc2)N4CC[N+](COP(=O)([O-])O)(CC4)C)C)=O,C(C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(C)C)(N(c2c(-c3c(cccc3)C)cc(nc2)N4CC[N+](COP(=O)([O-])O)(CC4)C)C)=O,Cc1ccccc1-c1cc(N2CC[N+](C)(COP(=O)([O-])O)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,688.61105,1,Mw,yes,yes,0,0.0,,AD,0,0,0,0,Cc1ccccc1-c1cc(N2CC[N+](C)(COP(=O)([O-])O)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,CC1CCCCC1C1CC(C2CCC(C)(CCC(C)(C)C)CC2)CCC1C(C)C(C)C(C)(C)C1CC(C(C)(C)C)CC(C(C)(C)C)C1,train
1592,CHEMBL3989944,DB14783,C(=O)(OCCN1C(=O)CCC1=O)/C=C/C(=O)OC,C(=O)(OCCN1C(=O)CCC1=O)C=CC(=O)OC,COC(=O)/C=C/C(=O)OCCN1C(=O)CCC1=O,255.22881,0,,yes,yes,0,0.0,,AD,0,0,0,0,COC(=O)C=CC(=O)OCCN1C(=O)CCC1=O,CCC(C)CCC(C)CCCC1C(C)CCC1C,train
1593,CHEMBL3989949,DB06119,C(=O)(O[C@H](c1c(Cl)cccc1)Cn2nncn2)N,C(=O)(OC(c1c(Cl)cccc1)Cn2nncn2)N,NC(=O)O[C@@H](Cn1ncnn1)c1ccccc1Cl,267.676,0,,yes,yes,0,0.0,,AD,0,0,0,0,NC(=O)OC(Cn1ncnn1)c1ccccc1Cl,CC(C)CC(CC1CCCC1)C1CCCCC1C,train
1594,CHEMBL3989958,DB14568,C(#N)c1cc(ncc1)N2C(=O)CC[C@H]2C(N(c3cc(F)cnc3)[C@H](C(=O)NC4CC(F)(F)C4)c5c(Cl)cccc5)=O,C(#N)c1cc(ncc1)N2C(=O)CCC2C(N(c3cc(F)cnc3)C(C(=O)NC4CC(F)(F)C4)c5c(Cl)cccc5)=O,N#Cc1ccnc(N2C(=O)CC[C@H]2C(=O)N(c2cncc(F)c2)[C@H](C(=O)NC2CC(F)(F)C2)c2ccccc2Cl)c1,582.97274,1,Mw,yes,yes,0,0.0,,AD,0,0,0,0,N#Cc1ccnc(N2C(=O)CCC2C(=O)N(c2cncc(F)c2)C(C(=O)NC2CC(F)(F)C2)c2ccccc2Cl)c1,CCC1CCCC(C2C(C)CCC2C(C)C(C2CCCC(C)C2)C(C(C)CC2CC(C)(C)C2)C2CCCCC2C)C1,train
1596,CHEMBL3990047,DB12924,C(=O)(C1C(=O)c2c(c(c(-c3cc(c(nc3)NC)C)cc2)C)N(C=1)C4CC4)O,C(=O)(C1C(=O)c2c(c(c(-c3cc(c(nc3)NC)C)cc2)C)N(C=1)C4CC4)O,CNc1ncc(-c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2C)cc1C,363.41877,0,,yes,yes,0,0.0,,AD,0,0,0,0,CNc1ncc(-c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2C)cc1C,CCC1CCC(C2CCC3C(C)C(C(C)C)CC(C4CC4)C3C2C)CC1C,train
1607,CHEMBL4065616,DB14761,C(#N)[C@@]1(c2n3c(C(=NC=N3)N)cc2)O[C@@H]([C@@H](O)[C@H]1O)CO[P@](=O)(Oc4ccccc4)N[C@H](C(=O)OCC(CC)CC)C,C(#N)C1(c2n3c(C(=NC=N3)N)cc2)OC(C(O)C1O)COP(=O)(Oc4ccccc4)NC(C(=O)OCC(CC)CC)C,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@](C#N)([C@H](O)[C@@H]1O)C1=CC=C2N1N=CN=C2N)OC1=CC=CC=C1,602.58785,2,Mw; NO,yes,yes,0,,,AD,0,0,0,0,CCC(CC)COC(=O)C(C)NP(=O)(OCC1OC(C#N)(c2ccc3c(N)ncnn23)C(O)C1O)Oc1ccccc1,CCC(CC)CCC(C)C(C)CC(C)(CCC1CC(CC)(C2CCC3C(C)CCCC32)C(C)C1C)CC1CCCCC1,train
1599,CHEMBL403664,DB00290,C(=O)(c1c(c(nc(n1)[C@@H](NC[C@@H](C(=O)N)N)CC(=O)N)N)C)N[C@H](C(=O)N[C@@H]([C@H]([C@@H](C(=O)N[C@H](C(=O)NCCc2nc(-c3nc(C(=O)NCCC[S+](C)C)cs3)cs2)[C@H](O)C)C)O)C)[C@@H](OC4OC(C(O)C(O)C4OC5OC(C(O)C(OC(=O)N)C5O)CO)CO)c6nc[nH]c6,C(=O)(c1c(c(nc(n1)C(NCC(C(=O)N)N)CC(=O)N)N)C)NC(C(=O)NC(C(C(C(=O)NC(C(=O)NCCc2nc(-c3nc(C(=O)NCCC[S+](C)C)cs3)cs2)C(O)C)C)O)C)C(OC4OC(C(O)C(O)C4OC5OC(C(O)C(OC(=O)N)C5O)CO)CO)c6nc[nH]c6,Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)[C@@H](C)O)[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1c[nH]cn1,1415.57328,3,Hb; Mw; NO,yes,yes,0,0.0,,AD,0,0,0,0,Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1c[nH]cn1,CCC1CC(CC(C2CCCC2)C(CC(C)C2CC(C(CCC(C)C(C)C)CC(C)C)CC(C)C2C)C(C)CC(C)C(C)C(C)C(C)CC(C(C)C)C(C)CCCC2CCC(C3CCC(C(C)CCCCC(C)C)C3)C2)C(CC2CC(CC)C(C)C(CC(C)C)C2C)C(C)C1C,train
1600,CHEMBL403741,DB14141,c1(ccc(cc1)N)N,c1(ccc(cc1)N)N,NC1=CC=C(N)C=C1,108.14376000000001,0,,yes,yes,0,,,AD,0,0,0,0,Nc1ccc(N)cc1,CC1CCC(C)CC1,train
1601,CHEMBL404,DB01606,C(=O)(O)[C@H]1[C@@](S(=O)(=O)[C@H]2N1C(=O)C2)(Cn3nncc3)C,C(=O)(O)C1C(S(=O)(=O)C2N1C(=O)C2)(Cn3nncc3)C,C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,300.29444,0,,yes,yes,0,0.0,,AD,0,0,0,0,CC1(Cn2ccnn2)C(C(=O)O)N2C(=O)CC2S1(=O)=O,CC(C)C1C2C(C)CC2C(C)(C)C1(C)CC1CCCC1,train
1602,CHEMBL404422,DB01353,O=C1C(C(=O)NC(=O)N1)(CCCC)CC,O=C1C(C(=O)NC(=O)N1)(CCCC)CC,CCCCC1(CC)C(=O)NC(=O)NC1=O,212.25012,0,,yes,yes,0,0.0,,AD,0,0,0,0,CCCCC1(CC)C(=O)NC(=O)NC1=O,CCCCC1(CC)C(C)CC(C)CC1C,train
1604,CHEMBL405110,DB09241,N(c1cc2c(nc3c([s+]2)cc(N(C)C)cc3)cc1)(C)C,N(c1cc2c(nc3c([s+]2)cc(N(C)C)cc3)cc1)(C)C,[Cl-].CN(C)C1=CC2=[S+]C3=C(C=CC(=C3)N(C)C)N=C2C=C1,284.40516,0,,yes,yes,0,,,AD,0,0,0,0,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,CC(C)C1CCC2CC3CCC(C(C)C)CC3CC2C1,train
1606,CHEMBL406393,DB03619,C(=O)(O)CC[C@H]([C@@H]1[C@]2([C@@H](O)C[C@@H]3[C@@]4([C@@H](C[C@H](O)CC4)CC[C@H]3[C@@H]2CC1)C)C)C,C(=O)(O)CCC(C1C2(C(O)CC3C4(C(CC(O)CC4)CCC3C2CC1)C)C)C,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,392.5828,0,,yes,yes,0,0.0,,AD,0,0,0,0,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,CC(C)CCC(C)C1CCC2C3CCC4CC(C)CCC4(C)C3CC(C)C12C,train
