,atc_code,chembl_id
808,N04BB01,CHEMBL660
809,N05BA12,CHEMBL661
810,C05AE02,CHEMBL6622
811,C01DA08,CHEMBL6622
812,C01DA58,CHEMBL6622
813,S01EB09,CHEMBL667
814,N05CD08,CHEMBL655
815,N06AA11,CHEMBL668
816,M03BX08,CHEMBL669
817,L01AC01,CHEMBL671
818,C02KC01,CHEMBL673
819,R03AA01,CHEMBL679
820,S01EA51,CHEMBL679
821,R01AA14,CHEMBL679
822,B02BC09,CHEMBL679
823,S01EA01,CHEMBL679
824,A01AD01,CHEMBL679
825,C01CA24,CHEMBL679
826,R03AK01,CHEMBL679
827,P01BA06,CHEMBL682
828,J02AC02,CHEMBL64391
829,N06AX16,CHEMBL637
830,J02AC03,CHEMBL638
831,R01AC03,CHEMBL639
832,R06AX19,CHEMBL639
833,S01GX07,CHEMBL639
834,J04AC51,CHEMBL64
835,J04AC01,CHEMBL64
836,C01BA02,CHEMBL640
837,R06AD52,CHEMBL643
838,D04AA10,CHEMBL643
839,R06AD02,CHEMBL643
840,N06AA06,CHEMBL644
841,N06AX11,CHEMBL654
842,C07AB07,CHEMBL645
843,S01EA03,CHEMBL647
844,R06AE53,CHEMBL648
845,R06AE03,CHEMBL648
846,C07AA12,CHEMBL649
847,H02BX01,CHEMBL650
848,D07AA01,CHEMBL650
849,D10AA02,CHEMBL650
850,H02AB04,CHEMBL650
851,N02AC52,CHEMBL651
852,N07BC02,CHEMBL651
853,N01AX07,CHEMBL681
854,P02CB02,CHEMBL684
855,J01DD06,CHEMBL74632
856,C07AG02,CHEMBL723
857,N05AA01,CHEMBL71
858,G04CB01,CHEMBL710
859,D11AX10,CHEMBL710
860,J05AF10,CHEMBL713
861,L02AB02,CHEMBL717
862,G03AC06,CHEMBL717
863,G03DA02,CHEMBL717
864,D06AX09,CHEMBL719
865,R01AX06,CHEMBL719
866,N06AA01,CHEMBL72
867,N05AB02,CHEMBL726
868,G04CA01,CHEMBL709
869,L01BB03,CHEMBL727
870,N05AB04,CHEMBL728
871,C01DA52,CHEMBL730
872,C05AE01,CHEMBL730
873,C01DA02,CHEMBL730
874,G04BX03,CHEMBL734
875,N03AX09,CHEMBL741
876,V03AC02,CHEMBL70927
877,C02CA04,CHEMBL707
878,P02CA51,CHEMBL685
879,P02CA01,CHEMBL685
880,C05AD02,CHEMBL698
881,D04AB06,CHEMBL698
882,S01HA03,CHEMBL698
883,N01BA03,CHEMBL698
884,M01AG01,CHEMBL686
885,A06AX01,CHEMBL692
886,A06AG04,CHEMBL692
887,N03AC02,CHEMBL695
888,N03AD51,CHEMBL696
889,N03AD01,CHEMBL696
890,C08DA01,CHEMBL6966
891,C08DA51,CHEMBL6966
892,N03AD03,CHEMBL697
893,N02AA51,CHEMBL70
894,A07DA52,CHEMBL70
895,N02AA01,CHEMBL70
896,J01EB04,CHEMBL700
897,M03BX01,CHEMBL701
898,J01CA12,CHEMBL702
899,M03AB01,CHEMBL703
900,A07EC02,CHEMBL704
901,N05BA09,CHEMBL70418
902,N06DA03,CHEMBL636
903,A07EA03,CHEMBL635
904,H02AB07,CHEMBL635
905,N01AH02,CHEMBL634
906,L01DB07,CHEMBL58
907,J01XE01,CHEMBL572
908,J01XE51,CHEMBL572
909,C10AD02,CHEMBL573
910,C04AC01,CHEMBL573
911,C10AD52,CHEMBL573
912,J01CF03,CHEMBL575
913,D08AX05,CHEMBL582
914,M01AE53,CHEMBL571
915,M01AE03,CHEMBL571
916,M02AA10,CHEMBL571
917,N03AX18,CHEMBL58323
918,J05AE04,CHEMBL584
919,C03DB02,CHEMBL585
920,C01CA19,CHEMBL588
921,D06BX03,CHEMBL571546
922,C01BD01,CHEMBL633
923,A05AA04,CHEMBL566315
924,J01GB09,CHEMBL560976
925,J01MA07,CHEMBL561
926,S01AE04,CHEMBL561
927,D01AA08,CHEMBL562
928,D01BA01,CHEMBL562
929,M02AA19,CHEMBL563
930,S01BC04,CHEMBL563
931,M01AE09,CHEMBL563
932,R02AX01,CHEMBL563
933,N05AA03,CHEMBL564
934,A04AA03,CHEMBL56564
935,P01BE02,CHEMBL566534
936,N05AA05,CHEMBL570
937,V09AX06,CHEMBL566752
938,N05AB03,CHEMBL567
939,N05BA04,CHEMBL568
940,N01BA52,CHEMBL569
941,N01BA02,CHEMBL569
942,S01HA05,CHEMBL569
943,C05AD05,CHEMBL569
944,S01FA02,CHEMBL569713
945,A04AD01,CHEMBL569713
946,A04AD51,CHEMBL569713
947,N05CM05,CHEMBL569713
948,J05AG01,CHEMBL57
949,C01CA04,CHEMBL59
950,B02BA02,CHEMBL590
951,N06AX05,CHEMBL621
952,J04AK01,CHEMBL614
953,J01CE02,CHEMBL615
954,C03AA09,CHEMBL61593
955,J01DB03,CHEMBL617
956,M01AB08,CHEMBL622
957,D01AC06,CHEMBL625
958,P02CA02,CHEMBL625
959,C04AD03,CHEMBL628
960,N06AA09,CHEMBL629
961,C01BC03,CHEMBL631
962,D07AC01,CHEMBL632
963,D07XC01,CHEMBL632
964,H02AB01,CHEMBL632
965,S02BA07,CHEMBL632
966,S01CB04,CHEMBL632
967,S03BA03,CHEMBL632
968,R03BA04,CHEMBL632
969,S01BA06,CHEMBL632
970,A07EA04,CHEMBL632
971,R01AD06,CHEMBL632
972,C05AA05,CHEMBL632
973,G04CA03,CHEMBL611
974,D06BB04,CHEMBL61
975,A16AX12,CHEMBL609
976,L01EX10,CHEMBL608533
977,C10AX02,CHEMBL608
978,N02AB52,CHEMBL607
979,N02AB02,CHEMBL607
980,N02AB72,CHEMBL607
981,R03AC19,CHEMBL605846
982,R03DC01,CHEMBL603
983,A16AA04,CHEMBL602
984,S01XA21,CHEMBL602
985,L01ED01,CHEMBL601719
986,L01XD04,CHEMBL601
987,R05CB01,CHEMBL600
988,S01XA08,CHEMBL600
989,V03AB23,CHEMBL600
990,M01AC56,CHEMBL599
991,M01AC06,CHEMBL599
992,C04AB01,CHEMBL597
993,V03AB36,CHEMBL597
994,N02AB03,CHEMBL596
995,N01AH01,CHEMBL596
996,N01AH51,CHEMBL596
997,J05AG02,CHEMBL593
998,R01AC07,CHEMBL746
999,R03BC03,CHEMBL746
1000,S01GX04,CHEMBL746
1001,G01AA08,CHEMBL1095283
1002,L01BC09,CHEMBL917
1003,A02BA03,CHEMBL902
1004,A02BA53,CHEMBL902
1005,L01CA02,CHEMBL90555
1006,A14AA07,CHEMBL90593
1007,G03XX01,CHEMBL90593
1008,G01AF04,CHEMBL91
1009,S02AA13,CHEMBL91
1010,J02AB01,CHEMBL91
1011,A01AB09,CHEMBL91
1012,D01AC52,CHEMBL91
1013,A07AC01,CHEMBL91
1014,D01AC02,CHEMBL91
1015,R06AX26,CHEMBL914
1016,B01AC17,CHEMBL916
1017,M05BA07,CHEMBL923
1018,C08EX01,CHEMBL92870
1019,A16AA03,CHEMBL930
1020,N01AB01,CHEMBL931
1021,B01AC07,CHEMBL932
1022,V04CD01,CHEMBL934
1023,M03BC51,CHEMBL900
1024,J01MA06,CHEMBL9
1025,S01AE02,CHEMBL9
1026,L01EB01,CHEMBL939
1027,J05AB09,CHEMBL880
1028,S01AD07,CHEMBL880
1029,M05BA04,CHEMBL870
1030,M05BA01,CHEMBL871
1031,C03BA08,CHEMBL878
1032,N03AF04,CHEMBL87992
1033,J05AF09,CHEMBL885
1034,N02BA11,CHEMBL898
1035,L01BC05,CHEMBL888
1036,J01CF01,CHEMBL893
1037,N02AF02,CHEMBL895
1038,N03AG04,CHEMBL89598
1039,N05BB01,CHEMBL896
1040,N05BB51,CHEMBL896
1041,M04AB01,CHEMBL897
1042,M01AB16,CHEMBL93645
1043,M02AA25,CHEMBL93645
1044,S01EB05,CHEMBL94
1045,V03AB19,CHEMBL94
1046,N03AX15,CHEMBL750
1047,D01AE23,CHEMBL990
1048,V04CX03,CHEMBL978
1049,R05CA03,CHEMBL980
1050,D02AE01,CHEMBL985
1051,B05BC02,CHEMBL985
1052,D02AE51,CHEMBL985
1053,D10AD02,CHEMBL986
1054,S01XA02,CHEMBL986
1055,A11CA01,CHEMBL986
1056,R01AX02,CHEMBL986
1057,S01BA15,CHEMBL989
1058,S02BA08,CHEMBL989
1059,D07AC04,CHEMBL989
1060,C05AA10,CHEMBL989
1061,J05AF04,CHEMBL991
1062,P02BA01,CHEMBL976
1063,J01DC01,CHEMBL996
1064,A02BX03,CHEMBL9967
1065,M05BA06,CHEMBL997
1066,R06AX13,CHEMBL998
1067,L04AA31,CHEMBL973
1068,N03AX12,CHEMBL940
1069,J05AC02,CHEMBL959
1070,L01EA01,CHEMBL941
1071,A06AB02,CHEMBL942
1072,A06AG02,CHEMBL942
1073,A06AB52,CHEMBL942
1074,R06AX25,CHEMBL94454
1075,R06AX09,CHEMBL946
1076,N04BX02,CHEMBL953
1077,C02KX01,CHEMBL957
1078,N03AG03,CHEMBL96
1079,N04BD01,CHEMBL972
1080,L04AA13,CHEMBL960
1081,N02AA11,CHEMBL963
1082,P03AA04,CHEMBL964
1083,P03AA54,CHEMBL964
1084,N07BB01,CHEMBL964
1085,N05CD01,CHEMBL968
1086,N05BA11,CHEMBL969
1087,G01AC01,CHEMBL86754
1088,N04AA04,CHEMBL86715
1089,L04AA06,CHEMBL866
1090,L01BC01,CHEMBL803
1091,D06BB01,CHEMBL788
1092,J05AB02,CHEMBL788
1093,S01AD01,CHEMBL788
1094,N06BA04,CHEMBL796
1095,N03AD02,CHEMBL797
1096,B01AC23,CHEMBL799
1097,A06AH04,CHEMBL80
1098,V03AB15,CHEMBL80
1099,C02DC01,CHEMBL802
1100,D11AX01,CHEMBL802
1101,L02BB01,CHEMBL806
1102,A08AA05,CHEMBL781
1103,N06DX01,CHEMBL807
1104,D01AC03,CHEMBL808
1105,G01AF05,CHEMBL808
1106,B05XB03,CHEMBL8085
1107,N06AB06,CHEMBL809
1108,G03XC01,CHEMBL81
1109,C09CA02,CHEMBL813
1110,V04CA01,CHEMBL782
1111,A10BB03,CHEMBL782
1112,R06AA08,CHEMBL864
1113,C04AX02,CHEMBL753
1114,C01CX07,CHEMBL75753
1115,P01BA01,CHEMBL76
1116,R01AA08,CHEMBL761
1117,S01GA51,CHEMBL761
1118,S01GA01,CHEMBL761
1119,R01AB02,CHEMBL761
1120,R01AA05,CHEMBL762
1121,S01GA04,CHEMBL762
1122,R01AB07,CHEMBL762
1123,S01EX01,CHEMBL765
1124,C02CC02,CHEMBL765
1125,C02CC03,CHEMBL76725
1126,G04BE08,CHEMBL779
1127,M02AX02,CHEMBL770
1128,C04AB02,CHEMBL770
1129,J04AB01,CHEMBL771
1130,B05CX03,CHEMBL773
1131,C01CA14,CHEMBL77622
1132,A10BB05,CHEMBL817
1133,J05AF03,CHEMBL853
1134,C03AA04,CHEMBL842
1135,C03AH01,CHEMBL842
1136,S01GA07,CHEMBL844
1137,S01EA05,CHEMBL844
1138,D11AX21,CHEMBL844
1139,A11CC04,CHEMBL846
1140,D05AX03,CHEMBL846
1141,P02BA02,CHEMBL847
1142,D08AE04,CHEMBL849
1143,D09AA06,CHEMBL849
1144,L01AA03,CHEMBL852
1145,N03AA03,CHEMBL856
1146,A11HA05,CHEMBL857
1147,A03FA01,CHEMBL86
1148,C02AC02,CHEMBL862
1149,N06AG02,CHEMBL86304
1150,L01CE01,CHEMBL84
1151,S01ED05,CHEMBL839
1152,C07AA15,CHEMBL839
1153,S01ED55,CHEMBL839
1154,C09AA07,CHEMBL838
1155,D01AE18,CHEMBL83668
1156,G04CA02,CHEMBL836
1157,M05BA03,CHEMBL834
1158,B01AC05,CHEMBL833
1159,N05AH01,CHEMBL831
1160,G02CA01,CHEMBL83063
1161,L02BA01,CHEMBL83
1162,R06AD01,CHEMBL829
1163,J01MA04,CHEMBL826
1164,L01AB01,CHEMBL820
1165,J01CF04,CHEMBL819
1166,R07AX02,CHEMBL2010601
1167,N07BB05,CHEMBL982
1168,A03AB53,CHEMBL1201286
1169,A03AB03,CHEMBL1201286
1170,A07DA01,CHEMBL1201294
1171,N07BB03,CHEMBL1201293
1172,P01AA05,CHEMBL1788385
1173,M03CA01,CHEMBL1201288
1174,R06AB56,CHEMBL1201287
1175,R06AB06,CHEMBL1201287
1176,C02CA01,CHEMBL2
1177,H05BX01,CHEMBL1201284
1178,C08CA05,CHEMBL193
1179,C08CA55,CHEMBL193
1180,G03AC02,CHEMBL2107431
1181,G03DC03,CHEMBL2107431
1182,A04AA04,CHEMBL2368925
1183,P02CX01,CHEMBL1201303
1184,R06AE51,CHEMBL1201271
1185,R06AE01,CHEMBL1201271
1186,J01XX05,CHEMBL1201270
1187,S01GX05,CHEMBL1201266
1188,R05DA07,CHEMBL364713
1189,S01EA02,CHEMBL1201262
1190,D10AD51,CHEMBL38
1191,L01XF01,CHEMBL38
1192,D10AD01,CHEMBL38
1193,V08AC09,CHEMBL1201261
1194,C02CC01,CHEMBL1201260
1195,R06AA10,CHEMBL1201256
1196,N02AA03,CHEMBL398707
1197,N03AA02,CHEMBL40
1198,V08AA04,CHEMBL1201300
1199,H01CA02,CHEMBL1201309
1200,S01EE02,CHEMBL1201407
1201,A01AB22,CHEMBL1433
1202,J01AA02,CHEMBL1433
1203,G02AB01,CHEMBL1201356
1204,V04CC04,CHEMBL1201355
1205,M03AC05,CHEMBL1201349
1206,N01AH05,CHEMBL1201347
1207,J05AB14,CHEMBL1201314
1208,A07EC04,CHEMBL1201346
1209,N04AA03,CHEMBL1201342
1210,A02BC01,CHEMBL1503
1211,L02AE04,CHEMBL1201334
1212,R05DB07,CHEMBL1620875
1213,A03AB10,CHEMBL1201325
1214,V04CG02,CHEMBL1201323
1215,J05AP01,CHEMBL1643
1216,A07DA04,CHEMBL1201321
1217,A02BC05,CHEMBL1201320
1218,C01CA09,CHEMBL1201319
1219,N06BA01,CHEMBL405
1220,L02BB03,CHEMBL409
1221,R06AA01,CHEMBL1201245
1222,G02CB03,CHEMBL1201087
1223,N04BC06,CHEMBL1201087
1224,S01BA08,CHEMBL1201173
1225,H02AB15,CHEMBL1201148
1226,A06AX03,CHEMBL1201134
1227,L01BC08,CHEMBL1201129
1228,M03BA53,CHEMBL1201117
1229,M03BA03,CHEMBL1201117
1230,M03BA73,CHEMBL1201117
1231,C10AB08,CHEMBL557555
1232,L01BB07,CHEMBL1201112
1233,A10BG03,CHEMBL595
1234,C01EB03,CHEMBL6
1235,M02AA23,CHEMBL6
1236,M01AB51,CHEMBL6
1237,S01BC01,CHEMBL6
1238,M01AB01,CHEMBL6
1239,G03BA03,CHEMBL1201101
1240,V08AB12,CHEMBL1201075
1241,J01DC11,CHEMBL1201046
1242,D07AC07,CHEMBL1201012
1243,N05AF04,CHEMBL1201
1244,G03CA53,CHEMBL1200973
1245,G03CA03,CHEMBL1200973
1246,N06AX03,CHEMBL6437
1247,G04CB02,CHEMBL1200969
1248,S01EE03,CHEMBL1200963
1249,R06AD04,CHEMBL1200959
1250,L01EG01,CHEMBL1201182
1251,G02AD02,CHEMBL548
1252,N07BC01,CHEMBL511142
1253,N07BC51,CHEMBL511142
1254,N02AE01,CHEMBL511142
1255,G02CB01,CHEMBL493
1256,N04BC01,CHEMBL493
1257,S01ED03,CHEMBL1201237
1258,C01CA11,CHEMBL1201234
1259,A03AB09,CHEMBL1201232
1260,S01EB04,CHEMBL1201229
1261,J01DD05,CHEMBL1201224
1262,N06BA12,CHEMBL1201222
1263,V08AA01,CHEMBL1201220
1264,M03AC03,CHEMBL1201219
1265,R02AD04,CHEMBL1201217
1266,N01BX02,CHEMBL1201217
1267,S01EX02,CHEMBL1201216
1268,R03AC07,CHEMBL1201213
1269,R03CC06,CHEMBL1201213
1270,C01CA17,CHEMBL1201212
1271,N05AH02,CHEMBL42
1272,N05CM06,CHEMBL1201210
1273,J01DD11,CHEMBL1201204
1274,S01BC05,CHEMBL469
1275,M01AB15,CHEMBL469
1276,B01AX05,CHEMBL1201202
1277,D01AC14,CHEMBL1201196
1278,G01AF19,CHEMBL1201196
1279,C01BD04,CHEMBL473
1280,N06BA13,CHEMBL1201192
1281,P02CB01,CHEMBL1412
1282,S01GX11,CHEMBL1201747
1283,L01CD04,CHEMBL1201748
1284,G01AF17,CHEMBL1262
1285,D01AC11,CHEMBL1262
1286,A09AB04,CHEMBL1261
1287,J01XX08,CHEMBL126
1288,J05AP08,CHEMBL1259059
1289,L01BC04,CHEMBL460499
1290,J01XX11,CHEMBL1257051
1291,N01AB04,CHEMBL1257
1292,D08AE01,CHEMBL496
1293,R03AC13,CHEMBL1256786
1294,L04AX05,CHEMBL1256391
1295,N01AB06,CHEMBL1256
1296,A09AB01,CHEMBL1255943
1297,A07AA12,CHEMBL1255800
1298,B01AC21,CHEMBL1237119
1299,H01CC01,CHEMBL1251
1300,P01CX04,CHEMBL125
1301,J01ED01,CHEMBL62193
1302,G04BX06,CHEMBL1242
1303,N06AX06,CHEMBL623
1304,J05AX18,CHEMBL1241951
1305,R06AC04,CHEMBL1241
1306,D04AA04,CHEMBL1241
1307,P03AX01,CHEMBL1239
1308,D10AX03,CHEMBL1238
1309,C08CA16,CHEMBL1237132
1310,R03AC12,CHEMBL1263
1311,D10AD53,CHEMBL1265
1312,D10AD03,CHEMBL1265
1313,S01GA52,CHEMBL1266
1314,R01AA06,CHEMBL1266
1315,R01AB03,CHEMBL1266
1316,S01GA02,CHEMBL1266
1317,B01AF03,CHEMBL1269025
1318,G03CB02,CHEMBL411
1319,G03CC05,CHEMBL411
1320,L02AA01,CHEMBL411
1321,D06BA02,CHEMBL437
1322,J01EB07,CHEMBL437
1323,G01AF15,CHEMBL1295
1324,N01AB02,CHEMBL44618
1325,D02BB01,CHEMBL1293
1326,A11CA02,CHEMBL1293
1327,C07AA23,CHEMBL1290
1328,J05AF01,CHEMBL129
1329,L01EK01,CHEMBL1289926
1330,L01EX08,CHEMBL1289601
1331,L01EK03,CHEMBL1289494
1332,L01EJ02,CHEMBL1287853
1333,N03AX14,CHEMBL1286
1334,C01CE01,CHEMBL12856
1335,D06BB10,CHEMBL1282
1336,G03DA04,CHEMBL103
1337,N02CC07,CHEMBL1279
1338,N02CC02,CHEMBL1278
1339,J01CA17,CHEMBL1276310
1340,G03XB01,CHEMBL1276308
1341,G03XB51,CHEMBL1276308
1342,D01AE04,CHEMBL1276010
1343,D01AE54,CHEMBL1276010
1344,C05AD06,CHEMBL127592
1345,N05CA06,CHEMBL447
1346,L02BB02,CHEMBL1274
1347,N05CA01,CHEMBL448
1348,A10BX02,CHEMBL1272
1349,J01DH02,CHEMBL127
1350,A06AB04,CHEMBL63857
1351,D07AC19,CHEMBL1201749
1352,D05BB02,CHEMBL1131
1353,N03AX10,CHEMBL1094
1354,H01CC03,CHEMBL1208155
1355,N04AA05,CHEMBL1206
1356,N05AD08,CHEMBL1108
1357,P03AA05,CHEMBL120563
1358,H02AB13,CHEMBL1201891
1359,G03DB08,CHEMBL1201864
1360,A03AA07,CHEMBL1123
1361,V04CX06,CHEMBL1201784
1362,A16AA05,CHEMBL1201780
1363,A08AA03,CHEMBL1194666
1364,A16AX07,CHEMBL1201774
1365,B01AC22,CHEMBL1201772
1366,L02AB01,CHEMBL1201139
1367,G03DB02,CHEMBL1201139
1368,G03AC05,CHEMBL1201139
1369,N06AF01,CHEMBL1201168
1370,G02CC03,CHEMBL12610
1371,M01AX07,CHEMBL12610
1372,M02AA05,CHEMBL12610
1373,A01AD02,CHEMBL12610
1374,R02AX03,CHEMBL12610
1375,G01AG02,CHEMBL1306
1376,S01AE08,CHEMBL1201760
1377,N03AF03,CHEMBL1201754
1378,C10AA08,CHEMBL1201753
1379,L01DC04,CHEMBL1201752
1380,J01CA03,CHEMBL1214
1381,N03AX22,CHEMBL1214124
1382,R01AA04,CHEMBL1215
1383,R01BA53,CHEMBL1215
1384,R01BA03,CHEMBL1215
1385,S01FB01,CHEMBL1215
1386,S01GA05,CHEMBL1215
1387,C01CA06,CHEMBL1215
1388,S01GA55,CHEMBL1215
1389,R01AB01,CHEMBL1215
1390,R06AA59,CHEMBL1004
1391,R06AA09,CHEMBL1004
1392,N05CD05,CHEMBL646
1393,A12AA10,CHEMBL1237066
1394,J01AA09,CHEMBL1237046
1395,N02AX02,CHEMBL1237044
1396,N05AE05,CHEMBL1237021
1397,M05BA02,CHEMBL12318
1398,M01AB17,CHEMBL94394
1399,M02AA09,CHEMBL94394
1400,G04BD04,CHEMBL1231
1401,L01EC01,CHEMBL1229517
1402,J05AJ03,CHEMBL1229211
1403,J05AH02,CHEMBL1229
1404,R06AX18,CHEMBL1224
1405,D01AC09,CHEMBL1221
1406,L02BG01,CHEMBL488
1407,A02BC04,CHEMBL1219
1408,A02BC54,CHEMBL1219
1409,N05CH02,CHEMBL1218
1410,M01AG02,CHEMBL121626
1411,D07AB11,CHEMBL1200953
1412,L02AA03,CHEMBL691
1413,G03CA01,CHEMBL691
1414,M01AH06,CHEMBL404108
1415,G03DB06,CHEMBL110691
1416,N02BE51,CHEMBL112
1417,N02BE01,CHEMBL112
1418,N02BE71,CHEMBL112
1419,N06AX23,CHEMBL1118
1420,L01DB06,CHEMBL1117
1421,N07AA02,CHEMBL1115
1422,N06AA17,CHEMBL1113
1423,N05AX12,CHEMBL1112
1424,C02KX02,CHEMBL1111
1425,J01ED08,CHEMBL1109
1426,S01AB05,CHEMBL1109
1427,S01GX10,CHEMBL1106
1428,R06AX24,CHEMBL1106
1429,L01BC59,CHEMBL1129
1430,S01AD02,CHEMBL1129
1431,A16AX14,CHEMBL110458
1432,V04CX07,CHEMBL1104
1433,N05CE01,CHEMBL1102
1434,N03AC01,CHEMBL1100
1435,P01CA02,CHEMBL110
1436,A03AA09,CHEMBL3304486
1437,N06AA02,CHEMBL11
1438,N01BB01,CHEMBL1098
1439,N01BB51,CHEMBL1098
1440,C04AX19,CHEMBL404849
1441,N06BC01,CHEMBL113
1442,D11AX26,CHEMBL113
1443,C07AB01,CHEMBL6995
1444,A07EA01,CHEMBL1152
1445,H02AB06,CHEMBL1152
1446,D07AA03,CHEMBL1152
1447,S03BA02,CHEMBL1152
1448,D07XA02,CHEMBL1152
1449,R01AD02,CHEMBL1152
1450,S01BA04,CHEMBL1152
1451,S01CB02,CHEMBL1152
1452,C05AA04,CHEMBL1152
1453,S02BA03,CHEMBL1152
1454,V08AC04,CHEMBL1165268
1455,C09AA13,CHEMBL1165
1456,M04AA03,CHEMBL1164729
1457,J05AE08,CHEMBL1163
1458,G03DC02,CHEMBL1162
1459,G03AC01,CHEMBL1162
1460,D07AC13,CHEMBL1161
1461,D07XC03,CHEMBL1161
1462,R01AD09,CHEMBL1161
1463,R03BA07,CHEMBL1161
1464,N02AA05,CHEMBL656
1465,J05AE05,CHEMBL116
1466,R05DB05,CHEMBL73234
1467,J05AE02,CHEMBL115
1468,A16AA01,CHEMBL1149
1469,C03CA04,CHEMBL1148
1470,C07AB09,CHEMBL768
1471,G02CA02,CHEMBL114655
1472,C04AA02,CHEMBL114655
1473,C02AA52,CHEMBL772
1474,C02AA02,CHEMBL772
1475,D08AC02,CHEMBL790
1476,D09AA12,CHEMBL790
1477,S01AX09,CHEMBL790
1478,B05CA02,CHEMBL790
1479,D08AC52,CHEMBL790
1480,A01AB03,CHEMBL790
1481,R02AA05,CHEMBL790
1482,S02AA09,CHEMBL790
1483,S03AA04,CHEMBL790
1484,C10AA03,CHEMBL1144
1485,A11HA01,CHEMBL1140
1486,J05AE01,CHEMBL114
1487,B01AC09,CHEMBL1139
1488,C10AX09,CHEMBL1138
1489,B05CA03,CHEMBL869
1490,P01CC02,CHEMBL869
1491,S02AA02,CHEMBL869
1492,D09AA03,CHEMBL869
1493,D08AF01,CHEMBL869
1494,S01AX04,CHEMBL869
1495,J01FA15,CHEMBL1136
1496,L01DB09,CHEMBL1096885
1497,R06AE07,CHEMBL1000
1498,N02AD01,CHEMBL100116
1499,N03AF02,CHEMBL1068
1500,M03BX02,CHEMBL1079
1501,G03CB01,CHEMBL1018
1502,G03CC02,CHEMBL1018
1503,G04BD06,CHEMBL1078261
1504,N01BB09,CHEMBL1077896
1505,N06AA23,CHEMBL107360
1506,M02AA21,CHEMBL1020
1507,M01AB03,CHEMBL1020
1508,S01BC10,CHEMBL1021
1509,M01AE12,CHEMBL1071
1510,L01XF03,CHEMBL1023
1511,C09CA03,CHEMBL1069
1512,C10AA01,CHEMBL1064
1513,J02AC01,CHEMBL106
1514,D01AC15,CHEMBL106
1515,N03AG06,CHEMBL1027
1516,N03AX16,CHEMBL1059
1517,C03BA04,CHEMBL1055
1518,A16AX06,CHEMBL1029
1519,S01EE01,CHEMBL1051
1520,L01DC03,CHEMBL105
1521,B02AA01,CHEMBL1046
1522,J04BA02,CHEMBL1043
1523,D10AX05,CHEMBL1043
1524,A11CC05,CHEMBL1042
1525,N03AF01,CHEMBL108
1526,J01CA04,CHEMBL1082
1527,L02BB04,CHEMBL1082407
1528,N05CM19,CHEMBL1083659
1529,L01XD03,CHEMBL1096562
1530,N01AH06,CHEMBL1005
1531,V03AF05,CHEMBL1006
1532,N04BA01,CHEMBL1009
1533,C03DA04,CHEMBL1095097
1534,N03AB01,CHEMBL1095
1535,R03CC07,CHEMBL1094966
1536,R03AC08,CHEMBL1094966
1537,L01XK02,CHEMBL1094636
1538,N01BB58,CHEMBL1093
1539,N01BB08,CHEMBL1093
1540,D07XA01,CHEMBL1091
1541,A07EA02,CHEMBL1091
1542,H02AB09,CHEMBL1091
1543,C05AA01,CHEMBL1091
1544,S02BA01,CHEMBL1091
1545,A01AC03,CHEMBL1091
1546,D07AA02,CHEMBL1091
1547,S01BA02,CHEMBL1091
1548,S01CB03,CHEMBL1091
1549,S01AD06,CHEMBL1090
1550,J05AB03,CHEMBL1090
1551,N03AG01,CHEMBL109
1552,N04BX04,CHEMBL1089318
1553,N06AF03,CHEMBL1089
1554,C09CA06,CHEMBL1014
1555,A16AA02,CHEMBL1088977
1556,N05AC03,CHEMBL1088
1557,N06AX22,CHEMBL10878
1558,N01BB03,CHEMBL1087
1559,N01BB53,CHEMBL1087
1560,C09CA07,CHEMBL1017
1561,S02DA04,CHEMBL1086
1562,S01HA06,CHEMBL1086
1563,D04AB02,CHEMBL1086
1564,N01BB06,CHEMBL1086
1565,C05AD04,CHEMBL1086
1566,C08CA11,CHEMBL1085699
1567,N05AB07,CHEMBL1085
1568,B01AE03,CHEMBL1166
1569,J01XX04,CHEMBL1167
1570,C09AA05,CHEMBL1168
1571,A01AC03,CHEMBL1200562
1572,C05AA01,CHEMBL1200562
1573,S02BA01,CHEMBL1200562
1574,H02AB09,CHEMBL1200562
1575,S01CB03,CHEMBL1200562
1576,A07EA02,CHEMBL1200562
1577,D07AA02,CHEMBL1200562
1578,D07XA01,CHEMBL1200562
1579,S01BA02,CHEMBL1200562
1580,N05BA15,CHEMBL1095282
1581,P02CF01,CHEMBL1200633
1582,D11AX22,CHEMBL1200633
1583,G03DC06,CHEMBL1200624
1584,H05BX02,CHEMBL1200622
1585,H02AB12,CHEMBL1200617
1586,S01BA13,CHEMBL1200617
1587,V08AB07,CHEMBL1200614
1588,S01FA06,CHEMBL1200604
1589,S01FA56,CHEMBL1200604
1590,S01BA07,CHEMBL1200600
1591,D07XB04,CHEMBL1200600
1592,D07AB06,CHEMBL1200600
1593,D10AA01,CHEMBL1200600
1594,S01CB05,CHEMBL1200600
1595,C05AA06,CHEMBL1200600
1596,A14AA05,CHEMBL1200585
1597,G01AD01,CHEMBL1200559
1598,N05CE03,CHEMBL1722501
1599,D06AX05,CHEMBL1200558
1600,J01XX10,CHEMBL1200558
1601,R02AB04,CHEMBL1200558
1602,V08AB06,CHEMBL1200555
1603,H02AA03,CHEMBL1200542
1604,A07EA04,CHEMBL1200538
1605,C05AA05,CHEMBL1200538
1606,S01BA06,CHEMBL1200538
