,atc_code,chembl_id
1607,S03BA03,CHEMBL1200538
1608,D07XC01,CHEMBL1200538
1609,R03BA04,CHEMBL1200538
1610,S02BA07,CHEMBL1200538
1611,R01AD06,CHEMBL1200538
1612,S01CB04,CHEMBL1200538
1613,D07AC01,CHEMBL1200538
1614,H02AB01,CHEMBL1200538
1615,C02AA05,CHEMBL1200515
1616,V08AB09,CHEMBL1200507
1617,R03BA01,CHEMBL1200500
1618,D07AC15,CHEMBL1200500
1619,R01AD01,CHEMBL1200500
1620,A07EA07,CHEMBL1200500
1621,H01CC02,CHEMBL1200490
1622,N05CD10,CHEMBL1200472
1623,N05CD07,CHEMBL967
1624,S01AA10,CHEMBL1200656
1625,D01AA02,CHEMBL1200656
1626,A07AA03,CHEMBL1200656
1627,A01AB10,CHEMBL1200656
1628,G01AA02,CHEMBL1200656
1629,N01AX11,CHEMBL1200682
1630,N07XX04,CHEMBL1200682
1631,V08AB04,CHEMBL1200932
1632,N05BC04,CHEMBL1200922
1633,A07EA01,CHEMBL1200909
1634,C05AA04,CHEMBL1200909
1635,D07AA03,CHEMBL1200909
1636,D07XA02,CHEMBL1200909
1637,H02AB06,CHEMBL1200909
1638,S01BA04,CHEMBL1200909
1639,S01CB02,CHEMBL1200909
1640,R01AD02,CHEMBL1200909
1641,S02BA03,CHEMBL1200909
1642,S03BA02,CHEMBL1200909
1643,A07DA03,CHEMBL841
1644,A07DA53,CHEMBL841
1645,S01BA14,CHEMBL1200865
1646,C02KB01,CHEMBL1200862
1647,G03DA03,CHEMBL1200848
1648,V08AD03,CHEMBL1200821
1649,H05BX03,CHEMBL1200810
1650,N05CA07,CHEMBL1200802
1651,S01EE04,CHEMBL1200799
1652,V08AC07,CHEMBL1200770
1653,N06AX12,CHEMBL894
1654,N01AB07,CHEMBL1200733
1655,D07AC11,CHEMBL1200732
1656,N01AB08,CHEMBL1200694
1657,H01BA03,CHEMBL1200690
1658,V08AD04,CHEMBL951
1659,P01AX07,CHEMBL119
1660,A04AA55,CHEMBL1189679
1661,A04AA05,CHEMBL1189679
1662,R01AC08,CHEMBL1189432
1663,S01GX09,CHEMBL1189432
1664,N05CA05,CHEMBL7863
1665,A01AB06,CHEMBL1187011
1666,M01AA01,CHEMBL101
1667,M02AA01,CHEMBL101
1668,S01AA01,CHEMBL130
1669,S03AA08,CHEMBL130
1670,D06AX02,CHEMBL130
1671,G01AA05,CHEMBL130
1672,S02AA01,CHEMBL130
1673,D10AF03,CHEMBL130
1674,J01BA01,CHEMBL130
1675,N02CC03,CHEMBL1185
1676,N02BG09,CHEMBL1341
1677,R02AA17,CHEMBL1183605
1678,D08AJ02,CHEMBL1183605
1679,R02AA09,CHEMBL1182210
1680,M03BA05,CHEMBL2104283
1681,A03AB05,CHEMBL1180725
1682,N01BA04,CHEMBL1179047
1683,D06AA04,CHEMBL1440
1684,S03AA02,CHEMBL1440
1685,S01AA09,CHEMBL1440
1686,S02AA08,CHEMBL1440
1687,A01AB13,CHEMBL1440
1688,J01AA07,CHEMBL1440
1689,N07XX06,CHEMBL117785
1690,N07BC03,CHEMBL1514
1691,N06AX21,CHEMBL1175
1692,C01DB01,CHEMBL1908307
1693,L01XK03,CHEMBL1173055
1694,A06AX05,CHEMBL117287
1695,R06AX27,CHEMBL1172
1696,L01EA05,CHEMBL1171837
1697,J04AA01,CHEMBL1169
1698,S01AB01,CHEMBL1191
1699,D06BA04,CHEMBL1191
1700,J01EB02,CHEMBL1191
1701,B05CA04,CHEMBL1191
1702,D04AA16,CHEMBL1193
1703,R06AB05,CHEMBL1193
1704,N01BB04,CHEMBL1194
1705,N01BB54,CHEMBL1194
1706,V08AB02,CHEMBL1200455
1707,R05DB15,CHEMBL2105497
1708,V09CX01,CHEMBL1200439
1709,A14AA08,CHEMBL1200436
1710,R03DA02,CHEMBL1200434
1711,A14AB01,CHEMBL1200412
1712,S01XA11,CHEMBL1200412
1713,B05BB03,CHEMBL1200391
1714,B05XX02,CHEMBL1200391
1715,D07AC18,CHEMBL1200386
1716,L02BG06,CHEMBL1200374
1717,N04BX03,CHEMBL334491
1718,D10AE01,CHEMBL1200370
1719,D10AE51,CHEMBL1200370
1720,M04AC02,CHEMBL348000
1721,C05BB04,CHEMBL1200354
1722,G03BA03,CHEMBL1200335
1723,D04AB03,CHEMBL1200
1724,S01HA02,CHEMBL1200
1725,N05BA01,CHEMBL12
1726,D04AB07,CHEMBL1198
1727,C05AD07,CHEMBL1198
1728,S01HA04,CHEMBL1196
1729,G02AB03,CHEMBL119443
1730,N05CA09,CHEMBL503565
1731,M01AE04,CHEMBL1297
1732,N02CC01,CHEMBL128
1733,J01CA06,CHEMBL1583
1734,A10BX06,CHEMBL400599
1735,N06AA19,CHEMBL418995
1736,N07AA30,CHEMBL1652
1737,J01MA13,CHEMBL428
1738,L01AD04,CHEMBL1651906
1739,J01CA08,CHEMBL1650818
1740,J01GB14,CHEMBL1650559
1741,A10XA01,CHEMBL436
1742,S01BA03,CHEMBL1650
1743,H02AB10,CHEMBL1650
1744,C08CA03,CHEMBL1648
1745,C09XA02,CHEMBL1639
1746,N03AX12,CHEMBL1628502
1747,D04AX01,CHEMBL1628227
1748,N06AA12,CHEMBL1628227
1749,D05BB01,CHEMBL464
1750,R06AA54,CHEMBL1626
1751,R06AA04,CHEMBL1626
1752,D04AA14,CHEMBL1626
1753,R01AC06,CHEMBL1623738
1754,D04AA01,CHEMBL1623738
1755,R06AC06,CHEMBL1623738
1756,N05AC02,CHEMBL479
1757,V04CX02,CHEMBL1622
1758,B03BB01,CHEMBL1622
1759,B03BB51,CHEMBL1622
1760,N05AX13,CHEMBL1621
1761,N02BA10,CHEMBL162036
1762,A10BG01,CHEMBL408
1763,D06AX13,CHEMBL1658
1764,L01BB04,CHEMBL1619
1765,L04AA40,CHEMBL1619
1766,J04AB05,CHEMBL1660
1767,C02KX03,CHEMBL282724
1768,A02BX14,CHEMBL1697771
1769,N05AB10,CHEMBL1697766
1770,D10AB01,CHEMBL290106
1771,P02BX01,CHEMBL290106
1772,N05BA21,CHEMBL1697737
1773,N06BX12,CHEMBL1697733
1774,R06AX11,CHEMBL296419
1775,J01AA15,CHEMBL1689772
1776,J01XA05,CHEMBL1688530
1777,N07AX03,CHEMBL168815
1778,N02AX03,CHEMBL1685
1779,M01AE06,CHEMBL340978
1780,C03AA01,CHEMBL1684
1781,L01XX41,CHEMBL1683590
1782,D07AB02,CHEMBL1683
1783,V04CC01,CHEMBL1682
1784,B05CX02,CHEMBL1682
1785,A06AD18,CHEMBL1682
1786,A06AG07,CHEMBL1682
1787,N06AB02,CHEMBL37744
1788,A10BA03,CHEMBL39736
1789,R01AD12,CHEMBL1676
1790,R03BA09,CHEMBL1676
1791,J01DD13,CHEMBL1672
1792,C02AA01,CHEMBL1668
1793,J05AE07,CHEMBL1664
1794,A06AD12,CHEMBL1661
1795,D09AA10,CHEMBL497
1796,P01AA02,CHEMBL497
1797,P01AA52,CHEMBL497
1798,S02AA05,CHEMBL497
1799,G01AC02,CHEMBL497
1800,D08AH30,CHEMBL497
1801,A03BB01,CHEMBL1618102
1802,J01MA05,CHEMBL277100
1803,C04AX07,CHEMBL1165342
1804,C09AA06,CHEMBL1592
1805,M01AH01,CHEMBL118
1806,L01XX33,CHEMBL118
1807,R01BA52,CHEMBL1590
1808,R01BA02,CHEMBL1590
1809,L01CA01,CHEMBL159
1810,C03AA05,CHEMBL1587
1811,D01AE10,CHEMBL15841
1812,C09AA04,CHEMBL1581
1813,J01ED04,CHEMBL1200359
1814,V08AA03,CHEMBL1201239
1815,M01AB02,CHEMBL15770
1816,A10BG02,CHEMBL121
1817,L01XX11,CHEMBL1575
1818,M01AC04,CHEMBL1213420
1819,M03BA72,CHEMBL1233
1820,M03BA02,CHEMBL1233
1821,M03BA52,CHEMBL1233
1822,J01GB07,CHEMBL1572
1823,S01AA23,CHEMBL1572
1824,D01AC05,CHEMBL1571863
1825,G01AF07,CHEMBL1571863
1826,S01ED04,CHEMBL1291
1827,S01ED54,CHEMBL1291
1828,D01AC08,CHEMBL157101
1829,G01AF11,CHEMBL157101
1830,H02CA03,CHEMBL157101
1831,J02AB02,CHEMBL157101
1832,N02AA08,CHEMBL1595
1833,N02AA58,CHEMBL1595
1834,B01AE05,CHEMBL522038
1835,J01CA05,CHEMBL1596
1836,D06AX11,CHEMBL1617
1837,A07AA11,CHEMBL1617
1838,N06AX02,CHEMBL54976
1839,J01MA11,CHEMBL583
1840,R01BA01,CHEMBL61006
1841,R01BA51,CHEMBL61006
1842,A06AX06,CHEMBL76370
1843,R01AC02,CHEMBL1615438
1844,S01GX02,CHEMBL1615438
1845,L01EE04,CHEMBL1614701
1846,C01AA07,CHEMBL1614
1847,M01AH03,CHEMBL865
1848,J01DD04,CHEMBL161
1849,J01DD54,CHEMBL161
1850,M01AB06,CHEMBL94081
1851,B05CA06,CHEMBL1609
1852,J01XX06,CHEMBL1609
1853,J01DD14,CHEMBL1605
1854,J01DB09,CHEMBL1604
1855,A11CC03,CHEMBL1601669
1856,J01DC06,CHEMBL1601
1857,M01AE07,CHEMBL956
1858,S01BC11,CHEMBL1077
1859,J01DB08,CHEMBL1599
1860,A03AE01,CHEMBL1110
1861,V03AB09,CHEMBL1597
1862,N05AB09,CHEMBL1697826
1863,A10BC01,CHEMBL1697838
1864,A10BF02,CHEMBL1561
1865,N07BB04,CHEMBL19019
1866,A03AA05,CHEMBL190044
1867,R03DA04,CHEMBL190
1868,R03DA74,CHEMBL190
1869,R03DA54,CHEMBL190
1870,N04BX01,CHEMBL1324
1871,A06AB01,CHEMBL1402684
1872,S01EC05,CHEMBL19
1873,L01EF01,CHEMBL189963
1874,M01AB11,CHEMBL189171
1875,C01CE02,CHEMBL189
1876,G04BD09,CHEMBL1888176
1877,R06AC05,CHEMBL1411979
1878,G03XA02,CHEMBL1868702
1879,D06BX02,CHEMBL1863513
1880,J01DE01,CHEMBL186
1881,M03AC01,CHEMBL185073
1882,L01BC02,CHEMBL185
1883,L01BC52,CHEMBL185
1884,R01AX08,CHEMBL184618
1885,D09AA01,CHEMBL184618
1886,S01AA07,CHEMBL184618
1887,L03AX16,CHEMBL18442
1888,C01BD07,CHEMBL184412
1889,J05AB01,CHEMBL184
1890,S01AD03,CHEMBL184
1891,D06BB53,CHEMBL184
1892,D06BB03,CHEMBL184
1893,A08AA10,CHEMBL1419
1894,R05DB03,CHEMBL1474889
1895,N05AE03,CHEMBL12713
1896,N03AX24,CHEMBL190461
1897,H01CB01,CHEMBL1823872
1898,B01AF01,CHEMBL198362
1899,N03AX17,CHEMBL1983350
1900,M03BB72,CHEMBL1200714
1901,M03BB52,CHEMBL1200714
1902,M03BB02,CHEMBL1200714
1903,S01EE05,CHEMBL1963683
1904,G04BE10,CHEMBL1963681
1905,G01AD03,CHEMBL196
1906,A11GA01,CHEMBL196
1907,S01XA15,CHEMBL196
1908,J01AA13,CHEMBL1951095
1909,L01EX05,CHEMBL1946170
1910,G03CA04,CHEMBL193482
1911,G03CC06,CHEMBL193482
1912,R03DX07,CHEMBL193240
1913,C02AC05,CHEMBL19236
1914,G02CB05,CHEMBL19215
1915,G04BE03,CHEMBL192
1916,C09CA01,CHEMBL191
1917,A03AX04,CHEMBL1909324
1918,M01AH02,CHEMBL122
1919,L01EG02,CHEMBL1908360
1920,L04AA18,CHEMBL1908360
1921,C10AA06,CHEMBL1477
1922,M01AE10,CHEMBL15870
1923,C03CC02,CHEMBL267744
1924,C01AA05,CHEMBL1751
1925,M01AE14,CHEMBL175
1926,S01AA15,CHEMBL1950576
1927,J01GB01,CHEMBL1747
1928,S01AA12,CHEMBL1747
1929,J01DD16,CHEMBL1743
1930,R06AX29,CHEMBL1742423
1931,J01FA09,CHEMBL1741
1932,N05AL04,CHEMBL22242
1933,C01DX04,CHEMBL232201
1934,C01DX54,CHEMBL232201
1935,V08AA02,CHEMBL1736
1936,C01DX02,CHEMBL24072
1937,C01DX52,CHEMBL24072
1938,A08AA04,CHEMBL248702
1939,G04BD08,CHEMBL1734
1940,N02CA01,CHEMBL1732
1941,N02CA51,CHEMBL1732
1942,J01CA10,CHEMBL1731
1943,C08CA07,CHEMBL1726
1944,V08AB05,CHEMBL1725
1945,S01EC02,CHEMBL17
1946,C02CC04,CHEMBL169901
1947,L01BB06,CHEMBL1750
1948,R03DA51,CHEMBL1752
1949,R03DA01,CHEMBL1752
1950,S01AD09,CHEMBL182
1951,J05AB06,CHEMBL182
1952,A08AB01,CHEMBL175247
1953,V03AH01,CHEMBL181
1954,C02DA01,CHEMBL181
1955,L01EH02,CHEMBL180022
1956,L01EJ01,CHEMBL1789941
1957,N02BE53,CHEMBL16073
1958,N02BE03,CHEMBL16073
1959,N02BE73,CHEMBL16073
1960,C03CD01,CHEMBL1697760
1961,N07BC04,CHEMBL17860
1962,L01DB02,CHEMBL178
1963,V09AX05,CHEMBL1774461
1964,A10BA01,CHEMBL170988
1965,L01BC06,CHEMBL1773
1966,B01AC04,CHEMBL1771
1967,A10BK04,CHEMBL1770248
1968,S01AA21,CHEMBL177
1969,D06AX12,CHEMBL177
1970,J01GB06,CHEMBL177
1971,R06AX12,CHEMBL17157
1972,N05AA02,CHEMBL1764
1973,A03FA02,CHEMBL1729
1974,R03CC53,CHEMBL1760
1975,R03AC03,CHEMBL1760
1976,R03CC03,CHEMBL1760
1977,J05AG05,CHEMBL175691
1978,R07AB01,CHEMBL1754
1979,G01AA10,CHEMBL1753
1980,D10AF51,CHEMBL1753
1981,D10AF01,CHEMBL1753
1982,J01FF01,CHEMBL1753
1983,A01AB18,CHEMBL104
1984,G01AF02,CHEMBL104
1985,D01AC01,CHEMBL104
1986,G03GB01,CHEMBL141305
1987,D01AE14,CHEMBL1413
1988,G01AX12,CHEMBL1413
1989,A10BA02,CHEMBL1431
1990,M01CC01,CHEMBL1430
1991,H01BA02,CHEMBL1429
1992,C08CA06,CHEMBL1428
1993,A10BH02,CHEMBL142703
1994,J05AP02,CHEMBL231813
1995,N05AG02,CHEMBL1423
1996,A10BH01,CHEMBL1422
1997,L01EA02,CHEMBL1421
1998,V03AB04,CHEMBL1420
1999,N05CC05,CHEMBL1410743
2000,J05AF05,CHEMBL141
2001,N06BX05,CHEMBL254857
2002,R02AA19,CHEMBL14060
2003,C05BB05,CHEMBL14060
2004,N01BX03,CHEMBL14060
2005,D08AE03,CHEMBL14060
2006,N05CA02,CHEMBL267894
2007,G03CC04,CHEMBL1405
2008,G03CA07,CHEMBL1405
2009,C01EB18,CHEMBL1404
2010,P01AX11,CHEMBL1401
2011,L02BG03,CHEMBL1399
2012,G03HA01,CHEMBL139835
2013,J02AC04,CHEMBL1397
2014,A01AB23,CHEMBL1434
2015,D10AF07,CHEMBL1434
2016,J01AA08,CHEMBL1434
2017,D08AX53,CHEMBL14687
2018,D08AX03,CHEMBL14687
2019,J01CA13,CHEMBL1449
2020,B01AA01,CHEMBL1466
2021,B01AA04,CHEMBL1465
2022,B01AA03,CHEMBL1464
2023,J02AX01,CHEMBL1463
2024,D01AE21,CHEMBL1463
2025,J05AF02,CHEMBL1460
2026,R05DA03,CHEMBL1457
2027,R07AB52,CHEMBL2104607
2028,R07AB02,CHEMBL2104607
2029,P03BX01,CHEMBL1453317
2030,D09AA13,CHEMBL1451116
2031,H02AB08,CHEMBL1451
2032,R03BA06,CHEMBL1451
2033,R01AD11,CHEMBL1451
2034,D07XB02,CHEMBL1451
2035,S01BA05,CHEMBL1451
2036,C05AA12,CHEMBL1451
2037,D07AB09,CHEMBL1451
2038,A01AC01,CHEMBL1451
2039,N02BG04,CHEMBL2105075
2040,C09AA01,CHEMBL1560
2041,P02DA01,CHEMBL1448
2042,N05BX03,CHEMBL2106227
2043,N05CA22,CHEMBL2105233
2044,J01FF02,CHEMBL1447
2045,G01AX16,CHEMBL144673
2046,A01AB12,CHEMBL144673
2047,G03BA01,CHEMBL1445
2048,J01CF06,CHEMBL1443
2049,J04AD03,CHEMBL1441
2050,A04AD54,CHEMBL1439973
2051,A04AD04,CHEMBL1439973
2052,M03BX07,CHEMBL2105527
2053,N05AX14,CHEMBL14376
2054,N06AX18,CHEMBL14370
2055,C01CA03,CHEMBL1437
2056,J01DC02,CHEMBL1436
2057,S01AA27,CHEMBL1436
2058,N05AL06,CHEMBL2105581
2059,N07BA03,CHEMBL1396
2060,G03BA02,CHEMBL1395
2061,G03EK01,CHEMBL1395
2062,J05AH03,CHEMBL139367
2063,M05BA05,CHEMBL1350
2064,G03CA53,CHEMBL135
2065,G03CA03,CHEMBL135
2066,J05AB11,CHEMBL1349
2067,G04BD10,CHEMBL1346
2068,C02AC01,CHEMBL134
2069,N02CX02,CHEMBL134
2070,S01EA04,CHEMBL134
2071,G04BX12,CHEMBL1339216
2072,L01EX02,CHEMBL1336
2073,B01AC18,CHEMBL1332032
2074,A03BA03,CHEMBL1331216
2075,C01DX12,CHEMBL1329455
2076,V04CG04,CHEMBL1328
2077,C03DA01,CHEMBL1393
2078,J05AE10,CHEMBL1323
2079,M04AB03,CHEMBL388590
2080,L01XB01,CHEMBL1321
2081,N05CD02,CHEMBL13209
2082,C03BA09,CHEMBL1318341
2083,G04BX16,CHEMBL1314
2084,C01DA14,CHEMBL1311
2085,S02BA03,CHEMBL131
2086,D07XA02,CHEMBL131
2087,R01AD02,CHEMBL131
2088,D07AA03,CHEMBL131
2089,R01AD52,CHEMBL131
2090,C05AA04,CHEMBL131
2091,S03BA02,CHEMBL131
2092,A07EA01,CHEMBL131
2093,H02AB06,CHEMBL131
2094,A01AC54,CHEMBL131
2095,S01BA04,CHEMBL131
2096,S01CB02,CHEMBL131
2097,R01AC04,CHEMBL1305
2098,R06AX05,CHEMBL1305
2099,N04BC09,CHEMBL1303
2100,L02BA03,CHEMBL1358
2101,J01DH03,CHEMBL1359
2102,G03AD01,CHEMBL1389
2103,G03AC03,CHEMBL1389
2104,D11AX13,CHEMBL1388
2105,N05CA10,CHEMBL268164
2106,J01ED05,CHEMBL268869
2107,J01GB04,CHEMBL1384
2108,S01AA24,CHEMBL1384
2109,A07AA08,CHEMBL1384
2110,R06AE06,CHEMBL13828
2111,D06BA51,CHEMBL1382627
2112,D06BA01,CHEMBL1382627
2113,N06AX04,CHEMBL273575
2114,J04AD01,CHEMBL1378024
2115,P01BB01,CHEMBL1377
2116,P01BB51,CHEMBL1377
2117,N06AX07,CHEMBL278819
2118,R05DB01,CHEMBL1374379
2119,C03AA07,CHEMBL1373254
2120,N06BA07,CHEMBL1373
2121,S01AE06,CHEMBL31
2122,J01MA16,CHEMBL31
2123,J01DB02,CHEMBL316157
2124,M03BB53,CHEMBL1371
2125,M03BB03,CHEMBL1371
2126,M03BB73,CHEMBL1371
2127,A02BX06,CHEMBL316561
2128,G02CA03,CHEMBL32800
2129,R03CC04,CHEMBL32800
2130,R03AC04,CHEMBL32800
2131,M01CB03,CHEMBL1366
2132,A11HA02,CHEMBL1364
2133,M04AA01,CHEMBL1467
2134,M04AA51,CHEMBL1467
2135,P01AX06,CHEMBL1450
2136,H03BB52,CHEMBL1515
2137,H03BB02,CHEMBL1515
2138,C10AA07,CHEMBL1496
2139,P02CA05,CHEMBL1454946
2140,A03AA01,CHEMBL1495
2141,G04BD02,CHEMBL1493
2142,C04AX27,CHEMBL1874750
2143,R05CB06,CHEMBL153479
2144,P02CE01,CHEMBL1454
2145,N06AA16,CHEMBL1492500
2146,P01BA02,CHEMBL1535
2147,N05CF04,CHEMBL1522
2148,A11CC01,CHEMBL1536
2149,C08CA01,CHEMBL1491
2150,P03AC04,CHEMBL1525
2151,P03AC54,CHEMBL1525
2152,N04AA01,CHEMBL1490
2153,C03DA03,CHEMBL1463345
2154,M02AA16,CHEMBL1452696
2155,M01AX18,CHEMBL1452696
2156,M01AX68,CHEMBL1452696
2157,A07AB02,CHEMBL1524273
2158,C05AA11,CHEMBL1501
2159,D07AC08,CHEMBL1501
2160,A02BC02,CHEMBL1502
2161,G03AC08,CHEMBL1531
2162,C03BA02,CHEMBL1532
2163,G04BE06,CHEMBL159226
2164,C04AX10,CHEMBL159226
2165,R01AD04,CHEMBL1512
2166,R03BA03,CHEMBL1512
2167,G03AC09,CHEMBL1533
2168,A11HA04,CHEMBL1534
2169,S01XA26,CHEMBL1534
2170,J01AA06,CHEMBL1517
2171,D06AA03,CHEMBL1517
2172,S01AA04,CHEMBL1517
2173,G01AA07,CHEMBL1517
2174,J01AA56,CHEMBL1517
2175,G03AC10,CHEMBL1509
2176,N02BG03,CHEMBL146095
2177,J01BA01,CHEMBL1506
2178,G01AA05,CHEMBL1506
2179,D10AF03,CHEMBL1506
2180,D06AX02,CHEMBL1506
2181,S01AA01,CHEMBL1506
2182,S02AA01,CHEMBL1506
2183,S03AA08,CHEMBL1506
2184,C09CA04,CHEMBL1513
2185,L01BC07,CHEMBL1489
2186,J01CA09,CHEMBL1537
2187,J01DD08,CHEMBL1541
2188,N02BA06,CHEMBL154111
2189,D11AE01,CHEMBL1418176
2190,A14AA03,CHEMBL1418176
2191,V03AB32,CHEMBL1543
2192,N02AC05,CHEMBL2104149
2193,D07AA02,CHEMBL1549
2194,D07XA01,CHEMBL1549
2195,S01BA02,CHEMBL1549
2196,H02AB09,CHEMBL1549
2197,S02BA01,CHEMBL1549
2198,S01CB03,CHEMBL1549
2199,A07EA02,CHEMBL1549
2200,C05AA01,CHEMBL1549
2201,A01AC03,CHEMBL1549
2202,N05CF03,CHEMBL1521
2203,B02BA01,CHEMBL1550
2204,D05AD01,CHEMBL1475
2205,D05BA01,CHEMBL1475
2206,D07AC17,CHEMBL1473
2207,R01AD08,CHEMBL1473
2208,R03BA05,CHEMBL1473
2209,R01AD58,CHEMBL1473
2210,V04CJ02,CHEMBL1472
2211,L01DA01,CHEMBL1554
2212,A04AD12,CHEMBL1471
2213,G04BE09,CHEMBL1520
2214,L01AD08,CHEMBL1488
2215,C09AA10,CHEMBL1519
2216,C08CA04,CHEMBL1484
2217,P02CA03,CHEMBL1483
2218,J05AF07,CHEMBL1538
2219,N07AB02,CHEMBL1482
2220,G03XA01,CHEMBL1479
2221,A10BB12,CHEMBL1481
2222,J05AB12,CHEMBL152
2223,G02CC02,CHEMBL154
2224,M01AE02,CHEMBL154
2225,M02AA12,CHEMBL154
2226,J05AB13,CHEMBL1540
2227,D06BB06,CHEMBL1540
2228,C04AX01,CHEMBL1480987
2229,C08CA02,CHEMBL1480
2230,N05CM01,CHEMBL282052
2231,N05CX02,CHEMBL282052
2232,J01DB05,CHEMBL1644
2233,A08AX01,CHEMBL111
2234,R05DB09,CHEMBL1500276
2235,H02AB17,CHEMBL2105842
2236,L04AX02,CHEMBL468
2237,J01MB07,CHEMBL370252
2238,D01AE17,CHEMBL1184360
2239,N05CD03,CHEMBL13280
2240,L01AA06,CHEMBL1024
2241,N02AC04,CHEMBL1213351
2242,C08CX01,CHEMBL45816
2243,G04BD05,CHEMBL363295
2244,R03CC05,CHEMBL1589896
2245,R03AC06,CHEMBL1589896
2246,C09CA08,CHEMBL1200692
2247,N06AF02,CHEMBL1256841
2248,R03AB03,CHEMBL776
2249,R03CB03,CHEMBL776
2250,D08AC05,CHEMBL2106939
2251,N06AX13,CHEMBL85231
2252,N02BE74,CHEMBL1697856
2253,N02BE04,CHEMBL1697856
2254,N02BE54,CHEMBL1697856
2255,C01BC04,CHEMBL652
2256,G01AA04,CHEMBL1200647
2257,R05DB04,CHEMBL2105002
2258,N05CD09,CHEMBL32479
2259,C04AX28,CHEMBL305187
2260,J05AP06,CHEMBL2105735
2261,N01AX04,CHEMBL2105345
2262,M01AE13,CHEMBL292707
2263,C01BG01,CHEMBL1075
2264,J01FG01,CHEMBL2146161
2265,C08EA01,CHEMBL254832
2266,J01DD09,CHEMBL2303613
2267,N06AA08,CHEMBL1442422
2268,N02BB73,CHEMBL288470
2269,N02BB03,CHEMBL288470
2270,N02BB53,CHEMBL288470
2271,A07EA04,CHEMBL1497
2272,H02AB01,CHEMBL1497
2273,S01CB04,CHEMBL1497
2274,D07XC01,CHEMBL1497
2275,S01BA06,CHEMBL1497
2276,C05AA05,CHEMBL1497
2277,D07AC01,CHEMBL1497
2278,R01AD06,CHEMBL1497
2279,S03BA03,CHEMBL1497
2280,R03BA04,CHEMBL1497
2281,S02BA07,CHEMBL1497
2282,C01BC08,CHEMBL315838
2283,N01AF02,CHEMBL7728
2284,N05CA16,CHEMBL7728
2285,N05CM02,CHEMBL315795
2286,N05CX04,CHEMBL315795
2287,R06AX15,CHEMBL1625607
2288,C02CA02,CHEMBL279516
2289,C02KD01,CHEMBL51
2290,A01AC01,CHEMBL1200878
2291,R01AD11,CHEMBL1200878
2292,D07AB09,CHEMBL1200878
2293,D07XB02,CHEMBL1200878
2294,S01BA05,CHEMBL1200878
2295,C05AA12,CHEMBL1200878
2296,H02AB08,CHEMBL1200878
2297,R03BA06,CHEMBL1200878
2298,J01CE06,CHEMBL2106988
2299,N05AB05,CHEMBL1697851
2300,N05AD01,CHEMBL1200986
2301,J01CA11,CHEMBL530
2302,J01MA09,CHEMBL850
2303,V06DC02,CHEMBL604608
2304,N03AX30,CHEMBL64195
2305,R07AB03,CHEMBL116943
2306,R07AB53,CHEMBL116943
2307,C08EX02,CHEMBL75880
2308,A06AB53,CHEMBL53418
2309,A06AB03,CHEMBL53418
2310,N04BC02,CHEMBL531
2311,M01AB04,CHEMBL19490
2312,M01AE08,CHEMBL188952
2313,J01CA18,CHEMBL1201116
2314,R06AX53,CHEMBL2105458
2315,D04AA03,CHEMBL2105458
2316,R06AX03,CHEMBL2105458
2317,N05CA04,CHEMBL444
2318,S01EC01,CHEMBL20
2319,G03CA53,CHEMBL1511
2320,G03CA03,CHEMBL1511
2321,G04BE04,CHEMBL15245
2322,R06AX23,CHEMBL152408
2323,L04AA27,CHEMBL314854
2324,H03BA02,CHEMBL1518
2325,R02AA03,CHEMBL3184437
2326,N02CC06,CHEMBL1510
2327,L01EX17,CHEMBL3188267
2328,N02CC05,CHEMBL1505
2329,G03XC03,CHEMBL328190
2330,N03AX03,CHEMBL328560
2331,L01ED05,CHEMBL3286830
2332,H02CA02,CHEMBL3099695
2333,R06AX22,CHEMBL305660
2334,A07EA06,CHEMBL1370
2335,R03BA02,CHEMBL1370
2336,D07AC09,CHEMBL1370
2337,R01AD05,CHEMBL1370
2338,J01DF01,CHEMBL158
2339,N06BX16,CHEMBL159776
2340,M01AE05,CHEMBL277522
2341,V04CD06,CHEMBL278623
2342,D06AA01,CHEMBL1591
2343,J01AA01,CHEMBL1591
2344,L01AX02,CHEMBL1585
2345,L01XX08,CHEMBL1580
2346,J01CE01,CHEMBL29
2347,S01AA14,CHEMBL29
2348,L04AX01,CHEMBL1542
2349,A08AA01,CHEMBL1574
2350,G02CB02,CHEMBL157138
2351,N02CA07,CHEMBL157138
2352,N02CX01,CHEMBL294951
2353,M01AC05,CHEMBL1569487
2354,A10BF01,CHEMBL1566
2355,N07BA01,CHEMBL3
2356,J05AX29,CHEMBL3301594
2357,R06AA07,CHEMBL1492
2358,R06AA57,CHEMBL1492
2359,L01EC03,CHEMBL3301612
2360,J01AA12,CHEMBL376140
2361,G02CX01,CHEMBL382301
2362,J05AC03,CHEMBL3989506
2363,D06BB02,CHEMBL3989506
2364,M01AB55,CHEMBL139
2365,S01BC03,CHEMBL139
2366,D11AX18,CHEMBL139
2367,M01AB05,CHEMBL139
2368,M02AA15,CHEMBL139
2369,G04BD07,CHEMBL1382
2370,J05AF06,CHEMBL1380
2371,J01MA01,CHEMBL4
2372,S02AA16,CHEMBL4
2373,S01AE01,CHEMBL4
2374,J01CG01,CHEMBL403
2375,D06AA02,CHEMBL404520
2376,J01AA03,CHEMBL404520
2377,S01AA02,CHEMBL404520
