,chembl_id,atc_code
2749,CHEMBL772,C02AA02
2750,CHEMBL772,C02AA52
2752,CHEMBL790,A01AB03
2753,CHEMBL790,B05CA02
2754,CHEMBL790,D08AC02
2755,CHEMBL790,D09AA12
2756,CHEMBL790,R02AA05
2757,CHEMBL790,S01AX09
2758,CHEMBL790,S02AA09
2759,CHEMBL790,S03AA04
2764,CHEMBL790,D08AC52
2769,CHEMBL1144,C10AA03
2771,CHEMBL1140,A11HA01
2773,CHEMBL114,J05AE01
2775,CHEMBL1139,B01AC09
2777,CHEMBL1138,C10AX09
2779,CHEMBL869,B05CA03
2780,CHEMBL869,P01CC02
2781,CHEMBL869,S02AA02
2782,CHEMBL869,D09AA03
2783,CHEMBL869,D08AF01
2784,CHEMBL869,S01AX04
2785,CHEMBL1136,J01FA15
2786,CHEMBL1096885,L01DB09
2788,CHEMBL1000,R06AE07
2790,CHEMBL100116,N02AD01
2791,CHEMBL1068,N03AF02
2793,CHEMBL1079,M03BX02
2795,CHEMBL1018,G03CB01
2796,CHEMBL1018,G03CC02
2799,CHEMBL1078261,G04BD06
2801,CHEMBL1077896,N01BB09
2803,CHEMBL107360,N06AA23
2805,CHEMBL1020,M01AB03
2806,CHEMBL1020,M02AA21
2809,CHEMBL1021,S01BC10
2811,CHEMBL1071,M01AE12
2813,CHEMBL1023,L01XF03
2815,CHEMBL1069,C09CA03
2817,CHEMBL1064,C10AA01
2819,CHEMBL106,D01AC15
2820,CHEMBL106,J02AC01
2823,CHEMBL1027,N03AG06
2825,CHEMBL1059,N03AX16
2827,CHEMBL1057,S01JA01
2828,CHEMBL1055,C03BA04
2830,CHEMBL1029,A16AX06
2832,CHEMBL1051,S01EE01
2834,CHEMBL105,L01DC03
2836,CHEMBL1046,B02AA01
2838,CHEMBL1043,D10AX05
2839,CHEMBL1043,J04BA02
2842,CHEMBL1042,A11CC05
2844,CHEMBL108,N03AF01
2846,CHEMBL1082,J01CA04
2848,CHEMBL1082407,L02BB04
2850,CHEMBL1083659,N05CM19
2852,CHEMBL1096562,L01XD03
2854,CHEMBL1005,N01AH06
2856,CHEMBL1006,V03AF05
2857,CHEMBL1009,N04BA01
2859,CHEMBL1095097,C03DA04
2861,CHEMBL1095,N03AB01
2863,CHEMBL1094966,R03AC08
2864,CHEMBL1094966,R03CC07
2867,CHEMBL1094636,L01XK02
2869,CHEMBL1093,N01BB08
2870,CHEMBL1093,N01BB58
2872,CHEMBL1091,A01AC03
2873,CHEMBL1091,A07EA02
2874,CHEMBL1091,C05AA01
2875,CHEMBL1091,D07AA02
2876,CHEMBL1091,D07XA01
2877,CHEMBL1091,H02AB09
2878,CHEMBL1091,S01BA02
2879,CHEMBL1091,S01CB03
2880,CHEMBL1091,S02BA01
2890,CHEMBL1090,J05AB03
2891,CHEMBL1090,S01AD06
2894,CHEMBL109,N03AG01
2896,CHEMBL1089318,N04BX04
2897,CHEMBL1089,N06AF03
2899,CHEMBL1014,C09CA06
2901,CHEMBL1088977,A16AA02
2902,CHEMBL1088,N05AC03
2904,CHEMBL10878,N06AX22
2906,CHEMBL1087,N01BB03
2908,CHEMBL1087,N01BB53
2909,CHEMBL1017,C09CA07
2911,CHEMBL1086,C05AD04
2912,CHEMBL1086,D04AB02
2913,CHEMBL1086,N01BB06
2914,CHEMBL1086,S01HA06
2915,CHEMBL1086,S02DA04
2921,CHEMBL1085699,C08CA11
2923,CHEMBL1085,N05AB07
2924,CHEMBL1166,B01AE03
2925,CHEMBL1167,J01XX04
2927,CHEMBL1168,C09AA05
2929,CHEMBL1200562,A01AC03
2930,CHEMBL1200562,A07EA02
2931,CHEMBL1200562,C05AA01
2932,CHEMBL1200562,D07AA02
2933,CHEMBL1200562,D07XA01
2934,CHEMBL1200562,H02AB09
2935,CHEMBL1200562,S01BA02
2936,CHEMBL1200562,S01CB03
2937,CHEMBL1200562,S02BA01
2947,CHEMBL1095282,N05BA15
2949,CHEMBL1200633,P02CF01
2950,CHEMBL1200633,D11AX22
2951,CHEMBL1200624,G03DC06
2953,CHEMBL1200622,H05BX02
2955,CHEMBL1200617,H02AB12
2956,CHEMBL1200617,S01BA13
2959,CHEMBL1200614,V08AB07
2961,CHEMBL1200604,S01FA06
2963,CHEMBL1200604,S01FA56
2964,CHEMBL1200600,C05AA06
2965,CHEMBL1200600,D07AB06
2966,CHEMBL1200600,D07XB04
2967,CHEMBL1200600,D10AA01
2968,CHEMBL1200600,S01BA07
2969,CHEMBL1200600,S01CB05
2976,CHEMBL1200585,A14AA05
2978,CHEMBL1200559,G01AD01
2980,CHEMBL1722501,N05CE03
2982,CHEMBL1200558,D06AX05
2983,CHEMBL1200558,J01XX10
2984,CHEMBL1200558,R02AB04
2985,CHEMBL1200555,V08AB06
2987,CHEMBL1200542,H02AA03
2989,CHEMBL1200538,A07EA04
2990,CHEMBL1200538,C05AA05
2991,CHEMBL1200538,D07AC01
2992,CHEMBL1200538,D07XC01
2993,CHEMBL1200538,H02AB01
2994,CHEMBL1200538,R01AD06
2995,CHEMBL1200538,R03BA04
2996,CHEMBL1200538,S01BA06
2997,CHEMBL1200538,S01CB04
2998,CHEMBL1200538,S02BA07
2999,CHEMBL1200538,S03BA03
3011,CHEMBL1200527,M03AC04
3012,CHEMBL1200515,C02AA05
3014,CHEMBL1200507,V08AB09
3016,CHEMBL1200500,A07EA07
3017,CHEMBL1200500,D07AC15
3018,CHEMBL1200500,R01AD01
3019,CHEMBL1200500,R03BA01
3024,CHEMBL1200490,H01CC02
3026,CHEMBL1200472,N05CD10
3028,CHEMBL967,N05CD07
3030,CHEMBL1200656,S01AA10
3031,CHEMBL1200656,D01AA02
3032,CHEMBL1200656,A07AA03
3033,CHEMBL1200656,A01AB10
3034,CHEMBL1200656,G01AA02
3035,CHEMBL1200682,N01AX11
3036,CHEMBL1200682,N07XX04
3039,CHEMBL1200932,V08AB04
3041,CHEMBL1200922,N05BC04
3043,CHEMBL1200910,J01EB05
3044,CHEMBL1200910,S01AB02
3045,CHEMBL1200909,A07EA01
3046,CHEMBL1200909,C05AA04
3047,CHEMBL1200909,D07AA03
3048,CHEMBL1200909,D07XA02
3049,CHEMBL1200909,H02AB06
3050,CHEMBL1200909,R01AD02
3051,CHEMBL1200909,S01BA04
3052,CHEMBL1200909,S01CB02
3053,CHEMBL1200909,S02BA03
3054,CHEMBL1200909,S03BA02
3065,CHEMBL1200896,G02AD01
3066,CHEMBL841,A07DA03
3068,CHEMBL841,A07DA53
3069,CHEMBL1200868,J04AA01
3070,CHEMBL1200865,S01BA14
3072,CHEMBL1200862,C02KB01
3074,CHEMBL1200848,G03DA03
3076,CHEMBL1200821,V08AD03
3078,CHEMBL1200810,H05BX03
3080,CHEMBL1200802,N05CA07
3082,CHEMBL1200799,S01EE04
3084,CHEMBL1200770,V08AC07
3086,CHEMBL894,N06AX12
3088,CHEMBL1200733,N01AB07
3090,CHEMBL1200732,D07AC11
3092,CHEMBL1200694,N01AB08
3094,CHEMBL1200690,H01BA03
3095,CHEMBL951,V08AD04
3096,CHEMBL1697830,G03DB06
3097,CHEMBL119,P01AX07
3099,CHEMBL1189679,A04AA05
3100,CHEMBL1189679,A04AA55
3102,CHEMBL1189432,R01AC08
3103,CHEMBL1189432,S01GX09
3106,CHEMBL7863,N05CA05
3108,CHEMBL1187011,A01AB06
3109,CHEMBL101,M01AA01
3110,CHEMBL101,M02AA01
3113,CHEMBL130,D06AX02
3114,CHEMBL130,D10AF03
3115,CHEMBL130,G01AA05
3116,CHEMBL130,J01BA01
3117,CHEMBL130,S01AA01
3118,CHEMBL130,S02AA01
3119,CHEMBL130,S03AA08
3127,CHEMBL1185,N02CC03
3129,CHEMBL1341,N02BG09
3131,CHEMBL1183605,D08AJ02
3132,CHEMBL1183605,R02AA17
3135,CHEMBL1182210,R02AA09
3136,CHEMBL2104283,M03BA05
3138,CHEMBL1182,A16AA06
3139,CHEMBL1180725,A03AB05
3140,CHEMBL1179047,N01BA04
3142,CHEMBL1440,D06AA04
3143,CHEMBL1440,S03AA02
3144,CHEMBL1440,S01AA09
3145,CHEMBL1440,S02AA08
3146,CHEMBL1440,A01AB13
3147,CHEMBL1440,J01AA07
3148,CHEMBL117785,N07XX06
3150,CHEMBL1514,N07BC03
3152,CHEMBL1175,N06AX21
3154,CHEMBL1908307,C01DB01
3156,CHEMBL1173055,L01XK03
3158,CHEMBL117287,A06AX05
3160,CHEMBL1172,R06AX27
3162,CHEMBL1171837,L01EA05
3164,CHEMBL1169,J04AA01
3166,CHEMBL1191,B05CA04
3167,CHEMBL1191,D06BA04
3168,CHEMBL1191,J01EB02
3169,CHEMBL1191,S01AB01
3174,CHEMBL1193,D04AA16
3175,CHEMBL1193,R06AB05
3178,CHEMBL1194,N01BB04
3180,CHEMBL1194,N01BB54
3181,CHEMBL1200455,V08AB02
3183,CHEMBL2105497,R05DB15
3185,CHEMBL1200439,V09CX01
3187,CHEMBL2106907,V08AA09
3188,CHEMBL1200436,A14AA08
3190,CHEMBL1200434,R03DA02
3191,CHEMBL2220427,D10AF02
3192,CHEMBL2220427,J01FA01
3193,CHEMBL2220427,S01AA17
3194,CHEMBL1200412,A14AB01
3195,CHEMBL1200412,S01XA11
3198,CHEMBL1200391,B05BB03
3199,CHEMBL1200391,B05XX02
3202,CHEMBL1200386,D07AC18
3204,CHEMBL1200374,L02BG06
3206,CHEMBL334491,N04BX03
3208,CHEMBL1200370,D10AE01
3210,CHEMBL1200370,D10AE51
3211,CHEMBL348000,M04AC02
3213,CHEMBL1200354,C05BB04
3215,CHEMBL1200335,G03BA03
3217,CHEMBL1200,D04AB03
3218,CHEMBL1200,S01HA02
3221,CHEMBL12,N05BA01
3223,CHEMBL1199324,A04AD12
3224,CHEMBL1198,C05AD07
3225,CHEMBL1198,D04AB07
3228,CHEMBL1196,S01HA04
3230,CHEMBL119443,G02AB03
3232,CHEMBL503565,N05CA09
3234,CHEMBL1297,M01AE04
3236,CHEMBL128,N02CC01
3238,CHEMBL1583,J01CA06
3240,CHEMBL400599,A10BX06
3242,CHEMBL418995,N06AA19
3244,CHEMBL1652,N07AA30
3245,CHEMBL428,J01MA13
3246,CHEMBL1651906,L01AD04
3247,CHEMBL1650818,J01CA08
3248,CHEMBL1650559,J01GB14
3250,CHEMBL436,A10XA01
3252,CHEMBL1650,H02AB10
3253,CHEMBL1650,S01BA03
3256,CHEMBL1648,C08CA03
3258,CHEMBL1639,C09XA02
3260,CHEMBL1628502,N03AX12
3262,CHEMBL1628227,D04AX01
3263,CHEMBL1628227,N06AA12
3264,CHEMBL464,D05BB01
3266,CHEMBL1626,D04AA14
3267,CHEMBL1626,R06AA04
3268,CHEMBL1626,R06AA54
3271,CHEMBL1623738,D04AA01
3272,CHEMBL1623738,R01AC06
3273,CHEMBL1623738,R06AC06
3277,CHEMBL479,N05AC02
3279,CHEMBL1622,B03BB01
3280,CHEMBL1622,V04CX02
3283,CHEMBL1622,B03BB51
3284,CHEMBL1621,N05AX13
3286,CHEMBL162036,N02BA10
3288,CHEMBL408,A10BG01
3290,CHEMBL1658,D06AX13
3291,CHEMBL1619,L01BB04
3292,CHEMBL1619,L04AA40
3295,CHEMBL1660,J04AB05
3296,CHEMBL282724,C02KX03
3298,CHEMBL1697771,A02BX14
3300,CHEMBL1697766,N05AB10
3301,CHEMBL290106,D10AB01
3302,CHEMBL290106,P02BX01
3305,CHEMBL1697737,N05BA21
3307,CHEMBL1697733,N06BX12
3308,CHEMBL296419,R06AX11
3310,CHEMBL1689772,J01AA15
3311,CHEMBL1688530,J01XA05
3312,CHEMBL168815,N07AX03
3313,CHEMBL1685,N02AX03
3315,CHEMBL340978,M01AE06
3317,CHEMBL1684,C03AA01
3319,CHEMBL1683590,L01XX41
3320,CHEMBL1683,A01AC03
3321,CHEMBL1683,A07EA02
3322,CHEMBL1683,C05AA01
3323,CHEMBL1683,D07AA02
3324,CHEMBL1683,D07AB02
3325,CHEMBL1683,D07XA01
3326,CHEMBL1683,H02AB09
3327,CHEMBL1683,S01BA02
3328,CHEMBL1683,S01CB03
3329,CHEMBL1683,S02BA01
3331,CHEMBL1682,A06AD18
3332,CHEMBL1682,A06AG07
3333,CHEMBL1682,B05CX02
3334,CHEMBL1682,V04CC01
3339,CHEMBL37744,N06AB02
3340,CHEMBL39736,A10BA03
3342,CHEMBL1676,D07AC17
3343,CHEMBL1676,R01AD08
3344,CHEMBL1676,R01AD12
3345,CHEMBL1676,R03BA05
3346,CHEMBL1676,R03BA09
3349,CHEMBL1672,J01DD13
3350,CHEMBL1668,C02AA01
3352,CHEMBL1664,J05AE07
3354,CHEMBL1663,V08DA01
3355,CHEMBL1663,V08DA04
3356,CHEMBL1661,A06AD12
3358,CHEMBL497,D08AH30
3359,CHEMBL497,D09AA10
3360,CHEMBL497,G01AC02
3361,CHEMBL497,P01AA02
3362,CHEMBL497,S02AA05
3365,CHEMBL497,P01AA52
3369,CHEMBL1618102,A03BB01
3370,CHEMBL277100,J01MA05
3371,CHEMBL1165342,C04AX07
3373,CHEMBL1592,C09AA06
3375,CHEMBL118,L01XX33
3376,CHEMBL118,M01AH01
3379,CHEMBL1590,R01BA02
3380,CHEMBL1590,R01BA52
3382,CHEMBL159,L01CA01
3383,CHEMBL1587,C03AA05
3385,CHEMBL15841,D01AE10
3386,CHEMBL1581,C09AA04
3388,CHEMBL1200359,J01ED04
3390,CHEMBL1201239,V08AA03
3392,CHEMBL15770,M01AB02
3394,CHEMBL121,A10BG02
3396,CHEMBL1575,L01XX11
3398,CHEMBL1213420,M01AC04
3400,CHEMBL1233,M03BA02
3401,CHEMBL1233,M03BA72
3403,CHEMBL1233,M03BA52
3404,CHEMBL1572,J01GB07
3405,CHEMBL1572,S01AA23
3408,CHEMBL1571863,D01AC05
3409,CHEMBL1571863,G01AF07
3412,CHEMBL1291,S01ED04
3414,CHEMBL1291,S01ED54
3415,CHEMBL157101,D01AC08
3416,CHEMBL157101,G01AF11
3417,CHEMBL157101,H02CA03
3418,CHEMBL157101,J02AB02
3419,CHEMBL1568,L01BB05
3420,CHEMBL1593874,D10AX02
3421,CHEMBL1593874,S01AX06
3422,CHEMBL1595,N02AA08
3424,CHEMBL1595,N02AA58
3425,CHEMBL522038,B01AE05
3427,CHEMBL1596,J01CA05
3429,CHEMBL1617,A07AA11
3430,CHEMBL1617,D06AX11
3433,CHEMBL54976,N06AX02
3435,CHEMBL583,J01MA11
3436,CHEMBL61006,R01BA01
3437,CHEMBL61006,R01BA51
3438,CHEMBL76370,A06AX06
3439,CHEMBL1615438,R01AC02
3440,CHEMBL1615438,S01GX02
3441,CHEMBL1614701,L01EE04
3443,CHEMBL1614,C01AA07
3445,CHEMBL865,M01AH03
3447,CHEMBL161,J01DD04
3448,CHEMBL161,J01DD54
3449,CHEMBL94081,M01AB06
3451,CHEMBL1609,B05CA06
3452,CHEMBL1609,J01XX06
3453,CHEMBL1605,J01DD14
3455,CHEMBL1604,J01DB09
3457,CHEMBL1601669,A11CC03
3459,CHEMBL1601,J01DC06
3461,CHEMBL956,M01AE07
3463,CHEMBL1077,S01BC11
3465,CHEMBL1599,J01DB08
3467,CHEMBL1110,A03AE01
3469,CHEMBL1597,V03AB09
3471,CHEMBL1697826,N05AB09
3473,CHEMBL1697838,A10BC01
3474,CHEMBL1561,A10BF02
3476,CHEMBL19019,N07BB04
3478,CHEMBL190044,A03AA05
3480,CHEMBL190,R03DA04
3482,CHEMBL190,R03DA74
3483,CHEMBL190,R03DA54
3484,CHEMBL1324,N04BX01
3486,CHEMBL1402684,A06AB01
3488,CHEMBL19,S01EC05
3489,CHEMBL189963,L01EF01
3491,CHEMBL189171,M01AB11
3493,CHEMBL189,C01CE02
3495,CHEMBL1888176,G04BD09
3496,CHEMBL1411979,R06AC05
3497,CHEMBL1873475,L01EL01
3498,CHEMBL1868702,G03XA02
3500,CHEMBL1863513,D06BX02
3502,CHEMBL186,J01DE01
3503,CHEMBL185073,M03AC01
3504,CHEMBL185,L01BC02
3506,CHEMBL185,L01BC52
3507,CHEMBL184618,D09AA01
3508,CHEMBL184618,R01AX08
3509,CHEMBL184618,S01AA07
3513,CHEMBL18442,L03AX16
3515,CHEMBL184412,C01BD07
3517,CHEMBL184,D06BB03
3518,CHEMBL184,J05AB01
3519,CHEMBL184,S01AD03
3522,CHEMBL184,D06BB53
3524,CHEMBL1419,A08AA10
3526,CHEMBL1474889,R05DB03
3528,CHEMBL12713,N05AE03
3530,CHEMBL190461,N03AX24
3532,CHEMBL1823872,H01CB01
3533,CHEMBL198362,B01AF01
3535,CHEMBL1983350,N03AX17
3537,CHEMBL1200714,M03BB02
3538,CHEMBL1200714,M03BB72
3539,CHEMBL1200714,M03BB52
3541,CHEMBL1963683,S01EE05
3543,CHEMBL1963681,G04BE10
3545,CHEMBL196,A11GA01
3546,CHEMBL196,G01AD03
3547,CHEMBL196,S01XA15
3551,CHEMBL1951095,J01AA13
3552,CHEMBL1946170,L01EX05
3554,CHEMBL193482,G03CA04
3555,CHEMBL193482,G03CC06
3558,CHEMBL193240,R03DX07
3560,CHEMBL19236,C02AC05
3562,CHEMBL19215,G02CB05
3564,CHEMBL192,G04BE03
3566,CHEMBL191,C09CA01
3568,CHEMBL1909324,A03AX04
3569,CHEMBL122,M01AH02
3571,CHEMBL1908360,L01EG02
3572,CHEMBL1908360,L04AA18
3575,CHEMBL1228,M01AA03
3576,CHEMBL1228,M02AA04
3577,CHEMBL1228,S01BC02
3578,CHEMBL1477,C10AA06
3580,CHEMBL15870,M01AE10
3582,CHEMBL267744,C03CC02
3584,CHEMBL1751,C01AA05
3586,CHEMBL175,M01AE14
3588,CHEMBL1950576,S01AA15
3590,CHEMBL1749,S01XA05
3591,CHEMBL1749,V03AB03
3592,CHEMBL1747,J01GB01
3593,CHEMBL1747,S01AA12
3596,CHEMBL1743,J01DD16
3597,CHEMBL1742423,R06AX29
3599,CHEMBL1741,J01FA09
3601,CHEMBL22242,N05AL04
3603,CHEMBL232201,C01DX04
3605,CHEMBL232201,C01DX54
3606,CHEMBL1736,V08AA02
3607,CHEMBL24072,C01DX02
3609,CHEMBL24072,C01DX52
3610,CHEMBL248702,A08AA04
3612,CHEMBL1734,G04BD08
3614,CHEMBL1732,N02CA01
3616,CHEMBL1732,N02CA51
3617,CHEMBL1731,J01CA10
3619,CHEMBL1727,J01DB01
3620,CHEMBL1726,C08CA07
3622,CHEMBL1725,V08AB05
3624,CHEMBL17,S01EC02
3626,CHEMBL169901,C02CC04
3627,CHEMBL1750,L01BB06
3629,CHEMBL1752,R03DA01
3630,CHEMBL1752,R03DA51
3632,CHEMBL182,J05AB06
3633,CHEMBL182,S01AD09
3636,CHEMBL175247,A08AB01
3638,CHEMBL181,C02DA01
3639,CHEMBL181,V03AH01
3642,CHEMBL180022,L01EH02
3644,CHEMBL1789941,L01EJ01
3646,CHEMBL16073,N02BE03
3647,CHEMBL16073,N02BE53
3649,CHEMBL16073,N02BE73
3650,CHEMBL1697760,C03CD01
3652,CHEMBL17860,N07BC04
3654,CHEMBL178,L01DB02
3656,CHEMBL1774461,V09AX05
3658,CHEMBL170988,A10BA01
3660,CHEMBL1773,L01BC06
3662,CHEMBL1771,B01AC04
3664,CHEMBL1770248,A10BK04
3666,CHEMBL177,D06AX12
3667,CHEMBL177,J01GB06
3668,CHEMBL177,S01AA21
3672,CHEMBL17157,R06AX12
3674,CHEMBL1764,N05AA02
3676,CHEMBL1729,A03FA02
3678,CHEMBL1760,R03AC03
3679,CHEMBL1760,R03CC03
3680,CHEMBL1760,R03CC53
3683,CHEMBL175691,J05AG05
3685,CHEMBL1754,R07AB01
3687,CHEMBL1753,D10AF01
3688,CHEMBL1753,G01AA10
3689,CHEMBL1753,J01FF01
3691,CHEMBL1753,D10AF51
3694,CHEMBL104,A01AB18
3695,CHEMBL104,D01AC01
3696,CHEMBL104,G01AF02
3700,CHEMBL141305,G03GB01
3702,CHEMBL1413,D01AE14
3703,CHEMBL1413,G01AX12
3706,CHEMBL1431,A10BA02
3708,CHEMBL1430,M01CC01
3710,CHEMBL1429,H01BA02
3711,CHEMBL1428,C08CA06
3713,CHEMBL142703,A10BH02
3715,CHEMBL231813,J05AP02
3717,CHEMBL1425,L01BB02
3718,CHEMBL1423,N05AG02
3720,CHEMBL1422,A10BH01
3722,CHEMBL1421,L01EA02
3724,CHEMBL245807,A06AB01
3725,CHEMBL1420,V03AB04
3726,CHEMBL1410743,N05CC05
3728,CHEMBL141,J05AF05
3730,CHEMBL254857,N06BX05
3732,CHEMBL14060,C05BB05
3733,CHEMBL14060,D08AE03
3734,CHEMBL14060,N01BX03
3735,CHEMBL14060,R02AA19
3740,CHEMBL267894,N05CA02
3742,CHEMBL1405,G03CA07
3743,CHEMBL1405,G03CC04
3746,CHEMBL1404,C01EB18
3748,CHEMBL1401,P01AX11
3750,CHEMBL1399,L02BG03
3752,CHEMBL139835,G03HA01
3754,CHEMBL1397,J02AC04
3756,CHEMBL1434,A01AB23
3757,CHEMBL1434,D10AF07
3758,CHEMBL1434,J01AA08
3759,CHEMBL14687,D08AX53
3760,CHEMBL14687,D08AX03
3761,CHEMBL1449,J01CA13
3763,CHEMBL1466,B01AA01
3765,CHEMBL1465,B01AA04
3767,CHEMBL1464,B01AA03
3769,CHEMBL1463,D01AE21
3770,CHEMBL1463,J02AX01
3773,CHEMBL1460,J05AF02
3775,CHEMBL1457,R05DA03
3777,CHEMBL2104607,R07AB02
3778,CHEMBL2104607,R07AB52
3780,CHEMBL1453317,P03BX01
3782,CHEMBL1451116,D09AA13
3784,CHEMBL1451,A01AC01
3785,CHEMBL1451,C05AA12
3786,CHEMBL1451,D07AB09
3787,CHEMBL1451,D07XB02
3788,CHEMBL1451,H02AB08
3789,CHEMBL1451,R01AD11
3790,CHEMBL1451,R03BA06
3791,CHEMBL1451,S01BA05
3800,CHEMBL2105075,N02BG04
3802,CHEMBL1560,C09AA01
3804,CHEMBL1448,P02DA01
3806,CHEMBL2106227,N05BX03
3808,CHEMBL2105233,N05CA22
3810,CHEMBL1447,J01FF02
3812,CHEMBL144673,A01AB12
3813,CHEMBL144673,G01AX16
3816,CHEMBL1445,G03BA01
3818,CHEMBL1443,J01CF06
3820,CHEMBL1441,J04AD03
3822,CHEMBL1439973,A04AD04
3823,CHEMBL1439973,A04AD54
3825,CHEMBL2105527,M03BX07
3827,CHEMBL14376,N05AX14
3829,CHEMBL14370,N06AX18
3830,CHEMBL1437,C01CA03
3832,CHEMBL1436,J01DC02
3833,CHEMBL1436,S01AA27
3834,CHEMBL2105581,N05AL06
3836,CHEMBL1396,N07BA03
3838,CHEMBL1395,G03BA02
3839,CHEMBL1395,G03EK01
3842,CHEMBL139367,J05AH03
3843,CHEMBL1350,M05BA05
3845,CHEMBL135,G03CA03
3846,CHEMBL135,G03CA53
3848,CHEMBL1349,J05AB11
3850,CHEMBL1346,G04BD10
3852,CHEMBL134,C02AC01
3853,CHEMBL134,N02CX02
3854,CHEMBL134,S01EA04
3858,CHEMBL1339216,G04BX12
3859,CHEMBL1336,L01EX02
3861,CHEMBL1334860,P01AC01
3862,CHEMBL1332032,B01AC18
3864,CHEMBL1331216,A03BA03
3865,CHEMBL1329455,C01DX12
3866,CHEMBL1328,V04CG04
3868,CHEMBL1393,C03DA01
3870,CHEMBL1323,J05AE10
3872,CHEMBL388590,M04AB03
3874,CHEMBL1321,L01XB01
3876,CHEMBL13209,N05CD02
3878,CHEMBL1318341,C03BA09
3880,CHEMBL1314,G04BX16
3882,CHEMBL1311,C01DA14
3884,CHEMBL131,A07EA01
3885,CHEMBL131,C05AA04
3886,CHEMBL131,D07AA03
3887,CHEMBL131,D07XA02
3888,CHEMBL131,H02AB06
3889,CHEMBL131,R01AD02
3890,CHEMBL131,S01BA04
3891,CHEMBL131,S01CB02
3892,CHEMBL131,S02BA03
3893,CHEMBL131,S03BA02
3898,CHEMBL131,R01AD52
3903,CHEMBL131,A01AC54
3906,CHEMBL1305,R01AC04
3907,CHEMBL1305,R06AX05
3910,CHEMBL1303,N04BC09
3912,CHEMBL1358,L02BA03
3914,CHEMBL1359,J01DH03
3916,CHEMBL1389,G03AC03
3917,CHEMBL1389,G03AD01
3920,CHEMBL1388,D11AX13
3922,CHEMBL268164,N05CA10
3924,CHEMBL268869,J01ED05
3926,CHEMBL1384,J01GB04
3927,CHEMBL1384,S01AA24
3928,CHEMBL1384,A07AA08
3929,CHEMBL13828,R06AE06
3931,CHEMBL1382627,D06BA01
3932,CHEMBL1382627,J01EC02
3933,CHEMBL1382627,D06BA51
3935,CHEMBL273575,N06AX04
3936,CHEMBL1378024,J04AD01
3938,CHEMBL1377,P01BB01
3940,CHEMBL1377,P01BB51
3941,CHEMBL278819,N06AX07
3943,CHEMBL1374379,R05DB01
3945,CHEMBL1373254,C03AA07
3947,CHEMBL1373,N06BA07
3949,CHEMBL31,J01MA16
3950,CHEMBL31,S01AE06
3953,CHEMBL316157,J01DB02
3955,CHEMBL1371,M03BB03
3956,CHEMBL1371,M03BB53
3958,CHEMBL1371,M03BB73
3959,CHEMBL316561,A02BX06
3961,CHEMBL32800,G02CA03
3962,CHEMBL32800,R03AC04
3963,CHEMBL32800,R03CC04
3967,CHEMBL1366,M01CB03
3968,CHEMBL1364,A11HA02
3970,CHEMBL1467,M04AA01
3972,CHEMBL1467,M04AA51
3973,CHEMBL1450,P01AX06
3974,CHEMBL1515,H03BB02
3975,CHEMBL1515,H03BB52
3977,CHEMBL1496,C10AA07
3979,CHEMBL1454946,P02CA05
3981,CHEMBL1495,A03AA01
3983,CHEMBL1493,G04BD02
3985,CHEMBL1874750,C04AX27
3986,CHEMBL153479,R05CB06
3987,CHEMBL1454,P02CE01
3989,CHEMBL1492500,N06AA16
3990,CHEMBL1535,P01BA02
3992,CHEMBL1522,N05CF04
3994,CHEMBL1536,A11CC01
3996,CHEMBL1491,C08CA01
3998,CHEMBL1525,P03AC04
4000,CHEMBL1525,P03AC54
4001,CHEMBL1490,N04AA01
4003,CHEMBL1463345,C03DA03
4005,CHEMBL1452696,M01AX18
4006,CHEMBL1452696,M02AA16
4009,CHEMBL1452696,M01AX68
4010,CHEMBL1524273,A07AB02
4012,CHEMBL1501,C05AA11
4013,CHEMBL1501,D07AC08
4016,CHEMBL1502,A02BC02
4018,CHEMBL1531,G03AC08
4020,CHEMBL1532,C03BA02
4022,CHEMBL159226,C04AX10
4023,CHEMBL159226,G04BE06
4026,CHEMBL1512,R01AD04
4027,CHEMBL1512,R03BA03
4028,CHEMBL1533,G03AC09
4030,CHEMBL1534,A11HA04
4031,CHEMBL1534,S01XA26
4034,CHEMBL1517,J01AA06
4035,CHEMBL1517,D06AA03
4036,CHEMBL1517,S01AA04
4037,CHEMBL1517,G01AA07
4038,CHEMBL1517,J01AA56
4039,CHEMBL1509,G03AC10
4041,CHEMBL146095,N02BG03
4043,CHEMBL1507567,A07EA03
4044,CHEMBL1507567,H02AB07
4045,CHEMBL1506,D06AX02
4046,CHEMBL1506,D10AF03
4047,CHEMBL1506,G01AA05
4048,CHEMBL1506,J01BA01
4049,CHEMBL1506,S01AA01
4050,CHEMBL1506,S02AA01
4051,CHEMBL1506,S03AA08
4059,CHEMBL1513,C09CA04
4061,CHEMBL1489,L01BC07
4063,CHEMBL1537,J01CA09
4065,CHEMBL1541,J01DD08
4066,CHEMBL154111,N02BA06
4068,CHEMBL1418176,A14AA03
4069,CHEMBL1418176,D11AE01
4072,CHEMBL1543,V03AB32
4074,CHEMBL2104149,N02AC05
4076,CHEMBL1549,A01AC03
4077,CHEMBL1549,A07EA02
4078,CHEMBL1549,C05AA01
4079,CHEMBL1549,D07AA02
4080,CHEMBL1549,D07XA01
4081,CHEMBL1549,H02AB09
4082,CHEMBL1549,S01BA02
