,chembl_id,Phase,Smiles,market
2999,CHEMBL3184846,0,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)COc2ccc(OC)cc2)[C@@H]1OC,0
3000,CHEMBL3586404,2,CO[C@H]1CC[C@H](N2C(=O)CNc3ncc(-c4ccc(C(C)(C)O)nc4)nc32)CC1,0
3001,CHEMBL627,3,C[N+](C)([O-])CCC=C1c2ccccc2CCc2ccccc21,0
3002,CHEMBL472,4,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,1
3003,CHEMBL782,4,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,1
3004,CHEMBL2105027,0,CCc1nncn1C1CCCCC1,0
3005,CHEMBL1522,4,CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,1
3006,CHEMBL2109882,4,O=[Si](O)O[Si](O)(O)O[Si](=O)O,1
3007,CHEMBL2105125,0,OCCOC1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,0
3008,CHEMBL2106490,0,CCC(C(=O)SCCN(CC)CC)c1ccc(-c2ccccc2)cc1,0
3009,CHEMBL659,4,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,1
3010,CHEMBL2104569,0,O=C(O)COc1ccc(C(=O)/C=C/c2ccc(C(=O)O)cc2)cc1,0
3011,CHEMBL2106369,0,CC(=O)Nc1c(I)c(NC(=O)CO)c(I)c(C(=O)O)c1I,0
3012,CHEMBL2106347,0,CC#C[C@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,0
3013,CHEMBL1908048,0,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C,0
3014,CHEMBL519504,3,CO[C@@H](Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)c2ccsc12)C(=O)O,0
3015,CHEMBL848,4,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,1
3016,CHEMBL94,4,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,1
3017,CHEMBL2103880,2,CN(C)CCCOc1ccc2[nH]nc(S(=O)(=O)c3cccc4ccccc34)c2c1,0
3018,CHEMBL473882,0,C=C1[C@H](OP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)C[C@@H]1n1cnc2c(=O)[nH]c(N)nc21,0
3019,CHEMBL562967,2,CC(C)C(=O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@](C)(F)[C@@H]1OC(=O)C(C)C,0
3020,CHEMBL1091644,3,C[C@]1(O)C[C@@H](c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn32)C1,0
3021,CHEMBL90983,1,COc1ccc(C[C@H](C)[C@H](C)Cc2ccc(OC)c(OC)c2)cc1OC,0
3022,CHEMBL511115,3,COc1ccc([C@]2(C#N)CC[C@@H](C(=O)O)CC2)cc1OC1CCCC1,0
3023,CHEMBL2107083,0,CCOc1ccc2nc(SC(C)(C(=O)O)c3ccccc3)sc2c1,0
3024,CHEMBL39,3,NCCc1c[nH]c2ccc(O)cc12,0
3025,CHEMBL4297518,1,CCCOc1ccc(S(=O)(=O)N2CCN(CCO)CC2)cc1-c1nc2c(CCC)cn(CC)c2c(=O)[nH]1,0
3026,CHEMBL208427,2,O=C(O)c1cccc(-c2cccc(NCCNC[C@H](O)c3cccc(Cl)c3)c2)c1,0
3027,CHEMBL2105301,0,c1ccc(C(CCN2CCCCCC2)c2ccccc2)cc1,0
3028,CHEMBL2107255,0,COCCCP(CCCOC)CCCOC,0
3029,CHEMBL2104357,0,O=C(O)Cc1ccc(C2=CC(=O)CCC2)cc1,0
3030,CHEMBL2110906,0,OC(c1ccccc1)(c1ccccc1)C1CC1c1ccncc1,0
3031,CHEMBL292187,0,Fc1ccc(-c2ccc(CN3CCN(c4cccc5ccoc45)CC3)[nH]2)cc1,0
3032,CHEMBL2111116,0,CC(=O)Oc1cc(O[C@H](C)CCCc2ccccc2)cc2c1[C@@H]1C[C@H](O)CC[C@H]1[C@H](C)N2,0
3033,CHEMBL1235872,0,O=S(=O)(O)OC[C@H]1O[C@H](O[C@]2(COS(=O)(=O)O)O[C@H](COS(=O)(=O)O)[C@@H](OS(=O)(=O)O)[C@@H]2OS(=O)(=O)O)[C@H](OS(=O)(=O)O)[C@@H](OS(=O)(=O)O)[C@@H]1OS(=O)(=O)O,0
3034,CHEMBL1320667,1,O=C(O)CC1CC(c2ccccc2)=NO1,0
3035,CHEMBL1983100,0,O=C(CN1CCNCC1)NC1CCCCC1,0
3036,CHEMBL2103934,0,CCC(C(=O)OCC(COC(=O)C(CC)c1ccccc1)(COC(=O)C(CC)c1ccccc1)COC(=O)C(CC)c1ccccc1)c1ccccc1,0
3037,CHEMBL2106683,0,CCCCCCCCCCCCCCCCCC(=O)OCCOC(=O)CCCCCCCCCCCCCCCCC,0
3038,CHEMBL2105491,0,C[N+]1(CCCS(=O)(=O)[O-])[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2,0
3039,CHEMBL2104281,0,C/C(=C\c1ccc(CO)cc1)c1ccc2c(c1)C(C)(C)C(O)CC2(C)C,0
3040,CHEMBL1090089,2,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC(CCO)CCO)nc21,0
3041,CHEMBL2106524,0,O=C(c1ccccc1)N1CC2COCC2C1,0
3042,CHEMBL1753,4,CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,1
3043,CHEMBL15770,4,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1,1
3044,CHEMBL1598608,0,CN1C(=O)COc2c(C(=O)NC3CN4CCC3CC4)cc(Cl)cc21,0
3045,CHEMBL2103836,3,CCC[C@@H](C)C[C@H](N)CC(=O)O,0
3046,CHEMBL148824,0,O=C(O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@@H]21,0
3047,CHEMBL3833371,2,CC(C)OC(=O)[C@@H](C)N[P@@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(Cl)[C@@H]1O)Oc1ccccc1,0
3048,CHEMBL1742432,0,CC(C)(CCc1ccccc1)NCC(O)c1ccc2c(c1)CCC(=O)N2,0
3049,CHEMBL2105146,0,CN1CCN(CC(=O)N/N=C/c2ccc([N+](=O)[O-])o2)CC1,0
3050,CHEMBL298019,0,CCOC(=O)c1ccc(OCCC2CCN(c3ccc(C)nn3)CC2)cc1,0
3051,CHEMBL124162,2,CCC(=O)O[C@]1(CC)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,0
3052,CHEMBL427216,4,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,1
3053,CHEMBL2104570,0,CN(CCO)c1nc2c(c(=O)n(C)c(=O)n2C)n1C,0
3054,CHEMBL181932,3,O=C(O)c1nc(=O)[nH]c(=O)[nH]1,0
3055,CHEMBL2106986,0,CCCN1C[C@@H](NC(=O)N(CC)CC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,0
3056,CHEMBL17962,2,N[C@@H](Cc1c[nH]cn1)C(=O)O,0
3057,CHEMBL757,3,C[C@]12CC[C@@H]3[C@H]4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2O,0
3058,CHEMBL3991199,0,C[C@@](O)(/C=C/[C@@H]1CC=CC(=O)O1)[C@@H](C[C@@H](O)/C=C\C=C/C=C/CO)OP(=O)(O)O,0
3059,CHEMBL638,4,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,1
3060,CHEMBL3989439,0,COC(=O)c1cc([C@@H](OC(=O)c2cccnc2)[C@H](OC(=O)c2cccnc2)[C@@H](COC(=O)c2cccnc2)OC(=O)c2cccnc2)oc1C,0
3061,CHEMBL65433,0,O=C(NCNC(=O)NC1C(=O)NC(=O)N1CO)NC1C(=O)NC(=O)N1CO,0
3062,CHEMBL46917,4,CNC(=O)Oc1cccc2ccccc12,1
3063,CHEMBL1230982,2,c1cncc(C2=NCCCC2)c1,0
3064,CHEMBL560976,0,NC[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)O1,0
3065,CHEMBL1080884,0,Fc1ccc(OC[C@@H]2CNCCO2)c2c1CCC2,0
3066,CHEMBL2367736,0,CCCCCCCCCCCCC/C=C/[C@H](O)[C@@H](CO)NC(=O)[C@@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,0
3067,CHEMBL2105665,3,CCCCCCCC/C=C/CCCCCCCC(=O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@@H](O)[C@@H]1O,0
3068,CHEMBL2009734,0,N/C(=N\c1c([N+](=O)[O-])cnc2ccccc12)N1CCOCC1,0
3069,CHEMBL24022,0,CCCCCCCCCCCCCCO,0
3070,CHEMBL956,4,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,1
3071,CHEMBL416230,0,CCCCCCCCCCOc1cc2c(O)c(C(=O)OCC)cnc2cc1OCC,0
3072,CHEMBL151,2,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,0
3073,CHEMBL2107581,0,O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1S,0
3074,CHEMBL2107292,0,C[C@H]1[C@H]2C(=O)c3ccc(O)cc3[C@]1(C)CCN2CC1CC1,0
3075,CHEMBL2107312,3,CC(C)C(=O)O[C@@H](OC(=O)NC[C@H](CC(=O)O)c1ccc(Cl)cc1)C(C)C,0
3076,CHEMBL1644695,4,[I-].[Na+],1
3077,CHEMBL589586,4,COC(=O)/C=C/C(=O)O,1
3078,CHEMBL45029,4,CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,1
3079,CHEMBL2103970,0,CC(=O)N(C)c1c(I)c(C(=O)O)c(I)c(N(CC(O)COCCCCOCC(O)CN(C(C)=O)c2c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c2I)C(C)=O)c1I,0
3080,CHEMBL1951914,2,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2cc(F)cc(F)c2)C2CCN(S(C)(=O)=O)CC2)CC1,0
3081,CHEMBL3673452,2,COc1ccc(COc2ccc(Cn3c(N)nc4cc(-c5cnn(C)c5)cnc43)cc2OC)cc1,0
3082,CHEMBL219046,1,O=C(O)c1c(O)c(Cc2ccc(Cl)cc2)nc2c3c(ccc12)CCCC3,0
3083,CHEMBL2204263,2,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NC1CN([C@H]2CC[C@@](O)(c3cncs3)CC2)C1,0
3084,CHEMBL642,4,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,1
3085,CHEMBL2104463,0,CC1CCc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0
3086,CHEMBL127487,0,CC1CCCCN1CCCOC(=O)c1ccc(OC2CCCCC2)cc1,0
3087,CHEMBL2107139,0,Nc1ccc(S(=O)(=O)c2cnc(N)s2)cc1,0
3088,CHEMBL2106808,0,Cc1cccc(C)c1NCCNCC(O)COc1cccc2[nH]ncc12,0
3089,CHEMBL372205,3,C[C@H](CN(C(=O)c1ccc(C#N)cc1)c1ccccn1)N1CCN(c2cccc3c2OCCO3)CC1,0
3090,CHEMBL447664,2,Cc1cc(Cn2nnc3c(-c4ccco4)nc(N)nc32)ccc1N,0
3091,CHEMBL27810,4,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,1
3092,CHEMBL3989755,0,CC(CCC(=O)Oc1ccc(C2(c3ccc(OC(=O)CCC(C)[C@H]4CC[C@H]5[C@@H]6C(=O)CC7CC(=O)CC[C@]7(C)[C@H]6CC(=O)[C@@]54C)cc3)C(=O)Nc3ccccc32)cc1)[C@H]1CC[C@H]2[C@@H]3C(=O)CC4CC(=O)CC[C@]4(C)[C@H]3CC(=O)[C@@]21C,0
3093,CHEMBL606258,0,CO[C@H]1C[C@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](O)[C@@H](C)C(=O)[C@]3(CO3)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)[C@H]2C)O[C@@H](C)[C@@H]1O,0
3094,CHEMBL2105242,0,CCN(CC)c1nc(=NN)nc(N(CC)CC)[nH]1,0
3095,CHEMBL315877,0,NS(=O)(=O)c1ccc(N2C(=O)CC(c3ccccc3)C2=O)c(Cl)c1,0
3096,CHEMBL64677,0,O=C1C(O)N=C(c2ccccc2F)c2cc(Cl)ccc2N1CCO,0
3097,CHEMBL1742475,0,O=c1c2ccccc2c(Cc2ccc(F)cc2)nn1C1CCCN(CCc2ccccc2)CC1,0
3098,CHEMBL2181927,3,CCOc1ncc(C)c2c1[C@H](c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2,0
3099,CHEMBL2106915,4,COc1cc2c(cc1OC)C(CCc1ccc(Cl)cc1)N(C)CC2,1
3100,CHEMBL587723,2,CCN1CCN(Cc2ccc(-c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)cc2)CC1,0
3101,CHEMBL1373,4,NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1,1
3102,CHEMBL2104641,0,CN1CCC(C)(CN2c3ccccc3Sc3ccccc32)C1,0
3103,CHEMBL2104551,0,CCC(=O)C(CC(C)N1CCOCC1)(c1ccccc1)c1ccccc1,0
3104,CHEMBL17423,2,COc1ccc(C(=O)N2CCN(c3ccc4c(c3)CCC(=O)N4)CC2)cc1OC,0
3105,CHEMBL2087361,3,C#Cc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)c1,0
3106,CHEMBL556,4,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,1
3107,CHEMBL1484,4,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,1
3108,CHEMBL4297637,2,CC(=O)OC/C=C(C)/C=C/C=C(C)\C=C\C1=C(C)CCCC1(C)C,0
3109,CHEMBL4297445,3,Cc1cc(Cc2c(C)nn(CCC(=O)O)c2C)c2c(c1O)CCC2,0
3110,CHEMBL2103748,0,CCCCCCCCOc1ccc(C(=O)N[C@H]2C[C@@H](O)[C@@H](O)NC(=O)[C@@H]3[C@@H](O)[C@@H](C)CN3C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c3ccc(O)cc3)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@H]([C@@H](C)O)NC2=O)cc1,0
3111,CHEMBL203666,0,NCCCNc1ccc2c3c(nn2CCNCCO)-c2c(O)ccc(O)c2C(=O)c13,0
3112,CHEMBL1742455,0,CN1C(=O)[C@@H](NC(=O)c2cc3cccc4c3n2CCC4)N=C(c2ccccc2)c2ccccc21,0
3113,CHEMBL2106594,0,COc1ccc(C(=O)/C(Br)=C\C(=O)O)cc1,0
3114,CHEMBL2107371,2,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)ncnc32)[C@H](O)[C@@H]1O,0
3115,CHEMBL608856,0,NC(=O)Oc1ccc(Cc2ccccc2)cc1,0
3116,CHEMBL2104355,0,OCc1cccc(Cc2c[nH]cn2)c1O,0
3117,CHEMBL2105074,0,CC(C)C[C@@H](OC(=O)c1ccco1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,0
3118,CHEMBL274185,0,CCCCCCCN(CCCCCSc1nc(-c2ccccc2)c(-c2ccccc2)[nH]1)C(=O)Nc1ccc(F)cc1F,0
3119,CHEMBL485253,4,CCC(CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,1
3120,CHEMBL4297605,3,O=C(CN1CCC(CN2Cc3ccccc3C2=O)CC1)c1ccc(F)cc1,0
3121,CHEMBL77131,0,CCNC(=O)OC1CCN(c2nncc3cc(OC)c(OC)cc23)CC1,0
3122,CHEMBL3989458,0,CC1C=CC(C)N1CC(=O)N=C(N)N,0
3123,CHEMBL3126832,1,CC(C)[C@H]1NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C)C(=O)N2)OC(=O)C[C@@H]1O,0
3124,CHEMBL2104053,0,O=C(COc1ccc(Cl)cc1)OCCNC12CC3CC(CC(C3)C1)C2,0
3125,CHEMBL591665,4,O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O.[Na+],1
3126,CHEMBL2104735,0,CC(Cc1ccccc1)N(C)CCCN1c2ccccc2N(C)S(=O)(=O)c2ccccc21,0
3127,CHEMBL336712,0,CN1CCN2c3ccccc3Cn3cccc3C2C1,0
3128,CHEMBL2106427,0,CO[C@H]1[C@H](C)O[C@@H](O[C@@H]2C=C3CC[C@@H]4[C@H](CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)[C@H](O)[C@@H]1O,0
3129,CHEMBL2110674,4,CC(=O)N[C@@H]1C[C@H](O)[C@@H](CO)O[C@H]1O[C@@H]1[C@@H](C(=O)O)O[C@@H](O)[C@H](O)[C@H]1O,1
3130,CHEMBL1868702,4,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21CC,1
3131,CHEMBL609583,1,O=C(NO)c1cnc(N2CCN(S(=O)(=O)c3ccc4ccccc4c3)CC2)nc1,0
3132,CHEMBL1167,4,CN[C@H]1[C@@H](O)[C@@H](NC)[C@H](O)[C@H]2O[C@@H]3O[C@H](C)CC(=O)[C@]3(O)O[C@H]12,1
3133,CHEMBL2110672,0,CCCCCCCCCCCC(=O)c1ccc(OCC[N+](C)(C)Cc2ccccc2)cc1,0
3134,CHEMBL1618340,3,C[N+](C)(C)CCOP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O,0
3135,CHEMBL1590674,0,O=C(O)COc1ccccc1/C=N/NC(=O)c1ccncc1,0
3136,CHEMBL2110761,0,CN(CCc1cc2cccc3c2n1-c1ccccc1CC3)Cc1ccccc1,0
3137,CHEMBL2104931,0,Cc1cc(-n2c(=O)[nH]c(=O)n(C)c2=O)ccc1Oc1ccc(SC(F)(F)F)cc1,0
3138,CHEMBL4297279,2,NC(=O)CC[C@@H](C(=O)O)N(CCNC(=S)Nc1ccc2c(c1)C(=O)OC21c2ccc(O)cc2Oc2cc(O)ccc21)C(=O)c1ccc(NCc2cnc3nc(N)[nH]c(=O)c3n2)cc1,0
3139,CHEMBL2104344,0,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Na+].[Na+],0
3140,CHEMBL2110679,2,CCOC(=O)c1ncn2c1CN(C)C(=O)c1c(I)cccc1-2,0
3141,CHEMBL12806,0,CNC(=O)NS(=O)(=O)c1ccc(CCNC(=O)c2cc(Cl)ccc2OC)cc1,0
3142,CHEMBL3127326,4,COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc([C@@H]2CC[C@@H](c3ccc(NC(=O)[C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)cc3)N2c2ccc(C(C)(C)C)cc2)cc1)C(C)C,1
3143,CHEMBL2111135,0,CC(CN1c2ccccc2Sc2ccccc21)[N+](C)(C)C,0
3144,CHEMBL3622820,3,N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CCN(C(=O)c3ccnc(C(F)(F)F)c3F)CC2)C1,0
3145,CHEMBL1450565,0,NC(=O)c1ccc([N+](=O)[O-])cc1Cl,0
3146,CHEMBL2104126,0,CC(=O)O[C@]1(C(C)=O)[C@H](C)C[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,0
3147,CHEMBL2105412,0,COc1cc(C(=O)/C=C/N2CC=CC2)cc(OC)c1OC,0
3148,CHEMBL2104367,0,O=c1c(I)c[nH]cc1I,0
3149,CHEMBL1615438,4,C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1,1
3150,CHEMBL1382,4,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,1
3151,CHEMBL2110953,0,CC(=O)Oc1cc(OC(C)CCCc2ccccc2)cc2c1[C@@H]1C[C@H](O)CC[C@H]1[C@H](C)N2,0
3152,CHEMBL1796997,4,[He],1
3153,CHEMBL2107129,0,CC(C)(Oc1ccc(Cl)cc1)C(=O)NC(=O)NCN1CCOCC1,0
3154,CHEMBL3990276,4,O=[Mg].O=[Mg].O=[Mg].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,1
3155,CHEMBL2105114,0,CN(C)C(=O)C(CC[N@+]1([O-])CC[C@@](O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,0
3156,CHEMBL2107173,0,COc1ccc(CCN2CCN(c3ccccc3Cl)CC2)cc1OC,0
3157,CHEMBL1651649,0,C[C@@H]1O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@@H]3C2)CC[C@H]1O,0
3158,CHEMBL2105771,0,CCCCCCCCCCCCCCCCCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0
3159,CHEMBL1090173,1,O=C(CO)N1CCC(c2n[nH]c(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1,0
3160,CHEMBL359164,2,Nc1ccn([C@@H]2CO[C@H](CO)O2)c(=O)n1,0
3161,CHEMBL594621,0,CCCCC[C@H](O)/C=C/C=C\C/C=C\C/C=C\CCCC(=O)O,0
3162,CHEMBL503356,0,N=C(N)n1cccn1,0
3163,CHEMBL297550,0,COc1c2occc2c(OC)c2c(=O)cc(CSC)oc12,0
3164,CHEMBL34234,0,CCOP(=O)(Cc1ccc(C(=O)Nc2ccc(Br)cc2C#N)cc1)OCC,0
3165,CHEMBL204694,0,Cc1ccccc1-c1cc(N2CCOCC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,0
3166,CHEMBL2104082,0,CCCCCCCCCCCCCCC[C@H](O)[C@H](CO)NC(C)=O,0
3167,CHEMBL225304,1,NN=C(N)N,0
3168,CHEMBL2110684,0,O=C(O)CCCCCCCCCCCCCCCI,0
3169,CHEMBL556262,3,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C([C@H]3CCCO3)S[C@H]12,0
3170,CHEMBL1196,4,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N,1
3171,CHEMBL2104345,2,O=C(CCn1cnc2c(=O)[nH]cnc21)Nc1ccc(C(=O)O)cc1,0
3172,CHEMBL2219740,4,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO.[Ca+2],1
3173,CHEMBL2110681,0,O=S(=O)(O)C(I)I,0
3174,CHEMBL1243407,0,CC(C)(Cc1ccccc1)NCC(O)c1ccc(O)c(NS(C)(=O)=O)c1,0
3175,CHEMBL3545062,4,COC[C@H]1C[C@@H](c2nc(-c3ccc4c(c3)COc3cc5c(ccc6nc([C@@H]7CC[C@H](C)N7C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]c65)cc3-4)c[nH]2)N(C(=O)[C@H](NC(=O)OC)c2ccccc2)C1,1
3176,CHEMBL2107750,0,Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(Cl)c1-c1nc(C#N)c(C#N)[nH]1,0
3177,CHEMBL2104167,0,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(O)C(Cl)(Cl)Cl,0
3178,CHEMBL2104119,0,Clc1cccc(Cl)c1/N=C1/NCCO1,0
3179,CHEMBL203321,3,CCCCCCCCCCCCCCCCOCCCOP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O,0
3180,CHEMBL2106092,0,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Ca+2],0
3181,CHEMBL967,4,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,1
3182,CHEMBL1644030,4,[Br-].[K+],1
3183,CHEMBL100014,2,CCCC(=O)OCOC(=O)C(C)(C)C,0
3184,CHEMBL1577,4,CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,1
3185,CHEMBL466659,4,O=[N+]([O-])OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],1
3186,CHEMBL62382,1,C[Se]C[C@H](N)C(=O)O,0
3187,CHEMBL1000,4,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,1
3188,CHEMBL2104122,0,CC(C(=O)O)c1ccc2c(c1)Cc1ccccc1-2,0
3189,CHEMBL1412041,0,C[C@H](N)[C@@H](O)c1ccccc1,0
3190,CHEMBL2106261,0,CCOC(=O)C(c1c(O)c2ccccc2oc1=O)c1c(O)c2ccccc2oc1=O,0
3191,CHEMBL220998,0,Cc1cc(C(=C2C=CC(=N)C=C2)c2ccc(N)cc2)ccc1N,0
3192,CHEMBL442444,0,CCN(CC)CCOC(=O)C(c1ccccc1)C1CCCCC1,0
3193,CHEMBL1489662,0,O=C(Cc1ccc(-c2ccccc2)cc1)Nc1ccccn1,0
3194,CHEMBL220360,3,C[C@H](NC(=O)C(C)(C)Oc1ccc(C(F)(F)F)cn1)[C@@H](Cc1ccc(Cl)cc1)c1cccc(C#N)c1,0
3195,CHEMBL3989790,0,C[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,0
3196,CHEMBL1868301,0,NC(=O)C1c2ccccc2CCc2ccccc21,0
3197,CHEMBL1402420,0,Clc1ccccc1-c1nc(-c2ccncc2)no1,0
3198,CHEMBL3989843,4,N[C@@H]1C[C@H]1c1ccccc1.N[C@H]1C[C@@H]1c1ccccc1,1
3199,CHEMBL345714,4,Cc1cnc(C(=O)O)c[n+]1[O-],1
3200,CHEMBL572,4,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,1
3201,CHEMBL130393,0,O=C(O)C1CCc2cc(C3CCCCC3)c(Cl)cc21,0
3202,CHEMBL58323,4,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,1
