,F1 score,AP withdrawn,AP approved,AUROC withdrawn,Balanced accuracy,Precision withdrawn,Recall withdrawn,Precision approved,Recall approved,True positives,True negatives,False positives,False negatives
0,0.5217391304347826,0.4219960269966278,0.7840111333847095,0.8542786275320381,0.7545473336089292,0.47058823529411764,0.5853658536585366,0.9505813953488372,0.923728813559322,24,327,27,17
