,F1 score,AP withdrawn,AP approved,AUROC withdrawn,Balanced accuracy,Precision withdrawn,Recall withdrawn,Precision approved,Recall approved,True positives,True negatives,False positives,False negatives
0,0.23201856148491878,0.27361297878126783,0.7541418978007672,0.6218950500017921,0.5472985889577882,0.3225806451612903,0.18115942028985507,0.8305847076461769,0.9134377576257213,50,1108,105,226
