,F1 score,AP withdrawn,AP approved,AUROC withdrawn,Balanced accuracy,Precision withdrawn,Recall withdrawn,Precision approved,Recall approved,True positives,True negatives,False positives,False negatives
0,0.2952646239554318,0.23758919143219498,0.7771887509347893,0.5800207892756013,0.5535293977084005,0.2398190045248869,0.38405797101449274,0.8376313276026743,0.7230008244023083,106,877,336,170
